sample_index,hierarchical_probability_error,maxent_stationarity_range
1664,1.1102230246251565e-16,1.1102230246251565e-16
1665,5.551115123125783e-17,4.996003610813204e-16
1666,2.7755575615628914e-17,4.440892098500626e-16
1667,5.551115123125783e-17,2.220446049250313e-16
1668,1.1102230246251565e-16,4.440892098500626e-16
1669,2.7755575615628914e-17,4.440892098500626e-16
1670,1.3877787807814457e-17,4.440892098500626e-16
1671,5.551115123125783e-17,4.440892098500626e-16
1672,1.1102230246251565e-16,4.440892098500626e-16
1673,1.1102230246251565e-16,4.440892098500626e-16
1674,2.7755575615628914e-17,4.996003610813204e-16
1675,2.7755575615628914e-17,4.440892098500626e-16
1676,2.7755575615628914e-17,4.440892098500626e-16
1677,1.3877787807814457e-17,2.220446049250313e-16
1678,0.0,1.1102230246251565e-16
1679,1.3877787807814457e-17,3.3306690738754696e-16
1680,5.551115123125783e-17,4.440892098500626e-16
1681,1.1102230246251565e-16,4.440892098500626e-16
1682,1.1102230246251565e-16,4.440892098500626e-16
1683,5.551115123125783e-17,2.220446049250313e-16
1684,1.6653345369377348e-16,2.220446049250313e-16
1685,8.326672684688674e-17,4.440892098500626e-16
1686,2.7755575615628914e-17,4.440892098500626e-16
1687,1.1102230246251565e-16,2.220446049250313e-16
1688,2.7755575615628914e-17,2.220446049250313e-16
1689,5.551115123125783e-17,6.661338147750939e-16
1690,5.551115123125783e-17,4.440892098500626e-16
1691,2.7755575615628914e-17,3.3306690738754696e-16
1692,5.551115123125783e-17,3.3306690738754696e-16
1693,5.551115123125783e-17,3.3306690738754696e-16
1694,5.551115123125783e-17,2.220446049250313e-16
1695,2.7755575615628914e-17,4.440892098500626e-16
1696,2.7755575615628914e-17,5.551115123125783e-16
1697,5.551115123125783e-17,4.440892098500626e-16
1698,5.551115123125783e-17,2.7755575615628914e-16
1699,1.3877787807814457e-17,5.551115123125783e-16
1700,1.1102230246251565e-16,4.440892098500626e-16
1701,8.326672684688674e-17,4.440892098500626e-16
1702,5.551115123125783e-17,3.3306690738754696e-16
1703,5.551115123125783e-17,3.3306690738754696e-16
1704,1.1102230246251565e-16,1.1102230246251565e-16
1705,6.938893903907228e-18,6.661338147750939e-16
1706,1.1102230246251565e-16,4.440892098500626e-16
1707,1.1102230246251565e-16,6.661338147750939e-16
1708,1.1102230246251565e-16,4.440892098500626e-16
1709,2.7755575615628914e-17,3.608224830031759e-16
1710,5.551115123125783e-17,2.7755575615628914e-16
1711,2.220446049250313e-16,4.440892098500626e-16
1712,2.7755575615628914e-17,2.220446049250313e-16
1713,1.1102230246251565e-16,1.1102230246251565e-16
1714,2.7755575615628914e-17,3.3306690738754696e-16
1715,4.163336342344337e-17,4.996003610813204e-16
1716,2.7755575615628914e-17,4.440892098500626e-16
1717,2.7755575615628914e-17,3.3306690738754696e-16
1718,5.551115123125783e-17,3.3306690738754696e-16
1719,5.551115123125783e-17,3.3306690738754696e-16
1720,8.326672684688674e-17,4.440892098500626e-16
1721,5.551115123125783e-17,3.3306690738754696e-16
1722,6.938893903907228e-18,2.220446049250313e-16
1723,1.1102230246251565e-16,2.220446049250313e-16
1724,5.551115123125783e-17,3.3306690738754696e-16
1725,5.551115123125783e-17,4.440892098500626e-16
1726,5.551115123125783e-17,4.440892098500626e-16
1727,2.7755575615628914e-17,4.440892098500626e-16
1728,3.469446951953614e-18,4.440892098500626e-16
1729,2.7755575615628914e-17,2.220446049250313e-16
1730,1.3877787807814457e-17,4.440892098500626e-16
1731,5.551115123125783e-17,4.440892098500626e-16
1732,2.7755575615628914e-17,5.551115123125783e-16
1733,2.7755575615628914e-17,5.551115123125783e-16
1734,0.0,2.7755575615628914e-16
1735,5.551115123125783e-17,4.440892098500626e-16
1736,1.1102230246251565e-16,4.440892098500626e-16
1737,5.551115123125783e-17,4.440892098500626e-16
1738,1.3877787807814457e-17,2.220446049250313e-16
1739,8.673617379884035e-19,3.3306690738754696e-16
1740,1.1102230246251565e-16,4.440892098500626e-16
1741,5.551115123125783e-17,4.440892098500626e-16
1742,1.6653345369377348e-16,4.440892098500626e-16
1743,6.938893903907228e-18,4.996003610813204e-16
1744,5.551115123125783e-17,2.7755575615628914e-16
1745,1.1102230246251565e-16,3.3306690738754696e-16
1746,5.551115123125783e-17,3.3306690738754696e-16
1747,1.1102230246251565e-16,4.440892098500626e-16
1748,2.7755575615628914e-17,4.440892098500626e-16
1749,5.551115123125783e-17,4.440892098500626e-16
1750,8.326672684688674e-17,4.996003610813204e-16
1751,6.938893903907228e-18,4.440892098500626e-16
1752,5.551115123125783e-17,3.3306690738754696e-16
1753,5.551115123125783e-17,4.440892098500626e-16
1754,6.938893903907228e-18,4.440892098500626e-16
1755,8.326672684688674e-17,4.440892098500626e-16
1756,2.7755575615628914e-17,2.220446049250313e-16
1757,1.3877787807814457e-17,4.440892098500626e-16
1758,8.326672684688674e-17,3.3306690738754696e-16
1759,5.551115123125783e-17,4.440892098500626e-16
1760,1.3877787807814457e-17,4.440892098500626e-16
1761,1.1102230246251565e-16,3.885780586188048e-16
1762,1.1102230246251565e-16,2.220446049250313e-16
1763,5.551115123125783e-17,4.440892098500626e-16
1764,5.551115123125783e-17,4.440892098500626e-16
1765,5.551115123125783e-17,3.3306690738754696e-16
1766,5.551115123125783e-17,5.551115123125783e-16
1767,2.7755575615628914e-17,6.661338147750939e-16
1768,5.551115123125783e-17,3.3306690738754696e-16
1769,2.7755575615628914e-17,1.1102230246251565e-16
1770,5.551115123125783e-17,2.220446049250313e-16
1771,2.7755575615628914e-17,2.220446049250313e-16
1772,5.551115123125783e-17,4.440892098500626e-16
1773,5.551115123125783e-17,1.6653345369377348e-16
1774,1.3877787807814457e-17,3.3306690738754696e-16
1775,6.938893903907228e-18,2.220446049250313e-16
1776,2.7755575615628914e-17,3.3306690738754696e-16
1777,2.220446049250313e-16,4.440892098500626e-16
1778,5.551115123125783e-17,4.440892098500626e-16
1779,2.7755575615628914e-17,3.3306690738754696e-16
1780,1.3877787807814457e-17,2.220446049250313e-16
1781,2.7755575615628914e-17,3.3306690738754696e-16
1782,5.551115123125783e-17,3.3306690738754696e-16
1783,5.551115123125783e-17,2.220446049250313e-16
1784,5.551115123125783e-17,4.440892098500626e-16
1785,3.469446951953614e-18,4.440892098500626e-16
1786,1.3877787807814457e-17,4.440892098500626e-16
1787,2.7755575615628914e-17,2.220446049250313e-16
1788,1.1102230246251565e-16,2.7755575615628914e-16
1789,4.163336342344337e-17,4.440892098500626e-16
1790,5.551115123125783e-17,4.440892098500626e-16
1791,5.551115123125783e-17,3.608224830031759e-16
1792,3.3306690738754696e-16,4.440892098500626e-16
1793,1.1102230246251565e-16,4.440892098500626e-16
1794,5.551115123125783e-17,3.3306690738754696e-16
1795,1.734723475976807e-18,4.440892098500626e-16
1796,1.3877787807814457e-17,4.440892098500626e-16
1797,1.1102230246251565e-16,1.942890293094024e-16
1798,1.1102230246251565e-16,6.661338147750939e-16
1799,5.551115123125783e-17,2.7755575615628914e-16
