sample_index,maximum_recursive_partition_sum_error
2090,4.440892098500626e-16
2091,4.440892098500626e-16
2092,1.1102230246251565e-16
2093,4.440892098500626e-16
2094,2.220446049250313e-16
2095,2.7755575615628914e-17
2096,5.551115123125783e-17
2097,4.440892098500626e-16
2098,4.440892098500626e-16
2099,2.220446049250313e-16
2100,2.220446049250313e-16
2101,2.220446049250313e-16
2102,4.440892098500626e-16
2103,2.220446049250313e-16
2104,1.1102230246251565e-16
2105,2.7755575615628914e-17
2106,2.220446049250313e-16
2107,4.440892098500626e-16
2108,1.1102230246251565e-16
2109,2.220446049250313e-16
2110,4.440892098500626e-16
2111,2.220446049250313e-16
2112,2.7755575615628914e-17
2113,2.220446049250313e-16
2114,2.220446049250313e-16
2115,8.881784197001252e-16
2116,2.220446049250313e-16
2117,4.440892098500626e-16
2118,4.440892098500626e-16
2119,4.440892098500626e-16
2120,4.440892098500626e-16
2121,1.1102230246251565e-16
2122,2.220446049250313e-16
2123,4.440892098500626e-16
2124,2.220446049250313e-16
2125,4.440892098500626e-16
2126,4.440892098500626e-16
2127,0.0
2128,2.220446049250313e-16
2129,8.881784197001252e-16
2130,8.881784197001252e-16
2131,8.881784197001252e-16
2132,8.881784197001252e-16
2133,4.440892098500626e-16
2134,4.440892098500626e-16
2135,2.220446049250313e-16
2136,2.220446049250313e-16
2137,1.1102230246251565e-16
2138,4.440892098500626e-16
2139,8.881784197001252e-16
2140,4.440892098500626e-16
2141,1.1102230246251565e-16
2142,4.440892098500626e-16
2143,1.1102230246251565e-16
2144,0.0
2145,8.881784197001252e-16
2146,1.1102230246251565e-16
2147,2.220446049250313e-16
2148,4.440892098500626e-16
2149,2.220446049250313e-16
2150,1.1102230246251565e-16
2151,1.1102230246251565e-16
2152,2.220446049250313e-16
2153,4.440892098500626e-16
2154,1.1102230246251565e-16
2155,1.3877787807814457e-17
2156,2.220446049250313e-16
2157,4.440892098500626e-16
2158,8.881784197001252e-16
2159,2.220446049250313e-16
2160,4.440892098500626e-16
2161,1.1102230246251565e-16
2162,2.220446049250313e-16
2163,4.440892098500626e-16
2164,2.220446049250313e-16
2165,4.440892098500626e-16
2166,0.0
2167,2.220446049250313e-16
2168,6.938893903907228e-18
2169,2.7755575615628914e-17
2170,1.1102230246251565e-16
2171,8.881784197001252e-16
2172,2.7755575615628914e-17
2173,0.0
2174,8.881784197001252e-16
2175,2.220446049250313e-16
2176,2.220446049250313e-16
2177,2.220446049250313e-16
2178,4.440892098500626e-16
2179,4.440892098500626e-16
2180,2.220446049250313e-16
2181,2.220446049250313e-16
2182,2.220446049250313e-16
2183,2.220446049250313e-16
2184,2.7755575615628914e-17
2185,1.1102230246251565e-16
2186,8.881784197001252e-16
2187,4.440892098500626e-16
2188,0.0
2189,4.440892098500626e-16
2190,1.3877787807814457e-17
2191,4.440892098500626e-16
2192,4.440892098500626e-16
2193,1.1102230246251565e-16
2194,4.440892098500626e-16
2195,4.440892098500626e-16
2196,4.440892098500626e-16
2197,4.440892098500626e-16
2198,1.3877787807814457e-17
2199,0.0
