n,family,sample_index,q_score,p_value,compatible_at_alpha,hellinger_squared,ordering_fraction,target_ordering_fraction,ordering_fraction_mismatch,perturbation_fraction,profile_m0,profile_m1,profile_m2,profile_m3,profile_m4,profile_m5
96,cover_deletion,7,45.09417613391737,0.250996015936255,True,0.007112092700210182,0.48333333333333334,,0.0,0.1,0.1306715063520871,0.10480943738656988,0.07622504537205081,0.07259528130671507,0.05898366606170599,0.039927404718693285
96,cover_deletion,8,68.01863015685846,0.01593625498007968,False,0.012789887362099295,0.41600877192982455,,0.0,0.1,0.14180284659989456,0.11702688455455983,0.09541381128096996,0.07959936742224565,0.07749077490774908,0.05113336847654191
96,cover_deletion,9,26.826356694271183,0.8725099601593626,True,0.008423172742938467,0.4611842105263158,,0.0,0.1,0.14645744174988112,0.10889205896338564,0.08892058963385639,0.06799809795530196,0.06609605325725154,0.05515929624346172
96,cover_deletion,10,37.26878468825047,0.5179282868525896,True,0.007222965378596347,0.4692982456140351,,0.0,0.1,0.13317757009345793,0.09953271028037383,0.08644859813084112,0.0691588785046729,0.06401869158878505,0.05280373831775701
96,cover_deletion,11,61.69939369788478,0.035856573705179286,False,0.010847468530208237,0.44956140350877194,,0.0,0.1,0.12195121951219512,0.12146341463414634,0.09414634146341463,0.08,0.05804878048780488,0.05609756097560976
96,cover_deletion,12,42.0126725191042,0.3386454183266932,True,0.009337421107540544,0.46206140350877195,,0.0,0.1,0.13004271476032273,0.11010915994304699,0.1006169909824395,0.07119126720455624,0.05742762221167537,0.05030849549121975
96,cover_deletion,13,44.83829645838657,0.2589641434262948,True,0.009036813361743667,0.46578947368421053,,0.0,0.1,0.1224105461393597,0.0955743879472693,0.07297551789077213,0.06308851224105462,0.06073446327683616,0.054143126177024485
96,cover_deletion,14,50.33431487584164,0.1394422310756972,True,0.008969880245051631,0.4243421052631579,,0.0,0.1,0.13746770025839794,0.11472868217054263,0.10284237726098192,0.07235142118863049,0.06201550387596899,0.053229974160206715
96,cover_deletion,15,31.0033197039249,0.7290836653386454,True,0.016005771884468167,0.3899122807017544,,0.0,0.1,0.15579302587176602,0.1186726659167604,0.09055118110236221,0.06917885264341957,0.06242969628796401,0.05680539932508436
96,cover_deletion,16,47.03625215077733,0.20318725099601595,True,0.007368385066566008,0.4583333333333333,,0.0,0.1,0.13301435406698564,0.11004784688995216,0.09138755980861243,0.07416267942583732,0.0660287081339713,0.05215311004784689
96,cover_deletion,17,50.34847668137794,0.1394422310756972,True,0.017281704831257905,0.4405701754385965,,0.0,0.1,0.1368840219014435,0.11398705823792932,0.09407665505226481,0.07117969138875062,0.06470881035340965,0.057242409158785465
96,cover_deletion,18,40.228536942811445,0.42231075697211157,True,0.0054358897362973835,0.4964912280701754,,0.0,0.1,0.12588339222614842,0.11616607773851591,0.08348056537102473,0.0636042402826855,0.06051236749116608,0.04814487632508834
96,cover_deletion,19,63.63217326293454,0.02390438247011952,False,0.012605993296418427,0.42521929824561405,,0.0,0.1,0.13151108818978854,0.12686952037132543,0.09695719443011862,0.08303249097472924,0.060856111397627644,0.061371841155234655
96,cover_deletion,20,48.73523653508396,0.16334661354581673,True,0.005203699228229719,0.47214912280701754,,0.0,0.1,0.12261960055736182,0.1110078959591268,0.09010682768230376,0.06734788666976312,0.04923362749651649,0.0524849047840223
96,cover_deletion,21,54.415794768854454,0.08366533864541832,True,0.008568086346716353,0.43662280701754386,,0.0,0.1,0.14816675037669513,0.11451531893520844,0.0873932697137117,0.07031642390758412,0.06730286288297338,0.051230537418382724
96,cover_deletion,22,48.30606529716118,0.17131474103585656,True,0.007232841273268509,0.4901315789473684,,0.0,0.1,0.1337807606263982,0.10425055928411633,0.08859060402684564,0.06756152125279642,0.06398210290827741,0.04832214765100671
96,cover_deletion,23,33.67800759926499,0.6294820717131474,True,0.011299382783010348,0.4267543859649123,,0.0,0.1,0.14542651593011305,0.11202466598150052,0.08838643371017471,0.06063720452209661,0.0683453237410072,0.05960945529290853
96,cover_deletion,24,35.93083162907747,0.5657370517928287,True,0.005767129438069896,0.4982456140350877,,0.0,0.1,0.11971830985915492,0.10079225352112677,0.08230633802816902,0.0625,0.05237676056338028,0.05457746478873239
96,cover_deletion,25,51.5263360479813,0.11553784860557768,True,0.008189943637274544,0.4442982456140351,,0.0,0.1,0.1347482724580454,0.11500493583415597,0.0947680157946693,0.07255676209279369,0.05873642645607108,0.04738400789733465
96,cover_deletion,26,47.18735632576202,0.20318725099601595,True,0.015219217844845367,0.42390350877192984,,0.0,0.1,0.14071391619244697,0.11122607346094154,0.09570615623383343,0.08639420589756855,0.07087428867046043,0.05018106570098293
96,cover_deletion,27,33.35470653939733,0.6454183266932271,True,0.008424174731478162,0.443859649122807,,0.0,0.1,0.15167984189723321,0.11857707509881422,0.07608695652173914,0.07361660079051384,0.058794466403162056,0.043478260869565216
96,cover_deletion,28,57.02122557845214,0.05976095617529881,True,0.014558405762941984,0.4344298245614035,,0.0,0.1,0.12468450277637556,0.11761736496718829,0.08884401817264008,0.08480565371024736,0.07218576476527007,0.05502271580010096
96,cover_deletion,29,65.55577150228267,0.01593625498007968,False,0.016929476785567443,0.42236842105263156,,0.0,0.1,0.16043613707165108,0.13343717549325027,0.10072689511941849,0.06853582554517133,0.05970924195223261,0.05451713395638629
96,cover_deletion,30,59.96852097118023,0.0398406374501992,False,0.014524497135754433,0.41162280701754383,,0.0,0.1,0.12733084709643047,0.11454448588172615,0.10122535961640916,0.08417687799680341,0.05913692061800746,0.05860415556739478
96,cover_deletion,31,39.87688708272654,0.43824701195219123,True,0.005699906247495057,0.4956140350877193,,0.0,0.1,0.12964601769911505,0.10176991150442478,0.07787610619469026,0.06460176991150443,0.060619469026548675,0.04380530973451328
96,cover_deletion,32,63.02466025522264,0.027888446215139442,False,0.007287374018148718,0.5346491228070176,,0.0,0.1,0.12059064807219032,0.10213289581624282,0.07465135356849877,0.06029532403609516,0.043888433141919606,0.05045118949958983
96,cover_deletion,33,51.13343748173425,0.12350597609561753,True,0.00856587644686091,0.46710526315789475,,0.0,0.1,0.13051643192488263,0.10985915492957747,0.09342723004694836,0.07276995305164319,0.05962441314553991,0.051643192488262914
96,cover_deletion,34,29.03593749454582,0.8286852589641435,True,0.008261934755263267,0.46096491228070174,,0.0,0.1,0.13320647002854424,0.10941960038058991,0.08230256898192198,0.07373929590865842,0.06327307326355852,0.05090390104662226
96,cover_deletion,35,55.590427332576326,0.07171314741035857,True,0.014465626485590244,0.4131578947368421,,0.0,0.1,0.1332271762208068,0.11040339702760085,0.09819532908704884,0.07908704883227176,0.06157112526539278,0.06528662420382166
96,cover_deletion,36,36.502934218252214,0.5418326693227091,True,0.008028940496012327,0.4646929824561403,,0.0,0.1,0.12458706937234544,0.10571024067956583,0.07692307692307693,0.07550731477111845,0.05757432751297782,0.05521472392638037
