sample_index,lambda,closure_probability_error
513,2.0,1.3877787807814457e-17
514,0.5,5.551115123125783e-17
514,1.0,2.7755575615628914e-17
514,2.0,2.0816681711721685e-17
515,0.5,5.551115123125783e-17
515,1.0,5.551115123125783e-17
515,2.0,1.6653345369377348e-16
516,0.5,2.7755575615628914e-17
516,1.0,1.1102230246251565e-16
516,2.0,1.1102230246251565e-16
517,0.5,5.551115123125783e-17
517,1.0,5.551115123125783e-17
517,2.0,1.1102230246251565e-16
518,0.5,2.7755575615628914e-17
518,1.0,5.551115123125783e-17
518,2.0,2.7755575615628914e-17
519,0.5,2.7755575615628914e-17
519,1.0,5.551115123125783e-17
519,2.0,5.551115123125783e-17
520,0.5,5.551115123125783e-17
520,1.0,5.551115123125783e-17
520,2.0,5.551115123125783e-17
521,0.5,5.551115123125783e-17
521,1.0,1.1102230246251565e-16
521,2.0,1.1102230246251565e-16
522,0.5,5.551115123125783e-17
522,1.0,1.3877787807814457e-17
522,2.0,1.1102230246251565e-16
523,0.5,5.551115123125783e-17
523,1.0,5.551115123125783e-17
523,2.0,5.551115123125783e-17
524,0.5,5.551115123125783e-17
524,1.0,1.1102230246251565e-16
524,2.0,1.1102230246251565e-16
525,0.5,2.7755575615628914e-17
525,1.0,5.551115123125783e-17
525,2.0,5.551115123125783e-17
526,0.5,5.551115123125783e-17
526,1.0,2.7755575615628914e-17
526,2.0,5.551115123125783e-17
527,0.5,5.551115123125783e-17
527,1.0,1.1102230246251565e-16
527,2.0,1.1102230246251565e-16
528,0.5,5.551115123125783e-17
528,1.0,5.551115123125783e-17
528,2.0,1.1102230246251565e-16
529,0.5,8.326672684688674e-17
529,1.0,5.551115123125783e-17
529,2.0,2.7755575615628914e-17
530,0.5,2.7755575615628914e-17
530,1.0,5.551115123125783e-17
530,2.0,5.551115123125783e-17
531,0.5,2.7755575615628914e-17
531,1.0,5.551115123125783e-17
531,2.0,5.551115123125783e-17
532,0.5,5.551115123125783e-17
532,1.0,1.1102230246251565e-16
532,2.0,5.551115123125783e-17
533,0.5,2.7755575615628914e-17
533,1.0,1.3877787807814457e-17
533,2.0,5.551115123125783e-17
534,0.5,5.551115123125783e-17
534,1.0,1.1102230246251565e-16
534,2.0,1.1102230246251565e-16
535,0.5,5.551115123125783e-17
535,1.0,2.7755575615628914e-17
535,2.0,1.1102230246251565e-16
536,0.5,5.551115123125783e-17
536,1.0,2.7755575615628914e-17
536,2.0,5.551115123125783e-17
537,0.5,5.551115123125783e-17
537,1.0,2.7755575615628914e-17
537,2.0,5.551115123125783e-17
538,0.5,2.7755575615628914e-17
538,1.0,5.551115123125783e-17
538,2.0,1.1102230246251565e-16
539,0.5,2.7755575615628914e-17
539,1.0,5.551115123125783e-17
539,2.0,2.7755575615628914e-17
540,0.5,5.551115123125783e-17
540,1.0,5.551115123125783e-17
540,2.0,5.551115123125783e-17
541,0.5,5.551115123125783e-17
541,1.0,2.7755575615628914e-17
541,2.0,5.551115123125783e-17
542,0.5,5.551115123125783e-17
542,1.0,5.551115123125783e-17
542,2.0,4.163336342344337e-17
543,0.5,2.7755575615628914e-17
543,1.0,2.7755575615628914e-17
543,2.0,5.551115123125783e-17
544,0.5,1.1102230246251565e-16
544,1.0,2.7755575615628914e-17
544,2.0,1.1102230246251565e-16
545,0.5,5.551115123125783e-17
545,1.0,1.1102230246251565e-16
545,2.0,2.220446049250313e-16
546,0.5,1.1102230246251565e-16
546,1.0,1.1102230246251565e-16
546,2.0,6.938893903907228e-18
547,0.5,5.551115123125783e-17
547,1.0,5.551115123125783e-17
547,2.0,2.7755575615628914e-17
548,0.5,5.551115123125783e-17
548,1.0,5.551115123125783e-17
548,2.0,1.1102230246251565e-16
549,0.5,2.7755575615628914e-17
549,1.0,5.551115123125783e-17
549,2.0,2.220446049250313e-16
550,0.5,5.551115123125783e-17
550,1.0,5.551115123125783e-17
550,2.0,2.220446049250313e-16
551,0.5,2.7755575615628914e-17
551,1.0,1.1102230246251565e-16
551,2.0,8.326672684688674e-17
552,0.5,2.7755575615628914e-17
552,1.0,5.551115123125783e-17
552,2.0,4.163336342344337e-17
553,0.5,5.551115123125783e-17
553,1.0,2.7755575615628914e-17
553,2.0,5.551115123125783e-17
554,0.5,5.551115123125783e-17
554,1.0,5.551115123125783e-17
554,2.0,5.551115123125783e-17
555,0.5,5.551115123125783e-17
555,1.0,5.551115123125783e-17
555,2.0,5.551115123125783e-17
556,0.5,8.326672684688674e-17
556,1.0,5.551115123125783e-17
556,2.0,3.3306690738754696e-16
557,0.5,5.551115123125783e-17
557,1.0,8.326672684688674e-17
557,2.0,1.1102230246251565e-16
558,0.5,2.7755575615628914e-17
558,1.0,1.6653345369377348e-16
558,2.0,1.1102230246251565e-16
559,0.5,5.551115123125783e-17
559,1.0,5.551115123125783e-17
559,2.0,1.6653345369377348e-16
560,0.5,1.1102230246251565e-16
560,1.0,1.1102230246251565e-16
560,2.0,2.220446049250313e-16
561,0.5,2.7755575615628914e-17
561,1.0,5.551115123125783e-17
561,2.0,5.551115123125783e-17
562,0.5,2.7755575615628914e-17
562,1.0,5.551115123125783e-17
562,2.0,5.551115123125783e-17
563,0.5,5.551115123125783e-17
563,1.0,5.551115123125783e-17
563,2.0,2.7755575615628914e-17
564,0.5,2.7755575615628914e-17
564,1.0,5.551115123125783e-17
564,2.0,5.551115123125783e-17
565,0.5,5.551115123125783e-17
565,1.0,5.551115123125783e-17
565,2.0,2.0816681711721685e-17
566,0.5,2.7755575615628914e-17
566,1.0,5.551115123125783e-17
566,2.0,1.1102230246251565e-16
567,0.5,5.551115123125783e-17
567,1.0,5.551115123125783e-17
567,2.0,8.326672684688674e-17
568,0.5,2.7755575615628914e-17
568,1.0,5.551115123125783e-17
568,2.0,1.1102230246251565e-16
569,0.5,2.7755575615628914e-17
569,1.0,5.551115123125783e-17
569,2.0,1.1102230246251565e-16
570,0.5,2.7755575615628914e-17
570,1.0,5.551115123125783e-17
570,2.0,1.1102230246251565e-16
571,0.5,5.551115123125783e-17
571,1.0,2.7755575615628914e-17
571,2.0,5.551115123125783e-17
572,0.5,2.7755575615628914e-17
572,1.0,5.551115123125783e-17
572,2.0,5.551115123125783e-17
573,0.5,5.551115123125783e-17
573,1.0,5.551115123125783e-17
573,2.0,5.551115123125783e-17
574,0.5,5.551115123125783e-17
574,1.0,2.7755575615628914e-17
574,2.0,1.1102230246251565e-16
575,0.5,5.551115123125783e-17
575,1.0,1.1102230246251565e-16
575,2.0,6.938893903907228e-18
576,0.5,5.551115123125783e-17
576,1.0,5.551115123125783e-17
576,2.0,5.551115123125783e-17
577,0.5,5.551115123125783e-17
577,1.0,5.551115123125783e-17
577,2.0,2.220446049250313e-16
578,0.5,0.0
578,1.0,5.551115123125783e-17
578,2.0,5.551115123125783e-17
579,0.5,5.551115123125783e-17
579,1.0,5.551115123125783e-17
579,2.0,1.1102230246251565e-16
580,0.5,5.551115123125783e-17
580,1.0,1.1102230246251565e-16
580,2.0,1.1102230246251565e-16
581,0.5,5.551115123125783e-17
581,1.0,5.551115123125783e-17
581,2.0,1.6653345369377348e-16
582,0.5,5.551115123125783e-17
582,1.0,5.551115123125783e-17
582,2.0,2.7755575615628914e-17
583,0.5,8.326672684688674e-17
583,1.0,5.551115123125783e-17
583,2.0,5.551115123125783e-17
584,0.5,5.551115123125783e-17
584,1.0,2.7755575615628914e-17
584,2.0,1.1102230246251565e-16
585,0.5,5.551115123125783e-17
585,1.0,5.551115123125783e-17
585,2.0,5.551115123125783e-17
586,0.5,2.7755575615628914e-17
586,1.0,2.7755575615628914e-17
586,2.0,2.7755575615628914e-17
587,0.5,5.551115123125783e-17
587,1.0,5.551115123125783e-17
587,2.0,1.6653345369377348e-16
588,0.5,5.551115123125783e-17
588,1.0,5.551115123125783e-17
588,2.0,4.163336342344337e-17
589,0.5,5.551115123125783e-17
589,1.0,5.551115123125783e-17
589,2.0,1.1102230246251565e-16
590,0.5,2.7755575615628914e-17
590,1.0,1.1102230246251565e-16
590,2.0,2.220446049250313e-16
591,0.5,5.551115123125783e-17
591,1.0,5.551115123125783e-17
591,2.0,8.326672684688674e-17
592,0.5,2.7755575615628914e-17
592,1.0,2.7755575615628914e-17
592,2.0,1.1102230246251565e-16
593,0.5,2.7755575615628914e-17
593,1.0,1.1102230246251565e-16
593,2.0,5.551115123125783e-17
594,0.5,5.551115123125783e-17
594,1.0,5.551115123125783e-17
594,2.0,2.220446049250313e-16
595,0.5,5.551115123125783e-17
595,1.0,1.1102230246251565e-16
595,2.0,1.1102230246251565e-16
596,0.5,5.551115123125783e-17
596,1.0,1.3877787807814457e-17
596,2.0,1.1102230246251565e-16
597,0.5,2.7755575615628914e-17
597,1.0,5.551115123125783e-17
597,2.0,6.938893903907228e-18
598,0.5,5.551115123125783e-17
598,1.0,5.551115123125783e-17
598,2.0,1.1102230246251565e-16
599,0.5,5.551115123125783e-17
599,1.0,5.551115123125783e-17
599,2.0,5.551115123125783e-17
600,0.5,5.551115123125783e-17
600,1.0,1.6653345369377348e-16
600,2.0,5.551115123125783e-17
601,0.5,5.551115123125783e-17
601,1.0,5.551115123125783e-17
601,2.0,5.551115123125783e-17
602,0.5,5.551115123125783e-17
602,1.0,5.551115123125783e-17
602,2.0,2.220446049250313e-16
603,0.5,5.551115123125783e-17
603,1.0,5.551115123125783e-17
603,2.0,1.1102230246251565e-16
604,0.5,5.551115123125783e-17
604,1.0,5.551115123125783e-17
604,2.0,5.551115123125783e-17
605,0.5,5.551115123125783e-17
605,1.0,5.551115123125783e-17
605,2.0,1.6653345369377348e-16
606,0.5,5.551115123125783e-17
606,1.0,5.551115123125783e-17
606,2.0,5.551115123125783e-17
607,0.5,8.326672684688674e-17
607,1.0,5.551115123125783e-17
607,2.0,5.551115123125783e-17
608,0.5,8.326672684688674e-17
608,1.0,5.551115123125783e-17
608,2.0,1.1102230246251565e-16
609,0.5,5.551115123125783e-17
609,1.0,5.551115123125783e-17
609,2.0,3.469446951953614e-17
610,0.5,5.551115123125783e-17
610,1.0,2.7755575615628914e-17
610,2.0,5.551115123125783e-17
611,0.5,5.551115123125783e-17
611,1.0,5.551115123125783e-17
611,2.0,5.551115123125783e-17
612,0.5,5.551115123125783e-17
612,1.0,5.551115123125783e-17
612,2.0,5.551115123125783e-17
613,0.5,5.551115123125783e-17
613,1.0,5.551115123125783e-17
613,2.0,1.1102230246251565e-16
614,0.5,5.551115123125783e-17
614,1.0,5.551115123125783e-17
614,2.0,1.6653345369377348e-16
615,0.5,5.551115123125783e-17
615,1.0,5.551115123125783e-17
615,2.0,5.551115123125783e-17
616,0.5,1.1102230246251565e-16
616,1.0,5.551115123125783e-17
616,2.0,1.6653345369377348e-16
617,0.5,5.551115123125783e-17
617,1.0,5.551115123125783e-17
617,2.0,2.220446049250313e-16
618,0.5,2.7755575615628914e-17
618,1.0,8.326672684688674e-17
618,2.0,1.1102230246251565e-16
619,0.5,5.551115123125783e-17
619,1.0,5.551115123125783e-17
619,2.0,5.551115123125783e-17
620,0.5,1.1102230246251565e-16
620,1.0,5.551115123125783e-17
620,2.0,1.1102230246251565e-16
621,0.5,5.551115123125783e-17
621,1.0,2.7755575615628914e-17
621,2.0,1.3877787807814457e-17
622,0.5,2.7755575615628914e-17
622,1.0,5.551115123125783e-17
622,2.0,1.1102230246251565e-16
623,0.5,2.7755575615628914e-17
623,1.0,5.551115123125783e-17
623,2.0,8.326672684688674e-17
624,0.5,5.551115123125783e-17
624,1.0,2.7755575615628914e-17
624,2.0,5.551115123125783e-17
625,0.5,2.7755575615628914e-17
625,1.0,5.551115123125783e-17
625,2.0,5.551115123125783e-17
626,0.5,5.551115123125783e-17
626,1.0,2.7755575615628914e-17
626,2.0,5.551115123125783e-17
627,0.5,5.551115123125783e-17
627,1.0,5.551115123125783e-17
627,2.0,5.551115123125783e-17
628,0.5,5.551115123125783e-17
628,1.0,2.7755575615628914e-17
628,2.0,1.1102230246251565e-16
629,0.5,2.7755575615628914e-17
629,1.0,5.551115123125783e-17
629,2.0,1.1102230246251565e-16
630,0.5,8.326672684688674e-17
630,1.0,2.7755575615628914e-17
630,2.0,6.938893903907228e-17
631,0.5,1.1102230246251565e-16
631,1.0,5.551115123125783e-17
631,2.0,2.220446049250313e-16
632,0.5,8.326672684688674e-17
632,1.0,1.1102230246251565e-16
632,2.0,1.1102230246251565e-16
633,0.5,5.551115123125783e-17
633,1.0,5.551115123125783e-17
633,2.0,5.551115123125783e-17
634,0.5,2.7755575615628914e-17
634,1.0,2.7755575615628914e-17
634,2.0,5.551115123125783e-17
635,0.5,5.551115123125783e-17
635,1.0,1.1102230246251565e-16
635,2.0,1.1102230246251565e-16
636,0.5,2.7755575615628914e-17
636,1.0,2.7755575615628914e-17
636,2.0,1.1102230246251565e-16
637,0.5,5.551115123125783e-17
637,1.0,2.7755575615628914e-17
637,2.0,5.551115123125783e-17
638,0.5,2.7755575615628914e-17
638,1.0,5.551115123125783e-17
638,2.0,2.7755575615628914e-17
639,0.5,5.551115123125783e-17
639,1.0,2.7755575615628914e-17
639,2.0,1.1102230246251565e-16
640,0.5,5.551115123125783e-17
640,1.0,5.551115123125783e-17
640,2.0,5.551115123125783e-17
641,0.5,5.551115123125783e-17
641,1.0,5.551115123125783e-17
641,2.0,1.3877787807814457e-17
642,0.5,8.326672684688674e-17
642,1.0,2.7755575615628914e-17
642,2.0,1.1102230246251565e-16
643,0.5,5.551115123125783e-17
643,1.0,2.7755575615628914e-17
643,2.0,2.220446049250313e-16
644,0.5,5.551115123125783e-17
644,1.0,5.551115123125783e-17
644,2.0,5.551115123125783e-17
645,0.5,2.7755575615628914e-17
645,1.0,1.1102230246251565e-16
645,2.0,1.1102230246251565e-16
646,0.5,5.551115123125783e-17
646,1.0,5.551115123125783e-17
646,2.0,1.1102230246251565e-16
647,0.5,5.551115123125783e-17
647,1.0,2.7755575615628914e-17
647,2.0,2.220446049250313e-16
648,0.5,5.551115123125783e-17
648,1.0,2.7755575615628914e-17
648,2.0,1.6653345369377348e-16
649,0.5,5.551115123125783e-17
649,1.0,8.326672684688674e-17
649,2.0,1.1102230246251565e-16
650,0.5,1.1102230246251565e-16
650,1.0,5.551115123125783e-17
650,2.0,5.551115123125783e-17
651,0.5,2.7755575615628914e-17
651,1.0,5.551115123125783e-17
651,2.0,2.7755575615628914e-17
652,0.5,2.7755575615628914e-17
652,1.0,2.7755575615628914e-17
652,2.0,1.1102230246251565e-16
653,0.5,5.551115123125783e-17
653,1.0,5.551115123125783e-17
653,2.0,5.551115123125783e-17
654,0.5,2.7755575615628914e-17
654,1.0,1.1102230246251565e-16
654,2.0,2.220446049250313e-16
655,0.5,2.7755575615628914e-17
655,1.0,5.551115123125783e-17
655,2.0,5.551115123125783e-17
656,0.5,5.551115123125783e-17
656,1.0,1.1102230246251565e-16
656,2.0,1.1102230246251565e-16
657,0.5,5.551115123125783e-17
657,1.0,2.7755575615628914e-17
657,2.0,2.7755575615628914e-17
658,0.5,5.551115123125783e-17
658,1.0,2.7755575615628914e-17
658,2.0,8.326672684688674e-17
659,0.5,5.551115123125783e-17
659,1.0,5.551115123125783e-17
659,2.0,1.1102230246251565e-16
660,0.5,5.551115123125783e-17
660,1.0,5.551115123125783e-17
660,2.0,8.326672684688674e-17
661,0.5,5.551115123125783e-17
661,1.0,1.1102230246251565e-16
661,2.0,4.163336342344337e-17
662,0.5,5.551115123125783e-17
662,1.0,5.551115123125783e-17
662,2.0,1.1102230246251565e-16
663,0.5,5.551115123125783e-17
663,1.0,2.7755575615628914e-17
663,2.0,1.3877787807814457e-16
664,0.5,5.551115123125783e-17
664,1.0,2.7755575615628914e-17
664,2.0,1.1102230246251565e-16
665,0.5,5.551115123125783e-17
665,1.0,5.551115123125783e-17
665,2.0,5.551115123125783e-17
666,0.5,8.326672684688674e-17
666,1.0,5.551115123125783e-17
666,2.0,1.1102230246251565e-16
667,0.5,5.551115123125783e-17
667,1.0,1.6653345369377348e-16
667,2.0,2.220446049250313e-16
668,0.5,5.551115123125783e-17
668,1.0,5.551115123125783e-17
668,2.0,1.6653345369377348e-16
669,0.5,5.551115123125783e-17
669,1.0,2.7755575615628914e-17
669,2.0,1.1102230246251565e-16
670,0.5,5.551115123125783e-17
670,1.0,5.551115123125783e-17
670,2.0,1.1102230246251565e-16
671,0.5,5.551115123125783e-17
671,1.0,5.551115123125783e-17
671,2.0,1.1102230246251565e-16
672,0.5,5.551115123125783e-17
672,1.0,5.551115123125783e-17
672,2.0,1.1102230246251565e-16
673,0.5,5.551115123125783e-17
673,1.0,5.551115123125783e-17
673,2.0,1.1102230246251565e-16
674,0.5,2.7755575615628914e-17
674,1.0,5.551115123125783e-17
674,2.0,1.1102230246251565e-16
675,0.5,5.551115123125783e-17
675,1.0,2.7755575615628914e-17
675,2.0,5.551115123125783e-17
676,0.5,8.326672684688674e-17
676,1.0,1.1102230246251565e-16
676,2.0,5.551115123125783e-17
677,0.5,5.551115123125783e-17
677,1.0,5.551115123125783e-17
677,2.0,1.1102230246251565e-16
678,0.5,2.7755575615628914e-17
678,1.0,8.326672684688674e-17
678,2.0,1.1102230246251565e-16
679,0.5,5.551115123125783e-17
679,1.0,2.7755575615628914e-17
679,2.0,8.326672684688674e-17
680,0.5,2.7755575615628914e-17
680,1.0,5.551115123125783e-17
680,2.0,1.1102230246251565e-16
681,0.5,5.551115123125783e-17
681,1.0,2.7755575615628914e-17
681,2.0,1.1102230246251565e-16
682,0.5,5.551115123125783e-17
682,1.0,5.551115123125783e-17
682,2.0,1.1102230246251565e-16
683,0.5,2.7755575615628914e-17
683,1.0,2.7755575615628914e-17
683,2.0,3.469446951953614e-17
684,0.5,2.7755575615628914e-17
684,1.0,5.551115123125783e-17
684,2.0,5.551115123125783e-17
685,0.5,1.1102230246251565e-16
685,1.0,1.1102230246251565e-16
685,2.0,5.551115123125783e-17
686,0.5,1.1102230246251565e-16
686,1.0,5.551115123125783e-17
686,2.0,5.551115123125783e-17
687,0.5,2.7755575615628914e-17
687,1.0,5.551115123125783e-17
687,2.0,1.1102230246251565e-16
688,0.5,8.326672684688674e-17
688,1.0,5.551115123125783e-17
688,2.0,1.1102230246251565e-16
689,0.5,5.551115123125783e-17
689,1.0,5.551115123125783e-17
689,2.0,8.326672684688674e-17
690,0.5,5.551115123125783e-17
690,1.0,5.551115123125783e-17
690,2.0,1.1102230246251565e-16
691,0.5,5.551115123125783e-17
691,1.0,5.551115123125783e-17
691,2.0,1.1102230246251565e-16
692,0.5,5.551115123125783e-17
692,1.0,5.551115123125783e-17
692,2.0,5.551115123125783e-17
693,0.5,2.7755575615628914e-17
693,1.0,5.551115123125783e-17
693,2.0,5.551115123125783e-17
694,0.5,5.551115123125783e-17
694,1.0,2.0816681711721685e-17
694,2.0,1.1102230246251565e-16
695,0.5,5.551115123125783e-17
695,1.0,5.551115123125783e-17
695,2.0,8.326672684688674e-17
696,0.5,5.551115123125783e-17
696,1.0,1.6653345369377348e-16
696,2.0,5.551115123125783e-17
697,0.5,8.326672684688674e-17
697,1.0,2.7755575615628914e-17
697,2.0,5.551115123125783e-17
698,0.5,2.7755575615628914e-17
698,1.0,1.1102230246251565e-16
698,2.0,5.551115123125783e-17
699,0.5,2.7755575615628914e-17
699,1.0,5.551115123125783e-17
699,2.0,8.326672684688674e-17
700,0.5,2.7755575615628914e-17
700,1.0,5.551115123125783e-17
700,2.0,1.6653345369377348e-16
701,0.5,8.326672684688674e-17
701,1.0,8.326672684688674e-17
701,2.0,1.6653345369377348e-16
702,0.5,5.551115123125783e-17
702,1.0,5.551115123125783e-17
702,2.0,1.1102230246251565e-16
703,0.5,5.551115123125783e-17
703,1.0,5.551115123125783e-17
703,2.0,2.220446049250313e-16
704,0.5,8.326672684688674e-17
704,1.0,5.551115123125783e-17
704,2.0,1.3877787807814457e-16
705,0.5,5.551115123125783e-17
705,1.0,2.7755575615628914e-17
705,2.0,5.551115123125783e-17
706,0.5,2.7755575615628914e-17
706,1.0,1.1102230246251565e-16
706,2.0,1.6653345369377348e-16
707,0.5,2.7755575615628914e-17
707,1.0,8.326672684688674e-17
707,2.0,5.551115123125783e-17
708,0.5,5.551115123125783e-17
708,1.0,5.551115123125783e-17
708,2.0,1.1102230246251565e-16
709,0.5,5.551115123125783e-17
709,1.0,1.1102230246251565e-16
709,2.0,2.7755575615628914e-17
710,0.5,2.7755575615628914e-17
710,1.0,5.551115123125783e-17
710,2.0,1.1102230246251565e-16
711,0.5,5.551115123125783e-17
711,1.0,2.7755575615628914e-17
711,2.0,5.551115123125783e-17
712,0.5,5.551115123125783e-17
712,1.0,2.220446049250313e-16
712,2.0,3.3306690738754696e-16
713,0.5,5.551115123125783e-17
713,1.0,5.551115123125783e-17
713,2.0,5.551115123125783e-17
714,0.5,5.551115123125783e-17
714,1.0,5.551115123125783e-17
714,2.0,1.1102230246251565e-16
715,0.5,5.551115123125783e-17
715,1.0,2.7755575615628914e-17
715,2.0,5.551115123125783e-17
716,0.5,5.551115123125783e-17
716,1.0,1.1102230246251565e-16
716,2.0,1.1102230246251565e-16
717,0.5,5.551115123125783e-17
717,1.0,1.1102230246251565e-16
717,2.0,1.1102230246251565e-16
718,0.5,8.326672684688674e-17
718,1.0,5.551115123125783e-17
718,2.0,5.551115123125783e-17
719,0.5,8.326672684688674e-17
719,1.0,2.7755575615628914e-17
719,2.0,1.1102230246251565e-16
720,0.5,5.551115123125783e-17
720,1.0,5.551115123125783e-17
720,2.0,6.938893903907228e-18
721,0.5,5.551115123125783e-17
721,1.0,2.7755575615628914e-17
721,2.0,1.1102230246251565e-16
722,0.5,2.7755575615628914e-17
722,1.0,5.551115123125783e-17
722,2.0,5.551115123125783e-17
723,0.5,1.3877787807814457e-17
723,1.0,5.551115123125783e-17
723,2.0,1.1102230246251565e-16
724,0.5,5.551115123125783e-17
724,1.0,1.3877787807814457e-17
724,2.0,8.326672684688674e-17
725,0.5,5.551115123125783e-17
725,1.0,5.551115123125783e-17
725,2.0,5.551115123125783e-17
726,0.5,5.551115123125783e-17
726,1.0,5.551115123125783e-17
726,2.0,1.1102230246251565e-16
727,0.5,5.551115123125783e-17
727,1.0,1.1102230246251565e-16
727,2.0,4.163336342344337e-17
728,0.5,2.7755575615628914e-17
728,1.0,8.326672684688674e-17
728,2.0,1.1102230246251565e-16
729,0.5,5.551115123125783e-17
729,1.0,2.7755575615628914e-17
729,2.0,1.1102230246251565e-16
730,0.5,5.551115123125783e-17
730,1.0,1.1102230246251565e-16
730,2.0,5.551115123125783e-17
731,0.5,5.551115123125783e-17
731,1.0,5.551115123125783e-17
731,2.0,2.7755575615628914e-17
732,0.5,5.551115123125783e-17
732,1.0,2.7755575615628914e-17
732,2.0,5.551115123125783e-17
733,0.5,5.551115123125783e-17
733,1.0,2.7755575615628914e-17
733,2.0,5.551115123125783e-17
734,0.5,5.551115123125783e-17
734,1.0,5.551115123125783e-17
734,2.0,2.220446049250313e-16
735,0.5,2.7755575615628914e-17
735,1.0,5.551115123125783e-17
735,2.0,1.1102230246251565e-16
736,0.5,5.551115123125783e-17
736,1.0,5.551115123125783e-17
736,2.0,1.1102230246251565e-16
737,0.5,5.551115123125783e-17
737,1.0,5.551115123125783e-17
737,2.0,1.1102230246251565e-16
738,0.5,5.551115123125783e-17
738,1.0,5.551115123125783e-17
738,2.0,5.551115123125783e-17
739,0.5,2.7755575615628914e-17
739,1.0,5.551115123125783e-17
739,2.0,1.6653345369377348e-16
740,0.5,2.7755575615628914e-17
740,1.0,5.551115123125783e-17
740,2.0,1.1102230246251565e-16
741,0.5,8.326672684688674e-17
741,1.0,5.551115123125783e-17
741,2.0,5.551115123125783e-17
742,0.5,5.551115123125783e-17
742,1.0,5.551115123125783e-17
742,2.0,1.1102230246251565e-16
743,0.5,5.551115123125783e-17
743,1.0,5.551115123125783e-17
743,2.0,5.551115123125783e-17
744,0.5,5.551115123125783e-17
744,1.0,5.551115123125783e-17
744,2.0,2.7755575615628914e-17
745,0.5,2.7755575615628914e-17
745,1.0,5.551115123125783e-17
745,2.0,5.551115123125783e-17
746,0.5,2.7755575615628914e-17
746,1.0,5.551115123125783e-17
746,2.0,2.220446049250313e-16
747,0.5,5.551115123125783e-17
747,1.0,5.551115123125783e-17
747,2.0,1.1102230246251565e-16
748,0.5,5.551115123125783e-17
748,1.0,5.551115123125783e-17
748,2.0,1.1102230246251565e-16
749,0.5,8.326672684688674e-17
749,1.0,5.551115123125783e-17
749,2.0,1.1102230246251565e-16
750,0.5,2.7755575615628914e-17
750,1.0,5.551115123125783e-17
750,2.0,1.1102230246251565e-16
751,0.5,1.1102230246251565e-16
751,1.0,5.551115123125783e-17
751,2.0,5.551115123125783e-17
752,0.5,2.7755575615628914e-17
752,1.0,5.551115123125783e-17
752,2.0,8.326672684688674e-17
753,0.5,5.551115123125783e-17
753,1.0,2.7755575615628914e-17
753,2.0,5.551115123125783e-17
754,0.5,8.326672684688674e-17
754,1.0,1.1102230246251565e-16
754,2.0,1.1102230246251565e-16
755,0.5,2.7755575615628914e-17
755,1.0,5.551115123125783e-17
755,2.0,5.551115123125783e-17
756,0.5,5.551115123125783e-17
756,1.0,2.7755575615628914e-17
756,2.0,5.551115123125783e-17
757,0.5,5.551115123125783e-17
757,1.0,5.551115123125783e-17
757,2.0,2.7755575615628914e-17
758,0.5,5.551115123125783e-17
758,1.0,5.551115123125783e-17
758,2.0,8.326672684688674e-17
759,0.5,5.551115123125783e-17
759,1.0,5.551115123125783e-17
759,2.0,5.551115123125783e-17
760,0.5,5.551115123125783e-17
760,1.0,1.1102230246251565e-16
760,2.0,1.1102230246251565e-16
761,0.5,2.7755575615628914e-17
761,1.0,2.7755575615628914e-17
761,2.0,2.220446049250313e-16
762,0.5,2.7755575615628914e-17
762,1.0,5.551115123125783e-17
762,2.0,1.1102230246251565e-16
763,0.5,5.551115123125783e-17
763,1.0,5.551115123125783e-17
763,2.0,1.1102230246251565e-16
764,0.5,5.551115123125783e-17
764,1.0,6.938893903907228e-18
764,2.0,5.551115123125783e-17
765,0.5,2.7755575615628914e-17
765,1.0,2.7755575615628914e-17
765,2.0,5.551115123125783e-17
766,0.5,5.551115123125783e-17
766,1.0,5.551115123125783e-17
766,2.0,6.938893903907228e-18
767,0.5,5.551115123125783e-17
767,1.0,5.551115123125783e-17
767,2.0,2.7755575615628914e-17
768,0.5,5.551115123125783e-17
768,1.0,5.551115123125783e-17
768,2.0,5.551115123125783e-17
769,0.5,5.551115123125783e-17
769,1.0,2.7755575615628914e-17
769,2.0,5.551115123125783e-17
770,0.5,1.1102230246251565e-16
770,1.0,2.7755575615628914e-17
770,2.0,1.3877787807814457e-17
771,0.5,2.7755575615628914e-17
771,1.0,5.551115123125783e-17
771,2.0,8.326672684688674e-17
772,0.5,8.326672684688674e-17
772,1.0,5.551115123125783e-17
772,2.0,8.326672684688674e-17
773,0.5,2.7755575615628914e-17
773,1.0,5.551115123125783e-17
773,2.0,8.326672684688674e-17
774,0.5,2.7755575615628914e-17
774,1.0,5.551115123125783e-17
774,2.0,1.1102230246251565e-16
775,0.5,2.7755575615628914e-17
775,1.0,2.7755575615628914e-17
775,2.0,1.6653345369377348e-16
776,0.5,2.7755575615628914e-17
776,1.0,1.6653345369377348e-16
776,2.0,1.1102230246251565e-16
777,0.5,8.326672684688674e-17
777,1.0,8.326672684688674e-17
777,2.0,1.1102230246251565e-16
778,0.5,2.7755575615628914e-17
778,1.0,2.7755575615628914e-17
778,2.0,5.551115123125783e-17
779,0.5,5.551115123125783e-17
779,1.0,2.7755575615628914e-17
779,2.0,1.6653345369377348e-16
780,0.5,2.7755575615628914e-17
780,1.0,5.551115123125783e-17
780,2.0,1.1102230246251565e-16
781,0.5,5.551115123125783e-17
781,1.0,5.551115123125783e-17
