sample_index,lambda,scale,offset,maximum_probability_error
49,0.172529652548775,0.28629217567705556,0.1244970008771693,0.0
50,1.9361400385082645,0.5274155230746935,1.6734354101903852,1.1102230246251565e-16
51,0.3361056176498505,0.40685844494308787,-1.5906016816868125,2.7755575615628914e-17
52,2.789278354049073,2.3342362748503622,0.10291492300444638,1.1102230246251565e-16
53,1.9239528799852592,3.381318168922139,-1.2635582787553583,1.3877787807814457e-16
54,0.280842742612362,0.5744237020557463,-0.34181878279233224,5.551115123125783e-17
55,0.23529103945857538,1.8078527820961152,1.8378334951856745,2.7755575615628914e-17
56,2.0891874143973794,2.079050573824167,2.488194601602924,5.551115123125783e-17
57,0.44006843751327795,0.7598874228040915,-0.8499914713849357,5.551115123125783e-17
58,1.3645305599934874,2.8092422389757576,0.7206118092710314,1.3877787807814457e-17
59,1.2748280647579193,2.7252183663265104,-1.3254924509239943,0.0
60,1.4755377627978392,1.4356007291033366,-2.7141594551737036,1.1102230246251565e-16
61,0.4368318331554025,2.9149449296468872,-0.8814694931448055,1.3877787807814457e-17
62,2.7876151237271536,3.4780551505988435,-0.2987022836830251,1.1102230246251565e-16
63,0.9551293855373686,1.7068838492091518,2.5317873375355147,5.551115123125783e-17
64,0.1937843703190133,3.9528005690856673,0.8001214078329051,2.7755575615628914e-17
65,2.920094600168736,2.126308650042419,-2.9596367676201676,2.220446049250313e-16
66,1.3266550827578827,3.5568161727554624,-0.3093530757725027,1.3877787807814457e-17
67,1.8022150806557973,1.9361033921960416,1.4072269288627304,2.7755575615628914e-17
68,1.0242659564842296,0.6185108032461666,-0.4784606912754761,5.551115123125783e-17
69,1.9988440130379854,1.1764500732734398,-2.272806074385466,4.440892098500626e-16
70,3.2412019956248654,3.0705712292297624,-2.828890508615027,2.0816681711721685e-17
71,3.9184475106361734,3.682516828037847,2.5449510285939336,1.3010426069826053e-18
72,3.7473731479359773,0.3899956314420385,0.8550324143198731,2.6020852139652106e-18
73,0.8448343949975119,2.6048991715226095,-0.4471119015511569,5.551115123125783e-17
74,1.458557381734469,0.40568340955109006,-0.5204266674904692,5.551115123125783e-17
75,1.4688231403373662,3.20059989425625,2.3894614666114915,5.551115123125783e-17
76,0.5055319162788459,3.4443018079534333,1.0741385064463413,0.0
77,0.5402508556482084,3.452466298555571,1.5687983068986293,2.7755575615628914e-17
78,1.8994787451676158,0.9204611661143423,1.0427592410109856,0.0
79,1.3349761031102803,1.7106421086469472,-0.7312629224251497,0.0
80,2.701632293919002,3.763666540995097,-1.0339902420323588,8.673617379884035e-19
81,3.334346164703786,0.8555931217256099,-2.365854136330242,3.3306690738754696e-16
82,3.057131983856519,3.9774208534465196,-1.7514037941098606,8.673617379884035e-18
83,3.7760206673812826,3.3229485995051036,2.105943521575729,3.469446951953614e-17
84,0.9548900171312609,2.693341296479411,-2.213626354465807,1.1102230246251565e-16
85,0.8852718910889551,1.3574521998416977,-1.1861055585317242,8.326672684688674e-17
86,1.9707186559239713,0.22657318316304031,1.9165469980483518,4.996003610813204e-16
87,2.016689436767792,3.4947569542767134,0.47606141394364876,1.6653345369377348e-16
88,3.6805336273990497,3.7060497209631102,1.660281299194808,0.0
89,2.6767706457092313,2.0558824807667664,-0.35004885385156914,1.1102230246251565e-16
90,1.045513050220826,0.7289440172569677,-1.7279684972176501,2.220446049250313e-16
91,1.482360488774989,0.6237340357642976,-2.40295242866599,3.469446951953614e-17
92,2.4123994290619084,1.6779546517899848,-0.7003333294436436,1.1102230246251565e-16
93,1.9989843057438301,1.5821381571180033,2.8038884592796567,0.0
94,2.7105398150911406,0.9847811480731969,0.030939150740589838,2.220446049250313e-16
95,1.4220203428895593,3.6942391958200855,2.462332004500455,5.551115123125783e-17
96,3.074430617371351,0.32313012026173354,-0.08778821501591771,1.1102230246251565e-16
97,2.2893905797671414,0.4085835955487027,-1.886857042054276,3.3306690738754696e-16
98,0.19813648048159008,2.57799404748816,2.8241223662041257,0.0
99,1.7157461775697322,3.136850164139814,-2.598268299809266,1.0408340855860843e-17
100,0.6607845548140675,1.5375615502658417,2.9414060153719266,1.3877787807814457e-17
101,1.5277229816435873,1.2040121189815154,-0.4723880894828376,1.1102230246251565e-16
102,0.48255889438830624,1.4510011852520948,-1.3829178883756483,2.7755575615628914e-17
103,0.857134765846464,1.2779553090762878,-2.499656415786592,5.551115123125783e-17
104,1.9947891965590956,2.984829804659426,2.719325511680461,1.1102230246251565e-16
105,2.980984469818835,1.7321517872638525,1.462978188466617,5.551115123125783e-17
106,3.2912781263403503,0.9443629827180999,-1.1792775269414586,2.3988237764037803e-23
107,0.9460574127642929,3.9511107829065253,-0.042477880242411725,1.3877787807814457e-17
108,2.9652417333227805,1.9300889627242326,1.2724127192003323,1.1102230246251565e-16
109,3.872723349048221,2.5421092108924124,2.6124688000689797,3.469446951953614e-17
110,3.9156015650506704,1.3290930235197251,1.4676890150077426,8.673617379884035e-19
111,2.0587207887854517,3.2024974324893685,2.07827537622343,1.6653345369377348e-16
112,3.0982173401276345,3.854135952398592,2.6737070958513174,1.3010426069826053e-18
113,3.4466292557163043,0.8950608936372411,0.19781582250427654,9.486769009248164e-20
114,2.0238557007276032,3.818895202138583,-1.0516329817561336,8.326672684688674e-17
115,2.0241681128640723,2.440354207434521,2.436002711350146,1.1102230246251565e-16
116,1.775146105639108,3.2226276496547395,1.3462699277256274,1.1102230246251565e-16
117,2.4451696953026576,1.1662410004502635,2.4110189481707263,8.326672684688674e-17
118,1.2807611244822874,3.242648720376721,-1.1478993929874672,5.551115123125783e-17
119,2.588512301830719,3.0899035384277904,-1.0771870199190918,5.551115123125783e-17
120,3.1538396372190864,2.918517245397977,-0.9579492939878933,2.220446049250313e-16
121,2.4798828400583655,3.210599165453172,-2.0631218613864903,0.0
122,3.7457352502068826,0.9708717430820242,-0.16056696887021094,3.122502256758253e-17
123,3.7904300176347006,3.865409166814786,2.1344435990202504,2.0816681711721685e-17
124,0.7446072729289358,1.9132483233602227,2.978470141441152,6.938893903907228e-18
125,3.2165622908696827,3.5591146357146357,1.2317175696236689,2.220446049250313e-16
126,1.2281330525700351,1.859654033166537,1.7617830039762605,5.551115123125783e-17
127,0.9551869177127466,3.152437831975245,1.3739139074395705,1.3877787807814457e-17
128,1.7279701843448672,2.857446137850932,2.816986280625345,5.551115123125783e-17
129,2.8116592601845762,1.581902485986466,2.9267661838581107,2.220446049250313e-16
130,0.8087534022673522,3.963172491099224,0.9812352341648927,5.551115123125783e-17
131,1.0508502685832808,0.23412328353498968,-2.7143668711260847,3.3306690738754696e-16
132,2.126590206859647,2.6000677539102037,-2.7067190773749794,1.1102230246251565e-16
133,3.1238242827755895,3.7741078581427177,-2.3075059469207555,1.8041124150158794e-16
134,1.9057015482808948,1.4968210291960726,2.6193472588358633,1.1102230246251565e-16
135,0.7427430845080963,2.751494254948787,0.4338340707667321,5.551115123125783e-17
136,2.6203615236853066,2.504393645570053,0.0011374543550974892,4.163336342344337e-17
137,1.633720947251238,1.2547752650183306,2.084258859724515,2.7755575615628914e-17
138,0.9368599732241031,2.125209266889627,0.44355183120759367,0.0
139,0.7759049392110555,2.924325225445194,0.22104205602033833,5.551115123125783e-17
140,1.6620256251341232,3.410251770436478,-1.589189403781732,2.220446049250313e-16
141,3.618235246368662,2.40570570531626,-0.8512146790644288,0.0
142,1.8853536777942916,1.2557065406998495,-0.8593569367213201,1.3877787807814457e-17
143,3.9732894383507738,0.8089358195882514,1.4633276135387314,1.3877787807814457e-17
144,2.1122159084163625,0.3324361341454308,-0.30740356220875764,1.1102230246251565e-16
145,2.564036846961115,0.20290467570991377,1.3841768639910015,2.7755575615628914e-16
146,1.350868287274306,2.0331160700122823,2.477760421883179,2.7755575615628914e-17
147,3.683716171416646,0.7963594343493108,-1.3756047311591495,4.404571325722362e-20
148,0.4725789894574961,2.7950758521145778,-1.8140029521429655,1.1102230246251565e-16
149,1.7908966562819806,2.529533072377412,2.001947550719869,1.1102230246251565e-16
150,3.0661720054799213,3.398216857891046,2.2190133597037827,1.1102230246251565e-16
151,1.1555465038257149,1.861950415811529,0.2823543070517025,2.220446049250313e-16
152,1.1402676197258157,0.7393303505489446,-1.9448498857772127,2.220446049250313e-16
153,2.253235784952595,3.7994761808167463,0.1430172820596236,6.938893903907228e-18
154,0.2343400941546444,3.4363711078807655,-2.3606566456102636,5.551115123125783e-17
155,1.0392071910188407,1.0630543098347538,-0.7914362769801686,2.220446049250313e-16
156,3.4305609658457032,1.6412773357267754,0.23017011635444806,1.0408340855860843e-17
157,1.5149586827228225,2.414131427197592,-0.588218163496288,1.3877787807814457e-17
158,1.9058210156460889,3.5291840761110294,-1.4906315420707583,1.0842021724855044e-18
159,1.5730806454509416,0.2669016860908884,1.6073221181222248,5.551115123125783e-17
160,3.8267789368620284,2.473742369379203,0.6662267703307103,5.551115123125783e-17
161,3.377901310351045,1.1986857820230026,2.9285399614662087,0.0
162,0.695509186687422,3.3839316548581624,0.4112111932290494,0.0
163,2.6723159094572053,1.3223990200198161,1.8014158164076006,5.551115123125783e-17
164,0.8360183796675233,1.1654464569085154,-2.213656915486494,8.326672684688674e-17
165,2.3880891968268325,3.3860619721749363,-0.7030283690288712,3.3881317890172014e-20
166,1.418865955973731,3.179705819019837,-1.8405615835939981,4.163336342344337e-17
167,3.9660659637058635,3.0822070279906586,2.109263086372545,2.0816681711721685e-17
168,2.67444875842585,0.5165815341699613,0.9529218025501249,2.220446049250313e-16
169,3.049479751678909,1.4530224688116171,0.6958193266405583,2.0816681711721685e-17
170,2.6705787555752174,1.5017965869322678,-1.09039424249888,7.37257477290143e-18
171,3.2620443346496923,2.228335089315391,0.6932007766001345,0.0
172,0.41447287857204274,1.4008598260436491,-1.6016769162418525,0.0
173,2.6072499652695758,3.501368918698137,2.8161601463014705,5.551115123125783e-17
174,1.018884618011546,3.174003053092756,1.7712266967799373,0.0
175,1.1794867643444864,0.46471660095904643,2.3317425166216994,0.0
176,3.244868477987798,3.6448320564193746,0.03169454173451225,0.0
177,3.641520188988555,3.9354990809190524,-1.3077124872255455,3.469446951953614e-18
178,1.6392319012643188,2.6705455246532104,-0.9075876782248464,0.0
179,0.25111696375296777,1.6048133918112715,-0.7871728254664312,2.7755575615628914e-17
180,1.9400154492775443,3.344336963653709,2.736710071983193,4.163336342344337e-17
181,1.1568273143555055,2.3417583785168765,-2.4555003611167763,0.0
182,0.4297822698426811,2.913198587745023,-0.53323419517774,2.7755575615628914e-17
183,2.1491876689296348,1.2033901457485052,-1.9578790244168518,2.220446049250313e-16
184,2.9081291936070284,2.194645527449429,-0.3371660181776823,1.0408340855860843e-17
185,1.579158821692412,1.469172432003875,-2.596828939646258,1.1102230246251565e-16
186,1.1413727017542876,3.4695831824012315,1.6292891199684956,1.1102230246251565e-16
187,2.93906274762314,0.38064410386219316,-0.8821543312478108,3.3306690738754696e-16
188,0.6462933974078805,1.5232538542121838,-0.5175401726184949,2.7755575615628914e-17
189,3.1337819520309873,3.626743307748879,0.25325756701396385,2.7755575615628914e-17
190,2.3496393101828397,0.3471324259638966,2.5876405316203437,5.551115123125783e-16
191,1.8646916107076654,1.9164080866267477,-0.9828453882079518,5.551115123125783e-17
192,1.3415214019235293,2.015618740030263,1.1123961233921484,0.0
193,3.000980317552547,3.811751647817124,-0.32485273429199246,1.5178830414797062e-18
194,2.472689168376422,3.409230993795133,2.5755273158772454,2.0816681711721685e-17
195,3.5797403664542045,3.9211325737759437,2.8608365152409174,4.85722573273506e-17
196,0.21705972275324448,2.132611060564799,-1.2358327575421373,1.3877787807814457e-17
197,1.4945793627198012,3.759592854826546,-1.2094065170119235,5.551115123125783e-17
198,2.7031086014617705,1.7637674367616893,-0.29062133397685574,2.220446049250313e-16
199,2.524929408802696,3.8904676097737205,-1.3080998639113781,1.1102230246251565e-16
200,2.4124487839867683,0.5594380034188178,-2.1032394512183883,2.220446049250313e-16
201,2.565423912468519,2.864973016661904,-2.134246424043078,4.163336342344337e-17
202,0.7409756550470621,1.2275143016404426,-0.048997752679750484,5.551115123125783e-17
203,3.994307771619922,2.5890270701685836,0.47318508065872766,1.3877787807814457e-17
204,2.0835944340456245,3.3251901574264995,2.429692516473663,2.220446049250313e-16
205,3.562306936443995,0.20040235925732064,1.2665311217050697,6.245004513516506e-17
206,1.2205467089384363,1.6147526770154441,-0.6881489928083226,1.1102230246251565e-16
207,0.9151784922545033,3.0008130088328313,1.0355158376022864,1.1102230246251565e-16
208,1.1888004003999033,1.9993823293413069,0.18358488735447143,0.0
209,2.144943925537684,2.407712275823815,-0.7554353496225543,0.0
210,3.20602015877273,1.3607199211376555,-0.7054988523071302,1.3010426069826053e-18
211,0.5103858822275141,3.7867328074930446,2.29266734918619,2.7755575615628914e-17
212,0.7102007533998685,0.5267622127960684,1.2506877554361742,5.551115123125783e-17
213,1.837741966254371,1.7887818769736454,-1.7891519528219473,1.1102230246251565e-16
214,3.930178525415451,2.464000022841938,-2.5258269462506924,8.131516293641283e-19
215,3.3615717346683964,0.6980322584164949,-0.5182375404233195,5.551115123125783e-17
216,2.927041793925407,0.7179351660308355,-1.2430751169551024,1.8214596497756474e-17
217,2.459852773248813,1.1964225808920352,0.725352488979774,2.168404344971009e-18
218,3.5432426236650216,3.3427660499257983,2.0339728020272414,0.0
219,3.771246177616931,2.3863382988431816,-2.969160684392098,5.082197683525802e-21
220,1.4145639088219093,3.4065756795546527,-1.8514545169859855,4.163336342344337e-17
221,2.9547176896809346,0.5118629806434226,0.7225638229591973,1.3877787807814457e-17
222,3.48830895512637,1.2985281414885335,-0.5027665030564044,0.0
223,2.1028177186358192,2.4527947349958414,1.4632065244572,2.7755575615628914e-17
224,3.614667862052834,0.3795387794485108,-1.1260729842757682,6.071532165918825e-18
225,0.46266630733975345,1.0087268783394685,0.717191409663827,5.551115123125783e-17
226,1.2588107574317027,2.658765369937968,-1.956292488690392,1.1102230246251565e-16
227,1.9456208905697414,2.166468652289952,-0.09230951541962717,4.336808689942018e-18
228,0.9765462943100259,0.21455027876787558,1.400995956931915,1.3877787807814457e-16
229,0.7685173582559671,2.1219040368797595,1.5393474764779898,2.220446049250313e-16
230,2.016547229626211,2.696884128011287,-0.2069662056181487,1.3877787807814457e-17
231,3.054689831384298,2.173677334097438,-2.7669377209813266,5.551115123125783e-17
232,1.4756514292317382,0.3218570815992103,2.4558179629741197,2.220446049250313e-16
233,2.2345032967478513,0.6541559608245275,2.875159710795999,2.3852447794681098e-18
234,0.5100500724497204,0.787854740677002,0.8697390744249724,5.551115123125783e-17
235,2.2845841841926005,3.8821706282594683,0.8590788038452297,5.551115123125783e-17
236,1.1485973962848848,1.1842381354907388,-1.9341877496524118,0.0
237,3.1241708057235322,0.3500704029320657,-0.2733501008289281,6.938893903907228e-17
238,0.25469088162471354,2.0817720622734597,-2.3070978701079197,5.551115123125783e-17
239,1.4986357748822696,3.872993233241908,0.5933641947909902,5.551115123125783e-17
240,3.0126369517709746,2.204087785694939,2.064406092613644,1.1102230246251565e-16
241,1.207283040374674,3.6256765273651124,1.840923950609108,0.0
242,1.1961203701626846,3.1439365663244225,1.7265301636661752,2.220446049250313e-16
243,1.3662997886488015,2.528308618965959,1.8601985200273639,1.1102230246251565e-16
244,3.7447901769473306,2.1119099165403954,-2.9265582541054798,2.0816681711721685e-17
245,2.1198866802577725,1.103389858366084,0.020645128557808867,0.0
246,3.8279084514264863,3.8907446521540616,1.046902853804995,0.0
247,3.718551112463233,2.759179129144017,-2.1774563114603094,1.3877787807814457e-16
248,0.5012413813301319,3.4304515929743036,1.1269205295404428,1.3877787807814457e-17
249,3.152787688320704,1.0051098806135967,-0.6616247096041086,5.204170427930421e-18
250,1.528286999446462,1.5214960947723497,1.5698406914866183,8.326672684688674e-17
251,3.3556025933629887,3.467688946521565,-2.162098736724043,1.1102230246251565e-16
252,0.517673618856142,2.01352621036096,1.5935581933890504,5.551115123125783e-17
253,1.628609212594943,1.9124191056167315,-1.0530955722103996,1.1102230246251565e-16
254,3.872487768874876,0.676809123828376,1.9565758998372225,2.220446049250313e-16
255,0.6611121949448757,2.0470162829797083,2.11044354615243,5.551115123125783e-17
256,1.0516107177938914,2.274743099393243,1.8013806442486082,5.551115123125783e-17
257,3.83212246443926,0.7203256418817301,-0.9342081927852806,6.938893903907228e-18
258,2.1307912374588676,3.29472639074437,2.956209062204394,0.0
259,2.065672793100913,2.558316712947725,-0.8093341131572362,1.1102230246251565e-16
260,0.6101764195905658,3.589191391598569,-1.9055810031078253,5.551115123125783e-17
261,0.606795417593631,0.65869954548698,2.593325084537084,5.551115123125783e-17
262,2.489731698256739,3.2610036580351762,2.4289427631314133,0.0
263,2.406649410221088,2.0309458026347285,-1.8867938323002624,5.551115123125783e-17
264,3.6890960376520208,0.5247761534989441,-2.5396129932873013,4.440892098500626e-16
265,2.142641088197215,2.7560193305215996,1.201536460896648,2.220446049250313e-16
266,2.734510156580242,2.8580641818584978,2.1407568170313285,0.0
267,0.9663213783204714,2.6022344694959036,1.5192881443845287,2.7755575615628914e-17
268,0.39135942345836705,1.399540371780563,2.904969232468985,2.7755575615628914e-17
269,1.9765399584574888,2.4757559622251106,0.7527427249343295,2.220446049250313e-16
270,3.0397027451259664,2.1572392035719647,-0.35552634552202145,1.0408340855860843e-17
271,2.198725513798755,1.996537482245096,0.9195578271595601,2.0816681711721685e-17
272,3.190618153147815,3.39869857780918,2.9130642726547,5.551115123125783e-17
273,2.1730957723040687,2.2836135359505856,-1.9640654734358625,0.0
274,1.8737433915396722,3.3352669443006815,1.5993697594958256,2.168404344971009e-19
275,3.7384038571827936,3.5492796182769415,-0.2761025636251082,4.404571325722362e-20
276,3.4056613123755772,1.0849025431242882,-0.03790889985274859,4.404571325722362e-20
277,1.3158620503389598,3.138336374636116,-2.894399872518974,2.7755575615628914e-17
278,2.303222365657595,2.155951520001311,-1.3861227969763572,1.1102230246251565e-16
279,0.26516604703116803,0.3703999551543574,1.3597258020253973,2.7755575615628914e-17
280,1.307666286771609,1.2991933509647322,2.142337305876387,2.7755575615628914e-17
281,2.986766286752805,2.641684880639143,2.9881641692765566,8.131516293641283e-20
282,2.760582754994355,0.6850635299206926,-1.771546557164074,1.3877787807814457e-16
283,0.9861241794868202,0.8937482990058494,2.20949700597029,1.1102230246251565e-16
284,3.6934154007069533,0.9897863335752541,0.2820798748581592,4.5102810375396984e-17
285,1.3384136504127346,0.656815099627226,1.5422498966747122,1.1102230246251565e-16
286,0.9904329232381364,0.6428615864971295,-0.5922035707075866,2.220446049250313e-16
287,1.4391259889276902,2.086064301649699,-1.0340918581611735,8.326672684688674e-17
288,2.214142507235221,2.987170350591278,-1.908501851717982,6.505213034913027e-19
289,3.2840149948361304,0.43776228063155825,0.9146318292012112,8.673617379884035e-18
290,2.3229312182415702,2.713724266204619,-2.8041144151509503,2.220446049250313e-16
291,0.9965482314043013,1.916399932540298,-2.64693883718337,5.551115123125783e-17
292,2.3978079451196224,0.7604828265351502,-0.9749390173659709,8.673617379884035e-18
293,0.9023154240616393,1.0373366313513286,-1.0163884295576264,2.220446049250313e-16
294,2.3753548503180584,1.2321565682846485,-2.1432046226342516,3.5236570605778894e-19
295,1.6994068762219616,0.5962008356664389,-0.08639856272560476,2.0816681711721685e-17
296,3.943904676469083,3.3444592710290344,0.7590464388361795,2.3852447794681098e-18
297,3.910104613352495,1.1664022769423843,1.5367103614530055,8.326672684688674e-17
298,1.6242860497382554,1.6771841313792708,-0.3561415050647825,5.551115123125783e-17
299,0.37541799122854413,1.9561030535516744,1.089450245490447,0.0
300,2.2157844089781285,3.2961954074852082,1.7235828065914154,0.0
301,3.170104929741173,1.2058134354313235,-0.4074011800038786,1.1102230246251565e-16
302,1.582622499522817,2.593552899144642,1.1444205970801171,2.7755575615628914e-17
303,0.877500759823178,3.5133416654725544,0.009864588577606526,2.0816681711721685e-17
304,0.3966887141174097,2.6405797994650713,-0.17772965333927004,0.0
305,3.9377951321612668,1.5744767231011922,1.8405621712091342,1.1102230246251565e-16
306,0.21535417855454564,3.36842115274143,1.3088029139469306,0.0
307,1.7930895809738634,3.755285568575516,2.3004442645833034,2.7755575615628914e-17
308,0.7407685244012215,3.3468009858271057,-0.37669513380909425,2.7755575615628914e-17
309,0.6169535201601162,2.413125280594158,2.9731181542699154,2.7755575615628914e-17
310,0.4033008564548285,0.4182421200623844,0.3678339544638032,0.0
311,2.8430058347165064,2.0525802494352705,-2.133565172686046,1.1102230246251565e-16
312,3.3549045897296836,0.8997681696057613,1.1588358882031553,3.3306690738754696e-16
313,0.5919413530461921,1.2783306732576567,1.280850142194291,5.551115123125783e-17
314,3.083698323644751,3.509722095193338,-0.8502112485791291,3.3306690738754696e-16
315,3.4788612456736048,3.164875175219504,-1.841670279203769,6.938893903907228e-17
316,1.7508437515363073,3.321032684081174,0.7022992908705898,5.551115123125783e-17
317,2.52489718221338,3.0593962510577972,-2.4851963616093835,1.9081958235744878e-17
318,2.303401458087473,1.0823378902508094,-2.6544184274843357,1.734723475976807e-17
319,1.6905534494514016,1.3952186970744105,-1.165190155367844,1.3877787807814457e-17
320,3.719156906215152,2.4058620475482577,-1.990786736791569,2.0816681711721685e-17
321,1.7743822761572325,0.39508436253434215,0.7341992442225047,4.163336342344337e-17
322,2.441056095104068,1.5405900015954088,1.9422841943034284,5.204170427930421e-18
323,0.6839060039198873,1.8140797350579771,0.8226024712436688,1.3877787807814457e-17
324,3.061617870076989,3.2327099113335,2.3693248481734734,2.7755575615628914e-16
325,3.2349721321411478,1.6831842257391048,-2.789003142003833,8.326672684688674e-17
326,1.8183584385843499,2.1614742266554505,-2.9602867122040344,1.1102230246251565e-16
327,3.404220588824069,3.8923461588890773,-0.13815488006324061,0.0
328,3.250855435911837,1.4033432676825712,0.6323166982769886,2.220446049250313e-16
329,2.1072809457715476,2.3223097056362,0.4140867397139836,2.7755575615628914e-17
330,0.6440791998935715,0.2706049930756128,1.1722348786816825,4.163336342344337e-17
331,0.33563126517742314,3.6679708233413524,-2.111008253947417,2.7755575615628914e-17
332,2.869204406545383,3.2819636473224754,2.4233311577082652,6.938893903907228e-18
333,3.0443415897307866,0.6520120133238305,0.2885168244419889,0.0
334,0.9218435339863215,2.907081097359121,2.849673147242469,4.163336342344337e-17
335,2.1361785598585468,3.0065617016594905,-2.8304238840477183,1.1102230246251565e-16
336,1.782719515094755,1.86387607933592,1.2006233601747205,2.7755575615628914e-17
337,1.7098136963502442,3.304076513886952,0.6925726995677586,1.1102230246251565e-16
338,2.0295521867672925,2.1952966832960223,-2.958132637526616,1.1102230246251565e-16
339,0.2106371672892226,3.2855244690935663,-1.6400461144302743,2.7755575615628914e-17
340,1.6635846026655934,3.946954713351977,-1.4164233568778564,4.163336342344337e-17
341,1.2331273209643352,3.5525042076739477,1.8191640573118208,2.0816681711721685e-17
342,3.2526102612250725,2.096544542495215,-0.15723313288197005,2.168404344971009e-18
343,2.7587738251932525,1.3740181900040618,2.5298379719734765,0.0
344,1.572776425527762,0.22239800025249715,-2.658155946406662,1.1102230246251565e-15
345,2.3293056937370573,3.931556668952722,-1.0258512877019836,8.326672684688674e-17
346,0.5491691932256024,3.6745010265569613,0.7322851177845986,8.326672684688674e-17
347,1.2581769380413286,3.629720388478645,0.7385991664286484,2.220446049250313e-16
348,3.9857658851450184,1.1080169430745601,-2.0020832506574706,3.3306690738754696e-16
349,1.216494838214225,2.766637364507855,-2.0046597336383307,2.7755575615628914e-17
350,0.16738089411700924,0.9450272822321117,1.7679697487263848,0.0
351,0.2743247225527852,3.386625949540945,2.0942235800492845,5.551115123125783e-17
352,2.7563052543346482,3.5501379428387834,-2.0273029842164814,1.734723475976807e-17
353,3.7722756976521548,1.670670614029555,-2.2618304741303774,3.2526065174565133e-19
354,2.9597374628680897,2.0692117976007016,2.288750871685693,1.1102230246251565e-16
355,1.5421393971071669,2.2076072575195083,-1.0449314460126793,1.1102230246251565e-16
