sample_index,lambda_first,lambda_second,total_variation
715,0.5,1.0,0.09619167049863656
715,0.5,2.0,0.20189370075312937
715,1.0,2.0,0.11339658257698686
716,0.5,1.0,0.185593580659347
716,0.5,2.0,0.34793187311571544
716,1.0,2.0,0.18496315388190152
717,0.5,1.0,0.17380990226491402
717,0.5,2.0,0.43764391366636074
717,1.0,2.0,0.26383401140144674
718,0.5,1.0,0.09128754173674716
718,0.5,2.0,0.1639904586464056
718,1.0,2.0,0.08680324038519319
719,0.5,1.0,0.1271698170019068
719,0.5,2.0,0.24527958366474092
719,1.0,2.0,0.13564033181402813
720,0.5,1.0,0.23373862210729185
720,0.5,2.0,0.4556182205079309
720,1.0,2.0,0.22187959840063903
721,0.5,1.0,0.22590657858270216
721,0.5,2.0,0.49984485612584595
721,1.0,2.0,0.2739382775431437
722,0.5,1.0,0.21425831619147928
722,0.5,2.0,0.46108431570469305
722,1.0,2.0,0.28212734526257216
723,0.5,1.0,0.29840915553030123
723,0.5,2.0,0.66305464682248
723,1.0,2.0,0.3646454912921787
724,0.5,1.0,0.12333057507695319
724,0.5,2.0,0.3192363947979735
724,1.0,2.0,0.19590581972102028
725,0.5,1.0,0.18909436107411443
725,0.5,2.0,0.41498180467630774
725,1.0,2.0,0.2258874436021933
726,0.5,1.0,0.22612314645594955
726,0.5,2.0,0.5055651265327061
726,1.0,2.0,0.2952047660886639
727,0.5,1.0,0.24862868471413926
727,0.5,2.0,0.459421481219096
727,1.0,2.0,0.2107927965049567
728,0.5,1.0,0.12790624468308143
728,0.5,2.0,0.33538476571895004
728,1.0,2.0,0.20747852103586864
729,0.5,1.0,0.25994085298750796
729,0.5,2.0,0.5887288659337151
729,1.0,2.0,0.3287880129462072
730,0.5,1.0,0.23472022398289225
730,0.5,2.0,0.49625603472590313
730,1.0,2.0,0.2615358107430109
731,0.5,1.0,0.21489958797359898
731,0.5,2.0,0.3814609768993253
731,1.0,2.0,0.1665613889257263
732,0.5,1.0,0.19807385338596523
732,0.5,2.0,0.49635158618128744
732,1.0,2.0,0.29827773279532227
733,0.5,1.0,0.26035429440447994
733,0.5,2.0,0.514257546391705
733,1.0,2.0,0.25390325198722496
734,0.5,1.0,0.21375302488406234
734,0.5,2.0,0.4851287281476333
734,1.0,2.0,0.28103410746186064
735,0.5,1.0,0.14225449558489428
735,0.5,2.0,0.3336172443482209
735,1.0,2.0,0.19220550217169077
736,0.5,1.0,0.1285287063226926
736,0.5,2.0,0.26506207164783346
736,1.0,2.0,0.14663756228977393
737,0.5,1.0,0.1162309068240163
737,0.5,2.0,0.2758179752374924
737,1.0,2.0,0.1804303797598713
738,0.5,1.0,0.2227862821429414
738,0.5,2.0,0.4893831742009087
738,1.0,2.0,0.2666664049102758
739,0.5,1.0,0.18548813754828963
739,0.5,2.0,0.37957514806744364
739,1.0,2.0,0.2068942584058704
740,0.5,1.0,0.14870465462363133
740,0.5,2.0,0.2532651838004411
740,1.0,2.0,0.13705623309610698
741,0.5,1.0,0.12494730828849679
741,0.5,2.0,0.24439810279058174
741,1.0,2.0,0.11945079450208496
742,0.5,1.0,0.14925862207904556
742,0.5,2.0,0.38492709164909417
742,1.0,2.0,0.24604370989012347
743,0.5,1.0,0.23871812975150306
743,0.5,2.0,0.6090412950375818
743,1.0,2.0,0.3727017553787734
744,0.5,1.0,0.09103835276076755
744,0.5,2.0,0.1404677129485845
744,1.0,2.0,0.04942936018781696
745,0.5,1.0,0.24279346915263866
745,0.5,2.0,0.4587875512432217
745,1.0,2.0,0.215994082090583
746,0.5,1.0,0.18180951087344896
746,0.5,2.0,0.3786065794795819
746,1.0,2.0,0.19679706860613289
747,0.5,1.0,0.14754338894739308
747,0.5,2.0,0.2537622192674057
747,1.0,2.0,0.11942428044325526
748,0.5,1.0,0.27574547492716406
748,0.5,2.0,0.6292381926833784
748,1.0,2.0,0.35349271775621444
749,0.5,1.0,0.1532609317994928
749,0.5,2.0,0.46182301435363254
749,1.0,2.0,0.3213776123809676
750,0.5,1.0,0.10900253903971825
750,0.5,2.0,0.2237104107882886
750,1.0,2.0,0.11470787174857035
751,0.5,1.0,0.163116974388721
751,0.5,2.0,0.3745100272098182
751,1.0,2.0,0.2166943820389828
752,0.5,1.0,0.13948192416551197
752,0.5,2.0,0.30330868932362287
752,1.0,2.0,0.1837832093815579
753,0.5,1.0,0.1461151958451567
753,0.5,2.0,0.4030357481923434
753,1.0,2.0,0.2711715622776597
754,0.5,1.0,0.15296498514384463
754,0.5,2.0,0.3508870786005921
754,1.0,2.0,0.19792209345674744
755,0.5,1.0,0.19506356841084907
755,0.5,2.0,0.3794982320478369
755,1.0,2.0,0.18443466363698785
756,0.5,1.0,0.1961230336465309
756,0.5,2.0,0.4281288118280939
756,1.0,2.0,0.2509856670735156
757,0.5,1.0,0.17561988123685313
757,0.5,2.0,0.3998108580709515
757,1.0,2.0,0.22419097683409833
758,0.5,1.0,0.1906752728672882
758,0.5,2.0,0.44234225633329477
758,1.0,2.0,0.2593725858059517
759,0.5,1.0,0.15569366777650348
759,0.5,2.0,0.3166688962033858
759,1.0,2.0,0.1773540111912264
760,0.5,1.0,0.15424206803819568
760,0.5,2.0,0.33594130123537314
760,1.0,2.0,0.1977259996370826
761,0.5,1.0,0.09501773701402824
761,0.5,2.0,0.21318290837886555
761,1.0,2.0,0.11816517136483728
762,0.5,1.0,0.12432225634378438
762,0.5,2.0,0.3034777333950652
762,1.0,2.0,0.18060406456076686
763,0.5,1.0,0.1960862018553639
763,0.5,2.0,0.43993161032469325
763,1.0,2.0,0.24384540846932934
764,0.5,1.0,0.17063820659616563
764,0.5,2.0,0.405608543868394
764,1.0,2.0,0.24361765159985438
765,0.5,1.0,0.16870396813347874
765,0.5,2.0,0.34148524509490447
765,1.0,2.0,0.17393435093674092
766,0.5,1.0,0.15281296151619161
766,0.5,2.0,0.3437553267481204
766,1.0,2.0,0.21158311080741157
767,0.5,1.0,0.2256221410508731
767,0.5,2.0,0.5107518347077494
767,1.0,2.0,0.3144831451804362
768,0.5,1.0,0.21168827016684902
768,0.5,2.0,0.46740254115549906
768,1.0,2.0,0.25571427098865
769,0.5,1.0,0.16721328685596287
769,0.5,2.0,0.3701314538524003
769,1.0,2.0,0.20391951495137775
770,0.5,1.0,0.22667971375876503
770,0.5,2.0,0.5324589341513284
770,1.0,2.0,0.30577922039256333
771,0.5,1.0,0.22665941838837295
771,0.5,2.0,0.5278918174355615
771,1.0,2.0,0.3182431355997954
772,0.5,1.0,0.16990533485455367
772,0.5,2.0,0.34963088430481776
772,1.0,2.0,0.185643905510892
773,0.5,1.0,0.18261257269923795
773,0.5,2.0,0.4844605944889498
773,1.0,2.0,0.3018480217897119
774,0.5,1.0,0.23586940104728943
774,0.5,2.0,0.45627467258799315
774,1.0,2.0,0.22040527154070377
775,0.5,1.0,0.22449066087684047
775,0.5,2.0,0.4868142539609417
775,1.0,2.0,0.26232359308410125
776,0.5,1.0,0.23359178170428502
776,0.5,2.0,0.562315571047596
776,1.0,2.0,0.35578863143447154
777,0.5,1.0,0.16025458671589182
777,0.5,2.0,0.4629332421614721
777,1.0,2.0,0.3026786554455803
778,0.5,1.0,0.22992954709549807
778,0.5,2.0,0.4595848379393118
778,1.0,2.0,0.2296552908438138
779,0.5,1.0,0.20700107133732976
779,0.5,2.0,0.44965816966822736
779,1.0,2.0,0.24265709833089755
780,0.5,1.0,0.15048323366266592
780,0.5,2.0,0.3319061550382395
780,1.0,2.0,0.1814229213755736
781,0.5,1.0,0.13690001674056462
781,0.5,2.0,0.35166366283444395
781,1.0,2.0,0.21476364609387935
782,0.5,1.0,0.14177562295593574
782,0.5,2.0,0.3098649165645153
782,1.0,2.0,0.1680892936085796
783,0.5,1.0,0.14365463427975522
783,0.5,2.0,0.35219259225796384
783,1.0,2.0,0.21002773895592047
784,0.5,1.0,0.17579331963748784
784,0.5,2.0,0.49874622525098805
784,1.0,2.0,0.3229529056135002
785,0.5,1.0,0.15627272152139365
785,0.5,2.0,0.3890138266644522
785,1.0,2.0,0.23274110514305857
786,0.5,1.0,0.25755272205818425
786,0.5,2.0,0.5897969875322192
786,1.0,2.0,0.33224426547403496
787,0.5,1.0,0.13618582326474007
787,0.5,2.0,0.2821788405710483
787,1.0,2.0,0.17580038729200623
788,0.5,1.0,0.220099563179296
788,0.5,2.0,0.4437599238348677
788,1.0,2.0,0.2574970310114867
789,0.5,1.0,0.21519182633722794
789,0.5,2.0,0.3813778653427775
789,1.0,2.0,0.16618603900554957
790,0.5,1.0,0.18411437772199477
790,0.5,2.0,0.4861236016681423
790,1.0,2.0,0.3066977819521696
791,0.5,1.0,0.34128545120608256
791,0.5,2.0,0.5971450199702628
791,1.0,2.0,0.25585956876418026
792,0.5,1.0,0.17318284022731167
792,0.5,2.0,0.36319213556437846
792,1.0,2.0,0.19000929533706679
793,0.5,1.0,0.25986746612043476
793,0.5,2.0,0.5101393949580043
793,1.0,2.0,0.2502719288375696
794,0.5,1.0,0.22421089534529673
794,0.5,2.0,0.4496862727916012
794,1.0,2.0,0.23598290007010608
795,0.5,1.0,0.1715278327940388
795,0.5,2.0,0.4247562330623226
795,1.0,2.0,0.2532284002682838
796,0.5,1.0,0.20227402503776729
796,0.5,2.0,0.5200643879397936
796,1.0,2.0,0.3177903629020263
797,0.5,1.0,0.14867696128585509
797,0.5,2.0,0.3147179050991061
797,1.0,2.0,0.16604094381325096
798,0.5,1.0,0.2552264034685129
798,0.5,2.0,0.457611390786668
798,1.0,2.0,0.20238498731815519
799,0.5,1.0,0.21346108792234875
799,0.5,2.0,0.3818156763344319
799,1.0,2.0,0.16835458841208323
800,0.5,1.0,0.18910039626345054
800,0.5,2.0,0.4877396826660837
800,1.0,2.0,0.29987015351935314
801,0.5,1.0,0.1866313938414085
801,0.5,2.0,0.36816283245820014
801,1.0,2.0,0.1815314386167916
802,0.5,1.0,0.1705697611658973
802,0.5,2.0,0.37952704235898777
802,1.0,2.0,0.20895728119309043
803,0.5,1.0,0.19279501218144873
803,0.5,2.0,0.44096879307306996
803,1.0,2.0,0.25571318743675414
804,0.5,1.0,0.2560202562740159
804,0.5,2.0,0.5394252370767099
804,1.0,2.0,0.28340498080269383
805,0.5,1.0,0.14395310444333964
805,0.5,2.0,0.3445581254154723
805,1.0,2.0,0.2339569242607223
806,0.5,1.0,0.23090039030864173
806,0.5,2.0,0.4593649234085936
806,1.0,2.0,0.22846453309995182
807,0.5,1.0,0.14326286046747655
807,0.5,2.0,0.321050461715926
807,1.0,2.0,0.17778760124844945
808,0.5,1.0,0.16172012649813552
808,0.5,2.0,0.34953687129818123
808,1.0,2.0,0.18781674480004568
809,0.5,1.0,0.19302848110512277
809,0.5,2.0,0.4119819937518937
809,1.0,2.0,0.2189535126467709
810,0.5,1.0,0.19493446779311313
810,0.5,2.0,0.3815606915520575
810,1.0,2.0,0.22374070948201547
811,0.5,1.0,0.1265136661061311
811,0.5,2.0,0.2820561860947372
811,1.0,2.0,0.1812793324687561
812,0.5,1.0,0.21532820150094215
812,0.5,2.0,0.3813377793546834
812,1.0,2.0,0.1660095778537412
813,0.5,1.0,0.11724399913294976
813,0.5,2.0,0.2540379139536655
813,1.0,2.0,0.1410689007046685
814,0.5,1.0,0.13430462613346578
814,0.5,2.0,0.27635458248983324
814,1.0,2.0,0.15578155106951747
815,0.5,1.0,0.2929768925894207
815,0.5,2.0,0.5817377915990627
815,1.0,2.0,0.288760899009642
816,0.5,1.0,0.2436573769839664
816,0.5,2.0,0.5414443577005095
816,1.0,2.0,0.2977869807165431
817,0.5,1.0,0.20677240923910864
817,0.5,2.0,0.49380446619551654
817,1.0,2.0,0.29814614903451286
818,0.5,1.0,0.16370570177366245
818,0.5,2.0,0.4176482748938295
818,1.0,2.0,0.253942573120167
819,0.5,1.0,0.2567862999404738
819,0.5,2.0,0.5426780747051239
819,1.0,2.0,0.28589177476465
820,0.5,1.0,0.20440608913792818
820,0.5,2.0,0.38215389735854244
820,1.0,2.0,0.17774780822061428
821,0.5,1.0,0.11083100578215802
821,0.5,2.0,0.23806864015486098
821,1.0,2.0,0.13922798885452178
822,0.5,1.0,0.14676425910765373
822,0.5,2.0,0.35915344963231915
822,1.0,2.0,0.226498885240165
823,0.5,1.0,0.06302840371194823
823,0.5,2.0,0.0918052238807377
823,1.0,2.0,0.02892345038208339
824,0.5,1.0,0.20061992943710666
824,0.5,2.0,0.5324627897795888
824,1.0,2.0,0.3318428603424821
825,0.5,1.0,0.17248297771682713
825,0.5,2.0,0.3940726909781022
825,1.0,2.0,0.22158971326127502
826,0.5,1.0,0.22335713463679285
826,0.5,2.0,0.5004824297369695
826,1.0,2.0,0.2771252951001767
827,0.5,1.0,0.254437770838565
827,0.5,2.0,0.5320017835875391
827,1.0,2.0,0.30941527859915996
828,0.5,1.0,0.126814813331798
828,0.5,2.0,0.28855418634089347
828,1.0,2.0,0.17165274154131177
829,0.5,1.0,0.17282536705692697
829,0.5,2.0,0.403320682659153
829,1.0,2.0,0.2571636502364066
830,0.5,1.0,0.1864360966876638
830,0.5,2.0,0.47825736557808146
830,1.0,2.0,0.29182126889041754
831,0.5,1.0,0.15439712734799174
831,0.5,2.0,0.38160031653669674
831,1.0,2.0,0.2405015018826192
832,0.5,1.0,0.20053273707398572
832,0.5,2.0,0.38139707289222774
832,1.0,2.0,0.18086433581824202
833,0.5,1.0,0.13443962023228279
833,0.5,2.0,0.3046933740765121
833,1.0,2.0,0.17025375384422928
834,0.5,1.0,0.1190486617921401
834,0.5,2.0,0.36782349503244394
834,1.0,2.0,0.24877483324030386
835,0.5,1.0,0.14342290195567786
835,0.5,2.0,0.3213314955535439
835,1.0,2.0,0.177908593597866
836,0.5,1.0,0.1275566068115959
836,0.5,2.0,0.24610778527206878
836,1.0,2.0,0.1185511784604729
837,0.5,1.0,0.19347934286865154
837,0.5,2.0,0.43637940783093376
837,1.0,2.0,0.24290006496228222
838,0.5,1.0,0.2693846830707579
838,0.5,2.0,0.6069233513235274
838,1.0,2.0,0.33753866825276946
839,0.5,1.0,0.2111807402068096
839,0.5,2.0,0.38219950286277904
839,1.0,2.0,0.17101876265596944
840,0.5,1.0,0.23384657900008715
840,0.5,2.0,0.5011620723883441
840,1.0,2.0,0.26731549338825683
841,0.5,1.0,0.17604578631061413
841,0.5,2.0,0.36606680266527697
841,1.0,2.0,0.19002101635466284
842,0.5,1.0,0.1461129788935958
842,0.5,2.0,0.3359458020859991
842,1.0,2.0,0.18983282319240327
843,0.5,1.0,0.1592926575762947
843,0.5,2.0,0.3635855690048513
843,1.0,2.0,0.21305222980617944
844,0.5,1.0,0.2589117524102548
844,0.5,2.0,0.5135399799883715
844,1.0,2.0,0.25462822757811676
845,0.5,1.0,0.11984678697113735
845,0.5,2.0,0.2832181108759168
845,1.0,2.0,0.16655165382271162
846,0.5,1.0,0.2010465475849774
846,0.5,2.0,0.4314168766343467
846,1.0,2.0,0.23037032904936935
847,0.5,1.0,0.22806257514681808
847,0.5,2.0,0.4528334749316898
847,1.0,2.0,0.27501661462200755
848,0.5,1.0,0.19349253262846716
848,0.5,2.0,0.47589409441726443
848,1.0,2.0,0.31014800711444196
849,0.5,1.0,0.16200469416794647
849,0.5,2.0,0.3627531579638825
849,1.0,2.0,0.21568964448823152
850,0.5,1.0,0.14677245264384287
850,0.5,2.0,0.31027642417114815
850,1.0,2.0,0.17490151796244185
851,0.5,1.0,0.15123568919823355
851,0.5,2.0,0.3128230962042666
851,1.0,2.0,0.173063299031748
852,0.5,1.0,0.20208278537672017
852,0.5,2.0,0.4612872085656575
852,1.0,2.0,0.26253761664594377
853,0.5,1.0,0.091031864958868
853,0.5,2.0,0.14045565433845952
853,1.0,2.0,0.04942378937959153
854,0.5,1.0,0.13396440538946935
854,0.5,2.0,0.3466842491834258
854,1.0,2.0,0.21271984379395642
855,0.5,1.0,0.15368567892435805
855,0.5,2.0,0.44798646058757
855,1.0,2.0,0.3008634344974209
856,0.5,1.0,0.2696136097197238
856,0.5,2.0,0.5113020039970899
856,1.0,2.0,0.24168839427736608
857,0.5,1.0,0.09110727790133419
857,0.5,2.0,0.1405958333745171
857,1.0,2.0,0.06089573839172727
858,0.5,1.0,0.17544015938682447
858,0.5,2.0,0.35367110582931993
858,1.0,2.0,0.18360627162840615
859,0.5,1.0,0.14896891222356334
859,0.5,2.0,0.3460357743545724
859,1.0,2.0,0.19706686213100905
860,0.5,1.0,0.2310878372287239
860,0.5,2.0,0.5876825588475004
860,1.0,2.0,0.3565947216187766
861,0.5,1.0,0.2468142903727793
861,0.5,2.0,0.5189064813624186
861,1.0,2.0,0.3079228919367513
862,0.5,1.0,0.17638510781485048
862,0.5,2.0,0.4059516132545009
862,1.0,2.0,0.23719557821735562
863,0.5,1.0,0.1011798441059601
863,0.5,2.0,0.21776631696741766
863,1.0,2.0,0.13212424994868205
864,0.5,1.0,0.11218324553260066
864,0.5,2.0,0.2564036847970015
864,1.0,2.0,0.1442204392644008
865,0.5,1.0,0.11254962055188109
865,0.5,2.0,0.282961691528227
865,1.0,2.0,0.17439836720272955
866,0.5,1.0,0.2319694040825718
866,0.5,2.0,0.5709091023093673
866,1.0,2.0,0.349193222701383
867,0.5,1.0,0.13584621077082365
867,0.5,2.0,0.3203463985412688
867,1.0,2.0,0.18768010759727297
868,0.5,1.0,0.16860309626371572
868,0.5,2.0,0.42927141198952323
868,1.0,2.0,0.2670359661860501
869,0.5,1.0,0.17857709517658932
869,0.5,2.0,0.4279661053390655
869,1.0,2.0,0.2493890101624761
870,0.5,1.0,0.20525748807334715
870,0.5,2.0,0.4195036666521893
870,1.0,2.0,0.22851961994932352
871,0.5,1.0,0.19024718966049672
871,0.5,2.0,0.3770672831756281
871,1.0,2.0,0.18682009351513135
872,0.5,1.0,0.17655128571642684
872,0.5,2.0,0.42022848284249426
872,1.0,2.0,0.24367719712606742
873,0.5,1.0,0.17373962237437363
873,0.5,2.0,0.4504576817145499
873,1.0,2.0,0.276728746671966
874,0.5,1.0,0.1555470002436976
874,0.5,2.0,0.30284599203019374
874,1.0,2.0,0.16914161781410142
875,0.5,1.0,0.10962195007686587
875,0.5,2.0,0.3084159814406327
875,1.0,2.0,0.20362220571913275
876,0.5,1.0,0.16400576650653972
876,0.5,2.0,0.37267625579071595
876,1.0,2.0,0.2086704892841762
877,0.5,1.0,0.1930386385305247
877,0.5,2.0,0.5109717509772829
877,1.0,2.0,0.33243799585124145
878,0.5,1.0,0.09104315820265321
878,0.5,2.0,0.14047664474037894
878,1.0,2.0,0.049433486537725724
879,0.5,1.0,0.16359365208409343
879,0.5,2.0,0.454965693304348
879,1.0,2.0,0.31031154888019297
880,0.5,1.0,0.19021564986411066
880,0.5,2.0,0.484490830962782
880,1.0,2.0,0.2942751810986713
881,0.5,1.0,0.1927607789718643
881,0.5,2.0,0.4315569419933695
881,1.0,2.0,0.2584568129620515
882,0.5,1.0,0.2539071048135392
882,0.5,2.0,0.5451290554048167
882,1.0,2.0,0.2912219505912775
883,0.5,1.0,0.17796270949249696
883,0.5,2.0,0.39550429877859633
883,1.0,2.0,0.21754158928609946
884,0.5,1.0,0.15967861562363989
884,0.5,2.0,0.4188868288567039
884,1.0,2.0,0.2642894746512991
885,0.5,1.0,0.22313458512325413
885,0.5,2.0,0.6219552807986579
885,1.0,2.0,0.39882069567540385
886,0.5,1.0,0.2364884342465493
886,0.5,2.0,0.5881934881644604
886,1.0,2.0,0.351705053917911
887,0.5,1.0,0.1666272177107375
887,0.5,2.0,0.35724416945594367
887,1.0,2.0,0.19061695174520618
888,0.5,1.0,0.22266998201614946
888,0.5,2.0,0.4335655749207844
888,1.0,2.0,0.25097630164763585
889,0.5,1.0,0.20669802558704745
889,0.5,2.0,0.3823583120972881
889,1.0,2.0,0.1756602865102407
890,0.5,1.0,0.14495787615386932
890,0.5,2.0,0.326208645879778
890,1.0,2.0,0.19116538387924856
891,0.5,1.0,0.14592962928022563
891,0.5,2.0,0.3933441645900328
891,1.0,2.0,0.24741453530980723
892,0.5,1.0,0.16483997089684238
892,0.5,2.0,0.449140038756107
892,1.0,2.0,0.2843000678592647
893,0.5,1.0,0.2786935722552695
893,0.5,2.0,0.5510011028112676
893,1.0,2.0,0.272307530555998
894,0.5,1.0,0.23333903620269042
894,0.5,2.0,0.5774554239035
894,1.0,2.0,0.34411638770080955
895,0.5,1.0,0.16930504151442413
895,0.5,2.0,0.45802647887754455
895,1.0,2.0,0.2890804391798063
896,0.5,1.0,0.21320251838023402
896,0.5,2.0,0.5305543346283443
896,1.0,2.0,0.33570938275590917
897,0.5,1.0,0.2211933644968793
897,0.5,2.0,0.46722423738188723
897,1.0,2.0,0.28062590862659276
898,0.5,1.0,0.1436465018149258
898,0.5,2.0,0.2997480110264635
898,1.0,2.0,0.18160141912406058
899,0.5,1.0,0.20586729730516234
899,0.5,2.0,0.45097692330979106
899,1.0,2.0,0.24510962600462868
900,0.5,1.0,0.1875452070796839
900,0.5,2.0,0.3858234905089444
900,1.0,2.0,0.23119036047670294
901,0.5,1.0,0.16031055417507525
901,0.5,2.0,0.4006726515213452
901,1.0,2.0,0.2690522655122234
902,0.5,1.0,0.18248151959875958
902,0.5,2.0,0.37440224692512086
902,1.0,2.0,0.19192072732636128
903,0.5,1.0,0.2526581625554032
903,0.5,2.0,0.548170053320773
903,1.0,2.0,0.2955118907653698
904,0.5,1.0,0.13944612261645778
904,0.5,2.0,0.3551819235825102
904,1.0,2.0,0.2157358009660524
905,0.5,1.0,0.18026975032366557
905,0.5,2.0,0.4147386128660791
905,1.0,2.0,0.2546598762103583
906,0.5,1.0,0.14136344966346515
906,0.5,2.0,0.290914674926015
906,1.0,2.0,0.1554431447887099
907,0.5,1.0,0.20774395421619554
907,0.5,2.0,0.4824113022271134
907,1.0,2.0,0.2934019773472209
908,0.5,1.0,0.1429141100322101
908,0.5,2.0,0.4166274121189552
908,1.0,2.0,0.2754133879640165
909,0.5,1.0,0.1357875208132373
909,0.5,2.0,0.3073002923502028
909,1.0,2.0,0.17151277153696548
910,0.5,1.0,0.17311830296015918
910,0.5,2.0,0.42482872034682645
910,1.0,2.0,0.2865134318843791
911,0.5,1.0,0.20644230780318854
911,0.5,2.0,0.4779367532033497
911,1.0,2.0,0.2714944454001612
912,0.5,1.0,0.22255668670509104
912,0.5,2.0,0.5656991365166021
912,1.0,2.0,0.3431424498115111
913,0.5,1.0,0.1844965063475032
913,0.5,2.0,0.41453540427205515
913,1.0,2.0,0.23859979300214595
914,0.5,1.0,0.18428224602577717
914,0.5,2.0,0.4860279339650856
914,1.0,2.0,0.3242062042377264
915,0.5,1.0,0.2091726712665545
915,0.5,2.0,0.3823650659883908
915,1.0,2.0,0.17319239472183628
916,0.5,1.0,0.1557478113795136
916,0.5,2.0,0.3725197068505903
916,1.0,2.0,0.22626374275754607
917,0.5,1.0,0.15414083429543862
917,0.5,2.0,0.3636076990556031
917,1.0,2.0,0.21536561202328675
918,0.5,1.0,0.2001926571825111
918,0.5,2.0,0.42503008257882763
918,1.0,2.0,0.22483742539631651
919,0.5,1.0,0.19694037262405323
919,0.5,2.0,0.52459710925858
919,1.0,2.0,0.32765673663452677
920,0.5,1.0,0.20379956203278357
920,0.5,2.0,0.4778015977720059
920,1.0,2.0,0.2740020357392224
921,0.5,1.0,0.17785397210185952
921,0.5,2.0,0.39412269691110824
921,1.0,2.0,0.21626872480924872
922,0.5,1.0,0.14889624189482348
922,0.5,2.0,0.4099751965246258
922,1.0,2.0,0.26107895462980224
923,0.5,1.0,0.21542029880411986
923,0.5,2.0,0.3813102373669303
923,1.0,2.0,0.16588993856281042
924,0.5,1.0,0.19916363126716446
924,0.5,2.0,0.48221818707072844
924,1.0,2.0,0.283054555803564
925,0.5,1.0,0.19993404549766633
925,0.5,2.0,0.4810726697672846
925,1.0,2.0,0.2811386242696182
926,0.5,1.0,0.15608434711897787
926,0.5,2.0,0.3572776332212408
926,1.0,2.0,0.20980674551482864
927,0.5,1.0,0.12099982291946636
927,0.5,2.0,0.2562322602521523
927,1.0,2.0,0.13523243733268595
928,0.5,1.0,0.19391814727833293
928,0.5,2.0,0.5046086440655372
928,1.0,2.0,0.3106904967872043
929,0.5,1.0,0.2025625896054547
929,0.5,2.0,0.4469994037913908
929,1.0,2.0,0.2779024388230887
930,0.5,1.0,0.17425684459879492
930,0.5,2.0,0.3998506597892705
930,1.0,2.0,0.22559381519047556
931,0.5,1.0,0.25748124192347455
931,0.5,2.0,0.5402401735375352
931,1.0,2.0,0.31116225893790833
932,0.5,1.0,0.18502441458407246
932,0.5,2.0,0.40612272179315495
932,1.0,2.0,0.22525788813277087
933,0.5,1.0,0.26590176065125887
933,0.5,2.0,0.5132005947227869
933,1.0,2.0,0.247298834071528
934,0.5,1.0,0.2048961508612909
934,0.5,2.0,0.3822131937183585
934,1.0,2.0,0.1773170428570676
935,0.5,1.0,0.1989241192071547
935,0.5,2.0,0.4403589953204625
935,1.0,2.0,0.26859817623980475
936,0.5,1.0,0.17305140578465333
936,0.5,2.0,0.40013040920864695
936,1.0,2.0,0.24521900100923935
937,0.5,1.0,0.17837951263173055
937,0.5,2.0,0.5278562720934987
937,1.0,2.0,0.3514131673096744
938,0.5,1.0,0.1231612786216167
938,0.5,2.0,0.3475648515395027
938,1.0,2.0,0.2255833216574885
939,0.5,1.0,0.07696437399190004
939,0.5,2.0,0.1594001428293107
939,1.0,2.0,0.09386238773757456
940,0.5,1.0,0.13779955414787942
940,0.5,2.0,0.3939123294070256
940,1.0,2.0,0.27231865736466737
941,0.5,1.0,0.19301916493555096
941,0.5,2.0,0.4597881626184604
941,1.0,2.0,0.27431276474995103
942,0.5,1.0,0.2061673044464546
942,0.5,2.0,0.5083403291309889
942,1.0,2.0,0.31169102404244453
943,0.5,1.0,0.2234914520385979
943,0.5,2.0,0.5377798703156373
943,1.0,2.0,0.3142884182770395
944,0.5,1.0,0.2091664186898292
944,0.5,2.0,0.5670559920026956
944,1.0,2.0,0.35788957331286647
945,0.5,1.0,0.20268836036588359
945,0.5,2.0,0.4521302671700571
945,1.0,2.0,0.2630983587094523
946,0.5,1.0,0.13695949071866398
946,0.5,2.0,0.2534641134533689
946,1.0,2.0,0.1421912264662613
947,0.5,1.0,0.11026562305837596
947,0.5,2.0,0.25936814063384744
947,1.0,2.0,0.14910251757547147
948,0.5,1.0,0.21926567173818473
948,0.5,2.0,0.48327610576926466
948,1.0,2.0,0.2640104340310798
949,0.5,1.0,0.2520158836058137
949,0.5,2.0,0.45821384238326424
949,1.0,2.0,0.2061979587774506
950,0.5,1.0,0.15134021351857693
950,0.5,2.0,0.3421181214431009
950,1.0,2.0,0.19803008479883955
951,0.5,1.0,0.22406598236866823
951,0.5,2.0,0.5019755181725821
951,1.0,2.0,0.2779095358039139
952,0.5,1.0,0.14061232735468157
952,0.5,2.0,0.28158164802428653
952,1.0,2.0,0.16057826069153486
953,0.5,1.0,0.21199428754686464
953,0.5,2.0,0.5634098229387154
953,1.0,2.0,0.36126787244917513
954,0.5,1.0,0.18707077962109586
954,0.5,2.0,0.3266013590163427
954,1.0,2.0,0.13953057939524682
955,0.5,1.0,0.25121101790713496
955,0.5,2.0,0.4588941421916717
955,1.0,2.0,0.20768312428453667
956,0.5,1.0,0.12442909143319635
956,0.5,2.0,0.2841618302518133
956,1.0,2.0,0.159732738818617
957,0.5,1.0,0.08867498998845608
957,0.5,2.0,0.17827952901239436
957,1.0,2.0,0.09917946382666555
958,0.5,1.0,0.09861117088155778
958,0.5,2.0,0.20625045858325833
958,1.0,2.0,0.10960578979839235
959,0.5,1.0,0.27152385024553827
959,0.5,2.0,0.511785743809024
959,1.0,2.0,0.24026189356348568
960,0.5,1.0,0.23310356395409582
960,0.5,2.0,0.5900571463973251
