sample_index,function,relative_odds_error
1574,exp_1,0.0
1574,exp_2,1.6270017385664268e-16
1574,asinh,1.954343012979354e-16
1574,logistic,1.4874656090911055e-16
1575,exp_0_5,0.0
1575,exp_1,0.0
1575,exp_2,0.0
1575,asinh,0.0
1575,logistic,1.7758336158149097e-16
1576,exp_0_5,0.0
1576,exp_1,1.6911295088282505e-16
1576,exp_2,0.0
1576,asinh,0.0
1576,logistic,1.4387508776888194e-16
1577,exp_0_5,1.338353812140345e-16
1577,exp_1,1.6133613578004763e-16
1577,exp_2,0.0
1577,asinh,0.0
1577,logistic,0.0
1578,exp_0_5,2.1638186201675856e-16
1578,exp_1,0.0
1578,exp_2,0.0
1578,asinh,0.0
1578,logistic,0.0
1579,exp_0_5,2.175089510113516e-16
1579,exp_1,0.0
1579,exp_2,2.0445035040527451e-16
1579,asinh,0.0
1579,logistic,0.0
1580,exp_0_5,2.0112962907399624e-16
1580,exp_1,1.8218469079715521e-16
1580,exp_2,1.494801531974234e-16
1580,asinh,0.0
1580,logistic,0.0
1581,exp_0_5,1.1527731015918978e-16
1581,exp_1,0.0
1581,exp_2,0.0
1581,asinh,0.0
1581,logistic,1.1952615332188207e-16
1582,exp_0_5,0.0
1582,exp_1,1.7393886239511153e-16
1582,exp_2,1.3625518107733536e-16
1582,asinh,0.0
1582,logistic,0.0
1583,exp_0_5,0.0
1583,exp_1,0.0
1583,exp_2,0.0
1583,asinh,1.7282904925867863e-16
1583,logistic,1.6486235505559512e-16
1584,exp_0_5,2.1306538770710845e-16
1584,exp_1,0.0
1584,exp_2,0.0
1584,asinh,0.0
1584,logistic,1.4482588322052966e-16
1585,exp_0_5,1.1634329665923417e-16
1585,exp_1,1.2191931150147633e-16
1585,exp_2,0.0
1585,asinh,0.0
1585,logistic,0.0
1586,exp_0_5,0.0
1586,exp_1,0.0
1586,exp_2,1.6833359441524718e-16
1586,asinh,0.0
1586,logistic,0.0
1587,exp_0_5,1.961353233534873e-16
1587,exp_1,1.7324926710092904e-16
1587,exp_2,1.3517693240573484e-16
1587,asinh,1.8196259177766805e-16
1587,logistic,1.8767229576796867e-16
1588,exp_0_5,0.0
1588,exp_1,0.0
1588,exp_2,1.170674643505787e-16
1588,asinh,0.0
1588,logistic,1.1426259746245121e-16
1589,exp_0_5,1.154396354805809e-16
1589,exp_1,1.2003272445541961e-16
1589,exp_2,0.0
1589,asinh,0.0
1589,logistic,0.0
1590,exp_0_5,0.0
1590,exp_1,0.0
1590,exp_2,0.0
1590,asinh,2.682148263781532e-16
1590,logistic,1.7165808427803155e-16
1591,exp_0_5,0.0
1591,exp_1,0.0
1591,exp_2,0.0
1591,asinh,2.2013780756865391e-16
1591,logistic,0.0
1592,exp_0_5,0.0
1592,exp_1,1.1938820377217385e-16
1592,exp_2,0.0
1592,asinh,0.0
1592,logistic,0.0
1593,exp_0_5,1.2035202092041352e-16
1593,exp_1,0.0
1593,exp_2,1.533143688590791e-16
1593,asinh,1.2514045312304643e-16
1593,logistic,0.0
1594,exp_0_5,0.0
1594,exp_1,0.0
1594,exp_2,1.9346957409629132e-16
1594,asinh,0.0
1594,logistic,1.234842573975226e-16
1595,exp_0_5,0.0
1595,exp_1,0.0
1595,exp_2,2.1750618021289648e-16
1595,asinh,0.0
1595,logistic,0.0
1596,exp_0_5,1.3707683190814806e-16
1596,exp_1,0.0
1596,exp_2,1.2900173433137815e-16
1596,asinh,1.1211136878160757e-16
1596,logistic,2.1953554765062846e-16
1597,exp_0_5,0.0
1597,exp_1,0.0
1597,exp_2,0.0
1597,asinh,0.0
1597,logistic,0.0
1598,exp_0_5,0.0
1598,exp_1,0.0
1598,exp_2,0.0
1598,asinh,1.136189875620907e-16
1598,logistic,0.0
1599,exp_0_5,2.1470686348161691e-16
1599,exp_1,0.0
1599,exp_2,0.0
1599,asinh,1.354346022715007e-16
1599,logistic,2.980505951718887e-16
1600,exp_0_5,1.6204588470710664e-16
1600,exp_1,0.0
1600,exp_2,0.0
1600,asinh,1.3129151497696404e-16
1600,logistic,0.0
1601,exp_0_5,2.3402972519504574e-16
1601,exp_1,1.2333087825610655e-16
1601,exp_2,2.7400810817372644e-16
1601,asinh,0.0
1601,logistic,1.1650476641988973e-16
1602,exp_0_5,1.225466837808355e-16
1602,exp_1,0.0
1602,exp_2,0.0
1602,asinh,1.6169856074120723e-16
1602,logistic,0.0
1603,exp_0_5,1.402526320060938e-16
1603,exp_1,0.0
1603,exp_2,1.4137850831942223e-16
1603,asinh,0.0
1603,logistic,1.4435048565279633e-16
1604,exp_0_5,1.7678785201718348e-16
1604,exp_1,0.0
1604,exp_2,0.0
1604,asinh,1.4279107360987114e-16
1604,logistic,0.0
1605,exp_0_5,1.8518221806633114e-16
1605,exp_1,0.0
1605,exp_2,2.1483569734844118e-16
1605,asinh,0.0
1605,logistic,0.0
1606,exp_0_5,0.0
1606,exp_1,0.0
1606,exp_2,1.808328713207096e-16
1606,asinh,0.0
1606,logistic,0.0
1607,exp_0_5,0.0
1607,exp_1,1.5351417277673173e-16
1607,exp_2,0.0
1607,asinh,1.6050611475136515e-16
1607,logistic,1.3018151276613507e-16
1608,exp_0_5,1.3560372629150958e-16
1608,exp_1,0.0
1608,exp_2,0.0
1608,asinh,0.0
1608,logistic,1.2591937127646404e-16
1609,exp_0_5,1.1921690279087072e-16
1609,exp_1,0.0
1609,exp_2,0.0
1609,asinh,0.0
1609,logistic,1.273137786255699e-16
1610,exp_0_5,0.0
1610,exp_1,2.435922233755997e-16
1610,exp_2,1.3361543125333304e-16
1610,asinh,2.457175165443699e-16
1610,logistic,1.6429520100033194e-16
1611,exp_0_5,0.0
1611,exp_1,0.0
1611,exp_2,1.2509004212327469e-16
1611,asinh,0.0
1611,logistic,0.0
1612,exp_0_5,0.0
1612,exp_1,0.0
1612,exp_2,1.7414709127518087e-16
1612,asinh,1.324381426008468e-16
1612,logistic,1.6653677572352632e-16
1613,exp_0_5,0.0
1613,exp_1,1.6552238169378986e-16
1613,exp_2,0.0
1613,asinh,0.0
1613,logistic,1.533617293534401e-16
1614,exp_0_5,1.463702256074133e-16
1614,exp_1,1.9297242508187498e-16
1614,exp_2,0.0
1614,asinh,2.0722335663609476e-16
1614,logistic,0.0
1615,exp_0_5,2.1848098542281416e-16
1615,exp_1,0.0
1615,exp_2,2.081296277082661e-16
1615,asinh,0.0
1615,logistic,0.0
1616,exp_0_5,0.0
1616,exp_1,0.0
1616,exp_2,0.0
1616,asinh,1.1383880626549462e-16
1616,logistic,0.0
1617,exp_0_5,1.97705441755492e-16
1617,exp_1,1.7603418787378915e-16
1617,exp_2,1.395577042317554e-16
1617,asinh,1.7615979101904534e-16
1617,logistic,0.0
1618,exp_0_5,1.371017567460702e-16
1618,exp_1,1.6930734893743514e-16
1618,exp_2,1.290955860598394e-16
1618,asinh,1.4695081473948387e-16
1618,logistic,1.231141847581128e-16
1619,exp_0_5,2.582928613316352e-16
1619,exp_1,0.0
1619,exp_2,2.0328200770412617e-16
1619,asinh,0.0
1619,logistic,0.0
1620,exp_0_5,0.0
1620,exp_1,2.276428390026329e-16
1620,exp_2,0.0
1620,asinh,1.6908677920489606e-16
1620,logistic,0.0
1621,exp_0_5,1.3489142914887142e-16
1621,exp_1,0.0
1621,exp_2,0.0
1621,asinh,0.0
1621,logistic,0.0
1622,exp_0_5,1.354691328076165e-16
1622,exp_1,1.6529909339471466e-16
1622,exp_2,1.2305541171036291e-16
1622,asinh,0.0
1622,logistic,1.3264086928280665e-16
1623,exp_0_5,0.0
1623,exp_1,1.5063762878035835e-16
1623,exp_2,0.0
1623,asinh,0.0
1623,logistic,0.0
1624,exp_0_5,0.0
1624,exp_1,1.1746253695019607e-16
1624,exp_2,1.2427635962093827e-16
1624,asinh,1.3982316382446218e-16
1624,logistic,1.9478894623114923e-16
1625,exp_0_5,1.1908440506829544e-16
1625,exp_1,0.0
1625,exp_2,0.0
1625,asinh,0.0
1625,logistic,2.6153095500662836e-16
1626,exp_0_5,0.0
1626,exp_1,2.0212237252988507e-16
1626,exp_2,0.0
1626,asinh,1.1710491642368318e-16
1626,logistic,0.0
1627,exp_0_5,1.4100479166060025e-16
1627,exp_1,1.7908429955289517e-16
1627,exp_2,1.444357828787565e-16
1627,asinh,0.0
1627,logistic,0.0
1628,exp_0_5,1.7354458700593355e-16
1628,exp_1,0.0
1628,exp_2,1.6571186616663327e-16
1628,asinh,0.0
1628,logistic,1.3000149401047758e-16
1629,exp_0_5,0.0
1629,exp_1,1.5182579275620428e-16
1629,exp_2,2.0762559264912201e-16
1629,asinh,0.0
1629,logistic,1.704485673327029e-16
1630,exp_0_5,0.0
1630,exp_1,0.0
1630,exp_2,2.06608117761768e-16
1630,asinh,2.1688948010405658e-16
1630,logistic,0.0
1631,exp_0_5,1.5503011468002757e-16
1631,exp_1,2.164820574300122e-16
1631,exp_2,2.1105886002028246e-16
1631,asinh,1.1557053159468057e-16
1631,logistic,1.4371859010396992e-16
1632,exp_0_5,0.0
1632,exp_1,0.0
1632,exp_2,0.0
1632,asinh,0.0
1632,logistic,0.0
1633,exp_0_5,1.490736255823897e-16
1633,exp_1,2.0016650124673483e-16
1633,exp_2,1.8044405192770504e-16
1633,asinh,0.0
1633,logistic,1.3426849316886861e-16
1634,exp_0_5,0.0
1634,exp_1,0.0
1634,exp_2,1.856400622537747e-16
1634,asinh,0.0
1634,logistic,0.0
1635,exp_0_5,0.0
1635,exp_1,1.702892880838302e-16
1635,exp_2,1.3059737094665475e-16
1635,asinh,0.0
1635,logistic,1.3161237419501204e-16
1636,exp_0_5,0.0
1636,exp_1,1.5839182297436784e-16
1636,exp_2,0.0
1636,asinh,1.422557353568016e-16
1636,logistic,1.6797289642959027e-16
1637,exp_0_5,0.0
1637,exp_1,0.0
1637,exp_2,1.5404629958593096e-16
1637,asinh,0.0
1637,logistic,1.3576321010008609e-16
1638,exp_0_5,1.856540915261283e-16
1638,exp_1,0.0
1638,exp_2,0.0
1638,asinh,0.0
1638,logistic,0.0
1639,exp_0_5,0.0
1639,exp_1,0.0
1639,exp_2,0.0
1639,asinh,0.0
1639,logistic,0.0
1640,exp_0_5,1.4888618798815833e-16
1640,exp_1,0.0
1640,exp_2,0.0
1640,asinh,1.316379663519458e-16
1640,logistic,0.0
1641,exp_0_5,0.0
1641,exp_1,1.834221374294329e-16
1641,exp_2,1.5151766695948705e-16
1641,asinh,1.5468055899374247e-16
1641,logistic,0.0
1642,exp_0_5,0.0
1642,exp_1,0.0
1642,exp_2,1.423005035767226e-16
1642,asinh,0.0
1642,logistic,0.0
1643,exp_0_5,1.138050143862289e-16
1643,exp_1,0.0
1643,exp_2,1.2257866937345864e-16
1643,asinh,1.1649188679740377e-16
1643,logistic,1.134628498605561e-16
1644,exp_0_5,1.4849458445914393e-16
1644,exp_1,0.0
1644,exp_2,1.776567759635995e-16
1644,asinh,1.9691799684046773e-16
1644,logistic,1.473984952465722e-16
1645,exp_0_5,1.2470064549733516e-16
1645,exp_1,0.0
1645,exp_2,0.0
1645,asinh,0.0
1645,logistic,0.0
1646,exp_0_5,1.4516503881905716e-16
1646,exp_1,0.0
1646,exp_2,0.0
1646,asinh,2.1547418042963134e-16
1646,logistic,1.2833406116401435e-16
1647,exp_0_5,0.0
1647,exp_1,0.0
1647,exp_2,0.0
1647,asinh,1.3869260397844058e-16
1647,logistic,0.0
1648,exp_0_5,0.0
1648,exp_1,0.0
1648,exp_2,1.5821601069479125e-16
1648,asinh,1.279752693923481e-16
1648,logistic,1.2518284274362273e-16
1649,exp_0_5,0.0
1649,exp_1,1.2103837681549061e-16
1649,exp_2,1.3195806911926602e-16
1649,asinh,1.9934076587061945e-16
1649,logistic,1.3608108982231111e-16
1650,exp_0_5,1.5665794374198137e-16
1650,exp_1,0.0
1650,exp_2,0.0
1650,asinh,1.2446049370479981e-16
1650,logistic,1.4012296279175136e-16
1651,exp_0_5,0.0
1651,exp_1,0.0
1651,exp_2,1.5893839172295714e-16
1651,asinh,0.0
1651,logistic,2.09972774328943e-16
1652,exp_0_5,0.0
1652,exp_1,0.0
1652,exp_2,0.0
1652,asinh,2.1199358211399916e-16
1652,logistic,1.606754570363877e-16
1653,exp_0_5,0.0
1653,exp_1,0.0
1653,exp_2,0.0
1653,asinh,1.1166151750641016e-16
1653,logistic,0.0
1654,exp_0_5,1.5059608964123596e-16
1654,exp_1,2.0427591314716537e-16
1654,exp_2,3.758582534009061e-16
1654,asinh,2.0202674091870918e-16
1654,logistic,1.4863332338407405e-16
1655,exp_0_5,0.0
1655,exp_1,0.0
1655,exp_2,1.8195784777654233e-16
1655,asinh,1.5938491000657557e-16
1655,logistic,1.297055600561517e-16
1656,exp_0_5,1.3290227080551628e-16
1656,exp_1,0.0
1656,exp_2,0.0
1656,asinh,0.0
1656,logistic,1.3161079006321356e-16
1657,exp_0_5,2.582836538582905e-16
1657,exp_1,0.0
1657,exp_2,0.0
1657,asinh,2.1572133454394592e-16
1657,logistic,0.0
1658,exp_0_5,1.1235173216942917e-16
1658,exp_1,1.136970810502962e-16
1658,exp_2,0.0
1658,asinh,0.0
1658,logistic,0.0
1659,exp_0_5,0.0
1659,exp_1,1.6680767086802883e-16
1659,exp_2,0.0
1659,asinh,1.6701806986063394e-16
1659,logistic,1.930886864611871e-16
1660,exp_0_5,1.7000036842103562e-16
1660,exp_1,1.3015459336670374e-16
1660,exp_2,0.0
1660,asinh,1.6328167872992224e-16
1660,logistic,0.0
1661,exp_0_5,2.2029382818506417e-16
1661,exp_1,2.185568559651134e-16
1661,exp_2,2.151238905601102e-16
1661,asinh,0.0
1661,logistic,0.0
1662,exp_0_5,0.0
1662,exp_1,1.235688105709601e-16
1662,exp_2,2.7506637148112043e-16
1662,asinh,0.0
1662,logistic,0.0
1663,exp_0_5,0.0
1663,exp_1,1.668704233527652e-16
1663,exp_2,0.0
1663,asinh,2.1434675972191555e-16
1663,logistic,1.9413796752438244e-16
1664,exp_0_5,1.6449854882408617e-16
1664,exp_1,2.437327632830027e-16
1664,exp_2,1.3376965388919334e-16
1664,asinh,0.0
1664,logistic,0.0
1665,exp_0_5,1.4153168672413461e-16
1665,exp_1,1.8042517496645957e-16
1665,exp_2,0.0
1665,asinh,0.0
1665,logistic,2.2048199209467173e-16
1666,exp_0_5,0.0
1666,exp_1,0.0
1666,exp_2,0.0
1666,asinh,1.4478291533639228e-16
1666,logistic,1.5979418527166547e-16
1667,exp_0_5,1.2594603492339385e-16
1667,exp_1,0.0
1667,exp_2,0.0
1667,asinh,0.0
1667,logistic,0.0
1668,exp_0_5,0.0
1668,exp_1,0.0
1668,exp_2,0.0
1668,asinh,0.0
1668,logistic,0.0
1669,exp_0_5,1.9120875083324662e-16
1669,exp_1,0.0
1669,exp_2,1.2209851462120482e-16
1669,asinh,1.3320917539635288e-16
1669,logistic,1.3095055575726743e-16
1670,exp_0_5,1.1770491976097835e-16
1670,exp_1,0.0
1670,exp_2,0.0
1670,asinh,0.0
1670,logistic,0.0
1671,exp_0_5,0.0
1671,exp_1,1.248420688724967e-16
1671,exp_2,0.0
1671,asinh,0.0
1671,logistic,2.9410937273932854e-16
1672,exp_0_5,0.0
1672,exp_1,0.0
1672,exp_2,0.0
1672,asinh,1.131726509365201e-16
1672,logistic,1.845584741829639e-16
1673,exp_0_5,0.0
1673,exp_1,2.2134129604542946e-16
1673,exp_2,0.0
1673,asinh,1.4043956336720155e-16
1673,logistic,1.3671228242237144e-16
1674,exp_0_5,0.0
1674,exp_1,1.9035600753090484e-16
1674,exp_2,0.0
1674,asinh,0.0
1674,logistic,2.03624233741264e-16
1675,exp_0_5,1.303764451335642e-16
1675,exp_1,1.531045300686706e-16
1675,exp_2,0.0
1675,asinh,0.0
1675,logistic,0.0
1676,exp_0_5,1.7608795000934481e-16
1676,exp_1,1.3964296114720903e-16
1676,exp_2,0.0
1676,asinh,1.4047815026071718e-16
1676,logistic,1.7417873169073125e-16
1677,exp_0_5,1.2684968609628502e-16
1677,exp_1,1.4493342784130044e-16
1677,exp_2,0.0
1677,asinh,0.0
1677,logistic,1.2878256448560007e-16
1678,exp_0_5,0.0
1678,exp_1,0.0
1678,exp_2,0.0
1678,asinh,0.0
1678,logistic,1.1824520673246464e-16
1679,exp_0_5,0.0
1679,exp_1,1.8489117071748156e-16
1679,exp_2,0.0
1679,asinh,0.0
1679,logistic,2.0500256179570877e-16
1680,exp_0_5,0.0
1680,exp_1,0.0
1680,exp_2,1.2491011995373836e-16
1680,asinh,1.6278122153257183e-16
1680,logistic,0.0
1681,exp_0_5,2.2066038504280167e-16
1681,exp_1,2.1928479434876153e-16
1681,exp_2,0.0
1681,asinh,1.2021073289455924e-16
1681,logistic,1.5494348118196309e-16
1682,exp_0_5,1.7929593463114061e-16
1682,exp_1,0.0
1682,exp_2,1.8879526112428892e-16
1682,asinh,1.4774856835843333e-16
1682,logistic,0.0
1683,exp_0_5,0.0
1683,exp_1,0.0
1683,exp_2,2.0997447919131437e-16
1683,asinh,2.0090076241858352e-16
1683,logistic,1.430004982967779e-16
1684,exp_0_5,1.5178771435019194e-16
1684,exp_1,0.0
1684,exp_2,0.0
1684,asinh,0.0
1684,logistic,1.3835509714039452e-16
1685,exp_0_5,0.0
1685,exp_1,1.3219118509953528e-16
1685,exp_2,0.0
1685,asinh,1.4844148891520296e-16
1685,logistic,0.0
1686,exp_0_5,1.3672513592100937e-16
1686,exp_1,0.0
1686,exp_2,1.2768290941338694e-16
1686,asinh,0.0
1686,logistic,1.6012422036793038e-16
1687,exp_0_5,0.0
1687,exp_1,0.0
1687,exp_2,1.7230278990480103e-16
1687,asinh,1.2625911763042138e-16
1687,logistic,0.0
1688,exp_0_5,1.3459431003270476e-16
1688,exp_1,0.0
1688,exp_2,1.199074361155234e-16
1688,asinh,0.0
1688,logistic,1.2701897196116346e-16
1689,exp_0_5,0.0
1689,exp_1,0.0
1689,exp_2,0.0
1689,asinh,0.0
1689,logistic,0.0
1690,exp_0_5,0.0
1690,exp_1,0.0
1690,exp_2,1.6315612597919855e-16
1690,asinh,0.0
1690,logistic,1.926365937088e-16
1691,exp_0_5,0.0
1691,exp_1,1.654467386540499e-16
1691,exp_2,2.465506724696443e-16
1691,asinh,0.0
1691,logistic,1.2947200938730906e-16
1692,exp_0_5,0.0
1692,exp_1,0.0
1692,exp_2,1.1360764025315786e-16
1692,asinh,0.0
1692,logistic,0.0
1693,exp_0_5,0.0
1693,exp_1,1.4245220910835614e-16
1693,exp_2,1.8277977874492563e-16
1693,asinh,1.835341662712705e-16
1693,logistic,2.1233925319252622e-16
1694,exp_0_5,0.0
1694,exp_1,1.1719405266324944e-16
1694,exp_2,0.0
1694,asinh,1.815053587916144e-16
1694,logistic,0.0
1695,exp_0_5,0.0
1695,exp_1,0.0
1695,exp_2,2.0553046061095736e-16
1695,asinh,1.1795818641360973e-16
1695,logistic,0.0
1696,exp_0_5,0.0
1696,exp_1,0.0
1696,exp_2,0.0
1696,asinh,2.028564638019867e-16
1696,logistic,1.528856809536679e-16
1697,exp_0_5,0.0
1697,exp_1,1.8502867567940055e-16
1697,exp_2,0.0
1697,asinh,0.0
1697,logistic,0.0
1698,exp_0_5,0.0
1698,exp_1,1.174068357551873e-16
1698,exp_2,1.241585228940782e-16
1698,asinh,1.544750050086831e-16
1698,logistic,1.3258074383149078e-16
1699,exp_0_5,0.0
1699,exp_1,0.0
1699,exp_2,0.0
1699,asinh,1.9262840370935552e-16
1699,logistic,1.2624343747410222e-16
1700,exp_0_5,1.1790494500895032e-16
1700,exp_1,0.0
1700,exp_2,1.4122038489837106e-16
1700,asinh,1.3458493780839717e-16
1700,logistic,0.0
1701,exp_0_5,0.0
1701,exp_1,1.1942019068008977e-16
1701,exp_2,0.0
1701,asinh,1.4129701486471365e-16
1701,logistic,0.0
1702,exp_0_5,2.5422667358741167e-16
1702,exp_1,0.0
1702,exp_2,0.0
1702,asinh,1.4308799001561377e-16
1702,logistic,1.2403844990117954e-16
1703,exp_0_5,0.0
1703,exp_1,0.0
1703,exp_2,0.0
1703,asinh,0.0
1703,logistic,0.0
1704,exp_0_5,1.1876359456762657e-16
1704,exp_1,0.0
1704,exp_2,1.4537932413339614e-16
1704,asinh,0.0
1704,logistic,1.1995928704372733e-16
1705,exp_0_5,0.0
1705,exp_1,2.1457101045205898e-16
1705,exp_2,0.0
1705,asinh,0.0
1705,logistic,0.0
1706,exp_0_5,1.492343264735118e-16
1706,exp_1,0.0
1706,exp_2,0.0
1706,asinh,1.870512035669097e-16
1706,logistic,0.0
1707,exp_0_5,0.0
1707,exp_1,1.297033547615698e-16
1707,exp_2,0.0
1707,asinh,0.0
1707,logistic,1.9254606308540087e-16
1708,exp_0_5,1.7601361228776586e-16
1708,exp_1,1.3952508200344689e-16
1708,exp_2,0.0
1708,asinh,1.909281177815965e-16
1708,logistic,1.3782265436312947e-16
1709,exp_0_5,1.7916257747012516e-16
1709,exp_1,1.4456207650970053e-16
1709,exp_2,0.0
1709,asinh,0.0
1709,logistic,1.820273022423735e-16
1710,exp_0_5,0.0
1710,exp_1,1.7052888601396563e-16
1710,exp_2,1.3096513187060937e-16
1710,asinh,0.0
1710,logistic,0.0
1711,exp_0_5,0.0
1711,exp_1,2.1361663747157002e-16
1711,exp_2,0.0
1711,asinh,2.1423783133608955e-16
1711,logistic,2.1864507087664275e-16
1712,exp_0_5,0.0
1712,exp_1,1.3916245597095168e-16
1712,exp_2,0.0
1712,asinh,1.532868828838797e-16
1712,logistic,0.0
1713,exp_0_5,1.2747676845690876e-16
1713,exp_1,1.4636992870601747e-16
1713,exp_2,0.0
1713,asinh,1.5539873072637699e-16
1713,logistic,1.2203820152053951e-16
1714,exp_0_5,0.0
1714,exp_1,1.1111135829285606e-16
1714,exp_2,0.0
1714,asinh,1.111113425780714e-16
1714,logistic,1.1106640327083073e-16
1715,exp_0_5,2.146006023293286e-16
1715,exp_1,0.0
1715,exp_2,1.9373276190417374e-16
1715,asinh,0.0
1715,logistic,1.5992655649375762e-16
1716,exp_0_5,0.0
1716,exp_1,0.0
1716,exp_2,0.0
1716,asinh,1.9547156576457014e-16
1716,logistic,0.0
1717,exp_0_5,1.3980399968832507e-16
1717,exp_1,0.0
1717,exp_2,1.3957823447227559e-16
1717,asinh,1.698605233181269e-16
1717,logistic,0.0
1718,exp_0_5,0.0
1718,exp_1,0.0
1718,exp_2,0.0
1718,asinh,0.0
1718,logistic,1.833218855894593e-16
1719,exp_0_5,0.0
1719,exp_1,0.0
1719,exp_2,0.0
1719,asinh,1.2129605010007733e-16
1719,logistic,1.5447650643686565e-16
1720,exp_0_5,0.0
1720,exp_1,0.0
1720,exp_2,2.5614819609453885e-16
1720,asinh,1.5157824123342338e-16
1720,logistic,1.2533147608215161e-16
1721,exp_0_5,2.355827248569886e-16
1721,exp_1,0.0
1721,exp_2,0.0
1721,asinh,1.24351307455953e-16
1721,logistic,0.0
1722,exp_0_5,0.0
1722,exp_1,1.2764281337634664e-16
1722,exp_2,1.467514854695951e-16
1722,asinh,1.6389826926613993e-16
1722,logistic,1.9171709094090302e-16
1723,exp_0_5,0.0
1723,exp_1,0.0
1723,exp_2,1.6721522036088178e-16
1723,asinh,1.5385618507928276e-16
1723,logistic,1.548093345927e-16
1724,exp_0_5,1.3408535078493568e-16
1724,exp_1,0.0
1724,exp_2,1.181040103852709e-16
1724,asinh,1.1865806037583e-16
1724,logistic,0.0
1725,exp_0_5,1.785732204051063e-16
1725,exp_1,0.0
1725,exp_2,0.0
1725,asinh,0.0
1725,logistic,0.0
1726,exp_0_5,1.200671272651813e-16
1726,exp_1,0.0
1726,exp_2,0.0
1726,asinh,1.453521865182362e-16
1726,logistic,0.0
1727,exp_0_5,0.0
1727,exp_1,0.0
1727,exp_2,1.4993181543594356e-16
1727,asinh,1.6093875653124374e-16
1727,logistic,1.7828723398075023e-16
1728,exp_0_5,1.4561941931689726e-16
1728,exp_1,0.0
1728,exp_2,1.6429202949801665e-16
1728,asinh,0.0
1728,logistic,0.0
1729,exp_0_5,0.0
1729,exp_1,1.751202703636487e-16
1729,exp_2,0.0
1729,asinh,0.0
1729,logistic,0.0
1730,exp_0_5,2.0493129668572263e-16
1730,exp_1,1.891369365874528e-16
1730,exp_2,0.0
1730,asinh,1.9651919883404937e-16
1730,logistic,0.0
1731,exp_0_5,1.5619184697612121e-16
1731,exp_1,0.0
1731,exp_2,0.0
1731,asinh,0.0
1731,logistic,1.563263565696767e-16
1732,exp_0_5,0.0
1732,exp_1,0.0
1732,exp_2,3.1530654861974883e-16
1732,asinh,0.0
1732,logistic,0.0
1733,exp_0_5,0.0
1733,exp_1,1.5803801330871884e-16
1733,exp_2,1.1248196576989301e-16
1733,asinh,0.0
1733,logistic,0.0
1734,exp_0_5,0.0
1734,exp_1,1.699583844884402e-16
1734,exp_2,0.0
1734,asinh,0.0
1734,logistic,0.0
1735,exp_0_5,2.1407059108165606e-16
1735,exp_1,0.0
1735,exp_2,0.0
1735,asinh,1.1456806055552183e-16
1735,logistic,0.0
1736,exp_0_5,1.544499512283761e-16
1736,exp_1,0.0
1736,exp_2,2.0791719950555823e-16
1736,asinh,0.0
1736,logistic,0.0
1737,exp_0_5,1.4683038990674083e-16
1737,exp_1,0.0
1737,exp_2,0.0
1737,asinh,2.0765659152426074e-16
1737,logistic,1.5868036357402806e-16
1738,exp_0_5,1.12626168085352e-16
1738,exp_1,0.0
1738,exp_2,0.0
1738,asinh,1.265274549972334e-16
1738,logistic,0.0
1739,exp_0_5,1.3489683567642699e-16
1739,exp_1,1.6390541244320559e-16
1739,exp_2,1.209891329593337e-16
1739,asinh,1.3733401784518196e-16
1739,logistic,1.323890944943501e-16
1740,exp_0_5,1.7637378799761287e-16
1740,exp_1,1.4009668509230277e-16
1740,exp_2,0.0
1740,asinh,1.7523772664707437e-16
1740,logistic,0.0
1741,exp_0_5,1.2005419928159375e-16
1741,exp_1,1.2982085982238457e-16
1741,exp_2,0.0
1741,asinh,0.0
1741,logistic,0.0
1742,exp_0_5,0.0
1742,exp_1,1.6250845040451467e-16
1742,exp_2,1.1893554658440384e-16
1742,asinh,1.2575672876954484e-16
1742,logistic,0.0
1743,exp_0_5,1.294791919170157e-16
1743,exp_1,0.0
1743,exp_2,2.0538524091044423e-16
1743,asinh,0.0
1743,logistic,1.3361612265668594e-16
1744,exp_0_5,1.2369951775359628e-16
1744,exp_1,0.0
1744,exp_2,1.710965831593982e-16
1744,asinh,2.072985591627629e-16
1744,logistic,0.0
1745,exp_0_5,0.0
1745,exp_1,1.5936708390078359e-16
1745,exp_2,2.287636525968685e-16
1745,asinh,1.7424289442427525e-16
1745,logistic,2.022051016630526e-16
1746,exp_0_5,0.0
1746,exp_1,1.1681011508760786e-16
1746,exp_2,1.2289965785376327e-16
1746,asinh,0.0
1746,logistic,0.0
1747,exp_0_5,0.0
1747,exp_1,1.1853356222506055e-16
1747,exp_2,0.0
1747,asinh,0.0
1747,logistic,1.3458147058761139e-16
1748,exp_0_5,2.175724916545261e-16
1748,exp_1,2.1319044946280689e-16
1748,exp_2,2.0468935850748963e-16
1748,asinh,2.1320456388233056e-16
1748,logistic,0.0
1749,exp_0_5,2.175046794917108e-16
1749,exp_1,0.0
1749,exp_2,0.0
1749,asinh,0.0
1749,logistic,0.0
1750,exp_0_5,1.5093724672901495e-16
1750,exp_1,2.05202485850331e-16
1750,exp_2,1.8963784422221017e-16
1750,asinh,1.7625633114001615e-16
1750,logistic,0.0
1751,exp_0_5,1.7311051546224098e-16
1751,exp_1,0.0
1751,exp_2,0.0
1751,asinh,1.8785172644730372e-16
1751,logistic,1.1195680941240688e-16
1752,exp_0_5,0.0
1752,exp_1,0.0
1752,exp_2,1.9025185125239897e-16
1752,asinh,1.4233102065586655e-16
