sample_index,function,aggregation_error
1078,exp_0_5,0.0
1078,exp_1,0.0
1078,exp_2,0.0
1078,asinh,2.7755575615628914e-17
1078,logistic,0.0
1079,exp_0_5,5.551115123125783e-17
1079,exp_1,0.0
1079,exp_2,0.0
1079,asinh,0.0
1079,logistic,0.0
1080,exp_0_5,0.0
1080,exp_1,1.1102230246251565e-16
1080,exp_2,0.0
1080,asinh,1.1102230246251565e-16
1080,logistic,1.1102230246251565e-16
1081,exp_0_5,5.551115123125783e-17
1081,exp_1,0.0
1081,exp_2,1.1102230246251565e-16
1081,asinh,5.551115123125783e-17
1081,logistic,0.0
1082,exp_0_5,5.551115123125783e-17
1082,exp_1,0.0
1082,exp_2,8.326672684688674e-17
1082,asinh,0.0
1082,logistic,1.1102230246251565e-16
1083,exp_0_5,0.0
1083,exp_1,0.0
1083,exp_2,1.1102230246251565e-16
1083,asinh,0.0
1083,logistic,5.551115123125783e-17
1084,exp_0_5,5.551115123125783e-17
1084,exp_1,0.0
1084,exp_2,5.551115123125783e-17
1084,asinh,5.551115123125783e-17
1084,logistic,0.0
1085,exp_0_5,0.0
1085,exp_1,5.551115123125783e-17
1085,exp_2,5.551115123125783e-17
1085,asinh,0.0
1085,logistic,0.0
1086,exp_0_5,2.7755575615628914e-17
1086,exp_1,0.0
1086,exp_2,3.469446951953614e-18
1086,asinh,1.3877787807814457e-17
1086,logistic,0.0
1087,exp_0_5,1.1102230246251565e-16
1087,exp_1,1.1102230246251565e-16
1087,exp_2,5.551115123125783e-17
1087,asinh,0.0
1087,logistic,1.1102230246251565e-16
1088,exp_0_5,5.551115123125783e-17
1088,exp_1,5.551115123125783e-17
1088,exp_2,5.551115123125783e-17
1088,asinh,0.0
1088,logistic,0.0
1089,exp_0_5,0.0
1089,exp_1,0.0
1089,exp_2,1.1102230246251565e-16
1089,asinh,1.1102230246251565e-16
1089,logistic,1.1102230246251565e-16
1090,exp_0_5,0.0
1090,exp_1,0.0
1090,exp_2,0.0
1090,asinh,5.551115123125783e-17
1090,logistic,5.551115123125783e-17
1091,exp_0_5,1.1102230246251565e-16
1091,exp_1,0.0
1091,exp_2,1.1102230246251565e-16
1091,asinh,0.0
1091,logistic,1.1102230246251565e-16
1092,exp_0_5,1.1102230246251565e-16
1092,exp_1,0.0
1092,exp_2,5.551115123125783e-17
1092,asinh,5.551115123125783e-17
1092,logistic,0.0
1093,exp_0_5,1.1102230246251565e-16
1093,exp_1,2.7755575615628914e-17
1093,exp_2,2.7755575615628914e-17
1093,asinh,2.7755575615628914e-17
1093,logistic,0.0
1094,exp_0_5,0.0
1094,exp_1,1.1102230246251565e-16
1094,exp_2,1.1102230246251565e-16
1094,asinh,1.1102230246251565e-16
1094,logistic,0.0
1095,exp_0_5,1.1102230246251565e-16
1095,exp_1,2.220446049250313e-16
1095,exp_2,1.1102230246251565e-16
1095,asinh,0.0
1095,logistic,1.1102230246251565e-16
1096,exp_0_5,1.1102230246251565e-16
1096,exp_1,0.0
1096,exp_2,0.0
1096,asinh,0.0
1096,logistic,2.220446049250313e-16
1097,exp_0_5,0.0
1097,exp_1,0.0
1097,exp_2,0.0
1097,asinh,0.0
1097,logistic,0.0
1098,exp_0_5,0.0
1098,exp_1,0.0
1098,exp_2,0.0
1098,asinh,0.0
1098,logistic,0.0
1099,exp_0_5,0.0
1099,exp_1,1.1102230246251565e-16
1099,exp_2,0.0
1099,asinh,1.1102230246251565e-16
1099,logistic,2.220446049250313e-16
1100,exp_0_5,0.0
1100,exp_1,1.1102230246251565e-16
1100,exp_2,1.1102230246251565e-16
1100,asinh,0.0
1100,logistic,0.0
1101,exp_0_5,0.0
1101,exp_1,5.551115123125783e-17
1101,exp_2,5.551115123125783e-17
1101,asinh,5.551115123125783e-17
1101,logistic,5.551115123125783e-17
1102,exp_0_5,5.551115123125783e-17
1102,exp_1,5.551115123125783e-17
1102,exp_2,1.1102230246251565e-16
1102,asinh,1.1102230246251565e-16
1102,logistic,5.551115123125783e-17
1103,exp_0_5,1.1102230246251565e-16
1103,exp_1,1.1102230246251565e-16
1103,exp_2,0.0
1103,asinh,0.0
1103,logistic,1.1102230246251565e-16
1104,exp_0_5,5.551115123125783e-17
1104,exp_1,0.0
1104,exp_2,0.0
1104,asinh,1.1102230246251565e-16
1104,logistic,0.0
1105,exp_0_5,5.551115123125783e-17
1105,exp_1,0.0
1105,exp_2,0.0
1105,asinh,0.0
1105,logistic,5.551115123125783e-17
1106,exp_0_5,1.1102230246251565e-16
1106,exp_1,0.0
1106,exp_2,1.1102230246251565e-16
1106,asinh,0.0
1106,logistic,0.0
1107,exp_0_5,1.1102230246251565e-16
1107,exp_1,1.1102230246251565e-16
1107,exp_2,0.0
1107,asinh,5.551115123125783e-17
1107,logistic,5.551115123125783e-17
1108,exp_0_5,5.551115123125783e-17
1108,exp_1,0.0
1108,exp_2,1.1102230246251565e-16
1108,asinh,0.0
1108,logistic,5.551115123125783e-17
1109,exp_0_5,1.1102230246251565e-16
1109,exp_1,0.0
1109,exp_2,0.0
1109,asinh,0.0
1109,logistic,1.1102230246251565e-16
1110,exp_0_5,0.0
1110,exp_1,5.551115123125783e-17
1110,exp_2,0.0
1110,asinh,0.0
1110,logistic,0.0
1111,exp_0_5,0.0
1111,exp_1,1.1102230246251565e-16
1111,exp_2,0.0
1111,asinh,0.0
1111,logistic,1.1102230246251565e-16
1112,exp_0_5,0.0
1112,exp_1,0.0
1112,exp_2,0.0
1112,asinh,0.0
1112,logistic,1.1102230246251565e-16
1113,exp_0_5,5.551115123125783e-17
1113,exp_1,5.551115123125783e-17
1113,exp_2,2.7755575615628914e-17
1113,asinh,5.551115123125783e-17
1113,logistic,5.551115123125783e-17
1114,exp_0_5,1.1102230246251565e-16
1114,exp_1,0.0
1114,exp_2,0.0
1114,asinh,5.551115123125783e-17
1114,logistic,1.1102230246251565e-16
1115,exp_0_5,0.0
1115,exp_1,0.0
1115,exp_2,5.551115123125783e-17
1115,asinh,5.551115123125783e-17
1115,logistic,0.0
1116,exp_0_5,2.7755575615628914e-17
1116,exp_1,2.7755575615628914e-17
1116,exp_2,0.0
1116,asinh,0.0
1116,logistic,0.0
1117,exp_0_5,5.551115123125783e-17
1117,exp_1,1.1102230246251565e-16
1117,exp_2,5.551115123125783e-17
1117,asinh,0.0
1117,logistic,0.0
1118,exp_0_5,0.0
1118,exp_1,5.551115123125783e-17
1118,exp_2,0.0
1118,asinh,0.0
1118,logistic,0.0
1119,exp_0_5,1.1102230246251565e-16
1119,exp_1,1.1102230246251565e-16
1119,exp_2,0.0
1119,asinh,1.1102230246251565e-16
1119,logistic,0.0
1120,exp_0_5,1.1102230246251565e-16
1120,exp_1,0.0
1120,exp_2,2.220446049250313e-16
1120,asinh,1.1102230246251565e-16
1120,logistic,0.0
1121,exp_0_5,1.1102230246251565e-16
1121,exp_1,0.0
1121,exp_2,1.1102230246251565e-16
1121,asinh,0.0
1121,logistic,1.1102230246251565e-16
1122,exp_0_5,5.551115123125783e-17
1122,exp_1,0.0
1122,exp_2,1.1102230246251565e-16
1122,asinh,1.1102230246251565e-16
1122,logistic,5.551115123125783e-17
1123,exp_0_5,1.1102230246251565e-16
1123,exp_1,2.7755575615628914e-17
1123,exp_2,0.0
1123,asinh,5.551115123125783e-17
1123,logistic,5.551115123125783e-17
1124,exp_0_5,1.1102230246251565e-16
1124,exp_1,0.0
1124,exp_2,1.1102230246251565e-16
1124,asinh,0.0
1124,logistic,1.1102230246251565e-16
1125,exp_0_5,0.0
1125,exp_1,1.1102230246251565e-16
1125,exp_2,0.0
1125,asinh,0.0
1125,logistic,0.0
1126,exp_0_5,1.1102230246251565e-16
1126,exp_1,1.1102230246251565e-16
1126,exp_2,0.0
1126,asinh,1.1102230246251565e-16
1126,logistic,0.0
1127,exp_0_5,0.0
1127,exp_1,1.1102230246251565e-16
1127,exp_2,0.0
1127,asinh,0.0
1127,logistic,0.0
1128,exp_0_5,0.0
1128,exp_1,0.0
1128,exp_2,6.938893903907228e-18
1128,asinh,5.551115123125783e-17
1128,logistic,0.0
1129,exp_0_5,0.0
1129,exp_1,1.1102230246251565e-16
1129,exp_2,1.1102230246251565e-16
1129,asinh,0.0
1129,logistic,0.0
1130,exp_0_5,0.0
1130,exp_1,5.551115123125783e-17
1130,exp_2,0.0
1130,asinh,0.0
1130,logistic,5.551115123125783e-17
1131,exp_0_5,5.551115123125783e-17
1131,exp_1,0.0
1131,exp_2,0.0
1131,asinh,0.0
1131,logistic,5.551115123125783e-17
1132,exp_0_5,0.0
1132,exp_1,0.0
1132,exp_2,6.938893903907228e-18
1132,asinh,2.7755575615628914e-17
1132,logistic,0.0
1133,exp_0_5,5.551115123125783e-17
1133,exp_1,0.0
1133,exp_2,2.7755575615628914e-17
1133,asinh,5.551115123125783e-17
1133,logistic,5.551115123125783e-17
1134,exp_0_5,0.0
1134,exp_1,1.1102230246251565e-16
1134,exp_2,5.551115123125783e-17
1134,asinh,5.551115123125783e-17
1134,logistic,1.1102230246251565e-16
1135,exp_0_5,1.1102230246251565e-16
1135,exp_1,1.1102230246251565e-16
1135,exp_2,1.1102230246251565e-16
1135,asinh,1.1102230246251565e-16
1135,logistic,0.0
1136,exp_0_5,0.0
1136,exp_1,1.1102230246251565e-16
1136,exp_2,0.0
1136,asinh,1.1102230246251565e-16
1136,logistic,0.0
1137,exp_0_5,5.551115123125783e-17
1137,exp_1,0.0
1137,exp_2,3.469446951953614e-18
1137,asinh,0.0
1137,logistic,5.551115123125783e-17
1138,exp_0_5,2.7755575615628914e-17
1138,exp_1,1.3877787807814457e-17
1138,exp_2,0.0
1138,asinh,2.7755575615628914e-17
1138,logistic,0.0
1139,exp_0_5,0.0
1139,exp_1,1.1102230246251565e-16
1139,exp_2,1.6653345369377348e-16
1139,asinh,0.0
1139,logistic,1.1102230246251565e-16
1140,exp_0_5,0.0
1140,exp_1,5.551115123125783e-17
1140,exp_2,0.0
1140,asinh,5.551115123125783e-17
1140,logistic,0.0
1141,exp_0_5,1.1102230246251565e-16
1141,exp_1,1.1102230246251565e-16
1141,exp_2,0.0
1141,asinh,1.1102230246251565e-16
1141,logistic,1.1102230246251565e-16
1142,exp_0_5,0.0
1142,exp_1,1.1102230246251565e-16
1142,exp_2,5.551115123125783e-17
1142,asinh,0.0
1142,logistic,0.0
1143,exp_0_5,0.0
1143,exp_1,6.938893903907228e-18
1143,exp_2,0.0
1143,asinh,2.7755575615628914e-17
1143,logistic,0.0
1144,exp_0_5,0.0
1144,exp_1,5.551115123125783e-17
1144,exp_2,5.551115123125783e-17
1144,asinh,5.551115123125783e-17
1144,logistic,5.551115123125783e-17
1145,exp_0_5,1.1102230246251565e-16
1145,exp_1,1.1102230246251565e-16
1145,exp_2,1.1102230246251565e-16
1145,asinh,0.0
1145,logistic,0.0
1146,exp_0_5,5.551115123125783e-17
1146,exp_1,0.0
1146,exp_2,2.220446049250313e-16
1146,asinh,0.0
1146,logistic,5.551115123125783e-17
1147,exp_0_5,0.0
1147,exp_1,0.0
1147,exp_2,0.0
1147,asinh,5.551115123125783e-17
1147,logistic,5.551115123125783e-17
1148,exp_0_5,1.1102230246251565e-16
1148,exp_1,0.0
1148,exp_2,5.551115123125783e-17
1148,asinh,0.0
1148,logistic,0.0
1149,exp_0_5,5.551115123125783e-17
1149,exp_1,0.0
1149,exp_2,2.7755575615628914e-17
1149,asinh,0.0
1149,logistic,5.551115123125783e-17
1150,exp_0_5,0.0
1150,exp_1,5.551115123125783e-17
1150,exp_2,5.551115123125783e-17
1150,asinh,1.1102230246251565e-16
1150,logistic,1.1102230246251565e-16
1151,exp_0_5,1.1102230246251565e-16
1151,exp_1,0.0
1151,exp_2,0.0
1151,asinh,0.0
1151,logistic,1.1102230246251565e-16
1152,exp_0_5,1.6653345369377348e-16
1152,exp_1,1.1102230246251565e-16
1152,exp_2,1.6653345369377348e-16
1152,asinh,0.0
1152,logistic,0.0
1153,exp_0_5,2.7755575615628914e-17
1153,exp_1,2.7755575615628914e-17
1153,exp_2,2.7755575615628914e-17
1153,asinh,0.0
1153,logistic,0.0
1154,exp_0_5,0.0
1154,exp_1,0.0
1154,exp_2,1.1102230246251565e-16
1154,asinh,0.0
1154,logistic,1.1102230246251565e-16
1155,exp_0_5,5.551115123125783e-17
1155,exp_1,5.551115123125783e-17
1155,exp_2,1.1102230246251565e-16
1155,asinh,0.0
1155,logistic,5.551115123125783e-17
1156,exp_0_5,1.1102230246251565e-16
1156,exp_1,0.0
1156,exp_2,1.1102230246251565e-16
1156,asinh,0.0
1156,logistic,0.0
1157,exp_0_5,0.0
1157,exp_1,0.0
1157,exp_2,3.469446951953614e-18
1157,asinh,1.3877787807814457e-17
1157,logistic,2.7755575615628914e-17
1158,exp_0_5,0.0
1158,exp_1,5.551115123125783e-17
1158,exp_2,0.0
1158,asinh,0.0
1158,logistic,0.0
1159,exp_0_5,5.551115123125783e-17
1159,exp_1,0.0
1159,exp_2,0.0
1159,asinh,1.1102230246251565e-16
1159,logistic,0.0
1160,exp_0_5,1.1102230246251565e-16
1160,exp_1,2.220446049250313e-16
1160,exp_2,1.1102230246251565e-16
1160,asinh,1.1102230246251565e-16
1160,logistic,0.0
1161,exp_0_5,1.1102230246251565e-16
1161,exp_1,0.0
1161,exp_2,0.0
1161,asinh,0.0
1161,logistic,0.0
1162,exp_0_5,0.0
1162,exp_1,0.0
1162,exp_2,6.938893903907228e-18
1162,asinh,0.0
1162,logistic,0.0
1163,exp_0_5,0.0
1163,exp_1,2.7755575615628914e-17
1163,exp_2,1.3877787807814457e-17
1163,asinh,2.7755575615628914e-17
1163,logistic,0.0
1164,exp_0_5,2.7755575615628914e-17
1164,exp_1,0.0
1164,exp_2,0.0
1164,asinh,2.7755575615628914e-17
1164,logistic,5.551115123125783e-17
1165,exp_0_5,5.551115123125783e-17
1165,exp_1,0.0
1165,exp_2,0.0
1165,asinh,0.0
1165,logistic,1.1102230246251565e-16
1166,exp_0_5,0.0
1166,exp_1,1.1102230246251565e-16
1166,exp_2,0.0
1166,asinh,0.0
1166,logistic,1.1102230246251565e-16
1167,exp_0_5,0.0
1167,exp_1,0.0
1167,exp_2,1.1102230246251565e-16
1167,asinh,0.0
1167,logistic,5.551115123125783e-17
1168,exp_0_5,0.0
1168,exp_1,0.0
1168,exp_2,0.0
1168,asinh,0.0
1168,logistic,0.0
1169,exp_0_5,0.0
1169,exp_1,0.0
1169,exp_2,8.673617379884035e-19
1169,asinh,0.0
1169,logistic,2.7755575615628914e-17
1170,exp_0_5,0.0
1170,exp_1,2.220446049250313e-16
1170,exp_2,0.0
1170,asinh,1.1102230246251565e-16
1170,logistic,0.0
1171,exp_0_5,0.0
1171,exp_1,1.1102230246251565e-16
1171,exp_2,5.551115123125783e-17
1171,asinh,1.1102230246251565e-16
1171,logistic,0.0
1172,exp_0_5,2.7755575615628914e-17
1172,exp_1,5.551115123125783e-17
1172,exp_2,2.7755575615628914e-17
1172,asinh,2.7755575615628914e-17
1172,logistic,0.0
1173,exp_0_5,0.0
1173,exp_1,1.1102230246251565e-16
1173,exp_2,1.1102230246251565e-16
1173,asinh,1.1102230246251565e-16
1173,logistic,0.0
1174,exp_0_5,5.551115123125783e-17
1174,exp_1,5.551115123125783e-17
1174,exp_2,5.551115123125783e-17
1174,asinh,1.6653345369377348e-16
1174,logistic,5.551115123125783e-17
1175,exp_0_5,1.3877787807814457e-17
1175,exp_1,0.0
1175,exp_2,0.0
1175,asinh,1.3877787807814457e-17
1175,logistic,0.0
1176,exp_0_5,0.0
1176,exp_1,0.0
1176,exp_2,1.1102230246251565e-16
1176,asinh,1.1102230246251565e-16
1176,logistic,1.1102230246251565e-16
1177,exp_0_5,5.551115123125783e-17
1177,exp_1,1.1102230246251565e-16
1177,exp_2,0.0
1177,asinh,5.551115123125783e-17
1177,logistic,5.551115123125783e-17
1178,exp_0_5,0.0
1178,exp_1,5.551115123125783e-17
1178,exp_2,5.551115123125783e-17
1178,asinh,5.551115123125783e-17
1178,logistic,5.551115123125783e-17
1179,exp_0_5,2.220446049250313e-16
1179,exp_1,0.0
1179,exp_2,2.220446049250313e-16
1179,asinh,1.1102230246251565e-16
1179,logistic,1.1102230246251565e-16
1180,exp_0_5,0.0
1180,exp_1,0.0
1180,exp_2,3.469446951953614e-18
1180,asinh,0.0
1180,logistic,2.7755575615628914e-17
1181,exp_0_5,0.0
1181,exp_1,1.1102230246251565e-16
1181,exp_2,0.0
1181,asinh,0.0
1181,logistic,1.1102230246251565e-16
1182,exp_0_5,0.0
1182,exp_1,0.0
1182,exp_2,0.0
1182,asinh,0.0
1182,logistic,0.0
1183,exp_0_5,0.0
1183,exp_1,0.0
1183,exp_2,0.0
1183,asinh,0.0
1183,logistic,0.0
1184,exp_0_5,1.1102230246251565e-16
1184,exp_1,1.1102230246251565e-16
1184,exp_2,0.0
1184,asinh,1.1102230246251565e-16
1184,logistic,0.0
1185,exp_0_5,5.551115123125783e-17
1185,exp_1,0.0
1185,exp_2,0.0
1185,asinh,5.551115123125783e-17
1185,logistic,0.0
1186,exp_0_5,2.7755575615628914e-17
1186,exp_1,0.0
1186,exp_2,0.0
1186,asinh,0.0
1186,logistic,0.0
1187,exp_0_5,5.551115123125783e-17
1187,exp_1,0.0
1187,exp_2,0.0
1187,asinh,0.0
1187,logistic,5.551115123125783e-17
1188,exp_0_5,1.3877787807814457e-17
1188,exp_1,0.0
1188,exp_2,0.0
1188,asinh,0.0
1188,logistic,0.0
1189,exp_0_5,0.0
1189,exp_1,0.0
1189,exp_2,0.0
1189,asinh,5.551115123125783e-17
1189,logistic,1.1102230246251565e-16
1190,exp_0_5,0.0
1190,exp_1,0.0
1190,exp_2,2.220446049250313e-16
1190,asinh,1.1102230246251565e-16
1190,logistic,0.0
1191,exp_0_5,0.0
1191,exp_1,0.0
1191,exp_2,1.1102230246251565e-16
1191,asinh,1.1102230246251565e-16
1191,logistic,2.220446049250313e-16
1192,exp_0_5,1.1102230246251565e-16
1192,exp_1,1.1102230246251565e-16
1192,exp_2,0.0
1192,asinh,0.0
1192,logistic,1.1102230246251565e-16
1193,exp_0_5,1.1102230246251565e-16
1193,exp_1,0.0
1193,exp_2,0.0
1193,asinh,1.1102230246251565e-16
1193,logistic,0.0
1194,exp_0_5,1.1102230246251565e-16
1194,exp_1,0.0
1194,exp_2,2.7755575615628914e-17
1194,asinh,0.0
1194,logistic,0.0
1195,exp_0_5,0.0
1195,exp_1,1.1102230246251565e-16
1195,exp_2,2.220446049250313e-16
1195,asinh,0.0
1195,logistic,1.1102230246251565e-16
1196,exp_0_5,1.1102230246251565e-16
1196,exp_1,0.0
1196,exp_2,6.938893903907228e-18
1196,asinh,0.0
1196,logistic,0.0
1197,exp_0_5,5.551115123125783e-17
1197,exp_1,1.6653345369377348e-16
1197,exp_2,0.0
1197,asinh,0.0
1197,logistic,0.0
1198,exp_0_5,0.0
1198,exp_1,1.1102230246251565e-16
1198,exp_2,0.0
1198,asinh,1.1102230246251565e-16
1198,logistic,0.0
1199,exp_0_5,0.0
1199,exp_1,0.0
1199,exp_2,1.1102230246251565e-16
1199,asinh,1.1102230246251565e-16
1199,logistic,0.0
1200,exp_0_5,5.551115123125783e-17
1200,exp_1,1.3877787807814457e-17
1200,exp_2,0.0
1200,asinh,0.0
1200,logistic,5.551115123125783e-17
1201,exp_0_5,1.1102230246251565e-16
1201,exp_1,0.0
1201,exp_2,0.0
1201,asinh,1.1102230246251565e-16
1201,logistic,5.551115123125783e-17
1202,exp_0_5,0.0
1202,exp_1,1.1102230246251565e-16
1202,exp_2,1.1102230246251565e-16
1202,asinh,1.1102230246251565e-16
1202,logistic,2.220446049250313e-16
1203,exp_0_5,1.1102230246251565e-16
1203,exp_1,0.0
1203,exp_2,1.1102230246251565e-16
1203,asinh,5.551115123125783e-17
1203,logistic,1.1102230246251565e-16
1204,exp_0_5,1.1102230246251565e-16
1204,exp_1,2.220446049250313e-16
1204,exp_2,1.1102230246251565e-16
1204,asinh,2.220446049250313e-16
1204,logistic,0.0
1205,exp_0_5,1.1102230246251565e-16
1205,exp_1,2.220446049250313e-16
1205,exp_2,1.1102230246251565e-16
1205,asinh,0.0
1205,logistic,1.1102230246251565e-16
1206,exp_0_5,0.0
1206,exp_1,5.551115123125783e-17
1206,exp_2,0.0
1206,asinh,0.0
1206,logistic,1.1102230246251565e-16
1207,exp_0_5,1.1102230246251565e-16
1207,exp_1,0.0
1207,exp_2,1.1102230246251565e-16
1207,asinh,1.1102230246251565e-16
1207,logistic,0.0
1208,exp_0_5,0.0
1208,exp_1,6.938893903907228e-18
1208,exp_2,0.0
1208,asinh,0.0
1208,logistic,0.0
1209,exp_0_5,1.1102230246251565e-16
1209,exp_1,0.0
1209,exp_2,1.1102230246251565e-16
1209,asinh,1.1102230246251565e-16
1209,logistic,1.1102230246251565e-16
1210,exp_0_5,1.1102230246251565e-16
1210,exp_1,0.0
1210,exp_2,1.1102230246251565e-16
1210,asinh,1.1102230246251565e-16
1210,logistic,0.0
1211,exp_0_5,5.551115123125783e-17
1211,exp_1,0.0
1211,exp_2,2.7755575615628914e-17
1211,asinh,0.0
1211,logistic,5.551115123125783e-17
1212,exp_0_5,0.0
1212,exp_1,5.551115123125783e-17
1212,exp_2,0.0
1212,asinh,5.551115123125783e-17
1212,logistic,5.551115123125783e-17
1213,exp_0_5,0.0
1213,exp_1,1.1102230246251565e-16
1213,exp_2,0.0
1213,asinh,0.0
1213,logistic,1.1102230246251565e-16
1214,exp_0_5,5.551115123125783e-17
1214,exp_1,0.0
1214,exp_2,0.0
1214,asinh,5.551115123125783e-17
1214,logistic,5.551115123125783e-17
1215,exp_0_5,0.0
1215,exp_1,2.220446049250313e-16
1215,exp_2,0.0
1215,asinh,1.1102230246251565e-16
1215,logistic,0.0
1216,exp_0_5,0.0
1216,exp_1,0.0
1216,exp_2,0.0
1216,asinh,5.551115123125783e-17
1216,logistic,5.551115123125783e-17
1217,exp_0_5,1.3877787807814457e-17
1217,exp_1,0.0
1217,exp_2,0.0
1217,asinh,1.3877787807814457e-17
1217,logistic,0.0
1218,exp_0_5,2.7755575615628914e-17
1218,exp_1,0.0
1218,exp_2,1.0408340855860843e-17
1218,asinh,0.0
1218,logistic,2.7755575615628914e-17
1219,exp_0_5,0.0
1219,exp_1,0.0
1219,exp_2,2.7755575615628914e-17
1219,asinh,5.551115123125783e-17
1219,logistic,1.1102230246251565e-16
1220,exp_0_5,5.551115123125783e-17
1220,exp_1,0.0
1220,exp_2,5.551115123125783e-17
1220,asinh,0.0
1220,logistic,0.0
1221,exp_0_5,0.0
1221,exp_1,5.551115123125783e-17
1221,exp_2,5.551115123125783e-17
1221,asinh,5.551115123125783e-17
1221,logistic,0.0
1222,exp_0_5,1.1102230246251565e-16
1222,exp_1,0.0
1222,exp_2,2.7755575615628914e-17
1222,asinh,5.551115123125783e-17
1222,logistic,1.1102230246251565e-16
1223,exp_0_5,5.551115123125783e-17
1223,exp_1,0.0
1223,exp_2,3.469446951953614e-18
1223,asinh,0.0
1223,logistic,0.0
1224,exp_0_5,0.0
1224,exp_1,5.551115123125783e-17
1224,exp_2,0.0
1224,asinh,5.551115123125783e-17
1224,logistic,0.0
1225,exp_0_5,5.551115123125783e-17
1225,exp_1,2.7755575615628914e-17
1225,exp_2,6.938893903907228e-18
1225,asinh,0.0
1225,logistic,0.0
1226,exp_0_5,0.0
1226,exp_1,0.0
1226,exp_2,1.1102230246251565e-16
1226,asinh,1.1102230246251565e-16
1226,logistic,0.0
1227,exp_0_5,0.0
1227,exp_1,1.1102230246251565e-16
1227,exp_2,1.1102230246251565e-16
1227,asinh,1.1102230246251565e-16
1227,logistic,1.1102230246251565e-16
1228,exp_0_5,0.0
1228,exp_1,5.551115123125783e-17
1228,exp_2,5.551115123125783e-17
1228,asinh,5.551115123125783e-17
1228,logistic,0.0
1229,exp_0_5,2.7755575615628914e-17
1229,exp_1,1.3877787807814457e-17
1229,exp_2,0.0
1229,asinh,0.0
1229,logistic,2.7755575615628914e-17
1230,exp_0_5,2.7755575615628914e-17
1230,exp_1,2.7755575615628914e-17
1230,exp_2,0.0
1230,asinh,2.7755575615628914e-17
1230,logistic,0.0
1231,exp_0_5,1.1102230246251565e-16
1231,exp_1,0.0
1231,exp_2,1.1102230246251565e-16
1231,asinh,0.0
1231,logistic,0.0
1232,exp_0_5,5.551115123125783e-17
1232,exp_1,0.0
1232,exp_2,0.0
1232,asinh,5.551115123125783e-17
1232,logistic,5.551115123125783e-17
1233,exp_0_5,0.0
1233,exp_1,0.0
1233,exp_2,0.0
1233,asinh,0.0
1233,logistic,0.0
1234,exp_0_5,2.7755575615628914e-17
1234,exp_1,5.551115123125783e-17
1234,exp_2,0.0
1234,asinh,0.0
1234,logistic,0.0
1235,exp_0_5,5.551115123125783e-17
1235,exp_1,0.0
1235,exp_2,0.0
1235,asinh,0.0
1235,logistic,5.551115123125783e-17
1236,exp_0_5,5.551115123125783e-17
1236,exp_1,0.0
1236,exp_2,0.0
1236,asinh,0.0
1236,logistic,5.551115123125783e-17
1237,exp_0_5,2.7755575615628914e-17
1237,exp_1,1.3877787807814457e-17
1237,exp_2,6.938893903907228e-18
1237,asinh,0.0
1237,logistic,5.551115123125783e-17
1238,exp_0_5,1.1102230246251565e-16
1238,exp_1,1.1102230246251565e-16
1238,exp_2,5.551115123125783e-17
1238,asinh,1.1102230246251565e-16
1238,logistic,5.551115123125783e-17
1239,exp_0_5,0.0
1239,exp_1,0.0
1239,exp_2,0.0
1239,asinh,0.0
1239,logistic,0.0
1240,exp_0_5,1.1102230246251565e-16
1240,exp_1,0.0
1240,exp_2,2.7755575615628914e-17
1240,asinh,0.0
1240,logistic,5.551115123125783e-17
1241,exp_0_5,0.0
1241,exp_1,0.0
1241,exp_2,0.0
1241,asinh,1.1102230246251565e-16
1241,logistic,0.0
1242,exp_0_5,0.0
1242,exp_1,0.0
1242,exp_2,2.7755575615628914e-17
1242,asinh,0.0
1242,logistic,2.7755575615628914e-17
1243,exp_0_5,1.1102230246251565e-16
1243,exp_1,1.1102230246251565e-16
1243,exp_2,5.551115123125783e-17
1243,asinh,0.0
1243,logistic,0.0
1244,exp_0_5,1.1102230246251565e-16
1244,exp_1,0.0
1244,exp_2,0.0
1244,asinh,0.0
1244,logistic,2.220446049250313e-16
1245,exp_0_5,5.551115123125783e-17
1245,exp_1,0.0
1245,exp_2,5.551115123125783e-17
1245,asinh,0.0
1245,logistic,0.0
1246,exp_0_5,0.0
1246,exp_1,5.551115123125783e-17
1246,exp_2,0.0
1246,asinh,5.551115123125783e-17
1246,logistic,0.0
1247,exp_0_5,0.0
1247,exp_1,1.1102230246251565e-16
1247,exp_2,0.0
1247,asinh,0.0
1247,logistic,0.0
1248,exp_0_5,5.551115123125783e-17
1248,exp_1,0.0
1248,exp_2,2.7755575615628914e-17
1248,asinh,1.1102230246251565e-16
1248,logistic,5.551115123125783e-17
1249,exp_0_5,0.0
1249,exp_1,0.0
1249,exp_2,0.0
1249,asinh,5.551115123125783e-17
1249,logistic,0.0
1250,exp_0_5,2.220446049250313e-16
1250,exp_1,1.1102230246251565e-16
1250,exp_2,1.1102230246251565e-16
1250,asinh,1.1102230246251565e-16
1250,logistic,2.220446049250313e-16
1251,exp_0_5,2.7755575615628914e-17
1251,exp_1,0.0
1251,exp_2,0.0
1251,asinh,2.7755575615628914e-17
1251,logistic,2.7755575615628914e-17
1252,exp_0_5,1.1102230246251565e-16
1252,exp_1,1.1102230246251565e-16
1252,exp_2,1.1102230246251565e-16
1252,asinh,0.0
1252,logistic,5.551115123125783e-17
1253,exp_0_5,2.7755575615628914e-17
1253,exp_1,2.7755575615628914e-17
1253,exp_2,0.0
1253,asinh,0.0
1253,logistic,0.0
