sample_index,function,aggregation_error
186,asinh,0.0
186,logistic,1.1102230246251565e-16
187,exp_0_5,1.1102230246251565e-16
187,exp_1,0.0
187,exp_2,2.7755575615628914e-17
187,asinh,1.1102230246251565e-16
187,logistic,0.0
188,exp_0_5,1.1102230246251565e-16
188,exp_1,1.1102230246251565e-16
188,exp_2,1.1102230246251565e-16
188,asinh,1.1102230246251565e-16
188,logistic,1.1102230246251565e-16
189,exp_0_5,0.0
189,exp_1,5.551115123125783e-17
189,exp_2,1.3877787807814457e-17
189,asinh,1.1102230246251565e-16
189,logistic,0.0
190,exp_0_5,0.0
190,exp_1,1.1102230246251565e-16
190,exp_2,1.1102230246251565e-16
190,asinh,1.1102230246251565e-16
190,logistic,1.1102230246251565e-16
191,exp_0_5,0.0
191,exp_1,5.551115123125783e-17
191,exp_2,1.3877787807814457e-17
191,asinh,5.551115123125783e-17
191,logistic,1.1102230246251565e-16
192,exp_0_5,0.0
192,exp_1,2.220446049250313e-16
192,exp_2,0.0
192,asinh,1.1102230246251565e-16
192,logistic,0.0
193,exp_0_5,5.551115123125783e-17
193,exp_1,0.0
193,exp_2,0.0
193,asinh,0.0
193,logistic,5.551115123125783e-17
194,exp_0_5,5.551115123125783e-17
194,exp_1,0.0
194,exp_2,2.220446049250313e-16
194,asinh,1.1102230246251565e-16
194,logistic,5.551115123125783e-17
195,exp_0_5,0.0
195,exp_1,0.0
195,exp_2,0.0
195,asinh,1.3877787807814457e-17
195,logistic,1.3877787807814457e-17
196,exp_0_5,0.0
196,exp_1,5.551115123125783e-17
196,exp_2,5.551115123125783e-17
196,asinh,5.551115123125783e-17
196,logistic,5.551115123125783e-17
197,exp_0_5,1.1102230246251565e-16
197,exp_1,1.1102230246251565e-16
197,exp_2,0.0
197,asinh,1.1102230246251565e-16
197,logistic,0.0
198,exp_0_5,0.0
198,exp_1,1.1102230246251565e-16
198,exp_2,1.1102230246251565e-16
198,asinh,0.0
198,logistic,0.0
199,exp_0_5,2.7755575615628914e-17
199,exp_1,0.0
199,exp_2,3.469446951953614e-18
199,asinh,0.0
199,logistic,0.0
200,exp_0_5,0.0
200,exp_1,0.0
200,exp_2,3.469446951953614e-18
200,asinh,2.7755575615628914e-17
200,logistic,0.0
201,exp_0_5,1.1102230246251565e-16
201,exp_1,0.0
201,exp_2,0.0
201,asinh,5.551115123125783e-17
201,logistic,0.0
202,exp_0_5,5.551115123125783e-17
202,exp_1,0.0
202,exp_2,0.0
202,asinh,0.0
202,logistic,1.1102230246251565e-16
203,exp_0_5,0.0
203,exp_1,1.1102230246251565e-16
203,exp_2,1.1102230246251565e-16
203,asinh,1.1102230246251565e-16
203,logistic,5.551115123125783e-17
204,exp_0_5,2.7755575615628914e-17
204,exp_1,0.0
204,exp_2,0.0
204,asinh,5.551115123125783e-17
204,logistic,0.0
205,exp_0_5,1.1102230246251565e-16
205,exp_1,5.551115123125783e-17
205,exp_2,2.7755575615628914e-17
205,asinh,5.551115123125783e-17
205,logistic,0.0
206,exp_0_5,0.0
206,exp_1,0.0
206,exp_2,0.0
206,asinh,0.0
206,logistic,0.0
207,exp_0_5,5.551115123125783e-17
207,exp_1,0.0
207,exp_2,0.0
207,asinh,2.220446049250313e-16
207,logistic,0.0
208,exp_0_5,2.7755575615628914e-17
208,exp_1,0.0
208,exp_2,0.0
208,asinh,0.0
208,logistic,2.7755575615628914e-17
209,exp_0_5,0.0
209,exp_1,1.1102230246251565e-16
209,exp_2,0.0
209,asinh,0.0
209,logistic,0.0
210,exp_0_5,5.551115123125783e-17
210,exp_1,5.551115123125783e-17
210,exp_2,0.0
210,asinh,0.0
210,logistic,0.0
211,exp_0_5,5.551115123125783e-17
211,exp_1,0.0
211,exp_2,0.0
211,asinh,5.551115123125783e-17
211,logistic,1.1102230246251565e-16
212,exp_0_5,1.1102230246251565e-16
212,exp_1,1.1102230246251565e-16
212,exp_2,1.1102230246251565e-16
212,asinh,1.1102230246251565e-16
212,logistic,2.220446049250313e-16
213,exp_0_5,2.220446049250313e-16
213,exp_1,0.0
213,exp_2,2.220446049250313e-16
213,asinh,1.1102230246251565e-16
213,logistic,1.1102230246251565e-16
214,exp_0_5,0.0
214,exp_1,0.0
214,exp_2,0.0
214,asinh,0.0
214,logistic,1.1102230246251565e-16
215,exp_0_5,5.551115123125783e-17
215,exp_1,0.0
215,exp_2,1.3877787807814457e-17
215,asinh,0.0
215,logistic,1.1102230246251565e-16
216,exp_0_5,0.0
216,exp_1,1.1102230246251565e-16
216,exp_2,0.0
216,asinh,1.1102230246251565e-16
216,logistic,1.1102230246251565e-16
217,exp_0_5,1.1102230246251565e-16
217,exp_1,1.1102230246251565e-16
217,exp_2,1.1102230246251565e-16
217,asinh,1.1102230246251565e-16
217,logistic,5.551115123125783e-17
218,exp_0_5,0.0
218,exp_1,0.0
218,exp_2,5.551115123125783e-17
218,asinh,5.551115123125783e-17
218,logistic,0.0
219,exp_0_5,0.0
219,exp_1,1.3877787807814457e-17
219,exp_2,0.0
219,asinh,0.0
219,logistic,0.0
220,exp_0_5,2.220446049250313e-16
220,exp_1,1.1102230246251565e-16
220,exp_2,0.0
220,asinh,0.0
220,logistic,1.1102230246251565e-16
221,exp_0_5,0.0
221,exp_1,1.1102230246251565e-16
221,exp_2,1.1102230246251565e-16
221,asinh,0.0
221,logistic,1.1102230246251565e-16
222,exp_0_5,5.551115123125783e-17
222,exp_1,5.551115123125783e-17
222,exp_2,0.0
222,asinh,0.0
222,logistic,0.0
223,exp_0_5,1.1102230246251565e-16
223,exp_1,1.1102230246251565e-16
223,exp_2,2.220446049250313e-16
223,asinh,0.0
223,logistic,1.1102230246251565e-16
224,exp_0_5,0.0
224,exp_1,5.551115123125783e-17
224,exp_2,0.0
224,asinh,0.0
224,logistic,0.0
225,exp_0_5,0.0
225,exp_1,1.1102230246251565e-16
225,exp_2,5.551115123125783e-17
225,asinh,0.0
225,logistic,1.1102230246251565e-16
226,exp_0_5,1.1102230246251565e-16
226,exp_1,0.0
226,exp_2,0.0
226,asinh,0.0
226,logistic,1.1102230246251565e-16
227,exp_0_5,5.551115123125783e-17
227,exp_1,5.551115123125783e-17
227,exp_2,0.0
227,asinh,5.551115123125783e-17
227,logistic,5.551115123125783e-17
228,exp_0_5,1.1102230246251565e-16
228,exp_1,0.0
228,exp_2,1.1102230246251565e-16
228,asinh,5.551115123125783e-17
228,logistic,5.551115123125783e-17
229,exp_0_5,0.0
229,exp_1,0.0
229,exp_2,1.1102230246251565e-16
229,asinh,2.220446049250313e-16
229,logistic,0.0
230,exp_0_5,5.551115123125783e-17
230,exp_1,0.0
230,exp_2,5.551115123125783e-17
230,asinh,0.0
230,logistic,0.0
231,exp_0_5,8.326672684688674e-17
231,exp_1,0.0
231,exp_2,5.551115123125783e-17
231,asinh,0.0
231,logistic,0.0
232,exp_0_5,5.551115123125783e-17
232,exp_1,1.1102230246251565e-16
232,exp_2,0.0
232,asinh,1.1102230246251565e-16
232,logistic,1.1102230246251565e-16
233,exp_0_5,0.0
233,exp_1,1.1102230246251565e-16
233,exp_2,0.0
233,asinh,1.1102230246251565e-16
233,logistic,0.0
234,exp_0_5,0.0
234,exp_1,0.0
234,exp_2,0.0
234,asinh,0.0
234,logistic,0.0
235,exp_0_5,1.1102230246251565e-16
235,exp_1,0.0
235,exp_2,1.1102230246251565e-16
235,asinh,0.0
235,logistic,0.0
236,exp_0_5,1.1102230246251565e-16
236,exp_1,5.551115123125783e-17
236,exp_2,0.0
236,asinh,5.551115123125783e-17
236,logistic,5.551115123125783e-17
237,exp_0_5,1.1102230246251565e-16
237,exp_1,0.0
237,exp_2,2.220446049250313e-16
237,asinh,2.220446049250313e-16
237,logistic,1.1102230246251565e-16
238,exp_0_5,0.0
238,exp_1,0.0
238,exp_2,1.1102230246251565e-16
238,asinh,1.1102230246251565e-16
238,logistic,0.0
239,exp_0_5,0.0
239,exp_1,0.0
239,exp_2,5.551115123125783e-17
239,asinh,0.0
239,logistic,0.0
240,exp_0_5,0.0
240,exp_1,0.0
240,exp_2,0.0
240,asinh,1.1102230246251565e-16
240,logistic,0.0
241,exp_0_5,5.551115123125783e-17
241,exp_1,0.0
241,exp_2,0.0
241,asinh,1.1102230246251565e-16
241,logistic,5.551115123125783e-17
242,exp_0_5,0.0
242,exp_1,0.0
242,exp_2,2.7755575615628914e-17
242,asinh,2.7755575615628914e-17
242,logistic,5.551115123125783e-17
243,exp_0_5,0.0
243,exp_1,0.0
243,exp_2,0.0
243,asinh,0.0
243,logistic,5.551115123125783e-17
244,exp_0_5,5.551115123125783e-17
244,exp_1,0.0
244,exp_2,0.0
244,asinh,5.551115123125783e-17
244,logistic,5.551115123125783e-17
245,exp_0_5,1.1102230246251565e-16
245,exp_1,1.1102230246251565e-16
245,exp_2,0.0
245,asinh,0.0
245,logistic,1.1102230246251565e-16
246,exp_0_5,0.0
246,exp_1,0.0
246,exp_2,0.0
246,asinh,0.0
246,logistic,0.0
247,exp_0_5,1.1102230246251565e-16
247,exp_1,0.0
247,exp_2,0.0
247,asinh,0.0
247,logistic,1.1102230246251565e-16
248,exp_0_5,5.551115123125783e-17
248,exp_1,5.551115123125783e-17
248,exp_2,5.551115123125783e-17
248,asinh,5.551115123125783e-17
248,logistic,0.0
249,exp_0_5,0.0
249,exp_1,0.0
249,exp_2,1.1102230246251565e-16
249,asinh,2.220446049250313e-16
249,logistic,1.1102230246251565e-16
250,exp_0_5,2.7755575615628914e-17
250,exp_1,5.551115123125783e-17
250,exp_2,0.0
250,asinh,2.7755575615628914e-17
250,logistic,2.7755575615628914e-17
251,exp_0_5,5.551115123125783e-17
251,exp_1,5.551115123125783e-17
251,exp_2,0.0
251,asinh,0.0
251,logistic,0.0
252,exp_0_5,0.0
252,exp_1,0.0
252,exp_2,0.0
252,asinh,0.0
252,logistic,5.551115123125783e-17
253,exp_0_5,5.551115123125783e-17
253,exp_1,1.1102230246251565e-16
253,exp_2,0.0
253,asinh,0.0
253,logistic,1.1102230246251565e-16
254,exp_0_5,1.1102230246251565e-16
254,exp_1,1.1102230246251565e-16
254,exp_2,0.0
254,asinh,0.0
254,logistic,1.1102230246251565e-16
255,exp_0_5,0.0
255,exp_1,1.3877787807814457e-17
255,exp_2,0.0
255,asinh,0.0
255,logistic,0.0
256,exp_0_5,0.0
256,exp_1,1.1102230246251565e-16
256,exp_2,0.0
256,asinh,1.1102230246251565e-16
256,logistic,1.1102230246251565e-16
257,exp_0_5,0.0
257,exp_1,1.1102230246251565e-16
257,exp_2,5.551115123125783e-17
257,asinh,1.1102230246251565e-16
257,logistic,0.0
258,exp_0_5,0.0
258,exp_1,5.551115123125783e-17
258,exp_2,1.1102230246251565e-16
258,asinh,0.0
258,logistic,0.0
259,exp_0_5,1.1102230246251565e-16
259,exp_1,0.0
259,exp_2,0.0
259,asinh,1.1102230246251565e-16
259,logistic,1.1102230246251565e-16
260,exp_0_5,0.0
260,exp_1,0.0
260,exp_2,0.0
260,asinh,0.0
260,logistic,0.0
261,exp_0_5,5.551115123125783e-17
261,exp_1,0.0
261,exp_2,0.0
261,asinh,0.0
261,logistic,0.0
262,exp_0_5,0.0
262,exp_1,1.1102230246251565e-16
262,exp_2,5.551115123125783e-17
262,asinh,5.551115123125783e-17
262,logistic,5.551115123125783e-17
263,exp_0_5,0.0
263,exp_1,5.551115123125783e-17
263,exp_2,5.551115123125783e-17
263,asinh,1.6653345369377348e-16
263,logistic,0.0
264,exp_0_5,0.0
264,exp_1,2.7755575615628914e-17
264,exp_2,3.469446951953614e-18
264,asinh,5.551115123125783e-17
264,logistic,0.0
265,exp_0_5,0.0
265,exp_1,2.7755575615628914e-17
265,exp_2,1.3877787807814457e-17
265,asinh,2.7755575615628914e-17
265,logistic,2.7755575615628914e-17
266,exp_0_5,0.0
266,exp_1,0.0
266,exp_2,2.0816681711721685e-17
266,asinh,2.7755575615628914e-17
266,logistic,0.0
267,exp_0_5,0.0
267,exp_1,0.0
267,exp_2,0.0
267,asinh,0.0
267,logistic,0.0
268,exp_0_5,0.0
268,exp_1,2.220446049250313e-16
268,exp_2,1.1102230246251565e-16
268,asinh,0.0
268,logistic,1.1102230246251565e-16
269,exp_0_5,2.7755575615628914e-17
269,exp_1,0.0
269,exp_2,0.0
269,asinh,2.7755575615628914e-17
269,logistic,0.0
270,exp_0_5,0.0
270,exp_1,0.0
270,exp_2,5.551115123125783e-17
270,asinh,5.551115123125783e-17
270,logistic,0.0
271,exp_0_5,1.1102230246251565e-16
271,exp_1,0.0
271,exp_2,0.0
271,asinh,0.0
271,logistic,0.0
272,exp_0_5,0.0
272,exp_1,0.0
272,exp_2,5.551115123125783e-17
272,asinh,1.1102230246251565e-16
272,logistic,5.551115123125783e-17
273,exp_0_5,0.0
273,exp_1,0.0
273,exp_2,0.0
273,asinh,0.0
273,logistic,1.1102230246251565e-16
274,exp_0_5,0.0
274,exp_1,0.0
274,exp_2,2.7755575615628914e-17
274,asinh,5.551115123125783e-17
274,logistic,1.1102230246251565e-16
275,exp_0_5,0.0
275,exp_1,0.0
275,exp_2,5.551115123125783e-17
275,asinh,0.0
275,logistic,1.6653345369377348e-16
276,exp_0_5,0.0
276,exp_1,0.0
276,exp_2,0.0
276,asinh,0.0
276,logistic,1.3877787807814457e-17
277,exp_0_5,0.0
277,exp_1,0.0
277,exp_2,2.7755575615628914e-17
277,asinh,5.551115123125783e-17
277,logistic,5.551115123125783e-17
278,exp_0_5,0.0
278,exp_1,0.0
278,exp_2,0.0
278,asinh,1.3877787807814457e-17
278,logistic,0.0
279,exp_0_5,5.551115123125783e-17
279,exp_1,0.0
279,exp_2,2.7755575615628914e-17
279,asinh,5.551115123125783e-17
279,logistic,1.1102230246251565e-16
280,exp_0_5,2.220446049250313e-16
280,exp_1,0.0
280,exp_2,0.0
280,asinh,1.1102230246251565e-16
280,logistic,0.0
281,exp_0_5,0.0
281,exp_1,1.1102230246251565e-16
281,exp_2,1.1102230246251565e-16
281,asinh,1.1102230246251565e-16
281,logistic,0.0
282,exp_0_5,1.1102230246251565e-16
282,exp_1,0.0
282,exp_2,0.0
282,asinh,2.220446049250313e-16
282,logistic,1.1102230246251565e-16
283,exp_0_5,1.1102230246251565e-16
283,exp_1,1.1102230246251565e-16
283,exp_2,2.220446049250313e-16
283,asinh,1.1102230246251565e-16
283,logistic,0.0
284,exp_0_5,0.0
284,exp_1,0.0
284,exp_2,1.3877787807814457e-17
284,asinh,2.7755575615628914e-17
284,logistic,2.7755575615628914e-17
285,exp_0_5,5.551115123125783e-17
285,exp_1,5.551115123125783e-17
285,exp_2,1.1102230246251565e-16
285,asinh,0.0
285,logistic,5.551115123125783e-17
286,exp_0_5,0.0
286,exp_1,0.0
286,exp_2,0.0
286,asinh,2.7755575615628914e-17
286,logistic,0.0
287,exp_0_5,0.0
287,exp_1,1.1102230246251565e-16
287,exp_2,3.3306690738754696e-16
287,asinh,0.0
287,logistic,0.0
288,exp_0_5,2.7755575615628914e-17
288,exp_1,6.938893903907228e-18
288,exp_2,0.0
288,asinh,0.0
288,logistic,1.3877787807814457e-17
289,exp_0_5,8.326672684688674e-17
289,exp_1,1.3877787807814457e-17
289,exp_2,1.734723475976807e-18
289,asinh,2.7755575615628914e-17
289,logistic,8.326672684688674e-17
290,exp_0_5,5.551115123125783e-17
290,exp_1,5.551115123125783e-17
290,exp_2,0.0
290,asinh,2.7755575615628914e-17
290,logistic,0.0
291,exp_0_5,0.0
291,exp_1,0.0
291,exp_2,1.3877787807814457e-17
291,asinh,5.551115123125783e-17
291,logistic,0.0
292,exp_0_5,0.0
292,exp_1,5.551115123125783e-17
292,exp_2,2.7755575615628914e-17
292,asinh,5.551115123125783e-17
292,logistic,0.0
293,exp_0_5,5.551115123125783e-17
293,exp_1,1.1102230246251565e-16
293,exp_2,0.0
293,asinh,5.551115123125783e-17
293,logistic,5.551115123125783e-17
294,exp_0_5,0.0
294,exp_1,0.0
294,exp_2,1.1102230246251565e-16
294,asinh,5.551115123125783e-17
294,logistic,1.1102230246251565e-16
295,exp_0_5,1.1102230246251565e-16
295,exp_1,1.1102230246251565e-16
295,exp_2,2.220446049250313e-16
295,asinh,0.0
295,logistic,1.1102230246251565e-16
296,exp_0_5,0.0
296,exp_1,2.7755575615628914e-17
296,exp_2,6.938893903907228e-18
296,asinh,0.0
296,logistic,0.0
297,exp_0_5,5.551115123125783e-17
297,exp_1,5.551115123125783e-17
297,exp_2,1.1102230246251565e-16
297,asinh,0.0
297,logistic,5.551115123125783e-17
298,exp_0_5,0.0
298,exp_1,0.0
298,exp_2,2.220446049250313e-16
298,asinh,1.1102230246251565e-16
298,logistic,2.220446049250313e-16
299,exp_0_5,1.1102230246251565e-16
299,exp_1,1.1102230246251565e-16
299,exp_2,1.1102230246251565e-16
299,asinh,1.1102230246251565e-16
299,logistic,1.1102230246251565e-16
300,exp_0_5,5.551115123125783e-17
300,exp_1,0.0
300,exp_2,0.0
300,asinh,1.1102230246251565e-16
300,logistic,5.551115123125783e-17
301,exp_0_5,0.0
301,exp_1,5.551115123125783e-17
301,exp_2,0.0
301,asinh,0.0
301,logistic,0.0
302,exp_0_5,5.551115123125783e-17
302,exp_1,0.0
302,exp_2,2.7755575615628914e-17
302,asinh,5.551115123125783e-17
302,logistic,0.0
303,exp_0_5,1.1102230246251565e-16
303,exp_1,2.220446049250313e-16
303,exp_2,1.1102230246251565e-16
303,asinh,1.1102230246251565e-16
303,logistic,0.0
304,exp_0_5,1.1102230246251565e-16
304,exp_1,1.1102230246251565e-16
304,exp_2,1.6653345369377348e-16
304,asinh,0.0
304,logistic,0.0
305,exp_0_5,0.0
305,exp_1,0.0
305,exp_2,1.3877787807814457e-17
305,asinh,2.7755575615628914e-17
305,logistic,0.0
306,exp_0_5,0.0
306,exp_1,1.1102230246251565e-16
306,exp_2,2.220446049250313e-16
306,asinh,1.1102230246251565e-16
306,logistic,0.0
307,exp_0_5,1.1102230246251565e-16
307,exp_1,1.1102230246251565e-16
307,exp_2,0.0
307,asinh,0.0
307,logistic,1.1102230246251565e-16
308,exp_0_5,5.551115123125783e-17
308,exp_1,0.0
308,exp_2,0.0
308,asinh,2.7755575615628914e-17
308,logistic,2.7755575615628914e-17
309,exp_0_5,5.551115123125783e-17
309,exp_1,5.551115123125783e-17
309,exp_2,0.0
309,asinh,5.551115123125783e-17
309,logistic,0.0
310,exp_0_5,0.0
310,exp_1,1.1102230246251565e-16
310,exp_2,0.0
310,asinh,0.0
310,logistic,1.1102230246251565e-16
311,exp_0_5,0.0
311,exp_1,1.3877787807814457e-17
311,exp_2,6.938893903907228e-18
311,asinh,0.0
311,logistic,0.0
312,exp_0_5,0.0
312,exp_1,0.0
312,exp_2,0.0
312,asinh,0.0
312,logistic,5.551115123125783e-17
313,exp_0_5,1.1102230246251565e-16
313,exp_1,5.551115123125783e-17
313,exp_2,0.0
313,asinh,1.1102230246251565e-16
313,logistic,0.0
314,exp_0_5,0.0
314,exp_1,3.469446951953614e-18
314,exp_2,0.0
314,asinh,0.0
314,logistic,1.3877787807814457e-17
315,exp_0_5,5.551115123125783e-17
315,exp_1,2.7755575615628914e-17
315,exp_2,0.0
315,asinh,0.0
315,logistic,0.0
316,exp_0_5,1.1102230246251565e-16
316,exp_1,0.0
316,exp_2,1.1102230246251565e-16
316,asinh,1.1102230246251565e-16
316,logistic,0.0
317,exp_0_5,1.1102230246251565e-16
317,exp_1,8.326672684688674e-17
317,exp_2,3.469446951953614e-18
317,asinh,5.551115123125783e-17
317,logistic,0.0
318,exp_0_5,0.0
318,exp_1,1.1102230246251565e-16
318,exp_2,1.1102230246251565e-16
318,asinh,5.551115123125783e-17
318,logistic,0.0
319,exp_0_5,0.0
319,exp_1,0.0
319,exp_2,5.551115123125783e-17
319,asinh,5.551115123125783e-17
319,logistic,5.551115123125783e-17
320,exp_0_5,0.0
320,exp_1,5.551115123125783e-17
320,exp_2,0.0
320,asinh,0.0
320,logistic,5.551115123125783e-17
321,exp_0_5,5.551115123125783e-17
321,exp_1,5.551115123125783e-17
321,exp_2,1.1102230246251565e-16
321,asinh,0.0
321,logistic,0.0
322,exp_0_5,0.0
322,exp_1,5.551115123125783e-17
322,exp_2,2.7755575615628914e-17
322,asinh,5.551115123125783e-17
322,logistic,5.551115123125783e-17
323,exp_0_5,1.1102230246251565e-16
323,exp_1,1.1102230246251565e-16
323,exp_2,1.1102230246251565e-16
323,asinh,0.0
323,logistic,0.0
324,exp_0_5,5.551115123125783e-17
324,exp_1,5.551115123125783e-17
324,exp_2,8.326672684688674e-17
324,asinh,5.551115123125783e-17
324,logistic,0.0
325,exp_0_5,0.0
325,exp_1,0.0
325,exp_2,0.0
325,asinh,5.551115123125783e-17
325,logistic,0.0
326,exp_0_5,0.0
326,exp_1,2.220446049250313e-16
326,exp_2,1.1102230246251565e-16
326,asinh,0.0
326,logistic,1.1102230246251565e-16
327,exp_0_5,5.551115123125783e-17
327,exp_1,5.551115123125783e-17
327,exp_2,0.0
327,asinh,0.0
327,logistic,5.551115123125783e-17
328,exp_0_5,0.0
328,exp_1,0.0
328,exp_2,6.938893903907228e-18
328,asinh,0.0
328,logistic,0.0
329,exp_0_5,5.551115123125783e-17
329,exp_1,5.551115123125783e-17
329,exp_2,5.551115123125783e-17
329,asinh,0.0
329,logistic,0.0
330,exp_0_5,1.1102230246251565e-16
330,exp_1,0.0
330,exp_2,0.0
330,asinh,0.0
330,logistic,1.1102230246251565e-16
331,exp_0_5,1.1102230246251565e-16
331,exp_1,2.220446049250313e-16
331,exp_2,1.1102230246251565e-16
331,asinh,0.0
331,logistic,1.1102230246251565e-16
332,exp_0_5,1.1102230246251565e-16
332,exp_1,1.1102230246251565e-16
332,exp_2,0.0
332,asinh,1.1102230246251565e-16
332,logistic,1.1102230246251565e-16
333,exp_0_5,0.0
333,exp_1,1.1102230246251565e-16
333,exp_2,2.220446049250313e-16
333,asinh,0.0
333,logistic,2.220446049250313e-16
334,exp_0_5,5.551115123125783e-17
334,exp_1,1.1102230246251565e-16
334,exp_2,5.551115123125783e-17
334,asinh,1.1102230246251565e-16
334,logistic,1.1102230246251565e-16
335,exp_0_5,1.1102230246251565e-16
335,exp_1,0.0
335,exp_2,1.1102230246251565e-16
335,asinh,1.1102230246251565e-16
335,logistic,0.0
336,exp_0_5,0.0
336,exp_1,2.220446049250313e-16
336,exp_2,2.220446049250313e-16
336,asinh,1.1102230246251565e-16
336,logistic,0.0
337,exp_0_5,0.0
337,exp_1,0.0
337,exp_2,6.938893903907228e-18
337,asinh,2.7755575615628914e-17
337,logistic,5.551115123125783e-17
338,exp_0_5,1.1102230246251565e-16
338,exp_1,0.0
338,exp_2,1.1102230246251565e-16
338,asinh,1.1102230246251565e-16
338,logistic,5.551115123125783e-17
339,exp_0_5,5.551115123125783e-17
339,exp_1,0.0
339,exp_2,5.551115123125783e-17
339,asinh,5.551115123125783e-17
339,logistic,5.551115123125783e-17
340,exp_0_5,0.0
340,exp_1,1.1102230246251565e-16
340,exp_2,1.1102230246251565e-16
340,asinh,0.0
340,logistic,0.0
341,exp_0_5,1.1102230246251565e-16
341,exp_1,0.0
341,exp_2,0.0
341,asinh,5.551115123125783e-17
341,logistic,5.551115123125783e-17
342,exp_0_5,5.551115123125783e-17
342,exp_1,0.0
342,exp_2,2.7755575615628914e-17
342,asinh,2.7755575615628914e-17
342,logistic,5.551115123125783e-17
343,exp_0_5,0.0
343,exp_1,0.0
343,exp_2,1.1102230246251565e-16
343,asinh,1.1102230246251565e-16
343,logistic,1.1102230246251565e-16
344,exp_0_5,1.1102230246251565e-16
344,exp_1,1.1102230246251565e-16
344,exp_2,1.1102230246251565e-16
344,asinh,1.1102230246251565e-16
344,logistic,0.0
345,exp_0_5,0.0
345,exp_1,0.0
345,exp_2,0.0
345,asinh,0.0
345,logistic,0.0
346,exp_0_5,2.7755575615628914e-17
346,exp_1,0.0
346,exp_2,0.0
346,asinh,2.7755575615628914e-17
346,logistic,0.0
347,exp_0_5,0.0
347,exp_1,1.1102230246251565e-16
347,exp_2,0.0
347,asinh,2.220446049250313e-16
347,logistic,0.0
348,exp_0_5,1.1102230246251565e-16
348,exp_1,2.220446049250313e-16
348,exp_2,0.0
348,asinh,1.1102230246251565e-16
348,logistic,1.1102230246251565e-16
349,exp_0_5,0.0
349,exp_1,0.0
349,exp_2,5.551115123125783e-17
349,asinh,5.551115123125783e-17
349,logistic,1.1102230246251565e-16
350,exp_0_5,0.0
350,exp_1,1.1102230246251565e-16
350,exp_2,0.0
350,asinh,0.0
350,logistic,0.0
351,exp_0_5,5.551115123125783e-17
351,exp_1,0.0
351,exp_2,0.0
351,asinh,5.551115123125783e-17
351,logistic,0.0
352,exp_0_5,1.1102230246251565e-16
352,exp_1,0.0
352,exp_2,0.0
352,asinh,1.1102230246251565e-16
352,logistic,0.0
353,exp_0_5,0.0
353,exp_1,0.0
353,exp_2,0.0
353,asinh,5.551115123125783e-17
353,logistic,5.551115123125783e-17
354,exp_0_5,0.0
354,exp_1,0.0
354,exp_2,1.3877787807814457e-17
354,asinh,0.0
354,logistic,5.551115123125783e-17
355,exp_0_5,0.0
355,exp_1,5.551115123125783e-17
355,exp_2,0.0
355,asinh,5.551115123125783e-17
355,logistic,0.0
356,exp_0_5,0.0
356,exp_1,1.1102230246251565e-16
356,exp_2,0.0
356,asinh,0.0
356,logistic,0.0
357,exp_0_5,0.0
357,exp_1,5.551115123125783e-17
357,exp_2,5.551115123125783e-17
357,asinh,5.551115123125783e-17
357,logistic,0.0
358,exp_0_5,1.1102230246251565e-16
358,exp_1,0.0
358,exp_2,2.220446049250313e-16
358,asinh,0.0
358,logistic,0.0
359,exp_0_5,1.1102230246251565e-16
359,exp_1,0.0
359,exp_2,1.1102230246251565e-16
359,asinh,1.1102230246251565e-16
359,logistic,0.0
360,exp_0_5,0.0
360,exp_1,1.1102230246251565e-16
360,exp_2,1.1102230246251565e-16
360,asinh,1.1102230246251565e-16
360,logistic,1.1102230246251565e-16
361,exp_0_5,0.0
361,exp_1,0.0
361,exp_2,0.0
361,asinh,2.7755575615628914e-17
361,logistic,2.7755575615628914e-17
362,exp_0_5,0.0
362,exp_1,0.0
362,exp_2,0.0
362,asinh,2.7755575615628914e-17
362,logistic,2.7755575615628914e-17
363,exp_0_5,5.551115123125783e-17
363,exp_1,2.7755575615628914e-17
363,exp_2,3.469446951953614e-18
363,asinh,0.0
363,logistic,5.551115123125783e-17
364,exp_0_5,1.1102230246251565e-16
364,exp_1,2.220446049250313e-16
364,exp_2,1.1102230246251565e-16
364,asinh,1.1102230246251565e-16
364,logistic,0.0
365,exp_0_5,0.0
365,exp_1,0.0
365,exp_2,0.0
365,asinh,1.1102230246251565e-16
365,logistic,5.551115123125783e-17
366,exp_0_5,0.0
366,exp_1,0.0
366,exp_2,5.551115123125783e-17
366,asinh,5.551115123125783e-17
366,logistic,5.551115123125783e-17
367,exp_0_5,2.220446049250313e-16
367,exp_1,0.0
367,exp_2,1.1102230246251565e-16
367,asinh,1.1102230246251565e-16
367,logistic,0.0
368,exp_0_5,2.7755575615628914e-17
