sample_index,epsilon,base_weighted_sd,total_variation,nonincreasing_from_previous
69,0.01,0.9032328012720515,0.003795791113314516,True
69,0.001,0.9032328012720515,0.0003809166337285455,True
69,0.0001,0.9032328012720515,3.810509292899207e-05,True
69,1e-05,0.9032328012720515,3.810643642997654e-06,True
69,1e-06,0.9032328012720515,3.810657078283487e-07,True
70,0.1,0.8272974006116088,0.02859851221514087,True
70,0.01,0.8272974006116088,0.002943087120274631,True
70,0.001,0.8272974006116088,0.0002951709342335646,True
70,0.0001,0.8272974006116088,2.9525746657439404e-05,True
70,1e-05,0.8272974006116088,2.952661229270143e-06,True
70,1e-06,0.8272974006116088,2.9526698868533833e-07,True
71,0.1,1.1163707562983927,0.006729367539995999,True
71,0.01,1.1163707562983927,0.0006784963571921968,True
71,0.001,1.1163707562983927,6.790573291028972e-05,True
71,0.0001,1.1163707562983927,6.791134768648423e-06,True
71,1e-05,1.1163707562983927,6.7911909215103e-07,True
71,1e-06,1.1163707562983927,6.791196545704278e-08,True
72,0.1,0.732849306656695,0.00604175668873697,True
72,0.01,0.732849306656695,0.0006267495393428811,True
72,0.001,0.732849306656695,6.2910842330358e-05,True
72,0.0001,0.732849306656695,6.293453745238264e-06,True
72,1e-05,0.732849306656695,6.293690803680009e-07,True
72,1e-06,0.732849306656695,6.293714506842245e-08,True
73,0.1,1.1101793200371948,0.0033306231297543154,True
73,0.01,1.1101793200371948,0.0003396451683029144,True
73,0.001,1.1101793200371948,3.403246716408057e-05,True
73,0.0001,1.1101793200371948,3.4039284210005732e-06,True
73,1e-05,1.1101793200371948,3.4039966137563083e-07,True
73,1e-06,1.1101793200371948,3.404003436893073e-08,True
74,0.1,0.6477320460045766,0.10127313595468232,True
74,0.01,0.6477320460045766,0.011553296212957717,True
74,0.001,0.6477320460045766,0.0011721749391628788,True
74,0.0001,0.6477320460045766,0.0001173890224963189,True
74,1e-05,0.6477320460045766,1.1740620669169258e-05,True
74,1e-06,0.6477320460045766,1.1740792542798758e-06,True
75,0.1,0.7411246524854936,0.008853352925668675,True
75,0.01,0.7411246524854936,0.0009507199140694638,True
75,0.001,0.7411246524854936,9.578818929979903e-05,True
75,0.0001,0.7411246524854936,9.586049519704283e-06,True
75,1e-05,0.7411246524854936,9.58677327221578e-07,True
75,1e-06,0.7411246524854936,9.58684565861002e-08,True
76,0.1,1.0875318448980091,0.014268884987088969,True
76,0.01,1.0875318448980091,0.0014453536370606062,True
76,0.001,1.0875318448980091,0.0001447226891012957,True
76,0.0001,1.0875318448980091,1.4474144878066074e-05,True
76,1e-05,1.0875318448980091,1.4474332501725546e-06,True
76,1e-06,1.0875318448980091,1.4474351263091603e-07,True
77,0.1,1.1166704104148137,0.0034613767846346224,True
77,0.01,1.1166704104148137,0.0003518501220801124,True
77,0.001,1.1166704104148137,3.524359073656922e-05,True
77,0.0001,1.1166704104148137,3.5249463615250315e-06,True
77,1e-05,1.1166704104148137,3.5250051054718435e-07,True
77,1e-06,1.1166704104148137,3.5250109825790625e-08,True
78,0.1,0.9130501788466717,0.035395383145700746,True
78,0.01,0.9130501788466717,0.0036658135664687846,True
78,0.001,0.9130501788466717,0.00036789957420239265,True
78,0.0001,0.9130501788466717,3.6803197677301706e-05,True
78,1e-05,0.9130501788466717,3.6804522286064333e-06,True
78,1e-06,0.9130501788466717,3.680465473377264e-07,True
79,0.1,0.7247424736234699,0.1599747577604975,True
79,0.01,0.7247424736234699,0.02088167006569035,True
79,0.001,0.7247424736234699,0.002155531897718694,True
79,0.0001,0.7247424736234699,0.0002162525132676571,True
79,1e-05,0.7247424736234699,2.163227122774665e-05,True
79,1e-06,0.7247424736234699,2.1632973485004654e-06,True
80,0.1,0.8721945351793751,0.003825047068783365,True
80,0.01,0.8721945351793751,0.00039276633646435,True
80,0.001,0.8721945351793751,3.938420601160975e-05,True
80,0.0001,0.8721945351793751,3.939501548977967e-06,True
80,1e-05,0.8721945351793751,3.9396096960739053e-07,True
80,1e-06,0.8721945351793751,3.9396205023540356e-08,True
81,0.1,1.2946214988643532,0.0022881898892507416,True
81,0.01,1.2946214988643532,0.00023155069012254978,True
81,0.001,1.2946214988643532,2.3182828331278785e-05,True
81,0.0001,1.2946214988643532,2.3185608776965266e-06,True
81,1e-05,1.2946214988643532,2.3185886874556262e-07,True
