sample_index,old_count,observed_new_probability,asymptotic_new_probability,asymptotic_probability_error,old_pair_log_odds,expanded_pair_log_odds,pair_odds_collapsed_toward_one,absolute_expanded_pair_log_odds
177,13,0.0015814179451694175,0.0015814179451694148,2.6020852139652106e-18,0.365675224563026,1.4255058365368714e-08,True,1.4255058365368714e-08
178,11,0.00243339526484294,0.002433395264842939,1.3010426069826053e-18,-1.1078349475914415,-2.7980772091093445e-08,True,2.7980772091093445e-08
179,5,0.013483418194656805,0.013483418194656805,0.0,-0.9553743358182337,-2.1834407853643903e-08,True,2.1834407853643903e-08
180,6,0.009475758845705581,0.00947575884570558,1.734723475976807e-18,-0.26826059470861907,-7.126445570184806e-09,True,7.126445570184806e-09
181,9,0.0039481275412900415,0.0039481275412900346,6.938893903907228e-18,-2.912806357480807,-1.215779756390115e-07,True,1.215779756390115e-07
182,12,0.001950565653010541,0.0019505656530105387,2.3852447794681098e-18,-0.17057459542052583,-6.3557194154210875e-09,True,6.3557194154210875e-09
183,4,0.02010859613446811,0.020108596134468113,3.469446951953614e-18,-1.557774718742163,-1.2341670983625938e-08,True,1.2341670983625938e-08
184,7,0.006897835113497361,0.006897835113497354,7.806255641895632e-18,-0.5859571515587356,-1.8322279972325402e-08,True,1.8322279972325402e-08
185,8,0.005161146325458143,0.005161146325458139,4.336808689942018e-18,1.0408383289846683,2.9249671367967475e-08,True,2.9249671367967475e-08
186,4,0.020108596134468117,0.020108596134468113,3.469446951953614e-18,0.07272877245369558,1.5496102167206809e-09,True,1.5496102167206809e-09
187,7,0.006897835113497359,0.006897835113497354,5.204170427930421e-18,-0.7786589157329882,-1.8425941164972425e-08,True,1.8425941164972425e-08
188,10,0.0030758588429540133,0.003075858842954005,8.239936510889834e-18,-0.3095878802032831,-1.4734750084265323e-08,True,1.4734750084265323e-08
189,10,0.00307585884295401,0.003075858842954005,4.7704895589362195e-18,-1.7367445995545172,-5.775505585141793e-08,True,5.775505585141793e-08
190,9,0.003948127541290035,0.0039481275412900346,8.673617379884035e-19,1.436107871070466,3.899034463665976e-08,True,3.899034463665976e-08
191,11,0.0024333952648429424,0.002433395264842939,3.469446951953614e-18,-1.6827664648867982,-6.064512809305983e-08,True,6.064512809305983e-08
192,13,0.0015814179451694157,0.0015814179451694148,8.673617379884035e-19,-1.403627632061727,-2.948132503836042e-08,True,2.948132503836042e-08
193,12,0.001950565653010541,0.0019505656530105387,2.3852447794681098e-18,0.89847526769774,3.0508917593161234e-08,True,3.0508917593161234e-08
194,4,0.020108596134468124,0.020108596134468113,1.0408340855860843e-17,-1.818780526294546,-3.903874366701827e-08,True,3.903874366701827e-08
195,13,0.0015814179451694198,0.0015814179451694148,4.9873299934333204e-18,1.4732516575043673,7.725333607512994e-08,True,7.725333607512994e-08
