sample_index,lambda,second_order_error,third_order_error,fourth_order_error
2577,0.025,3.351383009353448e-05,1.0651208945389179e-07,2.8354312231471113e-09
2577,0.05,0.00013360637469726766,8.749940346997054e-07,4.558076883987017e-08
2577,0.1,0.0005305542947977027,7.371180130166799e-06,7.358740033297506e-07
2577,0.2,0.0020866529717145643,6.504892799691353e-05,1.1966478982189388e-05
2578,0.025,1.6346612083578682e-05,1.5998546276652093e-07,1.5143908072001722e-09
2578,0.05,6.473446906132829e-05,1.2919211241080308e-06,2.415254840570924e-08
2578,0.1,0.0002535796645799504,1.0525896161767134e-05,3.8374755617631706e-07
2578,0.2,0.0009692444200810335,8.717782288583664e-05,6.0406340411101045e-06
2579,0.025,3.3955448431877144e-06,7.673001534147517e-08,2.4402102560827643e-10
2579,0.05,1.3887112305099869e-05,6.118529938259343e-07,3.9392974438001715e-09
2579,0.1,5.7963246452907846e-05,4.862209207812107e-06,6.412912245679081e-08
2579,0.2,0.00025075518709649636,3.8351038115891356e-05,1.0596685260377825e-06
2580,0.025,5.743152528964179e-07,5.0851384783556774e-08,1.8655063604988698e-11
2580,0.05,2.500492843650337e-06,4.066373712058313e-07,3.2294757146278386e-10
2580,0.1,1.1625151079296125e-05,3.2497291895181024e-06,5.953360686372644e-09
2580,0.2,5.942687957587872e-05,2.5925192016777038e-05,1.2026838487264047e-07
2581,0.025,1.5279379941779414e-05,1.2622940692708084e-08,7.274186808459149e-10
2581,0.05,6.11622444143256e-05,9.521640986775992e-08,1.1586465176183225e-08
2581,0.1,0.0002449388518401263,6.707398223504413e-07,1.836831780011039e-07
2581,0.2,0.0009810250329123638,3.952584841204754e-06,2.8827991616631188e-06
2582,0.025,2.2251555700986136e-05,8.343379265252082e-08,4.5256176584018704e-10
2582,0.05,8.933619424741912e-05,6.637066141124137e-07,7.3842212622299286e-09
2582,0.1,0.00035993587606933386,5.245925536079277e-06,1.228011468901169e-07
2582,0.2,0.0014595914104360008,4.083160830301025e-05,2.1182051607310237e-06
2583,0.025,7.301139735044204e-06,1.2233454943499922e-08,2.827081346801208e-10
2583,0.05,2.915335112552153e-05,1.0014163442928492e-07,4.535659903215361e-09
2583,0.1,0.00011617617213716125,8.37798902669773e-07,7.295110651672765e-08
2583,0.2,0.0004607584900246098,7.2973941347420634e-06,1.1786117655454564e-06
2584,0.025,5.28005897615369e-07,1.4752053467681492e-09,5.5431215173484816e-12
2584,0.05,2.117879972618475e-06,1.1757203655093917e-08,8.878403567891269e-11
2584,0.1,8.517836980026505e-06,9.334590411747001e-08,1.4219974087126275e-09
2584,0.2,3.443331225960744e-05,7.353479560268106e-07,2.27952562381617e-08
2585,0.025,1.7023756411327362e-05,8.181082117308947e-08,1.8079160390982452e-10
2585,0.05,6.776938217845085e-05,6.528867516064629e-07,3.046150554020244e-09
2585,0.1,0.0002684951140479175,5.193961672367298e-06,5.350154508310112e-08
2585,0.2,0.0010537756754023242,4.0980627478814924e-05,9.990782608992888e-07
2586,0.025,1.0306527827769196e-05,6.651494319220852e-08,5.599765096064857e-11
2586,0.05,4.149158916083584e-05,5.315376225556445e-07,1.0299041619532545e-09
2586,0.1,0.00016807993347184302,4.239727318749997e-06,2.081289499078487e-08
2586,0.2,0.0006889701867960341,3.360936218366195e-05,4.749595262920625e-07
2587,0.025,2.0117716198170266e-05,9.7730179338118e-08,1.6144435788234546e-09
2587,0.05,8.084888818854497e-05,7.689441131886188e-07,2.5812870063646187e-08
2587,0.1,0.0003262655728520636,5.9457965506659605e-06,4.1225931543542593e-07
2587,0.2,0.0013255814859798043,4.430238077418602e-05,6.562066154625068e-06
2588,0.025,0.00011068359082704038,1.4115050471705248e-06,1.391414761187093e-10
2588,0.05,0.0004370920561563435,1.128832734049838e-05,2.5999050707464777e-09
2588,0.1,0.0017033826401741253,9.013889381324393e-05,1.8852415130388156e-07
2588,0.2,0.006458723118016443,0.0007153630179330336,7.256325783355777e-06
2589,0.025,7.5742822817082e-06,5.892291793374582e-08,2.2197163551673782e-10
2589,0.05,3.0063233514454613e-05,4.6958728411317097e-07,3.571832385418361e-09
2589,0.1,0.000118403746051432,3.7275371428946436e-06,5.773578926060452e-08
2589,0.2,0.0004591812604111123,2.9343872366305312e-05,9.383110909366721e-07
2590,0.025,8.43447953627341e-06,1.565378692572339e-07,2.3394813308819096e-09
2590,0.05,3.313100230785404e-05,1.2330673142685322e-06,3.795149041557755e-08
2590,0.1,0.00012791133440458874,9.544944083898083e-06,6.232063535609178e-07
2590,0.2,0.00047892021839673893,7.090489555721356e-05,1.0440307942463645e-05
2591,0.025,3.237535680100656e-06,1.0619437781911323e-07,3.147261062874662e-10
2591,0.05,1.3372349412926754e-05,8.469842038560937e-07,5.088627491600661e-09
2591,0.1,5.68349623107367e-05,6.733501474454062e-06,8.308117638300416e-08
2591,0.2,0.00025355833449014487,5.315249114498655e-05,1.3801700616405954e-06
2592,0.025,2.4662518145812662e-05,3.7414547016112465e-08,1.1362756013877373e-09
2592,0.05,9.849148917889794e-05,3.082415924726689e-07,1.801542109935994e-08
2592,0.1,0.0003925941360433671,2.604787042087553e-06,2.8297767112883676e-07
2592,0.2,0.001557861469740407,2.2934222601356247e-05,4.359747633631006e-06
2593,0.025,1.1332103330846666e-05,3.0091079628036255e-09,7.766629006589199e-10
2593,0.05,4.531006214925082e-05,3.0387606014814494e-08,1.2528045545412425e-08
2593,0.1,0.00018101527037034382,3.465286507742249e-07,2.0365216690798604e-07
2593,0.2,0.0007209462268657763,4.500969218695916e-06,3.3579573478770275e-06
2594,0.025,1.695391315781336e-06,3.512049018272734e-08,2.978697843936118e-11
2594,0.05,6.921794816511229e-06,2.8071151411679374e-07,4.907031170287013e-10
2594,0.1,2.8805647985352678e-05,2.241314775747183e-06,8.302962012374238e-09
2594,0.2,0.00012410708556981342,1.7849752731391444e-05,1.4718917076828042e-07
2595,0.025,3.762106035902317e-06,9.519270300777137e-08,4.076955310893318e-10
2595,0.05,1.4664375310488587e-05,7.648196451524175e-07,6.539585338527498e-09
2595,0.1,5.5545415455823116e-05,6.171364366737431e-06,1.0512388822978003e-07
2595,0.2,0.00019664201856375157,5.022510072649061e-05,1.6951768984363458e-06
2596,0.025,1.805562164973462e-05,3.2234368174677286e-07,2.431223555809936e-09
2596,0.05,7.349207839474348e-05,2.558966522819839e-06,3.923271954531238e-08
2596,0.1,0.00030388013604826236,2.0147688560540056e-05,6.379053784366651e-07
2596,0.2,0.001290713358861384,0.00015578356891052247,1.0501182601319048e-05
2597,0.025,2.1069531495609972e-06,4.353492566444572e-08,9.072487205941115e-11
2597,0.05,8.601206310576703e-06,3.4753341504600854e-07,1.4717893570548313e-09
2597,0.1,3.578254597225161e-05,2.767854390073321e-06,2.4187245206697128e-08
2597,0.2,0.0001539881246871433,2.192935835854115e-05,4.069747235879717e-07
2598,0.025,2.6970701827139232e-05,2.3766398682401046e-08,1.2515821989911302e-09
2598,0.05,0.00010777795297900461,1.9991992425416605e-07,1.980139230361999e-08
2598,0.1,0.0004301608416685254,1.7506499445374413e-06,3.097016890440951e-07
2598,0.2,0.00171138758474923,1.6258381702966007e-05,4.730795658991482e-06
2599,0.025,2.5223769768156767e-06,9.52611264870562e-09,4.537734077381117e-11
2599,0.05,1.0051039944891649e-05,7.657241302139184e-08,7.265305301817904e-10
2599,0.1,3.989204097401555e-05,6.184084575810989e-07,1.16413977346852e-08
2599,0.2,0.00015700091930875848,5.040878417628125e-06,1.8674193877354917e-07
2600,0.025,2.5326389528484983e-05,1.422186329674835e-07,6.670469732128481e-11
2600,0.05,0.00010187482356033284,1.1381399782350865e-06,9.245521015444069e-10
2600,0.1,0.00041205453786119506,9.107803532804049e-06,1.0080123763467341e-08
2600,0.2,0.0016845695862453824,7.278264893187392e-05,8.616594937560507e-10
2601,0.025,3.2493420811657847e-07,7.6770103885071e-09,9.000776513001796e-11
2601,0.05,1.268302203500521e-06,6.214267050594358e-08,1.4466495328047113e-09
2601,0.1,4.8128599319310905e-06,5.089195640982369e-07,2.3351396313125994e-08
2601,0.2,1.7022698940646896e-05,4.264419043477352e-06,3.798737012094752e-07
2602,0.025,9.051874084758937e-06,5.7960070298790356e-08,5.775967482080091e-10
2602,0.05,3.597102480304426e-05,4.683118171866507e-07,9.252028781991939e-09
2602,0.1,0.0001419365433557307,3.82080312513744e-06,1.483248179001695e-07
2602,0.2,0.0005512698405947813,3.175954532871894e-05,2.379718870793024e-06
2603,0.025,2.402257825162568e-06,3.6434562492027034e-08,2.134697835165511e-10
2603,0.05,9.461601018501131e-06,2.9316853214500505e-07,3.3997905185545463e-09
2603,0.1,3.664704093769844e-05,2.3720372648722288e-06,5.388733184674699e-08
2603,0.2,0.0001366861224430388,1.9390190367229998e-05,8.449909030400216e-07
2604,0.025,1.6549020491751776e-06,1.1723844370314929e-07,6.144174058420049e-11
2604,0.05,7.089020801237522e-06,9.383663793771646e-07,9.503637043994928e-10
2604,0.1,3.2116086997047155e-05,7.51346930963348e-06,1.4141184251359462e-08
2604,0.2,0.00015859605557491663,6.018558482523417e-05,1.9095982226047248e-07
2605,0.025,4.1331614103468084e-07,4.1021821495235145e-09,5.008637948833439e-11
2605,0.05,1.6372613232951139e-06,3.24119694972147e-08,8.061789014135456e-10
2605,0.1,6.42599582628689e-06,2.526973448269132e-07,1.3047842528646214e-08
2605,0.2,2.4802145713986867e-05,1.9126269705238563e-06,2.133345283761301e-07
2606,0.025,1.1696305419639508e-05,3.146868443604234e-08,1.72745817650366e-10
2606,0.05,4.690967530873724e-05,2.503283680344026e-07,2.803073995139016e-09
2606,0.1,0.00018861632844957565,1.9789406866532744e-06,4.611084936101406e-08
2606,0.2,0.000761970958824576,1.5421407772886475e-05,7.790045147837432e-07
2607,0.025,3.3115154189911067e-06,1.1602219146533699e-07,2.0878115902789318e-10
2607,0.05,1.2780392301930954e-05,9.297581399225763e-07,3.2508574165923676e-09
2607,0.1,4.737941667706802e-05,7.461185090373856e-06,4.9126830381496234e-08
2607,0.2,0.00015937343531413628,5.998897175560347e-05,6.92505675581323e-07
2608,0.025,1.660987711016304e-05,4.2481325124299474e-08,1.309719721565017e-09
2608,0.05,6.625891682085494e-05,3.5051692029441917e-07,2.1144076989276783e-08
2608,0.1,0.0002634585015626467,2.979233401978476e-06,3.4425065550958145e-07
2608,0.2,0.0010389794853019885,2.677145455656782e-05,5.691592584788907e-06
2609,0.025,1.598784574913248e-05,2.3168448759491866e-07,1.7465697776941624e-09
2609,0.05,6.48639443027732e-05,1.8392992565674504e-06,2.814920235794105e-08
2609,0.1,0.000266581542025246,1.4482961840367459e-05,4.5662583086913955e-07
2609,0.2,0.0011204242166768519,0.00011202989593733781,7.486805432443955e-06
2610,0.025,7.70810035405356e-06,2.3109176405800014e-08,2.0357038277296624e-10
2610,0.05,3.0738366242399895e-05,1.8647187943754417e-07,3.227031419861248e-09
2610,0.1,0.0001221827210699522,1.5166314173975515e-06,5.0672633311599213e-08
2610,0.2,0.000482289226634125,1.2508183315274035e-05,7.805130426974394e-07
2611,0.025,1.6083619941778537e-05,1.1980267537736733e-07,7.243374788856727e-10
2611,0.05,6.480780173136191e-05,9.525326657711108e-07,1.1683437078913173e-08
2611,0.1,0.000262944949625199,7.523873362863531e-06,1.8985545996441644e-07
2611,0.2,0.0010802684414417119,5.8584136392370034e-05,3.1256941902951807e-06
2612,0.025,6.742928691745587e-06,1.8323756365706823e-07,7.713703460698884e-10
2612,0.05,2.623275689719526e-05,1.4719081244118914e-06,1.217857791696586e-08
2612,0.1,9.895130698694965e-05,1.186735309947548e-05,1.8951672751607584e-07
2612,0.2,0.0003469970874500142,9.627755289568461e-05,2.854861920005905e-06
2613,0.025,6.740922751646838e-05,5.496317259101602e-07,1.1810462496875118e-08
2613,0.05,0.0002673438658202798,4.491571149345397e-06,1.8900104192809408e-07
2613,0.1,0.0010498989742579734,3.744277362047188e-05,3.0222127609114136e-06
2613,0.2,0.00402589641493728,0.00032347057657655665,4.8106089700156174e-05
2614,0.025,2.0615439245030842e-05,7.558574555144304e-08,1.4912606705053122e-09
2614,0.05,8.2752212814452e-05,5.9279881647889e-07,2.3817233241185676e-08
2614,0.1,0.0003331910152141737,4.553359222336795e-06,3.7956917531278833e-07
2614,0.2,0.0013479971938045732,3.344656983722549e-05,6.016857344193216e-06
2615,0.025,3.229721640602562e-05,6.1618115401729234e-09,2.204077496903434e-09
2615,0.05,0.00012919617086534774,3.1952487412889585e-08,3.4974624904537954e-08
2615,0.1,0.0005166420571440893,1.4816367653602835e-08,5.502332662207787e-07
2615,0.2,0.0020624092844801836,4.218209566786944e-06,8.501544755318714e-06
2616,0.025,6.170208970535107e-06,4.740784170786938e-08,3.315986374374802e-10
2616,0.05,2.4867805999251313e-05,3.7660148388685144e-07,5.314038931114595e-09
2616,0.1,0.00010093487416423796,2.9700561027801164e-06,8.526807954156723e-08
2616,0.2,0.0004149312510871028,2.3071978841271434e-05,1.3706146174685685e-06
2617,0.025,1.2331959338751641e-05,1.8849974137147285e-08,1.7393012030630928e-10
2617,0.05,4.925108892622765e-05,1.5214832532750577e-07,2.739973248289118e-09
2617,0.1,0.00019637520269932818,1.2377463069201955e-06,4.2479490203195525e-08
2617,0.2,0.0007802521815921115,1.0199614432909732e-05,6.374798992569986e-07
2618,0.025,4.451559437665398e-07,9.009440769813803e-09,7.066569551739121e-14
2618,0.05,1.7445870600235613e-06,7.207447812185297e-08,4.827180322131142e-13
2618,0.1,6.6901017138076835e-06,5.765444387809127e-07,5.524796592437653e-11
2618,0.2,2.445618014307316e-05,4.610404467277757e-06,2.3930266969396374e-09
2619,0.025,5.039611157449386e-06,7.048270937726198e-08,4.080188409361085e-10
2619,0.05,1.98732856749248e-05,5.670897923956697e-07,6.4922681120016534e-09
2619,0.1,7.717403108544948e-05,4.58747078382199e-06,1.0269058956305366e-07
2619,0.2,0.00028956502046748045,3.748098700961065e-05,1.6027454555356951e-06
2620,0.025,1.0775752176839237e-05,2.9777534438224507e-08,2.78772005479766e-11
2620,0.05,4.2984160875364497e-05,2.3795796971759486e-07,4.853233509516386e-10
2620,0.1,0.00017098993778817684,1.8985375921237724e-06,9.008752382966279e-09
2620,0.2,0.0006764765036290088,1.5077397892207522e-05,1.8297286387414236e-07
2621,0.025,6.157160201110748e-06,4.81116057306219e-08,2.967602621972709e-10
2621,0.05,2.443383580346195e-05,3.8725142390699796e-07,4.732660159600943e-09
2621,0.1,9.614899497342039e-05,3.1353539360484683e-06,7.520382605888387e-08
2621,0.2,0.00037147087489666775,2.5666520741207677e-05,1.1853198612771232e-06
2622,0.025,9.629808617322988e-07,1.3449337061405275e-07,1.1575571057242939e-10
2622,0.05,4.390712489251575e-06,1.0767625247716517e-06,1.7416055299313005e-09
2622,0.1,2.188028162904837e-05,8.624481771135617e-06,2.431441721226224e-08
2622,0.2,0.0001220992206625443,6.907602123089026e-05,2.746823994999488e-07
2623,0.025,4.977137099848594e-06,1.3404680621054155e-07,5.548062564919576e-10
2623,0.05,1.9368020054810753e-05,1.0767155694813013e-06,8.779569904415752e-09
2623,0.1,7.30981685422849e-05,8.680773954883314e-06,1.3728595804618493e-07
2623,0.2,0.00025667736434686894,7.043840564158188e-05,2.0905016672179144e-06
2624,0.025,3.6301534276916847e-06,2.701561646056838e-07,4.4219683470458904e-10
2624,0.05,1.3436768386332343e-05,2.16446998280162e-06,6.758240800319726e-09
2624,0.1,4.504533167470903e-05,1.7359621801771308e-05,9.792786576090506e-08
2624,0.2,0.00011028881355990006,0.00013933100034591028,1.237448857660528e-06
2625,0.025,7.747311472516838e-06,6.543750685761296e-08,5.882951070734777e-10
2625,0.05,3.124627625114562e-05,5.187803885087217e-07,9.426027181014263e-09
2625,0.1,0.0001269844468649306,4.074463414410756e-06,1.5118791113488683e-07
2625,0.2,0.0005230175844030127,3.137765060096109e-05,2.4275600035150724e-06
2626,0.025,1.91290546034395e-05,1.269616988763822e-07,2.0480218076990298e-09
2626,0.05,7.599200749802693e-05,1.0320577112921114e-06,3.274829490917952e-08
2626,0.1,0.00029957871774521916,8.517543092001478e-06,5.230677610490453e-07
2626,0.2,0.0011601063640097053,7.227867933912169e-05,8.322876691613246e-06
2627,0.025,3.775833576571963e-05,1.9300535875066416e-07,1.346101674570832e-09
2627,0.05,0.00015025117048422798,1.5541940136254428e-06,2.0919957072207396e-08
2627,0.1,0.0005946399094469978,1.25815485444436e-05,3.153560919622045e-07
2627,0.2,0.0023263037200207393,0.00010258211194508204,4.4525723253141525e-06
2628,0.025,6.339426903312351e-06,7.594523329657044e-09,3.712497531616066e-10
2628,0.05,2.5390892709115098e-05,6.356318918432358e-08,5.777000544604505e-09
2628,0.1,0.00010185870432688482,5.493862471617206e-07,8.709673796070128e-08
2628,0.2,0.0004101511210411468,4.91384872219891e-06,1.2155326486740226e-06
2629,0.025,4.241049893383142e-05,6.024951884620044e-07,7.348760516778796e-09
2629,0.05,0.00017199267323356193,4.760658252112027e-06,1.1809333971823932e-07
2629,0.1,0.0007060539835469157,3.71259236210883e-05,1.9040891135677085e-06
2629,0.2,0.00295713368422397,0.00028142144452066725,3.081865735657537e-05
2630,0.025,3.071540033545983e-05,1.0863756563783689e-07,2.1895949914307877e-09
2630,0.05,0.00012240984355252338,8.863080518742295e-07,3.472428670298067e-08
2630,0.1,0.00048582620604657734,7.358400371013096e-06,5.457302496500449e-07
2630,0.2,0.0019098175544608118,6.292087120954824e-05,8.419510238650771e-06
2631,0.025,2.083777816613841e-05,3.24558463604685e-07,3.0366600345388406e-09
2631,0.05,8.462480910192971e-05,2.5719302917392994e-06,4.88306974855135e-08
2631,0.1,0.00034838908632084387,2.0177571080026713e-05,7.885168336052573e-07
2631,0.2,0.0014677645877198553,0.00015491852675653117,1.2810176552469077e-05
2632,0.025,2.8569813707718383e-05,9.233106543216074e-08,2.4099153228540615e-09
2632,0.05,0.00011462940903410324,7.194784649167119e-07,3.844938105401763e-08
2632,0.1,0.0004610916865119413,5.45196423518135e-06,6.114585325983635e-07
2632,0.2,0.001861416430820162,3.8857541713135935e-05,9.649840429157286e-06
2633,0.025,8.660323415621285e-07,1.7110869554581853e-08,2.3270552151899437e-11
2633,0.05,3.5323814879806292e-06,1.3669559995044267e-07,3.7752084791620177e-10
2633,0.1,1.4673127108288941e-05,1.0903835562237063e-06,6.2014103296981204e-09
2633,0.2,6.299935132816903e-05,8.668377119991355e-06,1.043026124913915e-07
2634,0.025,6.035575572660434e-08,3.306922513601762e-10,2.1188606424971113e-13
2634,0.05,2.4009850102535424e-07,2.6472909420149904e-09,3.4480196475783487e-12
2634,0.1,9.497776611855357e-07,2.1205506628430015e-08,5.4763027446114165e-11
2634,0.2,3.713864276999601e-06,1.7006839425626197e-07,8.624455039019097e-10
2635,0.025,5.8802364257173195e-06,4.482586626886054e-08,2.0835927948270605e-10
2635,0.05,2.3698451663325612e-05,3.568094255330771e-07,3.4643788513919957e-09
2635,0.1,9.61891367111025e-05,2.822567759932365e-06,5.962267514252051e-08
2635,0.2,0.00039543538000446493,2.1969104199784373e-05,1.0884192808216508e-06
2636,0.025,8.650077784888577e-07,3.944742860140238e-08,2.850175651047948e-11
2636,0.05,3.6175765843471375e-06,3.153351848528274e-07,4.722579549643058e-10
2636,0.1,1.5727358272182856e-05,2.518392674205616e-06,8.06686820120639e-09
2636,0.2,7.290227673939498e-05,2.0066414347430506e-05,1.4526199171305265e-07
2637,0.025,2.6093431405027623e-06,8.167528209312991e-09,5.4383053615936205e-11
2637,0.05,1.0404267581115567e-05,6.577509373273394e-08,8.699325426686499e-10
2637,0.1,4.134701786590034e-05,5.331528334373559e-07,1.3911543805811277e-08
2637,0.2,0.0001631445090718442,4.376173725534338e-06,2.2224340856524805e-07
2638,0.025,1.9220298951724835e-05,4.434658302937544e-07,2.9232071069307253e-09
2638,0.05,7.863107588673007e-05,3.5237434009988133e-06,4.7368898255240044e-08
2638,0.1,0.0003282218909030493,2.7792560960110402e-05,7.763374339289641e-07
2638,0.2,0.0014173030225275163,0.00021558570275577275,1.2965484396569929e-05
2639,0.025,2.294923910714508e-05,1.5178728800680635e-07,2.696906946896005e-09
2639,0.05,9.23826027723687e-05,1.1927954958156073e-06,4.3078063812276857e-08
2639,0.1,0.0003739596300202305,9.200400914018136e-06,6.865875630014673e-07
2639,0.2,0.001527253051365439,6.821613494058243e-05,1.0879772875567462e-05
2640,0.025,3.716141608267609e-05,1.700378935987068e-07,6.090255522117616e-10
2640,0.05,0.00014932057957001144,1.3550668136463884e-06,1.0108539449937837e-08
2640,0.1,0.0006026097642276573,1.074771320219714e-05,1.7368962257346965e-07
2640,0.2,0.002451638913823162,8.419070972140452e-05,3.1805128765383106e-06
2641,0.025,2.586721559919014e-05,4.791773103307584e-09,1.759631579334453e-09
2641,0.05,0.00010343583511875087,5.219437040904218e-08,2.7937238217257132e-08
2641,0.1,0.0004133180584176832,6.34059538970333e-07,4.4000248138054143e-07
2641,0.2,0.0016474423427395024,8.36612908712564e-06,6.813672626462819e-06
2642,0.025,9.61426466329629e-06,1.3717698918447319e-07,3.9910243859742067e-10
2642,0.05,3.790525275110951e-05,1.1005138588066066e-06,6.290764860417131e-09
2642,0.1,0.00014717168541750203,8.851381022176308e-06,9.759627059985343e-08
2642,0.2,0.0005525994186920402,7.149284706666273e-05,1.4625690540502265e-06
2643,0.025,7.307793990274369e-06,1.324488710374716e-08,3.1037250547427675e-10
2643,0.05,2.918074334076759e-05,1.034121688003875e-07,5.029908045628417e-09
2643,0.1,0.000116351537099324,7.850849388923997e-07,8.245167576470536e-08
2643,0.2,0.0004629836255780617,5.562862574803873e-06,1.3774303424529677e-06
2644,0.025,5.627445701213152e-06,4.263748993454941e-08,2.478739505318295e-10
2644,0.05,2.267833952275533e-05,3.391066776409213e-07,3.97623342585085e-09
2644,0.1,9.203766050315532e-05,2.680729122711556e-06,6.393416584343781e-08
2644,0.2,0.00037835303338787374,2.0925307866098697e-05,1.0319984423273754e-06
2645,0.025,1.2262347778096983e-05,6.971003092826056e-08,5.116100043611738e-10
2645,0.05,4.8774646575280856e-05,5.535846608062389e-07,8.188466696368302e-09
2645,0.1,0.00019294978178238664,4.3631431619617356e-06,1.31041858003611e-07
2645,0.2,0.0007553922686955872,3.385943108183409e-05,2.0940490778886822e-06
2646,0.025,4.33278185476638e-06,4.690326147437085e-08,2.1053627959934096e-10
2646,0.05,1.714184907104007e-05,3.768913939229332e-07,3.3495923643274417e-09
2646,0.1,6.703365973484421e-05,3.0413021250078054e-06,5.296771253895938e-08
2646,0.2,0.0002555666527519068,2.4733194687501237e-05,8.265193877504684e-07
2647,0.025,1.1135097712167141e-05,1.486811976314506e-07,9.150683266678783e-10
2647,0.05,4.512768859360472e-05,1.1820225354619573e-06,1.474759225850164e-08
2647,0.1,0.0001851175767892954,9.334912556752117e-06,2.392484650115545e-07
2647,0.2,0.0007757986193458744,7.266796241570117e-05,3.925325758519227e-06
2648,0.025,3.401504326233651e-06,1.2203465615812092e-07,5.538738079291505e-10
2648,0.05,1.4098517031269076e-05,9.806383509947114e-07,8.792092220932801e-09
2648,0.1,6.0384672038837905e-05,7.913157317740449e-06,1.38387247494709e-07
2648,0.2,0.000274221834258237,6.433577537384716e-05,2.137614811797972e-06
2649,0.025,1.5464381692087414e-05,3.7022237997508256e-08,9.655258537133449e-10
2649,0.05,6.170167224067713e-05,3.0394347963480506e-07,1.5489782428934618e-08
2649,0.1,0.0002454657482701683,2.556714611051669e-06,2.4908503351572797e-07
2649,0.2,0.0009696085654137543,2.2481286111097898e-05,4.0202494907826125e-06
2650,0.025,1.4163808496052421e-05,2.029456788038564e-08,6.787941181363166e-10
2650,0.05,5.673107196212113e-05,1.570162494260452e-07,1.0770646562130448e-08
2650,0.1,0.00022746908188528425,1.1728590345039258e-06,1.6943613339454044e-07
2650,0.2,0.0009133050748461602,8.120183443025009e-06,2.6181779001488437e-06
2651,0.025,1.3790607073287109e-05,2.1398187288745874e-07,1.2629289801446841e-09
2651,0.05,5.6008078563592884e-05,1.701577761994283e-06,2.0380652943075006e-08
2651,0.1,0.00023067021395056786,1.3444210744166518e-05,3.3145657533928397e-07
2651,0.2,0.0009736468864312703,0.00010474287360566492,5.462464950367618e-06
2652,0.025,2.679883046086129e-06,8.42859481653413e-08,9.868685868497096e-10
2652,0.05,1.0374437483917642e-05,6.822384930743608e-07,1.5845856460305896e-08
2652,0.1,3.8640411351667514e-05,5.586292556321315e-06,2.5515146341581474e-07
2652,0.2,0.00013013457199859135,4.6772243633350086e-05,4.123114890095675e-06
2653,0.025,7.85665119129586e-06,1.2890928702269377e-07,7.557851011696926e-10
2653,0.05,3.193614312513304e-05,1.0251755078183322e-06,1.214506928359782e-08
2653,0.1,0.00013174651817926541,8.102647710006572e-06,1.9591690658682381e-07
2653,0.2,0.0005577840904396059,6.320860856268151e-05,3.1799083699546316e-06
2654,0.025,1.8356411878472922e-05,1.473578624400229e-07,1.5134685726891917e-09
2654,0.05,7.282413185355496e-05,1.1909471100690627e-06,2.4191959241415262e-08
2654,0.1,0.0002863401285049527,9.72018734951563e-06,3.861461428111834e-07
2654,0.2,0.0011034314606395146,8.080980277835881e-05,6.137473124750992e-06
2655,0.025,3.127771502936527e-06,2.3827231687700845e-07,4.378365725532518e-10
2655,0.05,1.3460414462179715e-05,1.9024177179693957e-06,7.2635095160755725e-09
2655,0.1,6.138504225997043e-05,1.5153055283156913e-05,1.2439453675461287e-07
2655,0.2,0.000304901777285399,0.00011997382937814494,2.2457691811472724e-06
2656,0.025,3.675980528794476e-05,1.7328473916888854e-07,4.033979039697044e-09
2656,0.05,0.00014770022514776215,1.3541429526031656e-06,6.44067932875636e-08
2656,0.1,0.0005957071275241588,1.032279874346731e-05,1.025599223547502e-06
2656,0.2,0.002416104013310494,7.456669818772799e-05,1.6220485548279484e-05
2657,0.025,7.973824036608401e-05,1.2653661488337686e-06,2.086688696834038e-08
2657,0.05,0.0003238457358208102,9.954238951781491e-06,3.35625334635381e-07
2657,0.1,0.0013324665279511594,7.690054047507222e-05,5.418373816179489e-06
2657,0.2,0.005593059046303195,0.0005707950963987907,8.775621793111199e-05
2658,0.025,1.9921865653360626e-05,1.5576561288033197e-07,1.731114196434902e-09
2658,0.05,8.029660301292485e-05,1.232202851003672e-06,2.7770965721485297e-08
2658,0.1,0.0003258909393474285,9.633338699799321e-06,4.4645183397418187e-07
2658,0.2,0.0013384723651408692,7.344196255032465e-05,7.19636171983562e-06
2659,0.025,1.8957053205814756e-06,2.7816325687268773e-08,5.235475941667289e-11
2659,0.05,7.471147267817946e-06,2.229393172847871e-07,8.275498897258871e-10
2659,0.1,2.898653713800936e-05,1.7898092024570822e-06,1.2915063268836846e-08
2659,0.2,0.00010869416932132725,1.4411216040510766e-05,1.9606292694929195e-07
2660,0.025,1.1092628253814296e-05,2.9998351601390194e-08,6.167829580405737e-10
2660,0.05,4.424556334458457e-05,2.4494307707123575e-07,9.890527938316573e-09
2660,0.1,0.00017592268408329892,2.0393416033243073e-06,1.5892121024707606e-07
2660,0.2,0.000694242948119983,1.7605154626537667e-05,2.561791481947573e-06
2661,0.025,1.0318683799262485e-05,1.5343886658469863e-07,7.185967237921531e-10
2661,0.05,4.188263169306594e-05,1.2216519623547972e-06,1.1607744161701294e-08
2661,0.1,0.00017232083436444223,9.676915441604594e-06,1.891622105204549e-07
2661,0.2,0.0007263735810599178,7.579790536856382e-05,3.130715848450455e-06
2662,0.025,2.1224896662022652e-05,1.1153563915511366e-07,1.0245970738509413e-11
2662,0.05,8.445370936277508e-05,8.920198419082315e-07,3.47239126341492e-10
2662,0.1,0.00033425522908915595,7.127687729605037e-06,1.1248918699302557e-08
2662,0.2,0.0013087714965010558,5.676017077396733e-05,3.5132241242574747e-07
