sample_index,lambda,second_order_error,third_order_error,fourth_order_error
474,0.025,1.3897022862197073e-06,1.8519023176066796e-08,9.830275482514139e-12
474,0.05,5.484659141907766e-06,1.482260956475745e-07,1.5255241514466888e-10
474,0.1,2.134465877304259e-05,1.1868821771787719e-06,2.2938312638220992e-09
474,0.2,8.061744503612411e-05,9.508718764733581e-06,3.2011997358472044e-08
475,0.025,9.489691425279556e-06,5.827685269355065e-07,1.0186959054081512e-09
475,0.05,4.028079197559986e-05,4.653100382334685e-06,1.7197400614676894e-08
475,0.1,0.0001795695235997652,3.7058757226648975e-05,3.0362503694592036e-07
475,0.2,0.0008631948581593885,0.00029315179266695135,5.747265441669036e-06
476,0.025,8.040179697889338e-06,4.462301616409148e-08,2.996790940401617e-10
476,0.05,3.2336805918145584e-05,3.5457919125847503e-07,4.80237082045587e-09
476,0.1,0.0001307268926591526,2.7979857516041706e-06,7.706674502727662e-08
476,0.2,0.0005334766622310527,2.176103460084511e-05,1.2393853722203474e-06
477,0.025,6.230364947810985e-06,2.4334731571831747e-08,5.599813789752828e-10
477,0.05,2.5014340292582593e-05,1.902194276294511e-07,8.938275974403054e-09
477,0.1,0.00010074746096868509,1.4509775088725196e-06,1.4228411995918094e-07
477,0.2,0.0004076814670073356,1.0495533168085325e-05,2.2505598625717493e-06
478,0.025,2.5828484547602004e-05,1.858751088879007e-07,2.6127248420326765e-09
478,0.05,0.00010254955910429797,1.507879521661648e-06,4.178044926694824e-08
478,0.1,0.0004038335802201143,1.2396174283668682e-05,6.673817044278163e-07
478,0.2,0.001560469822603272,0.00010444919541185982,1.0618854777877385e-05
479,0.025,1.2361824291623469e-05,6.97418962580798e-08,6.12048606241089e-11
479,0.05,4.916775057094147e-05,5.585141805847238e-07,1.0686493773226502e-09
479,0.1,0.0001944254227799272,4.4796362261914635e-06,2.0071976504498767e-08
479,0.2,0.0007595205552600182,3.609968076445126e-05,4.231667669520739e-07
480,0.025,3.6329955157621274e-05,6.112464921159688e-07,6.9933795698862156e-09
480,0.05,0.00014281957279654867,4.945233802455817e-06,1.1120890203164535e-07
480,0.1,0.0005506314106901444,4.042781570584575e-05,1.755616502507884e-06
480,0.2,0.002027642618142589,0.0003365942874413719,2.721669381472447e-05
481,0.025,1.723774782674825e-05,4.5231555140246016e-08,1.0118283710891518e-09
481,0.05,6.912386542429205e-05,3.5380033788778853e-07,1.6146730119626085e-08
481,0.1,0.00027778292296459783,2.7026626190085334e-06,2.5691392507853905e-07
481,0.2,0.001119936985837261,1.9615944454876022e-05,4.060667897903825e-06
482,0.025,2.6242959356603812e-05,1.2324776510475033e-07,2.377736396663721e-09
482,0.05,0.00010544585532074047,9.670089546331972e-07,3.79950574336263e-08
482,0.1,0.00042534932976279194,7.433944298473882e-06,6.060877981717283e-07
482,0.2,0.0017263595875693927,5.4698045712009424e-05,9.622211061044439e-06
483,0.025,7.45006530339376e-06,2.038039873392128e-07,6.398910429306071e-10
483,0.05,3.061016415080442e-05,1.625118886572352e-06,1.043214047091734e-08
483,0.1,0.00012885157446604345,1.2911393409094363e-05,1.7301480723097562e-07
483,0.2,0.0005654794577652986,0.00010171873353750915,2.9565321931074307e-06
484,0.025,1.408330486021847e-05,1.233845138004508e-07,1.197020788046288e-09
484,0.05,5.6817126106251115e-05,9.774447206067904e-07,1.9207556156697336e-08
484,0.1,0.00023102299711030838,7.664271567731085e-06,3.0894664637681757e-07
484,0.2,0.0009522344610333744,5.8799558863065204e-05,4.986186849770258e-06
485,0.025,8.725151228738959e-06,1.227030865247336e-07,5.572810546361495e-10
485,0.05,3.538687266174678e-05,9.770800928343704e-07,9.002848022632293e-09
485,0.1,0.00014538108766942726,7.74191739383312e-06,1.4674613285636795e-07
485,0.2,0.0006112359520821786,6.067927097980208e-05,2.430037233713822e-06
486,0.025,2.4913029979256596e-06,5.739325195652789e-09,5.887595966314052e-11
486,0.05,9.987699150254548e-06,4.544445934839825e-08,9.411498524958262e-10
486,0.1,4.012507747570837e-05,3.5605871211152884e-07,1.5026161523379322e-08
486,0.2,0.00016180546379991612,2.7293887455009935e-06,2.3929024359214957e-07
487,0.025,2.0021886738830208e-05,1.8539245139059801e-09,2.5979951523424916e-10
487,0.05,8.009293930882899e-05,1.280805150827291e-08,4.101740669337772e-09
487,0.1,0.0003203918541463402,7.1329117001806e-08,6.394922058561292e-08
487,0.2,0.001281389685453771,1.0758533636190393e-07,9.746413644484697e-07
488,0.025,2.157439951966378e-06,8.021252811962754e-08,2.7270789793032435e-10
488,0.05,8.306750787299977e-06,6.438591330509835e-07,4.340571325978093e-09
488,0.1,3.0617603564389584e-05,5.184836117007319e-06,6.868762320727528e-08
488,0.2,0.000101208124867469,4.200163385812555e-05,1.0724459077494919e-06
489,0.025,1.5019831664686567e-05,1.6909550787369554e-08,7.539127655498135e-10
489,0.05,6.0005599587159564e-05,1.413652746806715e-07,1.2120170395091279e-08
489,0.1,0.00023935817100054213,1.2296884468465663e-06,1.9572761261743565e-07
489,0.2,0.0009508928331595223,1.145860463006021e-05,3.1869179563381866e-06
490,0.025,9.768133250098732e-06,2.9578925947459922e-08,1.2906037349935673e-11
490,0.05,3.895441444419501e-05,2.3643425998975953e-07,3.003958609637536e-10
490,0.1,0.00015487726848459338,1.88612633213181e-06,7.75091461846511e-09
490,0.2,0.0006121167692708651,1.493680999602176e-05,2.1420797799431845e-07
491,0.025,1.1040757857405659e-06,6.106776213876675e-08,1.6708537331489026e-10
491,0.05,4.1707264498147545e-06,4.898477416886982e-07,2.642327592838889e-09
491,0.1,1.4703377480260182e-05,3.93891928573975e-06,4.127597291736507e-08
491,0.2,4.276011166995386e-05,3.1809075394031994e-05,6.279288914667891e-07
492,0.025,2.0035208860291753e-06,1.850979990947188e-07,2.9286872926803653e-10
492,0.05,8.751971251108603e-06,1.478279703259755e-06,4.847239165606254e-09
492,0.1,4.0877122798710364e-05,1.1782356607370481e-05,8.265893192138662e-08
492,0.2,0.00020981718031493068,9.343811554962667e-05,1.4820087648748093e-06
493,0.025,3.3125711203924046e-07,3.607857541887416e-08,3.775072615619379e-11
493,0.05,1.4690284309490376e-06,2.8831428446063345e-07,6.163246857315841e-10
493,0.1,7.024045260969891e-06,2.3011886750093358e-06,1.0256198189340093e-08
493,0.2,3.720645634840147e-05,1.8315030004545374e-05,1.7652898104403292e-07
494,0.025,3.116662170501994e-05,1.2758708567428556e-07,6.798922258521856e-10
494,0.05,0.00012415094741388688,1.0258877489455198e-06,1.0630201441319542e-08
494,0.1,0.0004924229799692648,8.284360682037084e-06,1.6230030194797074e-07
494,0.2,0.001935494965865231,6.733439674000419e-05,2.357913699208014e-06
495,0.025,7.0048281577139715e-06,7.64361916538725e-08,3.914026880380561e-10
495,0.05,2.7710468722907944e-05,6.145886745911877e-07,6.230362892267749e-09
495,0.1,0.00010833473927332471,4.965490316671817e-06,9.862382305270145e-08
495,0.2,0.0004127240565906243,4.047686176933407e-05,1.541929820464416e-06
496,0.025,9.77436271804022e-06,1.6681522593819942e-08,9.968402492344097e-11
496,0.05,3.9029962166370336e-05,1.3421479615194354e-07,1.5600876007715314e-09
496,0.1,0.00015557160881680965,1.0850990332933463e-06,2.3861364911725857e-08
496,0.2,0.0006177890691745069,8.837762225905044e-06,3.478608788798354e-07
497,0.025,1.1977616332467522e-05,4.9094200274546473e-08,5.056673413328383e-10
497,0.05,4.7710032262580915e-05,3.968098683942989e-07,8.101604935528695e-09
497,0.1,0.00018918774780449232,3.2396207194085314e-06,1.2995461175224765e-07
497,0.2,0.0007427439429512489,2.696553114432676e-05,2.0882022830487346e-06
498,0.025,3.152840411760338e-05,1.0929880383744872e-07,2.8934471797692485e-09
498,0.05,0.00012565314379156534,8.976678942049232e-07,4.642504094348743e-08
498,0.1,0.0004986466800186717,7.556566724409297e-06,7.466238983247497e-07
498,0.2,0.0019582881151413503,6.652487183095995e-05,1.204532922231133e-05
499,0.025,2.7758813829437123e-05,9.169081560678194e-08,2.4107429941189196e-09
499,0.05,0.0001113828397321659,7.143476769000401e-07,3.8464791962677936e-08
499,0.1,0.00044808469971180376,5.410731490768095e-06,6.117682601891605e-07
499,0.2,0.0018092193018894587,3.852342900526051e-05,9.65656900239753e-06
500,0.025,8.470114769010273e-07,9.838829095887291e-08,2.404521026733164e-11
500,0.05,3.781343056646902e-06,7.868503128921622e-07,4.4837648871531854e-10
500,0.1,1.8267153236550815e-05,6.289182261531856e-06,9.207253487408806e-09
500,0.2,9.808697213362083e-05,5.017508823353112e-05,2.120278866785119e-07
501,0.025,2.216867116344723e-05,3.3638176269445985e-07,2.918295022302786e-09
501,0.05,8.999659807842897e-05,2.667440475390137e-06,4.695998623294173e-08
501,0.1,0.0003702724689480519,2.0955838535841043e-05,7.593651572546101e-07
501,0.2,0.0015586170174373137,0.0001613504957885259,1.2371133756017283e-05
502,0.025,1.5425821537073947e-05,1.3187088025723437e-07,9.174654647114977e-10
502,0.05,6.222335871200468e-05,1.0475560847517107e-06,1.4750680968345087e-08
502,0.1,0.0002529634680648041,8.260257555792183e-06,2.381965699821409e-07
502,0.2,0.001042925524656152,6.411268262011827e-05,3.874950386062448e-06
503,0.025,1.5229746493095053e-06,9.862843672325816e-08,1.2334688825887952e-10
503,0.05,5.696452642256489e-06,7.899597018468096e-07,1.9189830835486532e-09
503,0.1,1.9612378766575844e-05,6.333270609865105e-06,2.8944859661872435e-08
503,0.2,5.294183771838157e-05,5.084075978736835e-05,4.0615378578412464e-07
504,0.025,3.6590563750105165e-05,5.749913822850061e-08,2.968282786230958e-09
504,0.05,0.00014656881477964623,4.3655633202854816e-07,4.718303608930441e-08
504,0.1,0.0005876540990638057,3.125065273446026e-06,7.44849671330261e-07
504,0.2,0.0023574896602852613,1.9373525123767e-05,1.1585794434498808e-05
505,0.025,1.843839031484551e-05,1.7173967997718975e-07,1.8157510495164786e-09
505,0.05,7.305217517361573e-05,1.388344805675068e-06,2.8953374198170678e-08
505,0.1,0.0002864271069210611,1.1334972996046577e-05,4.598415441758874e-07
505,0.2,0.0010968153694306815,9.423295023774925e-05,7.2318986226727056e-06
506,0.025,4.273559940415339e-05,8.78045058327892e-08,3.734956732781569e-09
506,0.05,0.0001705609237813155,7.326918586292308e-07,6.013546588468088e-08
506,0.1,0.0006788201140312533,6.3543485285810775e-06,9.738973866801892e-07
506,0.2,0.0026817192605392837,5.897858969999836e-05,1.5934980564791257e-05
507,0.025,8.065910339610793e-06,7.417650935148679e-08,1.2384681197241676e-09
507,0.05,3.1956978570099603e-05,6.033688257356395e-07,1.9864495923171965e-08
507,0.1,0.00012525411261529729,4.987276968064502e-06,3.1924232952312837e-07
507,0.2,0.00047847917624180974,4.248638209163741e-05,5.142104983306417e-06
508,0.025,1.9310655522422615e-05,1.6911556822984952e-07,1.939637297998509e-09
508,0.05,7.655070794000685e-05,1.3683764226307682e-06,3.096897518983788e-08
508,0.1,0.00030048393219198055,1.1192405258542149e-05,4.931456790424615e-07
508,0.2,0.001153313690876935,9.339165892516266e-05,7.797582289165161e-06
509,0.025,6.705918842260516e-05,4.194447047328742e-08,6.702813179493283e-09
509,0.05,0.00026801642561308237,3.881059592175662e-07,1.0617270089496866e-07
509,0.1,0.0010696985116947291,3.9196145944775385e-06,1.6641485278828805e-06
509,0.2,0.0042509218831012635,4.3550622055577026e-05,2.5506893522819762e-05
510,0.025,4.190524090182807e-05,2.5915525592862254e-07,5.353836048105354e-09
510,0.05,0.000166541411616844,2.116173014182765e-06,8.576165513862755e-08
510,0.1,0.0006570125694021975,1.7617769121916482e-05,1.3744782495425656e-06
510,0.2,0.00254657127430416,0.0001519500797922957,2.200375281333211e-05
511,0.025,1.2374605008136363e-05,9.064020145554963e-09,8.826805952821815e-11
511,0.05,4.9461493217328734e-05,7.318289568791769e-08,1.3768789441925833e-09
511,0.1,0.00019754332088589566,5.953835662264595e-07,2.093543205461401e-08
511,0.2,0.0007876572540918003,4.897563716688147e-06,3.019786434244054e-07
512,0.025,2.0147507778289775e-05,1.2964115958524758e-07,1.9154567931778388e-09
512,0.05,8.109329903854823e-05,1.0218325637856296e-06,3.062036735279605e-08
512,0.1,0.0003282166496413885,7.930783742393643e-06,4.888397065472283e-07
512,0.2,0.0013407274164979333,5.958395290189822e-05,7.773034689573244e-06
513,0.025,4.65011279443539e-06,8.993709705099051e-08,2.863175703471388e-10
513,0.05,1.895785499300695e-05,7.171522034728206e-07,4.635113508288935e-09
513,0.1,7.866125106397934e-05,5.698439905849756e-06,7.585863000258986e-08
513,0.2,0.00033677951771254183,4.4928273080022205e-05,1.2661152068100048e-06
514,0.025,5.345556764257964e-05,2.9291387565466565e-07,1.138132948996784e-09
514,0.05,0.00021264224499129014,2.3516810816193168e-06,1.7475140001721456e-08
514,0.1,0.000841045291818665,1.8930412473000535e-05,2.567649400597727e-07
514,0.2,0.0032870928579546155,0.00015280995921200524,3.4207789483819973e-06
515,0.025,1.1184401251349008e-05,2.7826415338605415e-09,4.264416042509822e-10
515,0.05,4.472310760339493e-05,2.562796810878787e-08,6.7783686719113945e-09
515,0.1,0.00017873711830963812,2.578239763906254e-07,1.0702718085398022e-07
515,0.2,0.0007131068504261651,2.872918717949924e-06,1.666544353629007e-06
516,0.025,3.1904007979088878e-06,6.019627085684931e-08,2.2175702940607778e-10
516,0.05,1.2519070119232367e-05,4.83318155830581e-07,3.52204529430189e-09
516,0.1,4.811568477489092e-05,3.893868325360872e-06,5.549944104288329e-08
516,0.2,0.00017647171649101678,3.156649590993488e-05,8.595448353632129e-07
517,0.025,9.978093346976746e-06,2.2289050292945145e-07,9.728727684565897e-10
517,0.05,4.07959427840901e-05,1.7751314079009206e-06,1.577559766152703e-08
517,0.1,0.00017015154094654483,1.4068295441781176e-05,2.589606027184055e-07
517,0.2,0.0007346085928902762,0.00011027561087122162,4.342437484747275e-06
518,0.025,7.124371979097543e-07,4.1171987173738156e-08,8.197887507721546e-11
518,0.05,3.0150610700330205e-06,3.300002270820168e-07,1.2801606719126113e-09
518,0.1,1.3389471770527961e-05,2.649228398737824e-06,1.9467867463929256e-08
518,0.2,6.42777449702675e-05,2.1316771483096547e-05,2.7868723290191966e-07
519,0.025,2.600467938529416e-05,5.545886472280159e-08,1.802898441649603e-09
519,0.05,0.00010422624767064681,4.2936558830586335e-07,2.872851714852409e-08
519,0.1,0.00041839652252712023,3.208994197811954e-06,4.5575864587865667e-07
519,0.2,0.0016829080536051866,2.215794028795348e-05,7.1600824614881375e-06
520,0.025,3.375502335364877e-05,4.4991921799297785e-08,3.4059107478778827e-09
520,0.05,0.00013481253706654206,3.875240352502196e-07,5.483594681110482e-08
520,0.1,0.0005372507725583398,3.549471848801611e-06,8.879671412054257e-07
520,0.2,0.002127386440866491,3.581453676206048e-05,1.4522499101374264e-05
521,0.025,5.216495209675598e-05,1.5686213783450143e-07,7.374319155317721e-09
521,0.05,0.00020922895709890588,1.196597263108945e-06,1.1729439286511933e-07
521,0.1,0.0008407870128452344,8.657573502102167e-06,1.8535597458013697e-06
521,0.2,0.003383741848755173,5.522409138275508e-05,2.8864974600473214e-05
522,0.025,1.6267594167507227e-05,1.3471515197815975e-07,1.4671005521549318e-09
522,0.05,6.451983305832965e-05,1.0894042195563891e-06,2.3419808203861692e-08
522,0.1,0.00025353626428453735,8.900684827006788e-06,3.728095362698358e-07
522,0.2,0.0009756326666168214,7.411512982938295e-05,5.892127503542843e-06
523,0.025,2.4113580078088948e-05,2.5559137611930183e-08,9.554237956344025e-10
523,0.05,9.654877642822912e-05,1.9669266637656335e-07,1.542382482844218e-08
523,0.1,0.0003868541029755229,1.445767928084929e-06,2.511640014579708e-07
523,0.2,0.0015510503318208746,9.416991631136518e-06,4.1584638051928025e-06
524,0.025,4.995327386966841e-05,5.148207629437906e-07,1.9762408931534026e-09
524,0.05,0.00020188767081665698,4.133858389765432e-06,3.1102213381151156e-08
524,0.1,0.0008243172514423858,3.330200173483344e-05,4.799523237661307e-07
524,0.2,0.0034336744171885175,0.00026961341835829433,7.037023069755843e-06
525,0.025,3.933628783911458e-06,2.2019711137799547e-08,2.3104229640580343e-10
525,0.05,1.582074753263274e-05,1.743112415242276e-07,3.69478589390404e-09
525,0.1,6.395074984505422e-05,1.3650046806340521e-06,5.9043538724878886e-08
525,0.2,0.00026079383712770965,1.0450856470028969e-05,9.415292848841128e-07
526,0.025,6.927540502660312e-06,1.5359677724147147e-08,2.602635051918156e-10
526,0.05,2.7769528431226265e-05,1.20805131481605e-07,4.154398464129017e-09
526,0.1,0.00011152842132550189,9.335281265232531e-07,6.614811293159661e-08
526,0.2,0.00044932954836934824,6.949975573378175e-06,1.0474343423161336e-06
527,0.025,6.094945422918663e-06,3.860926123255837e-08,2.2830709545118566e-10
527,0.05,2.453242019595514e-05,3.0707554921072244e-07,3.6249973578428296e-09
527,0.1,9.932988133753984e-05,2.428502750506656e-06,5.71016218198217e-08
527,0.2,0.0004066054256966489,1.8999911348405174e-05,8.849236302621577e-07
528,0.025,1.4926867638468191e-06,3.213355351831468e-07,4.478593884638116e-11
528,0.05,4.686177987303988e-06,2.5699112088167428e-06,1.1313601618045954e-09
528,0.1,8.487350519139486e-06,2.0537006265343438e-05,3.1334286484940854e-08
528,0.2,4.752854747297475e-05,0.00016362597461090644,9.207498037344664e-07
529,0.025,1.3075063293815914e-05,9.724790188403443e-08,9.355590815940396e-10
529,0.05,5.1903805847519635e-05,7.854389352940361e-07,1.494019287451298e-08
529,0.1,0.00020435496119880492,6.402017932449766e-06,2.3802799313521472e-07
529,0.2,0.0007899461910822747,5.3081725442716277e-05,3.769805928227621e-06
530,0.025,1.4930524861511696e-05,1.236638658141942e-08,4.938867422671356e-10
530,0.05,5.976750326296826e-05,9.486936324628464e-08,8.012823344942521e-09
530,0.1,0.00023938182221936583,6.912866204770649e-07,1.3177087225361983e-07
530,0.2,0.0009591234675168717,4.361325121320092e-06,2.2231348205253854e-06
531,0.025,1.180087475188829e-05,6.768560822933978e-08,2.1237717140465406e-10
531,0.05,4.7475870282642774e-05,5.431137080069703e-07,3.3278593769558995e-09
531,0.1,0.000192100241696469,4.3692153978425186e-06,5.09286089411809e-08
531,0.2,0.0007862064102698851,3.528230507540697e-05,7.360107640852487e-07
532,0.025,4.574102169141447e-06,7.62349655347716e-08,7.381267819184245e-11
532,0.05,1.7990924451011248e-05,6.104240876381173e-07,1.1348648409903461e-09
532,0.1,6.951439083732747e-05,4.891003317269993e-06,1.6689534809710693e-08
532,0.2,0.0002584068409679785,3.9214735650411336e-05,2.2022539072907854e-07
533,0.025,4.142461295625344e-06,1.3792030256754018e-07,3.369961809607247e-10
533,0.05,1.6015584454603937e-05,1.1059419381675983e-06,5.2754871027183015e-09
533,0.1,5.960012897890388e-05,8.885976592237776e-06,8.064498369098061e-08
533,0.2,0.00020233402956387758,7.161039272063352e-05,1.1677398523146643e-06
534,0.025,5.8905487945182244e-06,1.958482098718406e-07,5.321377782863124e-10
534,0.05,2.2774741513020835e-05,1.5708465044284026e-06,8.317927902012912e-09
534,0.1,8.475538956487227e-05,1.26269625050357e-05,1.2673389282458203e-07
534,0.2,0.0002877070873983367,0.00010182232088118415,1.8204919839392986e-06
535,0.025,8.194638394820944e-06,3.075921856023761e-08,3.6771096931231817e-10
535,0.05,3.265256851556122e-05,2.490219379617728e-07,5.88987723653886e-09
535,0.1,0.00012956688240426534,2.0394794098270615e-06,9.442292402475627e-08
535,0.2,0.0005093496864511035,1.707576080526782e-05,1.5153089188493785e-06
536,0.025,7.767519887291741e-07,8.3695045338672e-10,6.686207143502543e-12
536,0.05,3.1103023745704395e-06,6.642221495045675e-09,1.0687176144053012e-10
536,0.1,1.246692650139214e-05,5.228588906280862e-08,1.7068569058142913e-09
536,0.2,5.0063297116959005e-05,4.047346676139263e-07,2.7207300218323738e-08
537,0.025,2.393988460733243e-06,3.6204731782008004e-08,1.1156352230923261e-10
537,0.05,9.430256631109968e-06,2.905161389510358e-07,1.7707928665067207e-09
537,0.1,3.6545260038226e-05,2.3378310420110737e-06,2.7868273327902315e-08
537,0.2,0.00013662206661795018,1.8910297703012002e-05,4.3059555355356993e-07
538,0.025,1.3792420743181932e-05,3.6355659371878346e-08,6.256993603792615e-10
538,0.05,5.531011515980122e-05,2.8585482454712707e-07,9.996045290117106e-09
538,0.1,0.00022230442901425423,2.207387673241329e-06,1.594192854462162e-07
538,0.2,0.0008967908447548578,1.640267939080793e-05,2.531776278690695e-06
539,0.025,4.137458409348219e-06,1.832249585231177e-07,3.891595084376531e-10
539,0.05,1.727944262073025e-05,1.4625088174281126e-06,6.404126820860889e-09
539,0.1,7.491095497302175e-05,1.1643219759813195e-05,1.0808379417512337e-07
539,0.2,0.00034517677707826544,9.210583622543816e-05,1.9045922064683807e-06
540,0.025,7.593360663249449e-06,1.5270838503445017e-07,6.998212565001438e-10
540,0.05,3.097855913856973e-05,1.2159500257097333e-06,1.1315624645624744e-08
540,0.1,0.0001286838164409193,9.633379989507085e-06,1.8474521330108518e-07
540,0.2,0.0005516789856030088,7.547723979735646e-05,3.0677618251123695e-06
541,0.025,7.996865814097198e-06,6.564968206557165e-08,4.458986374578089e-10
541,0.05,3.172132108819614e-05,5.2874089644106e-07,7.110629030027127e-09
541,0.1,0.00012471422804835597,4.2860198901650826e-06,1.1297775091845264e-07
541,0.2,0.00048083669708748333,3.516429466661475e-05,1.7799575526417089e-06
542,0.025,1.3540601922851225e-05,4.0530497347202044e-08,2.3843421681490895e-10
542,0.05,5.4322566779618775e-05,3.222810776026819e-07,3.8703749649648955e-09
542,0.1,0.00021854663600187618,2.5454931937562986e-06,6.37184267848756e-08
542,0.2,0.0008838002221968067,1.9795650964354872e-05,1.0780420000300328e-06
543,0.025,1.4347228359384845e-05,4.584543846497535e-07,2.0524573984825878e-09
543,0.05,5.9205650002253085e-05,3.6505541033404754e-06,3.350063301765793e-08
543,0.1,0.0002511361600274764,2.8915776431825968e-05,5.566614590390984e-07
543,0.2,0.0011151282745537061,0.00022624674017106272,9.532762955760665e-06
544,0.025,7.638093129022638e-07,2.5211528011104267e-08,3.2746513833892266e-12
544,0.05,3.1561027746887516e-06,2.0171163512411328e-07,4.5608253285145395e-11
544,0.1,1.3431400490974965e-05,1.613835932716412e-06,5.077177497869734e-10
544,0.2,6.0177838027929836e-05,1.2907579794888685e-05,9.540751695624738e-10
545,0.025,1.1924439079241678e-05,2.5492301214402602e-08,4.963018884751591e-10
545,0.05,4.7591796824092425e-05,2.0792869770414057e-07,7.960703124476609e-09
545,0.1,0.00018947117035333916,1.7277317339026155e-06,1.279877772097926e-07
545,0.2,0.0007499318368490437,1.486377149992335e-05,2.065819846297501e-06
546,0.025,4.401181762675455e-06,8.444395946383132e-08,2.719940384032782e-10
546,0.05,1.7264828876220606e-05,6.776740123226599e-07,4.2982889608689234e-09
546,0.1,6.631597472449291e-05,5.454036829707909e-06,6.703104284133676e-08
546,0.2,0.00024296875470268542,4.41112915140901e-05,1.01524521911589e-06
547,0.025,1.7772732279208725e-06,9.207587577109155e-08,1.804903726476681e-10
547,0.05,7.4758945835945445e-06,7.351051750092985e-07,2.9457541267374765e-09
547,0.1,3.2818597019715345e-05,5.855439385374361e-06,4.89680477000487e-08
547,0.2,0.00015424712717640454,4.639449663906836e-05,8.407628254991639e-07
548,0.025,1.7005050415436207e-05,4.820434005798962e-07,2.655924270116884e-09
548,0.05,6.992647023332417e-05,3.834442173899361e-06,4.3152424900744224e-08
548,0.1,0.0002946780275102992,3.0309915272599963e-05,7.108415178008753e-07
548,0.2,0.001293655640252453,0.000236183191301656,1.1982863021564594e-05
549,0.025,1.8516759995590437e-06,8.658008116002591e-09,9.266060141399635e-12
549,0.05,7.3721485669142606e-06,6.918746384143581e-08,1.507296232272637e-10
549,0.1,2.921313071743703e-05,5.522134055579997e-07,2.4921420760382063e-09
549,0.2,0.00011466610447538605,4.395272016594065e-06,4.23723644921159e-08
550,0.025,5.384775132732944e-06,9.23551855130933e-08,2.7894617171675407e-10
550,0.05,2.1906227010329293e-05,7.365472214637681e-07,4.525832028590138e-09
550,0.1,9.053291209590308e-05,5.854192940440983e-06,7.43914874701268e-08
550,0.2,0.0003848920118993959,4.617713527754752e-05,1.251540145727481e-06
551,0.025,6.461252739731194e-06,8.72577789468032e-08,2.1411683537309045e-10
551,0.05,2.6195712212684352e-05,6.997323694912794e-07,3.3830726275940748e-09
551,0.1,0.00010760744040652637,5.623521033781831e-06,5.2726658900104084e-08
551,0.2,0.00045329837355986835,4.536269606891796e-05,7.963410698919038e-07
552,0.025,2.6068929149303255e-05,9.205019049773888e-08,1.9357918878970537e-09
552,0.05,0.00010462852049678006,7.210046615302446e-07,3.08831975825985e-08
552,0.1,0.0004211540538133218,5.523990472322549e-06,4.911124004691736e-07
552,0.2,0.0017028892375646199,4.036898420073376e-05,7.75183878171104e-06
553,0.025,1.4700388130034492e-05,1.0965019886510774e-07,1.7695908627324286e-09
553,0.05,5.834899621492973e-05,8.91157100696427e-07,2.811223676069119e-08
553,0.1,0.00022961294230489093,7.347670957585928e-06,4.43312046016775e-07
553,0.2,0.0008857248639569659,6.211758909291376e-05,6.882717800416049e-06
554,0.025,6.256698712459041e-07,3.1372974496068906e-08,5.578873474298973e-11
554,0.05,2.3767442357269797e-06,2.5142714718540127e-07,8.896610947939365e-10
554,0.1,8.494254532004364e-06,2.0184309996729155e-06,1.4131110837034555e-08
554,0.2,2.579378673908672e-05,1.6256955387622396e-05,2.2255627696310398e-07
555,0.025,9.663474370581737e-05,4.0324065144967114e-07,7.272205612002258e-09
555,0.05,0.00038809082193824035,3.164809720772148e-06,1.192931357342497e-07
555,0.1,0.0015639725209952264,2.4268472125353602e-05,2.004350726697579e-06
555,0.2,0.006333779464973474,0.0001749632694939829,3.521931332241268e-05
556,0.025,1.8575865545725212e-05,2.118713880033818e-07,1.4199681569460054e-09
556,0.05,7.513938877175275e-05,1.6834121408654257e-06,2.2918708375563313e-08
556,0.1,0.0003071017060252701,1.3277799501734688e-05,3.728472921515902e-07
556,0.2,0.001278353270373983,0.00010305764427984143,6.147530071248797e-06
557,0.025,1.3828185459932585e-05,3.246968728609634e-09,7.741950552864196e-10
557,0.05,5.5319614187018806e-05,1.986022219943595e-08,1.2309088089079712e-08
557,0.1,0.00022126195525278003,6.293939350254796e-08,1.9441508881945513e-07
557,0.2,0.0008838267480959922,9.69315341116904e-07,3.0281511996890255e-06
558,0.025,2.7306340603661106e-06,9.527714356361017e-08,3.650960367362899e-10
558,0.05,1.0538534203463623e-05,7.651106122275042e-07,5.814231929246461e-09
558,0.1,3.904810522525892e-05,6.1664740375472205e-06,9.210299520279186e-08
558,0.2,0.00013082253523195864,5.003578181923818e-05,1.4408134804272388e-06
559,0.025,8.371915629391824e-07,9.378814667948543e-08,1.7438015961768194e-10
559,0.05,2.9722582642680018e-06,7.516605742032001e-07,2.75044204078867e-09
559,0.1,8.86167255852166e-06,6.034002795363147e-06,4.272173807599866e-08
559,0.2,1.1011450037234916e-05,4.857125137830258e-05,6.410029200071277e-07
560,0.025,3.506432136701765e-06,4.22176552328235e-08,1.8561288617213734e-10
560,0.05,1.4193106717491633e-05,3.3624879156035625e-07,2.9773534471200236e-09
560,0.1,5.80933727664934e-05,2.665941062796051e-06,4.7868097347025795e-08
560,0.2,0.00024264769480886184,2.0937967994072437e-05,7.725052870166671e-07
561,0.025,1.5832783438474163e-06,6.167962340875022e-08,1.1062395444128015e-10
561,0.05,6.085530573629594e-06,4.943012953673165e-07,1.7492996773338376e-09
561,0.1,2.235159067437431e-05,3.967736801641086e-06,2.732083614898073e-08
561,0.2,7.33387555128251e-05,3.1938554391236496e-05,4.1522666727189517e-07
562,0.025,2.1356356805890542e-05,6.935119207379659e-08,1.4213402191320945e-09
