sample_index,n,group_count,effective_score_error,partition_weight_error
2591,36,6,2.220446049250313e-16,4.440892098500626e-16
2592,17,6,1.704365815147213e-16,0.0
2593,11,5,1.6653345369377348e-16,2.220446049250313e-16
2594,45,2,2.220446049250313e-16,8.881784197001252e-16
2595,61,6,1.1102230246251565e-16,4.440892098500626e-16
2596,63,3,2.220446049250313e-16,0.0
2597,16,2,5.551115123125783e-16,1.7763568394002505e-15
2598,38,10,2.220446049250313e-16,0.0
2599,16,7,2.220446049250313e-16,4.440892098500626e-16
2600,80,6,3.3306690738754696e-16,0.0
2601,38,2,1.1102230246251565e-16,4.440892098500626e-16
2602,6,5,1.6653345369377348e-16,1.1102230246251565e-16
2603,49,3,0.0,0.0
2604,70,7,3.3306690738754696e-16,0.0
2605,26,6,1.1102230246251565e-16,0.0
2606,70,5,2.220446049250313e-16,8.881784197001252e-16
2607,11,3,1.1102230246251565e-16,8.881784197001252e-16
2608,26,9,2.220446049250313e-16,8.881784197001252e-16
2609,58,6,1.1102230246251565e-16,0.0
2610,37,3,1.1102230246251565e-16,8.881784197001252e-16
2611,16,3,0.0,1.3322676295501878e-15
2612,69,3,4.440892098500626e-16,4.440892098500626e-16
2613,58,2,0.0,8.881784197001252e-16
2614,45,7,0.0,4.440892098500626e-16
2615,57,5,0.0,0.0
2616,16,5,2.220446049250313e-16,0.0
2617,23,7,3.3306690738754696e-16,4.440892098500626e-16
2618,64,4,3.3306690738754696e-16,4.440892098500626e-16
2619,21,6,0.0,4.440892098500626e-16
2620,44,9,1.1102230246251565e-16,0.0
2621,44,9,3.3306690738754696e-16,0.0
2622,15,8,4.440892098500626e-16,4.440892098500626e-16
2623,34,8,0.0,0.0
2624,48,7,0.0,8.881784197001252e-16
2625,27,6,2.220446049250313e-16,1.3322676295501878e-15
2626,23,8,0.0,8.881784197001252e-16
2627,45,9,3.3306690738754696e-16,4.440892098500626e-16
2628,30,2,1.1102230246251565e-16,2.220446049250313e-16
2629,42,10,0.0,2.220446049250313e-16
2630,71,8,4.440892098500626e-16,8.881784197001252e-16
2631,65,6,0.0,4.440892098500626e-16
2632,80,8,2.220446049250313e-16,0.0
2633,76,7,2.220446049250313e-16,0.0
2634,38,5,2.220446049250313e-16,0.0
2635,31,2,1.1102230246251565e-16,0.0
2636,60,7,1.6653345369377348e-16,2.220446049250313e-16
2637,56,2,3.3306690738754696e-16,8.881784197001252e-16
2638,52,4,0.0,0.0
2639,73,4,1.1102230246251565e-16,4.440892098500626e-16
2640,16,9,1.6653345369377348e-16,4.440892098500626e-16
2641,16,8,0.0,8.881784197001252e-16
2642,24,2,2.220446049250313e-16,1.3322676295501878e-15
2643,14,7,0.0,1.7763568394002505e-15
2644,79,7,2.220446049250313e-16,4.440892098500626e-16
2645,39,3,3.3306690738754696e-16,0.0
2646,12,8,1.1102230246251565e-16,2.220446049250313e-16
2647,48,3,2.220446049250313e-16,0.0
2648,12,3,1.1102230246251565e-16,0.0
2649,56,5,0.0,0.0
2650,60,7,0.0,4.440892098500626e-16
2651,56,2,0.0,1.7763568394002505e-15
2652,45,10,5.551115123125783e-17,0.0
2653,74,7,2.220446049250313e-16,4.440892098500626e-16
2654,78,9,3.3306690738754696e-16,4.440892098500626e-16
2655,71,3,2.220446049250313e-16,4.440892098500626e-16
2656,42,8,1.1102230246251565e-16,0.0
2657,40,3,3.3306690738754696e-16,4.440892098500626e-16
2658,51,9,1.1102230246251565e-16,0.0
2659,64,2,0.0,8.881784197001252e-16
2660,16,10,1.6653345369377348e-16,2.220446049250313e-16
2661,45,10,1.6653345369377348e-16,0.0
2662,65,6,2.220446049250313e-16,4.440892098500626e-16
2663,31,5,0.0,1.7763568394002505e-15
2664,15,5,4.440892098500626e-16,1.7763568394002505e-15
2665,61,9,3.3306690738754696e-16,4.440892098500626e-16
2666,20,9,1.6653345369377348e-16,2.220446049250313e-16
2667,24,6,1.6653345369377348e-16,0.0
2668,73,9,1.1102230246251565e-16,0.0
2669,63,9,2.220446049250313e-16,8.881784197001252e-16
2670,75,6,2.220446049250313e-16,4.440892098500626e-16
2671,37,7,4.440892098500626e-16,8.881784197001252e-16
2672,74,3,2.220446049250313e-16,0.0
2673,42,8,0.0,4.440892098500626e-16
2674,70,6,3.3306690738754696e-16,0.0
2675,10,3,6.661338147750939e-16,4.440892098500626e-15
2676,10,6,1.734723475976807e-16,1.1102230246251565e-16
2677,48,8,5.551115123125783e-17,2.220446049250313e-16
2678,57,8,0.0,0.0
2679,79,5,1.1102230246251565e-16,0.0
2680,41,7,1.6653345369377348e-16,0.0
2681,79,9,2.220446049250313e-16,8.881784197001252e-16
2682,32,5,0.0,2.220446049250313e-16
2683,55,5,2.220446049250313e-16,0.0
2684,23,4,8.326672684688674e-17,0.0
2685,39,6,2.220446049250313e-16,0.0
2686,60,6,3.3306690738754696e-16,8.881784197001252e-16
2687,41,5,0.0,2.220446049250313e-16
2688,22,4,0.0,0.0
2689,35,4,8.326672684688674e-17,0.0
2690,69,8,0.0,0.0
2691,41,10,0.0,8.881784197001252e-16
2692,39,9,3.3306690738754696e-16,8.881784197001252e-16
2693,62,6,2.220446049250313e-16,0.0
2694,67,6,1.6653345369377348e-16,6.661338147750939e-16
2695,58,4,3.3306690738754696e-16,8.881784197001252e-16
2696,42,5,1.1102230246251565e-16,2.220446049250313e-16
2697,54,4,1.1102230246251565e-16,4.440892098500626e-16
2698,7,6,0.0,8.881784197001252e-16
2699,15,10,1.6653345369377348e-16,0.0
2700,56,10,1.1102230246251565e-16,0.0
2701,68,3,2.220446049250313e-16,0.0
2702,43,3,1.3877787807814457e-16,4.440892098500626e-16
2703,9,5,2.220446049250313e-16,8.881784197001252e-16
2704,17,5,8.326672684688674e-17,0.0
2705,42,7,0.0,0.0
2706,44,8,1.1102230246251565e-16,4.440892098500626e-16
2707,63,2,0.0,4.440892098500626e-16
2708,46,3,1.6653345369377348e-16,0.0
2709,13,10,2.220446049250313e-16,0.0
2710,41,5,6.661338147750939e-16,5.329070518200751e-15
2711,80,8,2.7755575615628914e-16,0.0
2712,12,7,0.0,0.0
2713,54,4,1.1102230246251565e-16,4.440892098500626e-16
2714,38,5,1.1102230246251565e-16,4.440892098500626e-16
2715,80,4,5.551115123125783e-17,0.0
2716,6,5,0.0,0.0
2717,74,7,0.0,8.881784197001252e-16
2718,78,4,3.3306690738754696e-16,0.0
2719,21,9,0.0,4.440892098500626e-16
2720,55,10,1.1102230246251565e-16,4.440892098500626e-16
2721,69,2,2.220446049250313e-16,8.881784197001252e-16
2722,17,10,2.220446049250313e-16,0.0
2723,54,2,0.0,1.7763568394002505e-15
2724,31,8,0.0,0.0
2725,7,5,5.551115123125783e-17,0.0
2726,58,7,0.0,1.7763568394002505e-15
2727,21,2,1.1102230246251565e-16,4.440892098500626e-16
2728,68,6,1.1102230246251565e-16,4.440892098500626e-16
2729,7,5,1.6653345369377348e-16,2.220446049250313e-16
2730,18,8,2.220446049250313e-16,0.0
2731,37,10,0.0,4.440892098500626e-16
2732,45,5,3.3306690738754696e-16,0.0
2733,9,3,1.1102230246251565e-16,2.220446049250313e-16
2734,45,10,4.440892098500626e-16,0.0
2735,66,7,2.220446049250313e-16,1.7763568394002505e-15
2736,51,5,1.1102230246251565e-16,4.440892098500626e-16
2737,6,4,1.1102230246251565e-16,0.0
2738,60,3,0.0,0.0
2739,39,2,2.220446049250313e-16,0.0
2740,56,7,2.220446049250313e-16,2.6645352591003757e-15
2741,59,9,0.0,4.440892098500626e-16
2742,34,3,2.220446049250313e-16,0.0
2743,43,7,3.3306690738754696e-16,4.440892098500626e-16
2744,58,3,5.551115123125783e-17,2.220446049250313e-16
2745,52,6,0.0,4.440892098500626e-16
2746,68,4,1.1102230246251565e-16,2.220446049250313e-16
2747,49,7,1.1102230246251565e-16,0.0
2748,39,5,2.220446049250313e-16,1.7763568394002505e-15
2749,40,9,2.220446049250313e-16,0.0
2750,65,4,2.220446049250313e-16,4.440892098500626e-16
2751,33,6,2.220446049250313e-16,8.881784197001252e-16
2752,44,9,2.220446049250313e-16,8.881784197001252e-16
2753,74,5,2.220446049250313e-16,0.0
2754,57,3,1.6653345369377348e-16,2.220446049250313e-16
2755,48,6,0.0,0.0
2756,44,6,2.220446049250313e-16,0.0
2757,6,4,0.0,2.220446049250313e-16
2758,40,5,0.0,0.0
2759,47,5,4.440892098500626e-16,1.3322676295501878e-15
2760,51,4,0.0,4.440892098500626e-16
2761,26,5,0.0,8.881784197001252e-16
2762,21,10,2.220446049250313e-16,4.440892098500626e-16
2763,29,7,1.1102230246251565e-16,0.0
2764,63,10,0.0,4.440892098500626e-16
2765,29,3,5.551115123125783e-17,2.220446049250313e-16
2766,63,6,2.220446049250313e-16,0.0
2767,75,7,0.0,4.440892098500626e-16
2768,49,7,2.220446049250313e-16,0.0
2769,41,4,0.0,0.0
2770,10,5,1.1102230246251565e-16,4.440892098500626e-16
2771,65,6,1.1102230246251565e-16,0.0
2772,35,3,1.1102230246251565e-16,4.440892098500626e-16
2773,53,4,2.220446049250313e-16,0.0
2774,19,2,2.220446049250313e-16,0.0
2775,52,8,0.0,4.440892098500626e-16
2776,12,9,8.326672684688674e-17,0.0
2777,78,10,0.0,4.440892098500626e-16
2778,14,4,0.0,0.0
2779,22,8,5.551115123125783e-17,0.0
2780,37,10,0.0,0.0
2781,70,3,3.3306690738754696e-16,8.881784197001252e-16
2782,25,4,2.220446049250313e-16,0.0
2783,55,4,1.1102230246251565e-16,8.881784197001252e-16
2784,36,6,0.0,4.440892098500626e-16
2785,37,3,0.0,4.440892098500626e-16
2786,13,7,2.220446049250313e-16,0.0
2787,33,10,0.0,1.7763568394002505e-15
2788,40,5,0.0,4.440892098500626e-16
2789,21,8,0.0,0.0
2790,17,10,0.0,0.0
2791,47,6,1.1102230246251565e-16,8.881784197001252e-16
2792,11,4,0.0,0.0
2793,53,5,3.3306690738754696e-16,1.3322676295501878e-15
2794,8,4,4.440892098500626e-16,8.881784197001252e-16
2795,21,3,0.0,4.440892098500626e-16
2796,10,3,0.0,2.220446049250313e-16
2797,71,10,3.3306690738754696e-16,0.0
2798,39,8,2.220446049250313e-16,4.440892098500626e-16
2799,66,6,2.220446049250313e-16,8.881784197001252e-16
2800,30,7,2.220446049250313e-16,0.0
2801,50,4,3.3306690738754696e-16,4.440892098500626e-16
2802,75,8,2.220446049250313e-16,8.881784197001252e-16
2803,50,5,1.1102230246251565e-16,4.440892098500626e-16
2804,77,6,0.0,0.0
2805,21,6,1.1102230246251565e-16,0.0
2806,55,3,1.6653345369377348e-16,2.220446049250313e-16
2807,47,7,0.0,8.881784197001252e-16
2808,48,6,0.0,8.881784197001252e-16
2809,68,4,2.220446049250313e-16,2.6645352591003757e-15
2810,50,3,0.0,8.881784197001252e-16
2811,41,2,2.220446049250313e-16,0.0
2812,78,6,0.0,8.881784197001252e-16
2813,74,7,4.440892098500626e-16,1.3322676295501878e-15
2814,20,3,2.7755575615628914e-16,0.0
2815,73,3,0.0,8.881784197001252e-16
2816,68,7,3.3306690738754696e-16,2.220446049250313e-16
2817,78,2,2.220446049250313e-16,0.0
2818,76,3,2.220446049250313e-16,8.881784197001252e-16
2819,74,5,3.3306690738754696e-16,8.881784197001252e-16
2820,66,4,2.220446049250313e-16,0.0
2821,32,5,0.0,0.0
2822,78,2,2.220446049250313e-16,1.3322676295501878e-15
2823,48,6,0.0,2.220446049250313e-16
2824,34,9,1.1102230246251565e-16,0.0
2825,73,7,3.3306690738754696e-16,4.440892098500626e-16
2826,43,7,2.220446049250313e-16,0.0
2827,38,10,0.0,8.881784197001252e-16
2828,14,2,2.220446049250313e-16,0.0
2829,59,8,0.0,1.3322676295501878e-15
2830,74,4,0.0,8.881784197001252e-16
2831,19,2,2.220446049250313e-16,1.7763568394002505e-15
2832,48,4,2.220446049250313e-16,4.440892098500626e-16
2833,61,10,0.0,1.3322676295501878e-15
2834,20,6,2.220446049250313e-16,8.881784197001252e-16
2835,77,7,2.220446049250313e-16,0.0
2836,47,3,2.220446049250313e-16,0.0
2837,36,2,0.0,5.329070518200751e-15
2838,8,6,3.3306690738754696e-16,2.220446049250313e-16
2839,66,10,3.3306690738754696e-16,8.881784197001252e-16
2840,17,10,1.1102230246251565e-16,0.0
2841,61,9,0.0,0.0
2842,37,8,1.1102230246251565e-16,0.0
2843,30,3,1.1102230246251565e-16,1.3322676295501878e-15
2844,21,10,2.220446049250313e-16,1.7763568394002505e-15
2845,24,7,1.1102230246251565e-16,4.440892098500626e-16
2846,18,5,0.0,8.881784197001252e-16
2847,51,7,0.0,0.0
2848,15,2,0.0,0.0
2849,16,2,2.220446049250313e-16,4.440892098500626e-16
2850,67,7,1.1102230246251565e-16,0.0
2851,70,8,0.0,0.0
2852,60,7,1.1102230246251565e-16,8.881784197001252e-16
2853,41,3,2.220446049250313e-16,0.0
2854,9,7,0.0,0.0
2855,49,6,1.1102230246251565e-16,0.0
2856,27,4,1.1102230246251565e-16,1.3322676295501878e-15
2857,13,4,2.220446049250313e-16,0.0
2858,48,4,1.1102230246251565e-16,4.440892098500626e-16
2859,57,4,0.0,0.0
2860,11,4,3.3306690738754696e-16,0.0
2861,49,4,2.220446049250313e-16,4.440892098500626e-16
2862,44,8,2.220446049250313e-16,1.3322676295501878e-15
2863,79,7,0.0,8.881784197001252e-16
2864,60,5,3.3306690738754696e-16,4.440892098500626e-16
2865,44,3,1.1102230246251565e-16,0.0
2866,69,5,0.0,8.881784197001252e-16
2867,58,9,2.220446049250313e-16,4.440892098500626e-16
2868,7,7,0.0,0.0
2869,58,2,1.1102230246251565e-16,8.881784197001252e-16
2870,22,7,1.6653345369377348e-16,0.0
2871,57,3,2.220446049250313e-16,8.881784197001252e-16
2872,67,6,2.220446049250313e-16,0.0
2873,76,3,0.0,4.440892098500626e-16
2874,61,10,3.3306690738754696e-16,0.0
2875,36,6,2.220446049250313e-16,0.0
2876,64,5,1.1102230246251565e-16,8.881784197001252e-16
2877,32,6,0.0,0.0
2878,60,7,1.1102230246251565e-16,4.440892098500626e-16
2879,30,6,0.0,4.440892098500626e-16
2880,14,6,0.0,4.440892098500626e-16
2881,60,3,3.3306690738754696e-16,1.3322676295501878e-15
2882,45,8,1.1102230246251565e-16,2.220446049250313e-16
2883,12,9,0.0,2.220446049250313e-16
2884,61,7,1.6653345369377348e-16,4.440892098500626e-16
2885,35,9,2.220446049250313e-16,4.440892098500626e-16
2886,46,2,0.0,8.881784197001252e-16
2887,68,6,0.0,0.0
2888,48,5,0.0,0.0
2889,55,9,2.220446049250313e-16,0.0
2890,34,6,0.0,0.0
2891,48,9,1.1102230246251565e-16,4.440892098500626e-16
2892,15,5,2.220446049250313e-16,0.0
2893,53,3,1.1102230246251565e-16,4.440892098500626e-16
2894,42,7,0.0,4.440892098500626e-16
2895,37,3,1.1102230246251565e-16,4.440892098500626e-16
2896,74,2,0.0,0.0
2897,30,5,0.0,0.0
2898,15,2,1.6653345369377348e-16,2.220446049250313e-16
2899,12,5,2.220446049250313e-16,0.0
2900,61,2,0.0,8.881784197001252e-16
2901,44,4,2.220446049250313e-16,1.3322676295501878e-15
2902,35,6,3.3306690738754696e-16,0.0
2903,10,5,2.220446049250313e-16,4.440892098500626e-16
2904,61,7,1.1102230246251565e-16,1.3322676295501878e-15
2905,50,4,2.220446049250313e-16,8.881784197001252e-16
2906,31,10,0.0,4.440892098500626e-16
2907,61,9,2.220446049250313e-16,2.6645352591003757e-15
2908,7,6,0.0,0.0
2909,27,6,4.440892098500626e-16,8.881784197001252e-16
2910,33,6,0.0,2.220446049250313e-16
2911,23,10,0.0,4.440892098500626e-16
2912,10,7,1.1102230246251565e-16,0.0
2913,76,3,2.220446049250313e-16,4.440892098500626e-16
2914,38,6,1.1102230246251565e-16,4.440892098500626e-16
2915,71,7,3.3306690738754696e-16,0.0
2916,11,9,1.1102230246251565e-16,4.440892098500626e-16
2917,37,5,4.440892098500626e-16,1.3322676295501878e-15
2918,42,8,2.498001805406602e-16,0.0
2919,22,3,1.1102230246251565e-16,4.440892098500626e-16
2920,22,2,3.3306690738754696e-16,4.440892098500626e-16
2921,25,6,1.6653345369377348e-16,0.0
2922,72,2,2.220446049250313e-16,1.7763568394002505e-15
2923,53,9,0.0,8.881784197001252e-16
2924,60,5,2.220446049250313e-16,0.0
2925,77,10,0.0,2.6645352591003757e-15
2926,64,3,1.1102230246251565e-16,4.440892098500626e-16
2927,67,2,2.220446049250313e-16,0.0
2928,78,3,2.220446049250313e-16,0.0
2929,55,10,0.0,0.0
2930,48,5,1.1102230246251565e-16,0.0
2931,21,7,1.1102230246251565e-16,0.0
2932,73,6,2.220446049250313e-16,4.440892098500626e-16
2933,55,6,2.220446049250313e-16,4.440892098500626e-16
2934,31,8,2.220446049250313e-16,0.0
2935,25,4,1.1102230246251565e-16,2.220446049250313e-16
2936,11,9,0.0,1.7763568394002505e-15
2937,79,4,0.0,8.881784197001252e-16
2938,48,6,0.0,2.6645352591003757e-15
2939,12,4,2.220446049250313e-16,0.0
2940,11,7,4.440892098500626e-16,8.881784197001252e-16
2941,43,6,0.0,4.440892098500626e-16
2942,77,8,2.220446049250313e-16,4.440892098500626e-16
2943,47,3,0.0,8.881784197001252e-16
2944,30,8,2.220446049250313e-16,0.0
2945,31,7,8.326672684688674e-17,4.440892098500626e-16
2946,46,6,1.6653345369377348e-16,4.440892098500626e-16
2947,15,3,1.1102230246251565e-16,0.0
2948,27,6,0.0,0.0
2949,36,10,0.0,0.0
2950,14,7,2.220446049250313e-16,0.0
2951,21,8,0.0,0.0
2952,65,8,0.0,8.881784197001252e-16
2953,60,9,1.1102230246251565e-16,4.440892098500626e-16
2954,33,7,1.6653345369377348e-16,2.220446049250313e-16
2955,72,8,0.0,0.0
2956,50,9,3.3306690738754696e-16,2.220446049250313e-16
2957,43,4,0.0,8.881784197001252e-16
2958,22,6,0.0,0.0
2959,56,10,2.220446049250313e-16,0.0
2960,32,10,0.0,2.220446049250313e-16
2961,49,2,1.1102230246251565e-16,4.440892098500626e-16
2962,15,3,0.0,8.881784197001252e-16
2963,61,5,0.0,0.0
2964,64,4,3.3306690738754696e-16,4.440892098500626e-16
2965,18,3,0.0,0.0
2966,59,5,2.220446049250313e-16,4.440892098500626e-16
2967,57,6,4.440892098500626e-16,0.0
2968,24,2,0.0,4.440892098500626e-16
2969,38,4,0.0,4.440892098500626e-16
2970,20,2,4.440892098500626e-16,0.0
2971,16,2,1.1102230246251565e-16,4.440892098500626e-16
2972,36,5,5.551115123125783e-16,0.0
2973,38,2,2.220446049250313e-16,0.0
2974,79,7,2.220446049250313e-16,4.440892098500626e-16
2975,34,10,1.1102230246251565e-16,8.881784197001252e-16
2976,53,10,0.0,1.3322676295501878e-15
2977,32,3,1.1102230246251565e-16,4.440892098500626e-16
2978,31,7,0.0,4.440892098500626e-16
2979,18,2,1.1102230246251565e-16,0.0
2980,67,9,2.220446049250313e-16,0.0
2981,60,8,3.3306690738754696e-16,4.440892098500626e-16
2982,66,6,0.0,2.220446049250313e-16
2983,12,9,2.220446049250313e-16,0.0
2984,45,6,0.0,8.881784197001252e-16
2985,70,4,1.1102230246251565e-16,0.0
2986,10,10,1.1102230246251565e-16,5.551115123125783e-17
2987,15,7,0.0,4.440892098500626e-16
2988,16,5,2.220446049250313e-16,4.440892098500626e-16
2989,50,6,3.3306690738754696e-16,4.440892098500626e-16
2990,34,2,0.0,0.0
2991,11,2,5.551115123125783e-17,4.440892098500626e-16
2992,71,2,2.220446049250313e-16,0.0
2993,32,9,0.0,2.220446049250313e-16
2994,41,2,1.6653345369377348e-16,4.440892098500626e-16
2995,19,8,0.0,2.220446049250313e-16
2996,20,6,1.1102230246251565e-16,2.220446049250313e-16
2997,9,7,2.220446049250313e-16,0.0
2998,39,10,3.3306690738754696e-16,2.220446049250313e-16
2999,65,8,2.220446049250313e-16,0.0
3000,69,9,2.220446049250313e-16,8.881784197001252e-16
3001,52,7,0.0,1.7763568394002505e-15
3002,45,7,2.220446049250313e-16,0.0
3003,78,2,2.220446049250313e-16,4.440892098500626e-16
3004,47,8,2.220446049250313e-16,0.0
3005,29,10,0.0,0.0
3006,65,6,2.220446049250313e-16,4.440892098500626e-16
3007,61,9,1.1102230246251565e-16,4.440892098500626e-16
3008,71,5,2.220446049250313e-16,8.881784197001252e-16
3009,31,2,3.3306690738754696e-16,0.0
3010,5,2,0.0,4.440892098500626e-16
3011,63,5,1.1102230246251565e-16,4.440892098500626e-16
3012,29,2,5.551115123125783e-17,0.0
3013,38,3,1.1102230246251565e-16,4.440892098500626e-16
3014,58,4,0.0,4.440892098500626e-16
3015,7,2,2.220446049250313e-16,8.881784197001252e-16
3016,15,8,0.0,0.0
3017,52,7,1.1102230246251565e-16,0.0
3018,54,2,0.0,0.0
3019,76,9,1.1102230246251565e-16,0.0
3020,9,4,0.0,8.881784197001252e-16
3021,35,9,1.1102230246251565e-16,2.220446049250313e-16
3022,42,4,2.220446049250313e-16,4.440892098500626e-16
3023,76,7,2.220446049250313e-16,0.0
3024,25,3,2.220446049250313e-16,4.440892098500626e-16
3025,67,6,2.220446049250313e-16,0.0
3026,31,2,0.0,0.0
3027,74,2,0.0,0.0
3028,45,7,0.0,8.881784197001252e-16
3029,77,9,0.0,0.0
3030,13,2,0.0,0.0
3031,32,5,2.220446049250313e-16,0.0
3032,50,8,2.220446049250313e-16,0.0
3033,26,9,1.1102230246251565e-16,2.220446049250313e-16
3034,34,10,0.0,8.881784197001252e-16
3035,54,5,3.3306690738754696e-16,8.881784197001252e-16
3036,7,4,0.0,8.881784197001252e-16
3037,62,7,0.0,8.881784197001252e-16
3038,79,5,0.0,4.440892098500626e-16
3039,61,8,0.0,0.0
3040,45,10,1.1102230246251565e-16,1.3322676295501878e-15
3041,38,9,1.1102230246251565e-16,0.0
3042,15,7,1.1102230246251565e-16,4.440892098500626e-16
3043,27,5,2.220446049250313e-16,0.0
3044,20,3,0.0,0.0
3045,38,4,1.6653345369377348e-16,0.0
3046,22,8,0.0,0.0
3047,73,7,2.220446049250313e-16,1.3322676295501878e-15
3048,52,5,0.0,4.440892098500626e-16
3049,32,10,2.220446049250313e-16,0.0
3050,45,5,3.3306690738754696e-16,0.0
3051,9,7,8.326672684688674e-17,0.0
3052,65,2,2.220446049250313e-16,4.440892098500626e-16
3053,31,3,2.220446049250313e-16,8.881784197001252e-16
3054,34,9,3.3306690738754696e-16,4.440892098500626e-16
3055,21,2,0.0,4.440892098500626e-16
3056,25,4,1.717376241217039e-16,2.220446049250313e-16
3057,35,4,1.1102230246251565e-16,4.440892098500626e-16
3058,16,3,2.220446049250313e-16,4.440892098500626e-16
3059,40,8,0.0,4.440892098500626e-16
3060,52,5,0.0,0.0
3061,12,2,5.551115123125783e-17,4.440892098500626e-16
3062,36,8,3.3306690738754696e-16,4.440892098500626e-16
3063,75,7,1.1102230246251565e-16,2.220446049250313e-16
3064,36,5,0.0,8.881784197001252e-16
3065,40,10,2.220446049250313e-16,0.0
3066,46,4,0.0,1.7763568394002505e-15
3067,21,2,1.6653345369377348e-16,0.0
3068,10,6,4.440892098500626e-16,1.7763568394002505e-15
3069,67,9,0.0,4.440892098500626e-16
3070,20,9,6.661338147750939e-16,5.329070518200751e-15
3071,8,6,4.163336342344337e-17,0.0
3072,41,9,1.1102230246251565e-16,0.0
3073,44,4,0.0,4.440892098500626e-16
3074,7,6,0.0,0.0
3075,67,5,1.1102230246251565e-16,4.440892098500626e-16
3076,14,4,0.0,0.0
3077,8,2,1.1102230246251565e-16,0.0
3078,70,5,4.440892098500626e-16,4.440892098500626e-16
3079,5,2,8.326672684688674e-17,0.0
3080,58,8,1.6653345369377348e-16,0.0
3081,19,10,3.3306690738754696e-16,4.440892098500626e-16
3082,14,8,2.220446049250313e-16,4.440892098500626e-16
3083,22,5,8.326672684688674e-17,2.220446049250313e-16
3084,23,5,0.0,4.440892098500626e-16
3085,28,10,0.0,4.440892098500626e-16
3086,30,7,3.3306690738754696e-16,4.440892098500626e-16
3087,53,7,4.440892098500626e-16,8.881784197001252e-16
3088,78,6,3.3306690738754696e-16,0.0
3089,69,2,2.220446049250313e-16,2.220446049250313e-16
3090,7,4,0.0,1.7763568394002505e-15
3091,75,6,2.220446049250313e-16,0.0
3092,70,3,0.0,8.881784197001252e-16
3093,80,6,2.220446049250313e-16,0.0
3094,79,10,0.0,8.881784197001252e-16
3095,58,10,0.0,4.440892098500626e-16
3096,73,6,2.220446049250313e-16,4.440892098500626e-16
3097,36,3,3.3306690738754696e-16,4.440892098500626e-16
3098,23,6,0.0,4.440892098500626e-16
3099,34,4,0.0,4.440892098500626e-16
3100,75,7,4.440892098500626e-16,8.881784197001252e-16
3101,61,4,2.220446049250313e-16,8.881784197001252e-16
3102,47,4,2.220446049250313e-16,0.0
3103,29,6,1.1102230246251565e-16,8.881784197001252e-16
3104,12,3,2.220446049250313e-16,2.220446049250313e-16
3105,66,9,0.0,0.0
3106,9,8,1.1102230246251565e-16,8.881784197001252e-16
3107,12,4,4.440892098500626e-16,3.552713678800501e-15
3108,67,8,0.0,4.440892098500626e-16
3109,61,6,2.220446049250313e-16,8.881784197001252e-16
3110,37,8,0.0,0.0
3111,12,10,0.0,8.881784197001252e-16
3112,13,4,3.3306690738754696e-16,4.440892098500626e-16
3113,67,6,1.1102230246251565e-16,4.440892098500626e-16
3114,6,5,0.0,0.0
3115,59,3,2.220446049250313e-16,0.0
3116,30,9,1.1102230246251565e-16,0.0
3117,77,7,1.1102230246251565e-16,4.440892098500626e-16
3118,48,3,0.0,0.0
3119,55,4,3.3306690738754696e-16,4.440892098500626e-16
3120,8,2,0.0,8.881784197001252e-16
3121,6,4,1.6653345369377348e-16,0.0
3122,14,2,0.0,8.881784197001252e-16
3123,13,10,0.0,1.7763568394002505e-15
3124,5,2,1.1102230246251565e-16,2.220446049250313e-16
3125,50,3,2.220446049250313e-16,0.0
3126,19,2,0.0,0.0
3127,8,2,1.1102230246251565e-16,4.440892098500626e-16
3128,65,5,2.220446049250313e-16,4.440892098500626e-16
3129,46,8,0.0,0.0
3130,6,3,1.1102230246251565e-16,2.220446049250313e-16
3131,33,3,0.0,0.0
3132,30,7,1.1102230246251565e-16,0.0
3133,8,4,0.0,1.1102230246251565e-16
3134,56,4,3.3306690738754696e-16,4.440892098500626e-16
3135,55,4,2.220446049250313e-16,0.0
3136,62,9,0.0,8.881784197001252e-16
3137,48,8,0.0,4.440892098500626e-16
3138,59,6,0.0,4.440892098500626e-16
3139,10,2,2.220446049250313e-16,2.220446049250313e-16
3140,9,8,0.0,0.0
3141,58,2,1.1102230246251565e-16,0.0
3142,73,10,0.0,0.0
3143,53,10,1.1102230246251565e-16,4.440892098500626e-16
3144,41,10,0.0,0.0
3145,20,8,1.1102230246251565e-16,4.440892098500626e-16
3146,38,7,5.551115123125783e-17,0.0
3147,63,10,2.220446049250313e-16,0.0
3148,37,3,2.220446049250313e-16,4.440892098500626e-16
3149,47,10,2.220446049250313e-16,4.440892098500626e-16
3150,35,2,4.440892098500626e-16,0.0
3151,18,5,1.6653345369377348e-16,0.0
3152,13,7,3.3306690738754696e-16,1.3322676295501878e-15
3153,33,4,2.220446049250313e-16,8.881784197001252e-16
3154,7,7,0.0,1.1102230246251565e-16
3155,7,5,2.220446049250313e-16,0.0
3156,80,10,1.6653345369377348e-16,0.0
3157,72,2,1.1102230246251565e-16,4.440892098500626e-16
3158,30,6,1.1102230246251565e-16,2.220446049250313e-16
3159,42,4,1.6653345369377348e-16,4.440892098500626e-16
3160,9,5,1.6653345369377348e-16,1.1102230246251565e-16
3161,61,10,1.1102230246251565e-16,0.0
3162,12,2,0.0,4.440892098500626e-16
3163,7,4,0.0,1.1102230246251565e-16
3164,49,2,2.220446049250313e-16,8.881784197001252e-16
