n,sample_index,transform,relation_identical,relation_hash_identical,u_rank_identical,v_rank_identical,same_cardinality,coordinate_js_divergence_bits,base_max_marginal_ks_from_uniform,transformed_max_marginal_ks_from_uniform,mean_marginal_wasserstein_shift
128,7,power_anisotropic,True,True,True,True,True,0.24467016461808763,0.10596818400259023,0.45011319975791786,0.24250336536252046
128,7,beta_skew_opposed,True,True,True,True,True,0.21502620717191112,0.10596818400259023,0.39588057470190885,0.22857362914730855
128,7,beta_edge_concentrated,True,True,True,True,True,0.20753582372582674,0.10596818400259023,0.16720559886263917,0.06780384434487677
128,8,power_anisotropic,True,True,True,True,True,0.23288315390101097,0.07478821047583839,0.47475542237921176,0.23827864558241338
128,8,beta_skew_opposed,True,True,True,True,True,0.21710763140352496,0.07478821047583839,0.4144537016658151,0.2236928004469308
128,8,beta_edge_concentrated,True,True,True,True,True,0.21975605512937874,0.07478821047583839,0.16917489522447837,0.07039144274310913
128,9,power_anisotropic,True,True,True,True,True,0.24235943326441514,0.08551472941925409,0.5440903625205726,0.24509890651216729
128,9,beta_skew_opposed,True,True,True,True,True,0.2274831916755853,0.08551472941925409,0.462239521281446,0.2156773172212864
128,9,beta_edge_concentrated,True,True,True,True,True,0.2014374524466445,0.08551472941925409,0.14073982472507762,0.06870943064046485
128,10,power_anisotropic,True,True,True,True,True,0.2386559702736172,0.10845428027022908,0.4202190846656891,0.22701721435480612
128,10,beta_skew_opposed,True,True,True,True,True,0.24050119811289825,0.10845428027022908,0.3898051548900102,0.23109918123415762
128,10,beta_edge_concentrated,True,True,True,True,True,0.21036356700791795,0.10845428027022908,0.21128276591975048,0.06612944412600363
128,11,power_anisotropic,True,True,True,True,True,0.23806664154433138,0.06838510101060336,0.46686322406414854,0.22487883238129514
128,11,beta_skew_opposed,True,True,True,True,True,0.2174880488460636,0.06838510101060336,0.3903912993235952,0.21613519055999114
128,11,beta_edge_concentrated,True,True,True,True,True,0.19938203963833923,0.06838510101060336,0.17140132460308355,0.06743076887332133
128,12,power_anisotropic,True,True,True,True,True,0.2529291714765015,0.11287571720408252,0.5342962497324331,0.23343875272474934
128,12,beta_skew_opposed,True,True,True,True,True,0.22596927059055785,0.11287571720408252,0.47793709359287206,0.2062273155201691
128,12,beta_edge_concentrated,True,True,True,True,True,0.2149367778812487,0.11287571720408252,0.15976804084114382,0.06594707288855052
128,13,power_anisotropic,True,True,True,True,True,0.23924204473044045,0.060092073583670635,0.47730383339882493,0.23722631466544797
128,13,beta_skew_opposed,True,True,True,True,True,0.22743826485096433,0.060092073583670635,0.44784133504364865,0.2187887362074917
128,13,beta_edge_concentrated,True,True,True,True,True,0.213766973867055,0.060092073583670635,0.12828440018010934,0.07035795277714565
128,14,power_anisotropic,True,True,True,True,True,0.24662296147240212,0.12515204832891402,0.5896335816984937,0.22249366712870516
128,14,beta_skew_opposed,True,True,True,True,True,0.23661796740363455,0.12515204832891402,0.42936730717825633,0.1979325911736528
128,14,beta_edge_concentrated,True,True,True,True,True,0.19446272153610808,0.12515204832891402,0.1740422691441239,0.06257764721380206
128,15,power_anisotropic,True,True,True,True,True,0.23918617344676216,0.08072440011978899,0.5197843402355846,0.22462320568305982
128,15,beta_skew_opposed,True,True,True,True,True,0.21848291614870088,0.08072440011978899,0.414401231063278,0.2053319583785256
128,15,beta_edge_concentrated,True,True,True,True,True,0.20657151149909198,0.08072440011978899,0.17586480844783736,0.06812196377459037
128,16,power_anisotropic,True,True,True,True,True,0.23982977775709857,0.0757362788531657,0.5233490837014,0.22864885344730146
128,16,beta_skew_opposed,True,True,True,True,True,0.21291378557384655,0.0757362788531657,0.4003461837686705,0.2101849326260563
128,16,beta_edge_concentrated,True,True,True,True,True,0.20979500068889007,0.0757362788531657,0.14473271341136584,0.06668495751629595
128,17,power_anisotropic,True,True,True,True,True,0.2575894758194929,0.08567686747258951,0.5007590549993327,0.24209199607158807
128,17,beta_skew_opposed,True,True,True,True,True,0.2474640199118858,0.08567686747258951,0.43646209250277,0.2211240410368865
128,17,beta_edge_concentrated,True,True,True,True,True,0.2247849564677754,0.08567686747258951,0.18090389546610885,0.06860191377061872
128,18,power_anisotropic,True,True,True,True,True,0.25678681870761716,0.12218446034307939,0.517391214495093,0.2419725449349582
128,18,beta_skew_opposed,True,True,True,True,True,0.22280365661718196,0.12218446034307939,0.47526606734571153,0.2158362549572089
128,18,beta_edge_concentrated,True,True,True,True,True,0.2221159424543464,0.12218446034307939,0.20272204696388751,0.06753980507949328
128,19,power_anisotropic,True,True,True,True,True,0.23973305096156178,0.11491731225418156,0.4700827884271788,0.2386906614574849
128,19,beta_skew_opposed,True,True,True,True,True,0.24337444204497707,0.11491731225418156,0.41041282191188494,0.23057852408736673
128,19,beta_edge_concentrated,True,True,True,True,True,0.21975806424471497,0.11491731225418156,0.1716639259641731,0.06940385343438485
