sample_index,operator,offset,absolute_gauge_covariance_error
85,minimum,-2.145456699127876,4.440892098500626e-16
85,rms,-2.145456699127876,3.756249249222078
86,weighted_arithmetic,1.662154654592018,4.440892098500626e-16
86,exponential_mean,1.662154654592018,2.220446049250313e-16
86,weighted_median,1.662154654592018,0.0
86,minimum,1.662154654592018,0.0
86,rms,1.662154654592018,0.3635344008202239
87,weighted_arithmetic,-3.3214534342111373,0.0
87,exponential_mean,-3.3214534342111373,0.0
87,weighted_median,-3.3214534342111373,0.0
87,minimum,-3.3214534342111373,4.440892098500626e-16
87,rms,-3.3214534342111373,6.43644032472021
88,weighted_arithmetic,-3.309393777662394,4.440892098500626e-16
88,exponential_mean,-3.309393777662394,0.0
88,weighted_median,-3.309393777662394,0.0
88,minimum,-3.309393777662394,0.0
88,rms,-3.309393777662394,6.282801320322969
89,weighted_arithmetic,1.2695518137190147,2.220446049250313e-16
89,exponential_mean,1.2695518137190147,0.0
89,weighted_median,1.2695518137190147,0.0
89,minimum,1.2695518137190147,0.0
89,rms,1.2695518137190147,0.6179087685601564
90,weighted_arithmetic,-2.0021529360976142,0.0
90,exponential_mean,-2.0021529360976142,4.440892098500626e-16
90,weighted_median,-2.0021529360976142,0.0
90,minimum,-2.0021529360976142,0.0
90,rms,-2.0021529360976142,2.6947052052202007
91,weighted_arithmetic,0.02740360484152582,2.7755575615628914e-17
91,exponential_mean,0.02740360484152582,0.0
91,weighted_median,0.02740360484152582,0.0
91,minimum,0.02740360484152582,0.0
91,rms,0.02740360484152582,0.03548491324790359
92,weighted_arithmetic,-1.321847417273184,2.220446049250313e-16
92,exponential_mean,-1.321847417273184,2.220446049250313e-16
92,weighted_median,-1.321847417273184,0.0
92,minimum,-1.321847417273184,2.220446049250313e-16
92,rms,-1.321847417273184,2.1562143651954218
93,weighted_arithmetic,0.21693909211059292,0.0
93,exponential_mean,0.21693909211059292,5.551115123125783e-17
93,weighted_median,0.21693909211059292,0.0
93,minimum,0.21693909211059292,0.0
93,rms,0.21693909211059292,0.2625300444294759
94,weighted_arithmetic,1.5603988722415965,0.0
94,exponential_mean,1.5603988722415965,0.0
94,weighted_median,1.5603988722415965,0.0
94,minimum,1.5603988722415965,0.0
94,rms,1.5603988722415965,0.45514477940800013
95,weighted_arithmetic,3.2178480057501506,4.440892098500626e-16
95,exponential_mean,3.2178480057501506,0.0
95,weighted_median,3.2178480057501506,0.0
95,minimum,3.2178480057501506,0.0
95,rms,3.2178480057501506,1.2293165079217132
96,weighted_arithmetic,-3.81040280746167,8.881784197001252e-16
96,exponential_mean,-3.81040280746167,8.881784197001252e-16
96,weighted_median,-3.81040280746167,0.0
96,minimum,-3.81040280746167,0.0
96,rms,-3.81040280746167,6.3244868415902555
97,weighted_arithmetic,-1.5798690257721875,2.220446049250313e-16
97,exponential_mean,-1.5798690257721875,0.0
97,weighted_median,-1.5798690257721875,0.0
97,minimum,-1.5798690257721875,0.0
97,rms,-1.5798690257721875,2.5785062011907613
98,weighted_arithmetic,0.4965933633930657,1.6653345369377348e-16
98,exponential_mean,0.4965933633930657,0.0
98,weighted_median,0.4965933633930657,5.551115123125783e-17
98,minimum,0.4965933633930657,0.0
98,rms,0.4965933633930657,0.2572086650451437
99,weighted_arithmetic,-1.1064160243948447,2.220446049250313e-16
99,exponential_mean,-1.1064160243948447,2.220446049250313e-16
99,weighted_median,-1.1064160243948447,0.0
99,minimum,-1.1064160243948447,2.220446049250313e-16
99,rms,-1.1064160243948447,1.2203263186403313
100,weighted_arithmetic,-1.9017853225514258,2.220446049250313e-16
100,exponential_mean,-1.9017853225514258,4.440892098500626e-16
100,weighted_median,-1.9017853225514258,0.0
100,minimum,-1.9017853225514258,2.220446049250313e-16
100,rms,-1.9017853225514258,2.9243149799757004
101,weighted_arithmetic,-2.5245912077262576,8.881784197001252e-16
101,exponential_mean,-2.5245912077262576,0.0
101,weighted_median,-2.5245912077262576,0.0
101,minimum,-2.5245912077262576,4.440892098500626e-16
101,rms,-2.5245912077262576,3.8911093016937026
102,weighted_arithmetic,0.784434297056043,2.220446049250313e-16
102,exponential_mean,0.784434297056043,2.220446049250313e-16
102,weighted_median,0.784434297056043,1.1102230246251565e-16
102,minimum,0.784434297056043,0.0
102,rms,0.784434297056043,0.46056863838208395
103,weighted_arithmetic,2.591756844386545,4.440892098500626e-16
103,exponential_mean,2.591756844386545,0.0
103,weighted_median,2.591756844386545,0.0
103,minimum,2.591756844386545,0.0
103,rms,2.591756844386545,0.41058919028769214
104,weighted_arithmetic,1.5920974294482155,0.0
104,exponential_mean,1.5920974294482155,0.0
104,weighted_median,1.5920974294482155,0.0
104,minimum,1.5920974294482155,0.0
104,rms,1.5920974294482155,0.4647008680340545
105,weighted_arithmetic,0.9354873566185598,2.220446049250313e-16
105,exponential_mean,0.9354873566185598,0.0
105,weighted_median,0.9354873566185598,0.0
105,minimum,0.9354873566185598,0.0
105,rms,0.9354873566185598,0.628607211514082
106,weighted_arithmetic,3.1171159264179567,0.0
106,exponential_mean,3.1171159264179567,0.0
106,weighted_median,3.1171159264179567,0.0
106,minimum,3.1171159264179567,0.0
106,rms,3.1171159264179567,1.2992994765830177
107,weighted_arithmetic,1.5099492271732906,0.0
107,exponential_mean,1.5099492271732906,0.0
107,weighted_median,1.5099492271732906,0.0
107,minimum,1.5099492271732906,0.0
107,rms,1.5099492271732906,1.169626707589448
108,weighted_arithmetic,-0.9929935332829336,0.0
108,exponential_mean,-0.9929935332829336,2.220446049250313e-16
108,weighted_median,-0.9929935332829336,0.0
108,minimum,-0.9929935332829336,0.0
108,rms,-0.9929935332829336,1.1434505392444607
109,weighted_arithmetic,-2.624347492176356,4.440892098500626e-16
109,exponential_mean,-2.624347492176356,0.0
109,weighted_median,-2.624347492176356,0.0
109,minimum,-2.624347492176356,4.440892098500626e-16
109,rms,-2.624347492176356,4.7177098424552195
110,weighted_arithmetic,-0.236755162123103,2.7755575615628914e-17
110,exponential_mean,-0.236755162123103,0.0
110,weighted_median,-0.236755162123103,0.0
110,minimum,-0.236755162123103,0.0
110,rms,-0.236755162123103,0.16223160472810794
111,weighted_arithmetic,-1.3538117913234862,0.0
111,exponential_mean,-1.3538117913234862,4.440892098500626e-16
111,weighted_median,-1.3538117913234862,0.0
111,minimum,-1.3538117913234862,2.220446049250313e-16
111,rms,-1.3538117913234862,2.2272130728971957
112,weighted_arithmetic,2.2385425245657258,4.440892098500626e-16
112,exponential_mean,2.2385425245657258,0.0
112,weighted_median,2.2385425245657258,0.0
112,minimum,2.2385425245657258,0.0
112,rms,2.2385425245657258,1.2568048680977744
113,weighted_arithmetic,2.3564588114368474,0.0
113,exponential_mean,2.3564588114368474,0.0
113,weighted_median,2.3564588114368474,0.0
113,minimum,2.3564588114368474,0.0
113,rms,2.3564588114368474,0.7609667190951612
114,weighted_arithmetic,-1.09069791720131,2.220446049250313e-16
114,exponential_mean,-1.09069791720131,0.0
114,weighted_median,-1.09069791720131,0.0
114,minimum,-1.09069791720131,2.220446049250313e-16
114,rms,-1.09069791720131,1.54176766940776
115,weighted_arithmetic,1.8159973731820376,2.220446049250313e-16
115,exponential_mean,1.8159973731820376,0.0
115,weighted_median,1.8159973731820376,2.220446049250313e-16
115,minimum,1.8159973731820376,0.0
115,rms,1.8159973731820376,0.408040940271025
116,weighted_arithmetic,-0.35531127524520834,0.0
116,exponential_mean,-0.35531127524520834,0.0
116,weighted_median,-0.35531127524520834,0.0
