sample_index,operator,group_count,macro_probability_tv,maximum_group_weight_relative_error
20,weighted_median,3,0.10062043096659176,0.7401872245021873
20,minimum,3,0.05070105014144334,2.494982620512415
21,weighted_arithmetic,5,0.0036828355682061195,0.06438090683129293
21,exponential_mean,5,7.849623728795052e-17,3.586850518856572e-16
21,weighted_median,5,0.019756636955481917,0.35087997712482816
21,minimum,5,0.04656171066662125,0.5544191900430123
22,weighted_arithmetic,5,0.20191233201064832,0.6901204898907757
22,exponential_mean,5,3.8163916471489756e-17,1.7968725188860087e-16
22,weighted_median,5,0.23259055922176666,0.7885765585118363
22,minimum,5,0.1584178013343472,3.4961504058605533
23,weighted_arithmetic,3,0.05194476681773828,0.6134955624755548
23,exponential_mean,3,0.0,1.2199005874522138e-16
23,weighted_median,3,0.20072328217967314,0.6813197513239108
23,minimum,3,0.17499995434842808,14.162999367888784
24,weighted_arithmetic,8,0.2334984786813755,0.7739390747300526
24,exponential_mean,8,3.8163916471489756e-17,2.545950941139662e-16
24,weighted_median,8,0.43927365451786277,0.9477201746726232
24,minimum,8,0.10490833012395537,1.926101327600624
25,weighted_arithmetic,8,0.09809526796733944,0.7820210558462921
25,exponential_mean,8,7.979727989493313e-17,2.7264597349429137e-16
25,weighted_median,8,0.1537370183873436,0.8955190525906034
25,minimum,8,0.15173326339920545,2.8008791534315214
26,weighted_arithmetic,3,0.05749573717785772,0.5078215848179114
26,exponential_mean,3,1.3877787807814457e-17,1.809678253380694e-16
26,weighted_median,3,0.0510677585985665,0.8293773192735044
26,minimum,3,0.048066940070813746,1.2281017188715841
27,weighted_arithmetic,3,0.11406115484112792,0.5741585328064748
27,exponential_mean,3,1.3877787807814457e-17,1.2564878063196266e-16
27,weighted_median,3,0.3462182999641822,0.7718242244838224
27,minimum,3,0.022439433436651182,1.3172602046657935
28,weighted_arithmetic,3,0.13082997141131164,0.6096722385301365
28,exponential_mean,3,6.245004513516506e-17,1.5264475386289355e-16
28,weighted_median,3,0.04182569202241409,0.45633142252710057
28,minimum,3,0.06433370274444027,2.360197205913576
29,weighted_arithmetic,4,0.11090202943539673,0.5079335368000306
29,exponential_mean,4,3.469446951953614e-18,2.2270785382402327e-16
29,weighted_median,4,0.06012936645563112,0.29342132268247856
29,minimum,4,0.12644240143233054,3.8838119935757187
30,weighted_arithmetic,3,0.1611205506580719,0.5413309395399468
30,exponential_mean,3,3.469446951953614e-17,1.2554483202924748e-16
30,weighted_median,3,0.16670598737955963,0.5410903838571052
30,minimum,3,0.2623082762844049,3.760184251148621
31,weighted_arithmetic,5,0.05545074611913596,0.5075837688192658
31,exponential_mean,5,1.1102230246251565e-16,3.893772997917401e-16
31,weighted_median,5,0.07518670673109579,0.7203757998260643
31,minimum,5,0.12191200359252091,2.4947266684173552
32,weighted_arithmetic,5,0.045563182539995147,0.34915934458055364
32,exponential_mean,5,7.112366251504909e-17,2.1432788108677697e-16
32,weighted_median,5,0.09345009595273149,0.5243672035487712
