sample_index,size,fine_count,coarse_count,maximum_nested_weight_error
715,17,8,7,3.552713678800501e-15
716,18,4,2,8.526512829121202e-14
717,21,8,6,1.4210854715202004e-14
718,20,5,4,5.684341886080802e-14
719,21,7,5,5.684341886080802e-14
720,23,5,4,5.684341886080802e-14
721,16,5,2,1.1368683772161603e-13
722,17,5,2,5.684341886080802e-14
723,26,9,4,5.684341886080802e-14
724,23,8,6,2.842170943040401e-14
725,31,7,6,4.263256414560601e-14
726,21,5,3,5.684341886080802e-14
727,14,5,3,2.842170943040401e-14
728,31,8,5,2.842170943040401e-14
729,15,8,5,1.4210854715202004e-14
730,32,8,4,1.1368683772161603e-13
731,30,4,3,1.7053025658242404e-13
732,30,6,2,3.410605131648481e-13
733,18,4,3,8.526512829121202e-14
734,30,4,2,3.979039320256561e-13
735,18,5,3,2.842170943040401e-14
736,25,4,2,2.2737367544323206e-13
737,15,6,2,2.842170943040401e-14
738,15,8,4,1.4210854715202004e-14
739,32,9,8,4.263256414560601e-14
740,18,8,6,7.105427357601002e-15
741,15,4,3,1.1368683772161603e-13
742,19,4,3,1.4210854715202004e-14
743,30,6,3,1.1368683772161603e-13
744,29,6,3,1.1368683772161603e-13
745,26,6,3,8.526512829121202e-14
746,20,8,6,2.1316282072803006e-14
747,23,9,4,5.684341886080802e-14
748,28,4,2,3.979039320256561e-13
749,12,4,2,1.4210854715202004e-14
750,28,7,3,1.1368683772161603e-13
751,18,9,3,5.684341886080802e-14
752,28,5,3,2.2737367544323206e-13
753,16,5,2,1.7053025658242404e-13
754,18,6,3,5.684341886080802e-14
755,29,6,3,3.410605131648481e-13
756,28,7,4,1.1368683772161603e-13
757,25,7,3,2.2737367544323206e-13
758,13,4,3,2.842170943040401e-14
759,32,9,3,2.2737367544323206e-13
760,19,6,4,2.842170943040401e-14
761,24,9,7,2.842170943040401e-14
762,25,7,4,2.842170943040401e-14
763,32,7,3,2.8421709430404007e-13
764,17,6,5,1.4210854715202004e-14
765,29,6,4,1.1368683772161603e-13
766,14,5,2,1.4210854715202004e-14
767,31,5,2,2.2737367544323206e-13
768,31,4,3,2.2737367544323206e-13
769,15,4,2,1.4210854715202004e-14
770,16,4,2,2.842170943040401e-14
771,19,7,5,2.842170943040401e-14
772,19,5,4,2.842170943040401e-14
773,24,4,3,8.526512829121202e-14
774,13,4,3,1.4210854715202004e-14
775,12,6,3,7.105427357601002e-15
776,23,5,4,2.1316282072803006e-14
777,29,4,2,2.2737367544323206e-13
778,21,5,4,2.842170943040401e-14
779,28,5,4,5.684341886080802e-14
780,19,4,3,2.842170943040401e-14
781,25,5,3,5.684341886080802e-14
782,30,6,3,2.2737367544323206e-13
783,12,8,7,3.552713678800501e-15
784,14,6,2,5.684341886080802e-14
785,32,6,5,2.842170943040401e-14
786,27,4,3,1.1368683772161603e-13
787,15,6,3,2.842170943040401e-14
788,12,4,2,7.105427357601002e-15
789,27,9,7,5.684341886080802e-14
790,13,7,2,4.263256414560601e-14
791,12,5,4,3.552713678800501e-15
792,31,7,6,5.684341886080802e-14
793,12,6,3,2.842170943040401e-14
794,21,9,4,2.842170943040401e-14
795,31,8,4,1.7053025658242404e-13
796,31,6,5,1.1368683772161603e-13
797,19,5,2,5.684341886080802e-14
798,27,7,6,2.842170943040401e-14
799,19,6,5,7.105427357601002e-15
800,15,4,3,5.684341886080802e-14
801,17,4,2,8.526512829121202e-14
802,23,4,2,1.1368683772161603e-13
803,13,7,5,1.4210854715202004e-14
804,17,6,4,2.842170943040401e-14
805,22,5,4,1.4210854715202004e-14
806,20,5,3,5.684341886080802e-14
807,30,7,2,4.547473508864641e-13
808,18,6,5,2.842170943040401e-14
809,25,4,3,1.1368683772161603e-13
810,24,7,5,8.526512829121202e-14
811,16,5,4,2.842170943040401e-14
812,30,5,4,1.4210854715202004e-13
813,22,9,7,2.1316282072803006e-14
814,32,5,2,1.1368683772161603e-12
815,26,8,5,1.4210854715202004e-13
816,20,7,3,2.842170943040401e-14
817,24,5,2,5.684341886080802e-14
818,24,7,2,1.1368683772161603e-13
819,19,9,4,2.842170943040401e-14
820,17,5,3,8.526512829121202e-14
821,24,9,2,2.2737367544323206e-13
822,17,8,7,2.842170943040401e-14
823,18,8,2,1.1368683772161603e-13
824,22,4,3,2.842170943040401e-14
825,16,5,3,5.684341886080802e-14
826,30,6,2,2.2737367544323206e-13
827,12,5,4,7.105427357601002e-15
828,19,7,3,1.1368683772161603e-13
829,17,9,6,1.4210854715202004e-14
830,28,8,6,2.842170943040401e-14
831,29,9,2,2.2737367544323206e-13
832,24,6,3,5.684341886080802e-14
833,30,8,3,1.7053025658242404e-13
834,13,7,2,2.842170943040401e-14
835,12,9,4,3.552713678800501e-15
836,20,4,2,1.1368683772161603e-13
837,16,7,3,2.842170943040401e-14
838,19,4,3,2.842170943040401e-14
839,12,6,4,1.4210854715202004e-14
840,19,5,3,8.526512829121202e-14
841,15,8,2,5.684341886080802e-14
842,27,9,3,1.1368683772161603e-13
843,22,5,2,1.7053025658242404e-13
844,24,5,4,2.842170943040401e-14
845,15,7,5,1.4210854715202004e-14
846,24,8,5,1.4210854715202004e-14
847,17,9,3,2.842170943040401e-14
848,14,9,2,2.842170943040401e-14
849,25,4,2,2.2737367544323206e-13
850,18,7,6,1.4210854715202004e-14
851,30,5,2,2.8421709430404007e-13
852,28,7,2,3.410605131648481e-13
853,21,9,2,8.526512829121202e-14
854,27,7,4,5.684341886080802e-14
855,32,6,3,2.2737367544323206e-13
856,25,9,8,5.684341886080802e-14
857,32,4,2,5.684341886080801e-13
858,29,7,4,1.7053025658242404e-13
859,15,6,3,2.842170943040401e-14
860,17,8,7,3.552713678800501e-15
861,20,7,2,1.1368683772161603e-13
862,25,9,7,2.842170943040401e-14
863,25,5,4,8.526512829121202e-14
864,22,4,2,2.2737367544323206e-13
865,16,5,3,2.842170943040401e-14
866,29,7,4,1.1368683772161603e-13
867,23,7,5,4.263256414560601e-14
868,15,7,2,5.684341886080802e-14
869,14,4,3,2.842170943040401e-14
870,23,4,3,1.4210854715202004e-13
871,21,8,5,2.842170943040401e-14
872,24,8,2,3.410605131648481e-13
873,28,9,8,2.1316282072803006e-14
874,12,6,4,7.105427357601002e-15
875,26,7,6,1.4210854715202004e-14
876,18,6,5,7.105427357601002e-15
877,12,6,5,1.4210854715202004e-14
878,18,9,8,7.105427357601002e-15
879,17,4,2,5.684341886080802e-14
880,22,8,7,1.4210854715202004e-14
881,12,6,5,3.552713678800501e-15
882,15,7,2,1.1368683772161603e-13
883,32,4,3,3.410605131648481e-13
884,29,8,4,5.684341886080802e-14
885,31,6,5,4.263256414560601e-14
886,14,7,2,2.842170943040401e-14
887,28,6,3,1.1368683772161603e-13
888,32,4,3,3.410605131648481e-13
889,23,7,6,1.4210854715202004e-14
890,17,5,2,2.842170943040401e-14
891,29,7,5,8.526512829121202e-14
892,14,8,4,2.842170943040401e-14
893,15,4,2,2.842170943040401e-14
894,15,9,7,3.552713678800501e-15
895,18,7,4,1.4210854715202004e-14
896,21,6,4,8.526512829121202e-14
897,26,9,4,2.842170943040401e-14
898,15,9,3,2.842170943040401e-14
899,25,7,6,7.105427357601002e-15
900,13,4,3,2.1316282072803006e-14
901,16,4,3,1.1368683772161603e-13
902,26,6,2,2.2737367544323206e-13
903,19,4,3,5.684341886080802e-14
904,32,7,3,2.2737367544323206e-13
905,21,7,2,1.1368683772161603e-13
906,28,8,7,2.842170943040401e-14
907,16,7,6,1.4210854715202004e-14
908,13,4,2,2.842170943040401e-14
909,15,5,4,2.842170943040401e-14
910,27,6,4,5.684341886080802e-14
911,28,4,2,4.547473508864641e-13
912,29,5,4,2.2737367544323206e-13
913,24,5,3,5.684341886080802e-14
914,29,9,2,4.547473508864641e-13
915,28,4,2,6.821210263296962e-13
916,14,7,6,1.4210854715202004e-14
917,25,5,3,1.1368683772161603e-13
918,28,4,2,3.410605131648481e-13
919,27,7,5,2.2737367544323206e-13
920,19,5,3,4.263256414560601e-14
921,24,5,2,3.410605131648481e-13
922,24,9,2,5.684341886080801e-13
923,26,5,3,1.7053025658242404e-13
924,14,8,5,3.552713678800501e-15
925,13,5,3,1.4210854715202004e-14
926,27,9,7,4.263256414560601e-14
927,26,6,3,1.1368683772161603e-13
928,23,7,4,2.842170943040401e-14
929,19,9,3,5.684341886080802e-14
930,30,5,4,1.1368683772161603e-13
931,19,7,6,1.4210854715202004e-14
932,12,5,4,1.4210854715202004e-14
933,16,9,2,5.684341886080802e-14
934,13,4,3,7.105427357601002e-15
935,30,6,4,1.1368683772161603e-13
936,20,8,3,5.684341886080802e-14
937,22,4,2,1.1368683772161603e-13
938,21,4,2,1.1368683772161603e-13
939,23,8,2,2.8421709430404007e-13
940,20,8,5,7.105427357601002e-15
941,19,7,5,8.526512829121202e-14
942,13,9,6,1.4210854715202004e-14
943,23,7,2,1.1368683772161603e-13
944,32,9,3,1.1368683772161603e-13
945,13,5,2,1.7053025658242404e-13
946,30,9,4,1.1368683772161603e-13
947,27,9,3,8.526512829121202e-14
948,19,5,4,1.1368683772161603e-13
949,26,8,6,2.842170943040401e-14
950,28,9,5,5.684341886080802e-14
951,17,6,4,2.842170943040401e-14
952,30,5,4,5.684341886080802e-14
953,19,6,2,5.684341886080802e-14
954,15,4,3,1.4210854715202004e-14
955,15,4,3,2.842170943040401e-14
956,25,5,2,9.094947017729282e-13
957,22,8,7,1.4210854715202004e-14
958,16,7,3,2.842170943040401e-14
959,32,5,4,1.1368683772161603e-13
960,21,6,5,5.684341886080802e-14
961,20,8,2,1.1368683772161603e-13
962,25,5,3,1.1368683772161603e-13
963,21,9,8,2.842170943040401e-14
964,18,8,2,2.842170943040401e-14
965,14,7,5,7.105427357601002e-15
966,30,6,5,8.526512829121202e-14
967,27,4,3,2.2737367544323206e-13
968,13,4,3,5.684341886080802e-14
969,13,8,7,0.0
970,18,7,6,7.105427357601002e-15
971,19,7,5,1.4210854715202004e-14
972,19,6,5,2.842170943040401e-14
973,24,9,7,2.842170943040401e-14
974,22,4,3,1.4210854715202004e-14
975,14,6,3,7.105427357601002e-15
976,13,5,4,3.552713678800501e-15
977,19,4,3,1.7053025658242404e-13
978,21,6,2,8.526512829121202e-14
979,15,8,2,5.684341886080802e-14
980,27,9,4,1.1368683772161603e-13
981,12,8,3,1.4210854715202004e-14
982,24,9,7,1.4210854715202004e-14
983,25,9,6,2.842170943040401e-14
984,31,9,2,3.410605131648481e-13
985,20,7,6,7.105427357601002e-15
986,30,9,4,1.1368683772161603e-13
987,24,5,3,1.1368683772161603e-13
988,23,6,2,2.2737367544323206e-13
989,22,8,3,8.526512829121202e-14
990,15,5,2,5.684341886080802e-14
991,30,5,2,2.2737367544323206e-13
992,25,4,3,1.1368683772161603e-13
993,18,9,2,1.4210854715202004e-13
994,14,5,2,2.842170943040401e-14
995,29,7,6,2.842170943040401e-14
996,32,6,4,2.2737367544323206e-13
997,30,5,4,2.2737367544323206e-13
998,30,7,4,1.7053025658242404e-13
999,26,4,2,3.979039320256561e-13
1000,20,5,4,2.842170943040401e-14
1001,28,7,4,8.526512829121202e-14
1002,17,7,4,4.263256414560601e-14
1003,15,9,4,1.4210854715202004e-14
1004,24,9,4,1.1368683772161603e-13
1005,13,9,3,1.4210854715202004e-14
1006,27,9,2,3.410605131648481e-13
1007,28,7,6,8.526512829121202e-14
1008,24,4,3,2.2737367544323206e-13
1009,20,6,3,2.842170943040401e-14
1010,14,6,5,1.4210854715202004e-14
1011,14,4,2,5.684341886080802e-14
1012,28,5,3,5.684341886080802e-14
1013,17,6,4,2.842170943040401e-14
1014,28,5,4,4.263256414560601e-14
1015,16,4,2,8.526512829121202e-14
1016,30,4,3,5.684341886080801e-13
1017,26,5,3,8.526512829121202e-14
1018,23,8,4,4.263256414560601e-14
1019,32,7,5,2.842170943040401e-14
1020,27,4,3,1.1368683772161603e-13
1021,23,7,6,1.4210854715202004e-14
1022,19,7,6,1.4210854715202004e-14
1023,29,5,3,2.2737367544323206e-13
1024,32,6,4,1.1368683772161603e-13
1025,13,9,8,7.105427357601002e-15
1026,12,6,2,4.263256414560601e-14
1027,18,8,5,2.842170943040401e-14
1028,17,7,4,2.842170943040401e-14
1029,24,8,5,1.1368683772161603e-13
1030,15,8,5,7.105427357601002e-15
1031,30,5,3,2.2737367544323206e-13
1032,27,5,2,1.7053025658242404e-13
1033,13,4,3,1.4210854715202004e-14
1034,16,8,7,3.552713678800501e-15
1035,12,9,4,7.105427357601002e-15
1036,32,8,3,5.684341886080802e-14
1037,17,5,4,1.4210854715202004e-14
1038,22,7,5,2.842170943040401e-14
1039,21,4,2,1.7053025658242404e-13
1040,22,8,7,2.842170943040401e-14
1041,22,7,5,2.842170943040401e-14
1042,20,6,4,1.4210854715202004e-14
1043,28,6,5,8.526512829121202e-14
1044,13,8,4,7.105427357601002e-15
1045,27,4,3,5.684341886080802e-14
1046,26,6,2,2.2737367544323206e-13
1047,12,7,6,3.552713678800501e-15
1048,19,6,2,8.526512829121202e-14
1049,26,5,2,4.547473508864641e-13
1050,32,8,3,3.410605131648481e-13
1051,31,8,3,1.1368683772161603e-13
1052,31,6,3,2.8421709430404007e-13
1053,26,5,4,1.1368683772161603e-13
1054,31,6,4,2.2737367544323206e-13
1055,13,9,6,7.105427357601002e-15
1056,21,9,6,2.842170943040401e-14
1057,32,7,4,1.1368683772161603e-13
1058,19,6,3,2.842170943040401e-14
1059,12,4,2,1.4210854715202004e-14
1060,13,8,5,3.552713678800501e-15
1061,20,9,2,1.1368683772161603e-13
1062,29,7,2,2.2737367544323206e-13
1063,12,9,2,5.684341886080802e-14
1064,28,6,2,2.8421709430404007e-13
1065,30,7,5,5.684341886080802e-14
1066,13,5,3,1.4210854715202004e-14
1067,17,5,3,4.263256414560601e-14
1068,24,6,2,2.2737367544323206e-13
1069,20,4,3,1.1368683772161603e-13
1070,27,5,3,1.4210854715202004e-13
1071,20,8,5,4.263256414560601e-14
1072,24,4,3,1.7053025658242404e-13
1073,24,7,5,5.684341886080802e-14
1074,31,5,3,1.1368683772161603e-13
1075,19,9,6,1.4210854715202004e-14
1076,16,8,2,5.684341886080802e-14
1077,14,6,3,1.4210854715202004e-14
1078,17,7,5,7.105427357601002e-15
1079,12,9,2,2.842170943040401e-14
1080,17,7,4,2.1316282072803006e-14
1081,13,5,4,2.842170943040401e-14
1082,31,6,2,4.547473508864641e-13
1083,24,5,3,5.684341886080802e-14
1084,20,8,6,1.4210854715202004e-14
1085,25,4,2,2.2737367544323206e-13
1086,28,8,3,1.7053025658242404e-13
1087,29,6,4,8.526512829121202e-14
1088,17,5,3,2.842170943040401e-14
1089,23,7,6,7.105427357601002e-15
1090,18,5,2,1.7053025658242404e-13
1091,13,8,6,7.105427357601002e-15
1092,20,8,3,8.526512829121202e-14
1093,22,6,2,1.1368683772161603e-13
1094,12,9,5,7.105427357601002e-15
1095,18,8,6,1.4210854715202004e-14
1096,29,7,6,1.4210854715202004e-14
1097,17,5,2,1.1368683772161603e-13
1098,32,8,4,1.9895196601282805e-13
1099,28,9,5,4.263256414560601e-14
1100,28,6,5,5.684341886080802e-14
1101,18,7,2,2.842170943040401e-14
1102,23,5,3,5.684341886080802e-14
1103,30,4,2,4.547473508864641e-13
1104,30,5,2,2.8421709430404007e-13
1105,13,9,5,7.105427357601002e-15
1106,30,7,5,5.684341886080802e-14
1107,14,7,4,3.552713678800501e-15
1108,14,9,2,2.842170943040401e-14
1109,28,6,5,2.842170943040401e-14
1110,21,9,8,1.4210854715202004e-14
1111,26,7,3,1.7053025658242404e-13
1112,30,8,2,5.684341886080802e-14
1113,29,7,6,1.1368683772161603e-13
1114,23,5,3,2.842170943040401e-14
1115,20,7,5,2.842170943040401e-14
1116,31,4,2,2.2737367544323206e-13
1117,22,5,3,5.684341886080802e-14
1118,19,6,4,2.842170943040401e-14
1119,19,6,4,5.684341886080802e-14
1120,23,9,6,2.842170943040401e-14
1121,16,8,7,1.4210854715202004e-14
1122,20,9,5,1.4210854715202004e-14
1123,19,6,4,5.684341886080802e-14
1124,26,8,5,5.684341886080802e-14
1125,29,7,3,1.1368683772161603e-13
1126,17,5,4,2.842170943040401e-14
1127,27,4,2,3.410605131648481e-13
1128,15,8,4,2.842170943040401e-14
1129,25,8,7,7.105427357601002e-15
1130,30,5,3,8.526512829121202e-14
1131,15,5,2,5.684341886080802e-14
1132,20,7,4,2.1316282072803006e-14
1133,30,6,5,1.1368683772161603e-13
1134,24,9,7,2.842170943040401e-14
1135,28,8,6,2.842170943040401e-14
1136,14,9,4,7.105427357601002e-15
1137,28,4,2,1.7053025658242404e-13
1138,12,9,8,7.105427357601002e-15
1139,18,8,3,1.4210854715202004e-14
1140,22,6,4,4.263256414560601e-14
1141,25,6,3,8.526512829121202e-14
1142,17,7,2,5.684341886080802e-14
1143,14,8,5,7.105427357601002e-15
1144,28,7,5,1.1368683772161603e-13
1145,30,7,4,3.410605131648481e-13
1146,28,6,5,8.526512829121202e-14
1147,21,8,4,2.842170943040401e-14
1148,12,9,7,7.105427357601002e-15
1149,18,6,5,1.4210854715202004e-14
1150,27,4,2,2.8421709430404007e-13
1151,20,7,3,8.526512829121202e-14
1152,16,4,2,5.684341886080802e-14
1153,31,5,3,2.8421709430404007e-13
1154,15,5,4,7.105427357601002e-15
1155,14,5,2,4.263256414560601e-14
1156,14,8,5,7.105427357601002e-15
1157,25,5,2,2.8421709430404007e-13
1158,17,9,2,5.684341886080802e-14
1159,29,9,7,2.842170943040401e-14
1160,28,7,3,1.1368683772161603e-13
1161,14,5,2,2.842170943040401e-14
1162,18,7,6,2.842170943040401e-14
1163,31,7,3,4.547473508864641e-13
1164,26,8,7,5.684341886080802e-14
1165,25,5,3,1.1368683772161603e-13
1166,32,4,2,4.547473508864641e-13
1167,30,5,4,8.526512829121202e-14
1168,30,9,3,2.2737367544323206e-13
1169,19,9,4,2.842170943040401e-14
1170,28,6,4,1.7053025658242404e-13
1171,29,6,4,5.684341886080802e-14
1172,15,7,3,1.4210854715202004e-14
1173,28,8,7,5.684341886080802e-14
1174,31,8,7,2.842170943040401e-14
1175,24,7,3,1.1368683772161603e-13
1176,30,5,4,1.1368683772161603e-13
1177,14,7,6,0.0
1178,23,9,6,2.842170943040401e-14
1179,29,5,2,2.2737367544323206e-13
1180,18,7,2,5.684341886080802e-14
1181,21,5,4,2.842170943040401e-14
1182,27,6,2,1.7053025658242404e-13
1183,21,4,2,1.4210854715202004e-13
1184,24,9,2,1.1368683772161603e-13
1185,14,5,2,1.1368683772161603e-13
1186,20,7,4,2.842170943040401e-14
1187,24,6,3,5.684341886080802e-14
1188,14,6,5,7.105427357601002e-15
1189,22,6,3,5.684341886080802e-14
1190,22,7,2,3.410605131648481e-13
1191,17,9,4,1.4210854715202004e-14
1192,32,7,5,8.526512829121202e-14
1193,17,5,2,5.684341886080802e-14
1194,32,7,4,1.1368683772161603e-13
1195,25,5,3,8.526512829121202e-14
1196,24,4,2,1.7053025658242404e-13
1197,22,7,2,3.410605131648481e-13
1198,26,9,6,5.684341886080802e-14
1199,25,8,3,1.1368683772161603e-13
