sample_index,operator,size,group_count,direct_score,hierarchical_score,absolute_associativity_error,associative_at_tolerance
2538,minimum,12,6,-1.3713474451212253,-1.3713474451212253,0.0,True
2539,weighted_arithmetic,12,5,-0.5949646899567478,-0.5949646899567478,0.0,True
2539,exponential_mean,12,5,-0.9333449279813273,-0.9333449279813276,3.3306690738754696e-16,True
2539,weighted_median,12,5,-0.4921871954740421,-0.4921871954740421,0.0,True
2539,minimum,12,5,-2.0453973604855595,-2.0453973604855595,0.0,True
2540,weighted_arithmetic,24,3,0.02620506325510981,0.02620506325510983,2.0816681711721685e-17,True
2540,exponential_mean,24,3,-0.47824681040371714,-0.47824681040371697,1.6653345369377348e-16,True
2540,weighted_median,24,3,-0.3322737830356404,-0.3322737830356404,0.0,True
2540,minimum,24,3,-1.8031364211294216,-1.8031364211294216,0.0,True
2541,weighted_arithmetic,8,4,-0.20411811095455643,-0.20411811095455643,0.0,True
2541,exponential_mean,8,4,-0.4575927872204681,-0.4575927872204682,1.1102230246251565e-16,True
2541,weighted_median,8,4,-0.5841208761532795,-0.5841208761532795,0.0,True
2541,minimum,8,4,-1.059573513417596,-1.059573513417596,0.0,True
2542,weighted_arithmetic,23,6,0.29271444603090513,0.292714446030905,1.1102230246251565e-16,True
2542,exponential_mean,23,6,-0.5317480882922794,-0.5317480882922795,1.1102230246251565e-16,True
2542,weighted_median,23,6,0.6248905501438883,0.6248905501438883,0.0,True
2542,minimum,23,6,-2.03942065639756,-2.03942065639756,0.0,True
2543,weighted_arithmetic,21,5,0.46090446222936315,0.46090446222936315,0.0,True
2543,exponential_mean,21,5,-0.13678129831491165,-0.13678129831491156,8.326672684688674e-17,True
2543,weighted_median,21,5,0.38480324974226715,0.38480324974226715,0.0,True
2543,minimum,21,5,-1.6094563721672939,-1.6094563721672939,0.0,True
2544,weighted_arithmetic,8,6,-0.30051171167715374,-0.30051171167715374,0.0,True
2544,exponential_mean,8,6,-0.5783210230931065,-0.5783210230931066,1.1102230246251565e-16,True
2544,weighted_median,8,6,-0.030143182441644933,0.02974825178897538,0.059891434230620315,False
2544,minimum,8,6,-1.225156341148469,-1.225156341148469,0.0,True
2545,weighted_arithmetic,5,3,0.45579465689500864,0.45579465689500864,0.0,True
2545,exponential_mean,5,3,0.3004464350937708,0.3004464350937708,0.0,True
2545,weighted_median,5,3,0.6911860738950113,0.6911860738950113,0.0,True
2545,minimum,5,3,-0.6769579207611287,-0.6769579207611287,0.0,True
2546,weighted_arithmetic,24,2,0.017932064651935933,0.017932064651935902,3.122502256758253e-17,True
2546,exponential_mean,24,2,-0.800271842916336,-0.800271842916336,0.0,True
