n,sample_index,first_kernel,second_kernel,mean_row_total_variation,maximum_row_total_variation
32,16,standardized_exponential,standardized_rank,0.24578600311105547,0.4364505311929887
32,16,standardized_asinh,standardized_rank,0.17962953789756375,0.3156528713526152
32,17,standardized_exponential,standardized_asinh,0.06886227262713787,0.14218186054694898
32,17,standardized_exponential,standardized_rank,0.2543159669226617,0.4182594544430624
32,17,standardized_asinh,standardized_rank,0.19475613849561177,0.2777929939367403
32,18,standardized_exponential,standardized_asinh,0.06589436206682481,0.13428203015397291
32,18,standardized_exponential,standardized_rank,0.24007036321448583,0.38856686462399437
32,18,standardized_asinh,standardized_rank,0.1836674190769634,0.2776413476682321
32,19,standardized_exponential,standardized_asinh,0.07625250842311243,0.17354427362401242
32,19,standardized_exponential,standardized_rank,0.27442435975639046,0.4136068127157312
32,19,standardized_asinh,standardized_rank,0.20534100518888243,0.28384039119946836
32,20,standardized_exponential,standardized_asinh,0.05574163161960004,0.13131173046522268
32,20,standardized_exponential,standardized_rank,0.20713063152828884,0.34445653948544164
32,20,standardized_asinh,standardized_rank,0.16138047505512965,0.23542870209955002
32,21,standardized_exponential,standardized_asinh,0.06440573889885495,0.15117845344399622
32,21,standardized_exponential,standardized_rank,0.23398612967854582,0.4655643105119611
32,21,standardized_asinh,standardized_rank,0.1792843979151481,0.31438585706796485
32,22,standardized_exponential,standardized_asinh,0.07736824496134911,0.2108733438935729
32,22,standardized_exponential,standardized_rank,0.2620084427024665,0.47503309382559017
32,22,standardized_asinh,standardized_rank,0.1900316404964853,0.2807139207789682
