n,sample_index,kernel,row_affine_invariance_error,global_scale_total_variation,relabel_equivariance_error,outside_locality_error,shape_perturbation_mean_tv,shape_perturbation_max_tv
64,25,raw_softmax,0.5156020579306895,0.179700732511055,5.551115123125783e-17,0.0,0.09510213779105206,0.22011556713233021
64,25,standardized_exponential,2.220446049250313e-16,6.564166528041926e-17,2.220446049250313e-16,0.0,0.15746378240417772,0.37311931517266506
64,25,standardized_asinh,1.1102230246251565e-16,5.025277069470313e-17,1.1102230246251565e-16,0.0,0.1237006310096995,0.2532388688712454
64,25,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05205507498255819,0.11669310789083287
64,26,raw_softmax,0.4014052105219166,0.2929490823737523,5.551115123125783e-17,0.0,0.09636257519420695,0.16114004398801499
64,26,standardized_exponential,2.7755575615628914e-16,6.073226231813333e-17,1.6653345369377348e-16,0.0,0.16897734194128985,0.46906397886221707
64,26,standardized_asinh,1.6653345369377348e-16,4.082021179407924e-17,1.1102230246251565e-16,0.0,0.13186929037010858,0.2876456539226778
64,26,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.061033271442088796,0.1639711914469455
64,27,raw_softmax,0.4874164134188299,0.3464496467279238,5.551115123125783e-17,0.0,0.10555006508838015,0.18720284238136264
64,27,standardized_exponential,2.220446049250313e-16,6.29311598492055e-17,1.1102230246251565e-16,0.0,0.16558315453386188,0.38620260125565187
64,27,standardized_asinh,1.6653345369377348e-16,4.411347589300396e-17,1.1102230246251565e-16,0.0,0.12451810888403575,0.25984334878943244
64,27,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05338233165815598,0.12547366100383806
64,28,raw_softmax,0.3948053521841289,0.2675591298784399,1.1102230246251565e-16,0.0,0.10407715231271666,0.23442465852402386
64,28,standardized_exponential,2.7755575615628914e-16,5.990894629340215e-17,2.220446049250313e-16,0.0,0.17795018242935268,0.596224094901751
64,28,standardized_asinh,1.1102230246251565e-16,4.0440741033709315e-17,1.3877787807814457e-16,0.0,0.1335602115642587,0.49930674274744985
