sample_index,epsilon,total_variation,nonincreasing_from_previous
91,0.0001,0.00013435865631914322,True
91,1e-05,1.3438510543471326e-05,True
91,1e-06,1.3438775097295419e-06,True
92,0.1,0.0035506876962982086,True
92,0.01,0.0003564762432574812,True
92,0.001,3.566112448153453e-05,True
92,0.0001,3.5662468510242663e-06,True
92,1e-05,3.5662602843787196e-07,True
92,1e-06,3.5662616208777306e-08,True
93,0.1,0.004899818158865546,True
93,0.01,0.0004944807759554482,True
93,0.001,4.949348355734885e-05,True
93,0.0001,4.94980283559095e-06,True
93,1e-05,4.949848287070596e-07,True
93,1e-06,4.949852823584887e-08,True
94,0.1,0.005233370905024681,True
94,0.01,0.0005381747388435758,True
94,0.001,5.3977131394745516e-05,True
94,0.0001,5.399315846726023e-06,True
94,1e-05,5.39947617980345e-07,True
94,1e-06,5.3994922154527976e-08,True
95,0.1,0.0050805020335011174,True
95,0.01,0.000514574446214244,True
95,0.001,5.1523450373374406e-05,True
95,0.0001,5.153005867112592e-06,True
95,1e-05,5.153071958201517e-07,True
95,1e-06,5.153078575108488e-08,True
96,0.1,0.005134214349689418,True
96,0.01,0.0005192705689610652,True
96,0.001,5.198617979612284e-05,True
96,0.0001,5.199209846908532e-06,True
96,1e-05,5.199269041067302e-07,True
96,1e-06,5.199274966542252e-08,True
97,0.1,0.008411528128418798,True
97,0.01,0.0008606546265094446,True
97,0.001,8.626449484479211e-05,True
97,0.0001,8.628443900592966e-06,True
97,1e-05,8.628643382695139e-07,True
97,1e-06,8.628663325967755e-08,True
98,0.1,0.0040219504833284,True
98,0.01,0.00040490852035029827,True
98,0.001,4.051761645426014e-05,True
98,0.0001,4.05202889708628e-06,True
98,1e-05,4.052055617649075e-07,True
98,1e-06,4.0520582803378764e-08,True
99,0.1,0.0025309982202844175,True
99,0.01,0.0002541530910673594,True
99,0.001,2.5425780452292106e-05,True
99,0.0001,2.542682694822593e-06,True
99,1e-05,2.542693158508711e-07,True
99,1e-06,2.542694207403605e-08,True
100,0.1,0.007016307123018896,True
100,0.01,0.0007111186199494338,True
100,0.001,7.120697481060936e-05,True
100,0.0001,7.1216487920028355e-06,True
100,1e-05,7.121743924855345e-07,True
100,1e-06,7.121753432395015e-08,True
101,0.1,0.003249832587967561,True
101,0.01,0.0003252587985645349,True
101,0.001,3.252772032307739e-05,True
101,0.0001,3.2527894882208676e-06,True
101,1e-05,3.252791223218265e-07,True
101,1e-06,3.252791394291386e-08,True
102,0.1,0.01331572357999845,True
102,0.01,0.0013480771207111093,True
102,0.001,0.00013497498359993856,True
102,0.0001,1.349917332923986e-05,True
102,1e-05,1.349934084816742e-06,True
102,1e-06,1.3499357596048133e-07,True
103,0.1,0.0027248566508042017,True
103,0.01,0.00027357689704408873,True
103,0.001,2.7368489323875516e-05,True
103,0.0001,2.7369568117226973e-06,True
103,1e-05,2.736967597146235e-07,True
103,1e-06,2.7369686667229652e-08,True
104,0.1,0.02303014508651168,True
104,0.01,0.002351857444440826,True
104,0.001,0.00023568582033100095,True
104,0.0001,2.35735947243751e-05,True
104,1e-05,2.357409611357409e-06,True
104,1e-06,2.3574146256452552e-07,True
105,0.1,0.0666589819927064,True
105,0.01,0.007162129080659116,True
105,0.001,0.0007216437729311515,True
105,0.0001,7.221920197519237e-05,True
105,1e-05,7.222468965648202e-06,True
105,1e-06,7.222523846899592e-07,True
106,0.1,0.0413597312292638,True
106,0.01,0.004297412262459178,True
106,0.001,0.00043142833032603777,True
106,0.0001,4.315978022464182e-05,True
106,1e-05,4.316147570954199e-06,True
106,1e-06,4.316164525765861e-07,True
107,0.1,0.005742854110010577,True
107,0.01,0.0005925797380975243,True
107,0.001,5.9448093350545966e-05,True
107,0.0001,5.946717999025051e-06,True
107,1e-05,5.946908939999485e-07,True
107,1e-06,5.9469280386448265e-08,True
108,0.1,0.008298471714660641,True
108,0.01,0.0008632379114323272,True
108,0.001,8.667308994709838e-05,True
108,0.0001,8.670818097795147e-06,True
108,1e-05,8.671169170423785e-07,True
108,1e-06,8.671204280728248e-08,True
109,0.1,0.044944984950494024,True
109,0.01,0.004744623587770366,True
109,0.001,0.0004771393648992507,True
109,0.0001,4.774089521978467e-05,True
109,1e-05,4.77435929935006e-06,True
109,1e-06,4.774386279911985e-07,True
110,0.1,0.012783523729596177,True
110,0.01,0.0012955972128702292,True
110,0.001,0.00012973460894215408,True
110,0.0001,1.2975212243890784e-05,True
110,1e-05,1.2975387403698855e-06,True
110,1e-06,1.297540491661179e-07,True
111,0.1,0.003272631960566498,True
111,0.01,0.00033323672079639424,True
111,0.001,3.338497930993076e-05,True
111,0.0001,3.3391126232388587e-06,True
111,1e-05,3.339174108445515e-07,True
111,1e-06,3.339180255196257e-08,True
112,0.1,0.04418821523206529,True
112,0.01,0.0046271483040404154,True
112,0.001,0.00046492132779454534,True
112,0.0001,4.6514328814322025e-05,True
112,1e-05,4.651654973590263e-06,True
112,1e-06,4.651677183795284e-07,True
113,0.1,0.08602018804782138,True
113,0.01,0.009665947096754259,True
113,0.001,0.0009789179124208808,True
113,0.0001,9.801698459272466e-05,True
113,1e-05,9.80295238641624e-06,True
113,1e-06,9.803077799358356e-07,True
114,0.1,0.0038186615420150232,True
114,0.01,0.0003845008122399051,True
114,0.001,3.847663014189506e-05,True
114,0.0001,3.847928707137266e-06,True
114,1e-05,3.847955277303318e-07,True
114,1e-06,3.8479579211473554e-08,True
115,0.1,0.014364417690535945,True
115,0.01,0.0014577387857965499,True
115,0.001,0.00014599028180219017,True
115,0.0001,1.4601195700936086e-05,True
115,1e-05,1.460141248875008e-06,True
115,1e-06,1.460143416313244e-07,True
116,0.1,0.0042471012581558965,True
116,0.01,0.0004351259557820395,True
116,0.001,4.3619877851813204e-05,True
116,0.0001,4.363063831025494e-06,True
116,1e-05,4.363171468148834e-07,True
116,1e-06,4.363182234984815e-08,True
117,0.1,0.003700771655041169,True
117,0.01,0.0003723891073656318,True
117,0.001,3.72618024186742e-05,True
117,0.0001,3.726408917814869e-06,True
117,1e-05,3.7264317834313513e-07,True
117,1e-06,3.726434062938769e-08,True
118,0.1,0.012430180641925831,True
118,0.01,0.0013190265989873517,True
118,0.001,0.00013271913728171993,True
118,0.0001,1.3280139202742057e-05,True
118,1e-05,1.3280962361827037e-06,True
118,1e-06,1.3281044686054176e-07,True
119,0.1,0.029734005046615955,True
119,0.01,0.0030605870032365174,True
119,0.001,0.0003069616897234406,True
119,0.0001,3.070523118455471e-05,True
119,1e-05,3.070613773050007e-06,True
119,1e-06,3.07062283983974e-07,True
120,0.1,0.004360245784928762,True
120,0.01,0.0004486029349301131,True
120,0.001,4.4990591734990795e-05,True
120,0.0001,4.500366842972958e-06,True
