sample_index,old_count,observed_new_probability,asymptotic_new_probability,asymptotic_probability_error,old_pair_log_odds,expanded_pair_log_odds,pair_odds_collapsed_toward_one,absolute_expanded_pair_log_odds
3125,13,0.0015814179451694164,0.0015814179451694148,1.5178830414797062e-18,-0.14727213466084466,-4.667540254090232e-09,True,4.667540254090232e-09
3126,4,0.020108596134468113,0.020108596134468113,0.0,1.3847366578686389,4.558906748107602e-08,True,4.558906748107602e-08
3127,12,0.0019505656530105398,0.0019505656530105387,1.0842021724855044e-18,-0.4835114246503221,-1.3083009428134145e-08,True,1.3083009428134145e-08
3128,13,0.0015814179451694161,0.0015814179451694148,1.3010426069826053e-18,-0.3782277794455741,-1.3182494627298177e-08,True,1.3182494627298177e-08
3129,11,0.002433395264842944,0.002433395264842939,5.204170427930421e-18,2.1246921286440688,9.127816929825217e-08,True,9.127816929825217e-08
3130,6,0.009475758845705581,0.00947575884570558,1.734723475976807e-18,-0.0445994218589752,-1.1333438638444195e-09,True,1.1333438638444195e-09
3131,6,0.009475758845705586,0.00947575884570558,6.938893903907228e-18,1.1402305899795353,2.9381394885085608e-08,True,2.9381394885085608e-08
3132,3,0.0320459636914101,0.0320459636914101,0.0,0.8785885194196732,1.2770773468228743e-08,True,1.2770773468228743e-08
3133,5,0.013483418194656805,0.013483418194656805,0.0,-1.4731097834493023,-1.3335008408703731e-08,True,1.3335008408703731e-08
3134,12,0.0019505656530105406,0.0019505656530105387,1.951563910473908e-18,-1.419337481932852,-2.9040125726133646e-08,True,2.9040125726133646e-08
3135,5,0.013483418194656809,0.013483418194656805,3.469446951953614e-18,1.7624586629970591,4.1222953977780774e-08,True,4.1222953977780774e-08
3136,11,0.002433395264842941,0.002433395264842939,2.168404344971009e-18,-0.04309948291142255,-1.0894851693416723e-09,True,1.0894851693416723e-09
3137,3,0.032045963691410106,0.0320459636914101,6.938893903907228e-18,-2.3791029600975966,-3.4138428445089677e-08,True,3.4138428445089677e-08
3138,13,0.0015814179451694168,0.0015814179451694148,1.951563910473908e-18,-1.1078445433768573,-3.785772511639607e-08,True,3.785772511639607e-08
3139,8,0.005161146325458146,0.005161146325458139,6.938893903907228e-18,-0.03764643227177786,-1.3629247739694566e-09,True,1.3629247739694566e-09
3140,10,0.003075858842954009,0.003075858842954005,3.903127820947816e-18,-0.20557680781873866,-5.244309222869504e-09,True,5.244309222869504e-09
3141,13,0.001581417945169419,0.0015814179451694148,4.119968255444917e-18,-2.324955891901378,-9.447819628857351e-08,True,9.447819628857351e-08
3142,6,0.009475758845705584,0.00947575884570558,5.204170427930421e-18,1.3582258507244607,4.807914728449204e-08,True,4.807914728449204e-08
3143,6,0.009475758845705581,0.00947575884570558,1.734723475976807e-18,0.17614698843424414,5.506497020962182e-09,True,5.506497020962182e-09
3144,6,0.00947575884570557,0.00947575884570558,8.673617379884035e-18,0.16990939024223822,2.759287461374781e-09,True,2.759287461374781e-09
3145,3,0.0320459636914101,0.0320459636914101,0.0,2.119943488449888,3.1811239136487765e-08,True,3.1811239136487765e-08
