sample_index,maximum_flow_aggregation_error,maximum_macro_row_sum_error
1139,1.1102230246251565e-16,2.220446049250313e-16
1140,1.1102230246251565e-16,2.220446049250313e-16
1141,2.220446049250313e-16,2.220446049250313e-16
1142,1.6653345369377348e-16,2.220446049250313e-16
1143,1.6653345369377348e-16,2.220446049250313e-16
1144,1.6653345369377348e-16,0.0
1145,2.220446049250313e-16,1.1102230246251565e-16
1146,1.1102230246251565e-16,2.220446049250313e-16
1147,1.1102230246251565e-16,2.220446049250313e-16
1148,2.7755575615628914e-16,2.220446049250313e-16
1149,2.220446049250313e-16,2.220446049250313e-16
1150,5.551115123125783e-17,1.1102230246251565e-16
1151,1.1102230246251565e-16,2.220446049250313e-16
1152,1.1102230246251565e-16,2.220446049250313e-16
1153,1.1102230246251565e-16,2.220446049250313e-16
1154,2.220446049250313e-16,6.661338147750939e-16
1155,2.220446049250313e-16,2.220446049250313e-16
1156,1.6653345369377348e-16,0.0
1157,5.551115123125783e-17,0.0
1158,2.220446049250313e-16,3.3306690738754696e-16
1159,5.551115123125783e-17,2.220446049250313e-16
1160,1.1102230246251565e-16,2.220446049250313e-16
1161,2.220446049250313e-16,2.220446049250313e-16
1162,2.220446049250313e-16,4.440892098500626e-16
1163,3.3306690738754696e-16,0.0
1164,5.551115123125783e-17,2.220446049250313e-16
1165,1.1102230246251565e-16,2.220446049250313e-16
1166,3.3306690738754696e-16,4.440892098500626e-16
1167,4.440892098500626e-16,4.440892098500626e-16
1168,2.220446049250313e-16,2.220446049250313e-16
1169,2.220446049250313e-16,2.220446049250313e-16
1170,8.326672684688674e-17,2.220446049250313e-16
1171,1.1102230246251565e-16,2.220446049250313e-16
1172,1.1102230246251565e-16,2.220446049250313e-16
1173,1.6653345369377348e-16,2.220446049250313e-16
1174,5.551115123125783e-17,2.220446049250313e-16
1175,2.220446049250313e-16,2.220446049250313e-16
1176,2.220446049250313e-16,4.440892098500626e-16
1177,1.6653345369377348e-16,2.220446049250313e-16
1178,1.1102230246251565e-16,2.220446049250313e-16
1179,1.1102230246251565e-16,2.220446049250313e-16
1180,1.1102230246251565e-16,3.3306690738754696e-16
1181,1.6653345369377348e-16,4.440892098500626e-16
1182,1.1102230246251565e-16,2.220446049250313e-16
1183,2.220446049250313e-16,1.1102230246251565e-16
1184,1.1102230246251565e-16,2.220446049250313e-16
1185,1.1102230246251565e-16,2.220446049250313e-16
1186,5.551115123125783e-17,2.220446049250313e-16
1187,3.3306690738754696e-16,3.3306690738754696e-16
1188,2.220446049250313e-16,3.3306690738754696e-16
1189,2.220446049250313e-16,2.220446049250313e-16
1190,5.551115123125783e-17,2.220446049250313e-16
1191,1.1102230246251565e-16,2.220446049250313e-16
1192,1.1102230246251565e-16,1.1102230246251565e-16
1193,1.1102230246251565e-16,2.220446049250313e-16
1194,2.220446049250313e-16,0.0
1195,5.551115123125783e-17,2.220446049250313e-16
1196,2.220446049250313e-16,1.1102230246251565e-16
1197,1.1102230246251565e-16,1.1102230246251565e-16
1198,2.7755575615628914e-16,5.551115123125783e-16
1199,1.1102230246251565e-16,2.220446049250313e-16
