sample_index,maximum_flow_aggregation_error,maximum_macro_row_sum_error
474,2.220446049250313e-16,3.3306690738754696e-16
475,1.1102230246251565e-16,0.0
476,1.1102230246251565e-16,0.0
477,1.1102230246251565e-16,1.1102230246251565e-16
478,2.220446049250313e-16,2.220446049250313e-16
479,1.1102230246251565e-16,2.220446049250313e-16
480,1.1102230246251565e-16,0.0
481,1.1102230246251565e-16,2.220446049250313e-16
482,2.220446049250313e-16,3.3306690738754696e-16
483,5.551115123125783e-17,2.220446049250313e-16
484,1.1102230246251565e-16,2.220446049250313e-16
485,8.326672684688674e-17,2.220446049250313e-16
486,3.3306690738754696e-16,1.1102230246251565e-16
487,1.6653345369377348e-16,3.3306690738754696e-16
488,5.551115123125783e-17,0.0
489,6.661338147750939e-16,6.661338147750939e-16
490,5.551115123125783e-17,2.220446049250313e-16
491,2.7755575615628914e-16,4.440892098500626e-16
492,8.326672684688674e-17,2.220446049250313e-16
493,5.551115123125783e-17,2.220446049250313e-16
494,1.1102230246251565e-16,2.220446049250313e-16
495,1.1102230246251565e-16,2.220446049250313e-16
496,3.3306690738754696e-16,4.440892098500626e-16
497,1.6653345369377348e-16,2.220446049250313e-16
498,2.220446049250313e-16,2.220446049250313e-16
499,1.1102230246251565e-16,2.220446049250313e-16
500,1.1102230246251565e-16,0.0
501,3.3306690738754696e-16,4.440892098500626e-16
502,5.551115123125783e-17,3.3306690738754696e-16
503,1.1102230246251565e-16,2.220446049250313e-16
504,5.551115123125783e-17,2.220446049250313e-16
505,1.1102230246251565e-16,2.220446049250313e-16
506,1.6653345369377348e-16,3.3306690738754696e-16
507,5.551115123125783e-17,2.220446049250313e-16
508,1.1102230246251565e-16,3.3306690738754696e-16
509,2.220446049250313e-16,2.220446049250313e-16
510,1.1102230246251565e-16,2.220446049250313e-16
511,1.1102230246251565e-16,2.220446049250313e-16
512,5.551115123125783e-17,2.220446049250313e-16
513,1.1102230246251565e-16,2.220446049250313e-16
514,2.220446049250313e-16,1.1102230246251565e-16
515,1.1102230246251565e-16,2.220446049250313e-16
516,2.220446049250313e-16,2.220446049250313e-16
517,5.551115123125783e-17,2.220446049250313e-16
518,8.326672684688674e-17,1.1102230246251565e-16
519,5.551115123125783e-17,2.220446049250313e-16
520,2.220446049250313e-16,4.440892098500626e-16
521,2.220446049250313e-16,4.440892098500626e-16
522,2.220446049250313e-16,4.440892098500626e-16
523,4.440892098500626e-16,4.440892098500626e-16
524,5.551115123125783e-17,2.220446049250313e-16
525,1.6653345369377348e-16,2.220446049250313e-16
526,1.1102230246251565e-16,3.3306690738754696e-16
527,8.326672684688674e-17,2.220446049250313e-16
528,1.1102230246251565e-16,2.220446049250313e-16
529,1.6653345369377348e-16,1.1102230246251565e-16
530,3.3306690738754696e-16,6.661338147750939e-16
531,1.6653345369377348e-16,2.220446049250313e-16
532,2.220446049250313e-16,4.440892098500626e-16
533,1.1102230246251565e-16,2.220446049250313e-16
534,1.1102230246251565e-16,4.440892098500626e-16
535,2.220446049250313e-16,4.440892098500626e-16
536,1.1102230246251565e-16,0.0
537,1.1102230246251565e-16,2.220446049250313e-16
538,1.1102230246251565e-16,0.0
539,2.220446049250313e-16,2.220446049250313e-16
540,1.1102230246251565e-16,4.440892098500626e-16
541,1.6653345369377348e-16,4.440892098500626e-16
542,1.1102230246251565e-16,2.220446049250313e-16
543,1.6653345369377348e-16,2.220446049250313e-16
544,1.1102230246251565e-16,1.1102230246251565e-16
545,5.551115123125783e-17,3.3306690738754696e-16
546,1.6653345369377348e-16,2.220446049250313e-16
547,1.1102230246251565e-16,2.220446049250313e-16
548,1.1102230246251565e-16,2.220446049250313e-16
549,1.1102230246251565e-16,2.220446049250313e-16
550,1.1102230246251565e-16,4.440892098500626e-16
551,5.551115123125783e-17,3.3306690738754696e-16
552,2.220446049250313e-16,4.440892098500626e-16
553,1.1102230246251565e-16,2.220446049250313e-16
554,4.440892098500626e-16,2.220446049250313e-16
555,1.1102230246251565e-16,2.220446049250313e-16
556,1.1102230246251565e-16,3.3306690738754696e-16
557,8.326672684688674e-17,2.220446049250313e-16
558,1.1102230246251565e-16,2.220446049250313e-16
559,2.220446049250313e-16,0.0
560,5.551115123125783e-17,1.1102230246251565e-16
561,1.1102230246251565e-16,1.1102230246251565e-16
562,5.551115123125783e-17,2.220446049250313e-16
563,1.6653345369377348e-16,2.220446049250313e-16
564,1.1102230246251565e-16,2.220446049250313e-16
565,1.1102230246251565e-16,2.220446049250313e-16
566,2.220446049250313e-16,4.440892098500626e-16
567,6.661338147750939e-16,6.661338147750939e-16
