sample_index,macro_count,first_total_leaves,second_total_leaves,counting_measure_tv
985,7,114,94,0.22097797685703618
986,3,27,46,0.23027375201288247
987,14,126,170,0.36395891690009335
988,7,60,68,0.5166666666666667
989,9,74,124,0.3862249346120314
990,8,91,132,0.3142690642690643
991,11,129,162,0.2873959230548378
992,7,122,88,0.23043964232488823
993,4,56,58,0.15948275862068964
994,7,106,105,0.22183288409703505
995,16,226,170,0.3464341488807912
996,4,65,49,0.3189952904238619
997,12,165,152,0.39485645933014357
998,3,46,42,0.18322981366459623
999,11,110,169,0.21075847229693384
1000,11,133,129,0.4300868450195256
1001,4,33,40,0.4507575757575757
1002,10,165,128,0.36671401515151514
1003,8,125,82,0.39990243902439027
1004,5,45,50,0.4666666666666667
1005,7,112,55,0.3823051948051948
1006,14,150,182,0.25978021978021976
1007,4,36,82,0.2127371273712737
1008,15,163,179,0.4428488192754566
1009,12,160,169,0.2586168639053254
1010,11,137,156,0.363466217480816
1011,17,190,226,0.3091755938518863
1012,12,195,140,0.29725274725274725
1013,17,198,204,0.38725490196078427
1014,10,112,141,0.24594731509625128
1015,4,41,42,0.4639953542392567
1016,13,137,200,0.27233576642335766
1017,4,57,46,0.3119755911517925
1018,6,48,73,0.42950913242009137
1019,5,44,74,0.24078624078624072
1020,5,70,89,0.32520064205457466
1021,11,97,135,0.3686139747995418
1022,6,99,84,0.30303030303030304
1023,9,138,89,0.3274710959127178
1024,13,177,143,0.3899095255027458
1025,8,98,71,0.3286864041391204
1026,10,83,106,0.2874516935667197
1027,10,144,114,0.3157894736842105
1028,7,72,85,0.22205882352941178
1029,4,59,45,0.13935969868173256
1030,16,169,184,0.30862490352456906
1031,5,61,57,0.26718435432844406
1032,7,104,112,0.1881868131868132
1033,6,78,77,0.3558108558108558
1034,4,53,56,0.35411051212938005
1035,15,166,227,0.30484050740406565
1036,7,79,87,0.3030699839953441
1037,16,218,229,0.39399463162533555
1038,15,183,178,0.21993000552587955
1039,9,134,79,0.41554883808804083
1040,10,152,141,0.18374393430384472
1041,13,182,144,0.3551587301587302
1042,5,70,91,0.2549450549450549
1043,10,129,143,0.30210874396920917
1044,15,169,146,0.34019615789900304
1045,4,54,43,0.3682170542635659
1046,3,16,42,0.14583333333333331
1047,15,175,176,0.19116883116883115
1048,17,214,219,0.30653352110271836
1049,11,112,114,0.4415726817042606
1050,4,36,55,0.4025252525252525
1051,11,111,134,0.21325803415355654
1052,11,106,144,0.44156184486373173
1053,16,168,209,0.32379243563454085
1054,9,101,124,0.4100926221654423
1055,10,115,148,0.1965922444183314
1056,6,80,43,0.27616279069767435
1057,7,66,70,0.35238095238095235
1058,17,235,256,0.2758643617021277
1059,15,218,169,0.24727213506324303
1060,11,119,154,0.299083269671505
1061,13,190,171,0.3345029239766082
1062,7,128,88,0.2507102272727273
1063,4,32,58,0.19935344827586204
1064,6,87,79,0.3906591008293322
1065,7,65,90,0.5316239316239316
1066,12,200,120,0.3433333333333333
1067,3,32,40,0.2375
1068,6,95,67,0.3278868813825609
1069,14,130,188,0.25654664484451717
1070,11,147,170,0.24773909563825533
1071,14,176,161,0.3991389045736872
1072,3,49,46,0.019077196095829637
1073,6,78,79,0.3136968516715352
1074,13,136,157,0.34380854252529036
1075,6,53,65,0.2925979680696662
1076,15,187,229,0.2968965275669617
1077,17,183,246,0.35332533653205384
1078,3,36,31,0.26881720430107525
1079,17,193,203,0.32670563311978357
1080,15,214,241,0.271609725830845
1081,17,230,158,0.3850302696752889
1082,5,74,70,0.4501930501930502
1083,16,191,117,0.4045733208036873
1084,5,60,48,0.4166666666666667
1085,5,56,54,0.28042328042328035
1086,12,110,128,0.4032670454545454
1087,16,198,172,0.4439159032182288
1088,4,75,23,0.48289855072463767
1089,3,29,54,0.17624521072796934
1090,15,178,186,0.3085659055213242
1091,14,176,225,0.3851010101010101
1092,3,37,49,0.14726971869829011
1093,6,68,66,0.38636363636363635
1094,3,42,47,0.2082066869300912
1095,12,166,121,0.1663347605297222
1096,16,242,232,0.31700626959247646
1097,8,135,128,0.22621527777777778
1098,12,114,140,0.43684210526315786
1099,14,203,172,0.2537518616107229
1100,3,48,30,0.3791666666666666
1101,16,199,195,0.3530472877206546
1102,7,112,92,0.17003105590062112
1103,16,199,205,0.27040078440985416
1104,14,160,215,0.502906976744186
1105,8,110,61,0.36691505216095377
1106,7,104,80,0.1923076923076923
1107,17,198,213,0.4076682316118936
1108,12,128,173,0.3089776011560694
1109,5,82,27,0.571364046973803
1110,8,116,85,0.24411764705882355
1111,13,187,189,0.24641371700195228
1112,5,51,89,0.4893148270544173
1113,10,111,124,0.27579192095321126
1114,3,34,48,0.14215686274509806
1115,14,177,175,0.27167070217917677
1116,5,63,57,0.29741019214703424
1117,3,47,48,0.23758865248226949
1118,9,127,142,0.23971387379394477
1119,3,55,26,0.1020979020979021
1120,17,156,238,0.39506571859513034
1121,14,203,206,0.1889377779903391
1122,12,116,171,0.3276870336761444
1123,17,200,197,0.46710659898477164
1124,14,137,189,0.2214111922141119
1125,7,56,93,0.25595238095238093
1126,6,81,88,0.28717732884399555
1127,7,116,100,0.07862068965517241
1128,8,101,95,0.376029181865555
1129,10,107,146,0.31359621047241065
1130,11,163,133,0.2432769039162323
1131,3,45,34,0.41045751633986927
1132,7,108,102,0.24019607843137256
1133,6,71,75,0.2531455399061033
1134,4,57,33,0.5486443381180224
1135,6,61,61,0.22950819672131145
1136,17,211,210,0.3210561949898443
1137,8,98,117,0.2882435025292168
1138,7,90,86,0.4224806201550387
1139,9,86,129,0.4108527131782946
1140,6,67,52,0.18541905855338695
1141,5,71,54,0.12050078247261342
1142,14,177,190,0.3434433541480821
1143,10,161,108,0.31331953071083507
1144,14,159,168,0.3492812219227313
1145,8,82,110,0.4840354767184035
1146,12,191,112,0.3145100972326103
1147,9,109,101,0.33191025524570805
1148,10,111,95,0.2981507823613087
1149,10,113,146,0.26900230330949204
1150,11,113,169,0.21396030790176468
1151,8,111,108,0.21796796796796797
1152,6,79,105,0.11609403254972872
1153,13,170,137,0.42915414340918845
1154,11,165,109,0.2551570753405616
1155,13,157,168,0.4042690324537458
1156,15,218,170,0.2866702644360497
1157,5,42,51,0.523809523809524
1158,13,188,181,0.32849418126248975
1159,16,162,209,0.38156417980979385
1160,5,55,30,0.5424242424242424
1161,7,70,52,0.4021978021978022
1162,6,60,100,0.3233333333333333
1163,11,140,131,0.32273718647764443
1164,7,100,82,0.24170731707317072
1165,10,102,118,0.22033898305084745
1166,7,62,107,0.3349412119384987
1167,5,69,58,0.4080459770114943
1168,6,74,81,0.1578244911578245
1169,3,43,32,0.3161337209302325
1170,12,165,118,0.4099640472521828
1171,11,118,131,0.21755725190839695
1172,8,111,90,0.24654654654654656
1173,3,30,27,0.08518518518518514
1174,15,211,191,0.3643085779509193
1175,7,113,110,0.3433628318584071
1176,4,41,55,0.36274944567627493
1177,8,124,115,0.2067321178120617
1178,9,120,107,0.21160436137071648
1179,13,139,151,0.29410643670494063
1180,5,39,56,0.24816849816849818
1181,15,228,179,0.3670244045868863
1182,10,116,62,0.37875417130144606
1183,11,123,117,0.4060871377944548
1184,9,115,130,0.3207357859531772
1185,12,154,163,0.23651501872360767
1186,17,191,239,0.2883743345965957
1187,11,132,124,0.313782991202346
1188,3,43,34,0.010259917920656593
1189,10,163,132,0.2123071202825804
1190,11,161,172,0.1891882132023689
1191,4,63,66,0.25468975468975463
1192,4,30,33,0.24848484848484848
1193,15,168,172,0.30980066445182725
1194,4,60,31,0.35967741935483877
1195,17,210,190,0.5320802005012532
1196,14,171,193,0.25667363573008517
1197,8,108,116,0.33652618135376755
1198,7,97,103,0.14092683415073565
1199,6,79,59,0.23449903454194376
1200,6,100,91,0.2572527472527472
1201,3,49,24,0.25510204081632654
1202,12,150,153,0.24614379084967322
1203,6,52,72,0.3547008547008547
1204,16,210,216,0.31600529100529096
1205,14,206,158,0.37747327024701977
1206,6,63,77,0.2049062049062049
1207,3,37,33,0.17035217035217037
1208,4,77,34,0.2822765469824293
1209,9,97,79,0.3124102831789117
1210,16,191,196,0.3221498023293087
1211,15,205,186,0.31804353527406237
1212,16,194,165,0.34407997500781007
1213,15,177,181,0.2973749102600119
1214,5,65,93,0.22233250620347395
1215,7,130,73,0.19620653319283457
1216,12,167,157,0.27232159884053553
1217,11,138,165,0.2699604743083004
1218,5,59,79,0.23943359794035612
1219,10,161,128,0.2878008540372671
1220,15,213,228,0.3278354336545588
1221,12,126,135,0.3804232804232804
1222,12,177,172,0.23347786099067136
1223,6,80,69,0.14963768115942028
1224,3,18,23,0.567632850241546
1225,16,223,166,0.38502890485709657
1226,13,154,125,0.37444155844155846
1227,8,60,75,0.44666666666666666
1228,5,71,90,0.28763693270735524
1229,9,103,85,0.4157624214734438
1230,9,91,114,0.27164064006169275
1231,9,103,99,0.19319407668922234
1232,9,115,87,0.280359820089955
1233,11,147,161,0.38538893818396924
1234,15,219,206,0.27984661080817486
1235,6,82,51,0.4576757532281205
1236,8,129,99,0.22739018087855298
1237,9,135,106,0.4705101327742837
1238,10,89,125,0.3280898876404495
1239,17,160,220,0.2778409090909091
1240,14,153,182,0.2926452632334985
1241,5,47,78,0.3428805237315876
1242,11,97,133,0.3929927912564917
1243,11,105,106,0.5274932614555257
1244,15,138,179,0.37118451947210757
1245,6,112,75,0.1936904761904762
1246,15,186,218,0.320854296142843
1247,16,161,212,0.421832884097035
1248,16,183,189,0.25353456500997484
1249,8,108,73,0.33637747336377466
1250,5,86,45,0.3992248062015503
1251,4,75,27,0.19555555555555554
1252,5,52,74,0.37006237006237014
1253,13,128,159,0.29510613207547165
1254,8,91,90,0.3590964590964591
1255,11,123,144,0.31351626016260165
1256,10,103,108,0.3298274002157497
1257,7,75,92,0.37173913043478257
1258,4,43,36,0.19702842377260982
1259,12,185,195,0.22467082467082472
1260,16,225,220,0.30474747474747477
1261,8,58,98,0.3979591836734694
1262,9,143,117,0.3473193473193473
1263,4,42,52,0.4752747252747253
1264,7,89,103,0.32060652339914913
1265,14,132,143,0.4417249417249417
1266,17,264,213,0.24231754161331626
1267,10,115,143,0.2849498327759198
1268,15,151,209,0.30412877467600363
1269,9,108,73,0.44304921359715876
1270,9,113,116,0.24465974977113214
1271,10,80,135,0.3814814814814815
1272,8,85,113,0.3047371160853722
1273,17,210,296,0.2173101673101673
1274,10,164,106,0.20915784629544407
1275,12,153,136,0.2687908496732026
1276,8,131,122,0.23163559003879364
1277,4,65,51,0.27631975867269987
1278,12,123,145,0.35486403139893463
1279,6,79,90,0.27974683544303797
1280,9,129,63,0.2886674049464747
1281,4,29,54,0.39144316730523626
1282,14,143,183,0.32725744201154033
1283,5,55,53,0.5574614065180103
1284,10,128,146,0.3342251712328767
1285,14,172,219,0.25098226611447383
1286,15,211,172,0.36801498952937284
1287,3,33,8,0.38257575757575757
1288,17,232,229,0.32658861617226326
1289,5,54,69,0.3808373590982287
1290,5,38,52,0.2155870445344129
1291,12,165,206,0.3014416004707267
1292,14,110,162,0.35207631874298545
1293,12,153,191,0.31957704547787696
1294,13,209,135,0.28233209285840866
1295,17,211,181,0.39509308475818905
1296,10,110,102,0.37379679144385025
1297,9,108,112,0.24834656084656087
1298,4,54,27,0.2962962962962963
1299,3,39,43,0.46273106738223013
1300,11,151,134,0.24715824849263618
1301,14,179,133,0.36644684336539673
1302,14,161,211,0.3299284683995172
1303,7,98,76,0.22099892588614395
1304,12,181,172,0.23133753051522551
1305,10,108,112,0.3935185185185185
1306,11,158,129,0.25684427435972923
1307,16,220,205,0.3287139689578714
1308,8,125,102,0.2862745098039216
1309,7,52,69,0.4269788182831661
1310,3,43,48,0.3309108527131783
1311,14,143,187,0.3208556149732621
1312,14,183,144,0.4897540983606558
1313,13,161,200,0.313695652173913
1314,5,45,87,0.32337164750957853
1315,4,45,51,0.5398692810457517
1316,7,61,76,0.3794219154443486
1317,17,202,249,0.30454491232255754
1318,11,140,119,0.3504201680672269
1319,6,71,73,0.13428516303299248
1320,15,164,139,0.3033426917002983
1321,7,70,77,0.5168831168831168
1322,12,127,151,0.272826823799343
1323,14,155,195,0.41439205955334985
1324,12,138,153,0.2853083262290424
1325,17,243,254,0.2815365671883607
1326,4,52,30,0.6602564102564101
1327,10,141,140,0.1905775075987842
1328,8,115,141,0.1855072463768116
1329,11,121,133,0.3272230162182315
1330,3,27,38,0.4717348927875244
1331,13,172,120,0.42751937984496124
1332,13,169,197,0.2279758507794431
1333,6,85,83,0.2660524450744153
1334,10,144,102,0.30514705882352944
1335,6,92,95,0.1967963386727689
1336,16,177,185,0.3391662849289968
1337,9,108,87,0.46455938697318006
1338,6,75,63,0.3987301587301587
1339,15,166,188,0.36907203281209944
1340,16,234,197,0.28810360536248864
1341,8,98,96,0.3798894557823129
1342,11,130,118,0.4303780964797914
1343,7,86,74,0.2501571338780641
1344,14,160,180,0.27291666666666664
1345,3,55,38,0.1282296650717703
1346,12,130,183,0.22034468263976462
1347,4,76,46,0.27860411899313503
1348,16,198,191,0.33436458829128984
1349,9,136,143,0.32718017276840805
1350,10,142,120,0.46901408450704224
1351,4,39,61,0.19966372425388818
1352,9,91,114,0.16165413533834583
1353,15,197,209,0.37065552668010593
1354,16,254,168,0.25979565054368203
1355,13,171,163,0.32443583396118103
1356,15,169,192,0.2552699704142012
1357,4,52,27,0.3262108262108262
1358,9,103,124,0.3979799561540871
1359,12,150,135,0.28814814814814815
1360,14,179,179,0.2737430167597765
1361,15,171,211,0.2541503838585405
1362,7,90,40,0.46111111111111114
1363,6,38,89,0.4033116499112951
1364,17,209,201,0.3954390725796853
1365,16,126,208,0.3344017094017094
1366,3,41,26,0.622889305816135
1367,5,33,56,0.38961038961038963
1368,3,42,41,0.26016260162601623
1369,5,48,60,0.24166666666666667
1370,8,85,114,0.29979360165118685
1371,9,93,123,0.30133752950432735
1372,5,51,65,0.19668174962292612
1373,7,77,79,0.24889035015617292
1374,12,153,139,0.2645883293365308
1375,6,99,98,0.23933209647495363
1376,4,49,42,0.37414965986394555
1377,8,96,53,0.27889150943396224
1378,12,162,150,0.2992592592592592
1379,17,280,181,0.3299526440410418
1380,5,66,55,0.20909090909090905
1381,16,236,182,0.34238219407710935
1382,3,49,39,0.14181057038199896
1383,17,187,212,0.41849964685702756
1384,17,203,222,0.2363866329383571
1385,8,89,83,0.3102748070935427
1386,8,72,87,0.40229885057471265
1387,13,184,206,0.2846137610806247
1388,9,142,83,0.3346343118954692
1389,3,45,22,0.398989898989899
1390,4,54,64,0.21064814814814814
1391,14,149,153,0.2719217440891346
1392,4,51,58,0.20892494929006084
1393,4,66,25,0.4860606060606061
1394,3,52,41,0.31144465290806755
1395,5,66,60,0.2303030303030303
1396,11,148,175,0.27563706563706564
1397,16,208,168,0.2912087912087912
1398,12,133,158,0.300513943085562
1399,15,171,241,0.38526121666545343
1400,12,140,133,0.28796992481203004
1401,4,58,20,0.3258620689655173
1402,17,217,203,0.2973144764023518
1403,13,206,118,0.32376172453513247
1404,14,144,169,0.3690006574621959
1405,14,157,172,0.31802695896904154
1406,13,142,158,0.2870386878231414
1407,10,146,89,0.23995690318608587
1408,4,43,47,0.3750618505690252
1409,10,133,126,0.3137009189640768
1410,15,192,174,0.35272988505747127
1411,9,139,77,0.29645893674670654
1412,3,31,61,0.29561078794288737
1413,6,82,73,0.22502505846976278
1414,3,66,35,0.14675324675324675
1415,9,150,108,0.21888888888888888
1416,17,215,150,0.3241860465116279
1417,11,159,164,0.3230940328271207
1418,4,29,41,0.2918418839360807
1419,5,39,73,0.25746399719002455
1420,4,37,84,0.2924710424710425
1421,9,104,84,0.548076923076923
1422,11,139,135,0.3647215560884626
1423,13,149,191,0.2415755999859447
1424,14,185,148,0.24324324324324326
1425,3,40,60,0.2833333333333333
1426,6,59,83,0.24913212170716764
1427,17,182,180,0.29133089133089135
1428,11,189,150,0.29640211640211644
1429,13,172,158,0.3164556962025316
1430,13,205,120,0.23313008130081297
1431,6,85,81,0.5066085693536674
1432,12,145,214,0.2866580728327425
1433,15,149,185,0.25474333393796483
1434,4,71,72,0.21302816901408453
1435,17,204,249,0.18834160170092132
1436,10,161,110,0.3055335968379446
1437,6,60,58,0.49137931034482757
1438,10,102,151,0.24250097389949354
1439,11,140,183,0.23005464480874316
1440,13,147,148,0.32266960838389414
1441,8,89,94,0.42182644035381306
1442,15,192,168,0.41517857142857134
1443,14,148,174,0.2980739360049705
1444,13,163,157,0.3144074088546755
1445,4,57,45,0.2865497076023391
1446,4,64,54,0.06828703703703703
1447,4,58,60,0.3551724137931035
1448,9,116,157,0.2685042828904019
1449,12,120,189,0.20661375661375658
1450,13,200,198,0.27994949494949495
1451,16,223,193,0.34503589767420245
1452,16,156,211,0.27606635071090047
1453,3,45,47,0.1640661938534279
1454,6,107,77,0.3607233887607719
1455,9,140,96,0.2931547619047619
1456,15,169,197,0.32589433214189173
1457,14,162,207,0.2673107890499195
1458,7,65,50,0.3661538461538462
1459,11,138,116,0.4025487256371814
1460,5,65,55,0.27832167832167837
1461,3,31,39,0.4408602150537635
1462,9,125,151,0.19846357615894042
1463,7,72,145,0.37796934865900383
1464,11,172,147,0.2691029900332226
1465,17,209,215,0.3953043284744632
1466,3,39,31,0.30603804797353185
1467,12,146,147,0.3853322150778119
1468,5,46,43,0.2537917087967644
1469,9,104,108,0.18482905982905984
1470,8,119,97,0.19267088278610411
1471,14,167,163,0.3363212225855038
1472,13,192,184,0.23392210144927533
1473,7,59,80,0.3788135593220339
1474,10,157,158,0.17975489800854627
1475,14,167,160,0.349064371257485
1476,4,30,47,0.26950354609929084
1477,8,103,120,0.28131067961165046
1478,3,38,41,0.41014120667522463
1479,11,158,101,0.3914024313823788
1480,4,75,54,0.23111111111111118
1481,3,59,28,0.3547215496368039
1482,15,145,190,0.34609800362976406
1483,15,171,183,0.37973348672227014
1484,4,36,48,0.6527777777777778
1485,7,97,118,0.1604927485584484
1486,9,97,104,0.29718477398889764
1487,6,78,69,0.24358974358974358
1488,12,172,137,0.32121032082838225
1489,13,151,174,0.31928903098119815
1490,13,190,152,0.32631578947368417
1491,14,187,178,0.3402331310460855
1492,11,112,146,0.29207436399217224
1493,16,193,183,0.35720150627141195
1494,9,107,137,0.251858926256907
1495,15,201,251,0.3686943767219678
1496,14,164,208,0.3428705440900563
1497,5,83,47,0.17610869007946678
1498,16,186,221,0.30664623169367
1499,9,85,160,0.17316176470588235
1500,7,97,71,0.19631189197037896
1501,17,222,206,0.2529957141607627
1502,8,127,124,0.25838201676403355
1503,6,67,80,0.14626865671641792
1504,13,142,166,0.31079246563719665
1505,9,99,113,0.3191204076159829
1506,3,32,27,0.10416666666666666
1507,12,161,144,0.3733178053830228
1508,6,77,57,0.28434723171565274
1509,11,130,157,0.18236158745712888
1510,10,150,114,0.27614035087719296
1511,14,203,179,0.3232793020887801
1512,17,198,177,0.3508816983393254
1513,4,23,39,0.6309921962095876
1514,3,16,17,0.38970588235294124
1515,7,115,104,0.20175585284280936
1516,14,161,196,0.2930346051464064
1517,16,176,226,0.3456355591311343
1518,3,31,63,0.42396313364055305
1519,6,68,86,0.280437756497948
1520,7,75,99,0.3337373737373737
1521,6,72,93,0.32840501792114696
1522,10,107,133,0.2831143278757641
1523,11,143,135,0.18575498575498578
1524,15,172,211,0.25666813622836987
1525,7,69,75,0.34550724637681157
1526,15,215,236,0.18990934174221524
1527,8,100,130,0.07846153846153846
1528,3,36,10,0.4388888888888889
1529,5,52,45,0.30854700854700856
1530,16,209,186,0.4062612543087925
1531,17,197,191,0.33053392510697105
1532,14,180,192,0.3038194444444444
1533,11,135,140,0.28465608465608466
1534,9,96,136,0.2371323529411765
1535,8,94,82,0.24312402698495067
1536,6,76,68,0.1996904024767802
1537,6,65,80,0.15673076923076923
1538,15,184,198,0.3619345630215196
1539,9,107,138,0.3460652851144521
1540,5,86,88,0.1347780126849894
1541,17,187,228,0.3179238202458017
1542,5,50,52,0.3369230769230769
1543,7,86,94,0.2894606630381
1544,12,148,125,0.43551351351351353
1545,15,188,186,0.32092198581560283
1546,14,196,156,0.380429094714809
1547,12,148,172,0.31693903205531115
1548,15,145,158,0.32531645569620254
1549,11,144,170,0.25163398692810457
1550,15,189,183,0.3383641252493712
1551,4,64,33,0.32907196969696967
1552,12,188,142,0.2031015882529218
1553,17,246,225,0.28915989159891603
1554,4,32,47,0.20079787234042554
1555,7,87,118,0.09409701928696668
1556,6,74,84,0.16763191763191765
1557,3,49,39,0.0638409209837781
1558,11,90,163,0.2758691206543967
1559,5,73,74,0.3226582747130692
1560,13,164,180,0.2844173441734417
1561,15,198,184,0.26471234079929734
1562,16,219,213,0.2741012283748151
1563,5,74,81,0.30480480480480476
1564,7,38,88,0.13098086124401914
1565,7,106,74,0.23737888832228454
1566,8,97,91,0.3499490200521128
1567,13,134,171,0.3165313781967356
1568,12,148,166,0.30804298274177794
1569,3,49,38,0.18259935553168632
1570,13,166,175,0.2994148020654045
1571,10,134,146,0.23880597014925373
1572,16,243,251,0.1438361779220566
1573,9,126,80,0.33412698412698416
1574,9,115,86,0.582103134479272
1575,13,175,181,0.2877348066298343
1576,14,152,184,0.3498283752860412
1577,12,163,106,0.29795115175367526
1578,4,73,35,0.5033268101761252
1579,6,78,53,0.12167392356071602
1580,6,88,66,0.35984848484848486
1581,14,141,213,0.27829387673559086
1582,15,121,184,0.36314229249011865
1583,8,58,95,0.32504537205081674
1584,6,76,62,0.4613752122241086
1585,11,134,126,0.3308457711442786
1586,6,75,95,0.26947368421052637
1587,15,151,211,0.243118546184991
1588,14,219,149,0.33296558487328004
1589,9,101,97,0.25211799530468515
1590,9,118,110,0.3822804314329738
1591,4,44,17,0.08957219251336898
1592,14,215,202,0.2644255123186737
1593,3,39,29,0.6224580017683465
1594,3,30,50,0.48
1595,9,94,86,0.4621474517565562
1596,11,144,177,0.33780602636534834
1597,12,150,126,0.2726984126984127
1598,6,54,83,0.18384649709950912
1599,13,178,180,0.27971285892634207
1600,6,77,63,0.33910533910533913
1601,11,163,130,0.23043888626710712
1602,6,93,99,0.15672857608341484
1603,13,158,217,0.2611853234556379
1604,14,111,179,0.424782324223665
1605,9,110,96,0.25492424242424244
1606,11,87,156,0.40583554376657827
1607,8,86,110,0.24270613107822409
1608,8,125,103,0.24699029126213592
1609,5,40,49,0.5821428571428571
1610,11,107,151,0.3183759361267562
1611,16,174,230,0.37481259370314846
1612,13,176,168,0.4237012987012987
1613,8,114,117,0.34750337381916324
1614,15,219,130,0.39332630839480154
1615,8,89,125,0.24916853932584268
1616,4,37,63,0.4568854568854569
1617,13,140,155,0.35714285714285715
1618,3,62,36,0.1057347670250896
1619,5,81,55,0.4615039281705948
1620,16,187,200,0.26983957219251337
1621,8,97,62,0.4112071832391087
1622,8,53,79,0.38834487700023884
1623,12,144,144,0.20833333333333334
1624,14,154,190,0.29706083390293914
1625,16,228,215,0.3034679722562219
1626,6,95,46,0.2949656750572082
1627,16,176,173,0.33391355754072516
1628,4,45,65,0.31965811965811963
1629,4,60,40,0.30833333333333335
1630,13,180,149,0.23504847129008205
1631,13,144,145,0.3907567049808429
1632,9,134,98,0.3049040511727079
1633,8,121,76,0.2563070900391474
1634,4,54,62,0.37455197132616486
1635,17,251,179,0.33256916468205394
1636,11,134,89,0.3121750796578903
1637,14,178,172,0.24856284295793046
1638,15,212,176,0.3351200686106347
1639,7,99,110,0.2737373737373737
1640,11,126,136,0.40254435107376285
1641,3,37,30,0.37207207207207205
1642,17,200,221,0.33395927601809955
1643,15,164,154,0.23091542603737725
1644,6,46,64,0.39266304347826086
1645,3,45,48,0.19166666666666665
1646,4,49,32,0.2997448979591837
1647,7,88,99,0.3800505050505051
1648,16,190,188,0.3493281075027996
1649,12,140,135,0.2997354497354497
1650,7,88,79,0.23935558112773303
1651,16,167,158,0.35761388615174716
1652,8,93,91,0.3776438615148292
1653,3,50,48,0.0958333333333333
1654,5,65,60,0.24615384615384614
1655,12,155,199,0.32634138434106014
1656,3,68,24,0.29656862745098034
1657,6,80,88,0.2761363636363637
1658,6,96,101,0.14449257425742576
1659,5,79,69,0.34140524674371675
1660,16,193,192,0.36134499136442144
1661,6,59,66,0.45095017976373913
1662,4,52,51,0.3009049773755656
1663,17,197,190,0.3988244723483836
1664,12,113,130,0.4375085091899252
1665,6,78,42,0.39926739926739924
1666,9,133,107,0.28515213266811884
1667,16,203,214,0.33198287371667967
1668,16,227,165,0.3384861834201041
1669,3,37,46,0.4911868390129259
1670,4,49,46,0.44809228039041704
1671,3,50,45,0.15333333333333332
1672,14,161,123,0.34368530020703936
1673,8,128,83,0.3391378012048193
1674,4,52,60,0.2653846153846154
1675,11,128,145,0.3334590517241379
1676,12,186,148,0.2839290903807033
1677,6,71,66,0.4304310712761417
1678,15,160,175,0.5119642857142858
1679,5,66,75,0.31212121212121213
1680,13,184,135,0.24122383252818036
1681,6,116,71,0.33183584264205923
1682,4,21,43,0.4330011074197121
1683,4,72,61,0.24795081967213112
1684,11,156,123,0.3980612883051907
1685,8,108,123,0.16666666666666669
1686,5,81,56,0.27138447971781304
1687,15,174,198,0.25600835945663536
1688,13,204,160,0.24313725490196078
1689,17,263,203,0.1898143812395812
1690,13,177,167,0.3061334957204236
1691,7,107,100,0.18420560747663553
1692,16,245,207,0.3290545203588682
1693,6,67,82,0.2855842737531853
1694,3,12,18,0.41666666666666663
1695,6,80,65,0.3048076923076922
1696,5,54,90,0.22222222222222224
1697,16,216,209,0.277401205032784
1698,9,109,69,0.25515224039356466
1699,13,144,121,0.5090105601469237
1700,13,157,138,0.2539924305363242
1701,12,164,135,0.23459801264679314
1702,13,191,189,0.23006177456439236
1703,6,83,79,0.18041787402775658
1704,16,176,174,0.26410658307210033
1705,16,156,210,0.3945054945054945
1706,14,178,210,0.35719636169074376
1707,4,65,61,0.11424968474148803
1708,8,41,91,0.2811578665237202
1709,10,115,113,0.19168911119661408
1710,8,157,75,0.3249256900212314
1711,8,102,100,0.25745098039215686
1712,5,70,44,0.4662337662337662
1713,10,127,126,0.2709036370453693
1714,10,108,129,0.2579672695951765
1715,9,110,101,0.32862286228622867
1716,5,59,65,0.1590612777053455
1717,13,145,146,0.47094945677846006
1718,4,55,59,0.3180277349768875
1719,10,131,117,0.38115743459254914
1720,3,12,51,0.1519607843137255
1721,5,64,63,0.28893849206349204
1722,7,98,78,0.31684981684981683
1723,12,142,151,0.3740322731088518
1724,3,45,45,0.08888888888888888
1725,15,184,218,0.25713003589948147
1726,4,47,56,0.3324468085106383
1727,5,72,95,0.0641812865497076
1728,6,108,86,0.1444875107665805
1729,11,107,151,0.36157702543789066
1730,9,112,115,0.21700310559006214
1731,10,145,107,0.2946825652594264
1732,8,136,84,0.3130252100840336
1733,4,57,43,0.521827825377397
1734,14,158,168,0.4338456901748041
1735,6,80,70,0.31250000000000006
1736,3,35,34,0.3957983193277311
1737,3,38,42,0.4385964912280702
1738,15,182,206,0.38152139123012907
1739,7,102,102,0.16666666666666669
1740,15,187,172,0.3184305434647432
1741,14,161,215,0.30639895998844435
1742,5,55,37,0.23882063882063886
1743,8,86,126,0.28497600590623845
1744,10,152,116,0.37681488203266783
1745,11,154,139,0.19980379332897316
1746,12,159,168,0.2542677448337826
1747,17,184,242,0.3907204455623428
1748,11,142,129,0.29484659897368715
1749,16,170,216,0.41007625272331155
1750,7,93,93,0.3870967741935484
1751,11,117,181,0.2562685932851679
1752,8,76,96,0.3355263157894737
1753,16,202,176,0.279027902790279
1754,6,54,96,0.17824074074074076
1755,6,74,44,0.363022113022113
1756,6,88,69,0.27009222661396576
1757,7,80,79,0.4109177215189873
1758,4,44,15,0.3303030303030303
1759,3,25,46,0.7530434782608696
1760,3,11,41,0.4412416851441242
1761,8,123,129,0.1781055019852524
1762,8,114,105,0.17268170426065163
