sample_index,final_microstate_count,maximum_macro_mass_error,maximum_macro_q_error,maximum_macro_probability_tv,maximum_total_mass_error
278,226,1.1102230246251565e-16,8.881784197001252e-16,8.413408858487514e-17,2.220446049250313e-16
279,274,5.551115123125783e-17,8.881784197001252e-16,1.3617579286417936e-16,2.220446049250313e-16
280,271,8.326672684688674e-17,2.7755575615628914e-16,1.8214596497756474e-17,3.3306690738754696e-16
281,259,1.3877787807814457e-16,3.3306690738754696e-16,1.942890293094024e-16,3.3306690738754696e-16
282,240,1.1102230246251565e-16,1.1102230246251565e-15,1.2750217548429532e-16,2.220446049250313e-16
283,227,5.551115123125783e-17,2.220446049250313e-16,7.28583859910259e-17,2.220446049250313e-16
284,274,5.551115123125783e-17,1.3322676295501878e-15,9.71445146547012e-17,2.220446049250313e-16
285,263,6.938893903907228e-17,5.551115123125783e-16,2.7755575615628914e-17,2.220446049250313e-16
286,256,2.7755575615628914e-17,4.440892098500626e-16,5.984795992119984e-17,2.220446049250313e-16
287,253,1.6653345369377348e-16,6.661338147750939e-16,3.838075690598686e-17,2.220446049250313e-16
288,251,8.326672684688674e-17,5.551115123125783e-17,1.457167719820518e-16,2.220446049250313e-16
289,272,1.1102230246251565e-16,8.881784197001252e-16,7.28583859910259e-17,2.220446049250313e-16
290,251,5.551115123125783e-17,6.661338147750939e-16,1.249000902703301e-16,2.220446049250313e-16
291,271,5.551115123125783e-17,4.440892098500626e-16,1.0321604682062002e-16,4.440892098500626e-16
292,275,5.551115123125783e-17,2.220446049250313e-16,6.722053469410127e-17,2.220446049250313e-16
293,255,2.7755575615628914e-17,3.3306690738754696e-16,8.239936510889834e-17,2.220446049250313e-16
294,262,5.551115123125783e-17,4.440892098500626e-16,1.214306433183765e-16,2.220446049250313e-16
295,254,8.326672684688674e-17,4.440892098500626e-16,9.627715291671279e-17,2.220446049250313e-16
296,256,5.551115123125783e-17,2.220446049250313e-16,4.163336342344337e-17,2.220446049250313e-16
297,254,6.938893903907228e-17,1.7763568394002505e-15,1.734723475976807e-16,2.220446049250313e-16
298,245,5.551115123125783e-17,4.440892098500626e-16,3.5561831257524545e-17,2.220446049250313e-16
299,267,5.551115123125783e-17,1.3322676295501878e-15,4.423544863740858e-17,2.220446049250313e-16
300,249,2.7755575615628914e-16,5.551115123125783e-17,6.938893903907228e-17,2.220446049250313e-16
301,254,8.326672684688674e-17,8.881784197001252e-16,1.0842021724855044e-18,2.220446049250313e-16
302,265,5.551115123125783e-17,6.661338147750939e-16,1.3227266504323154e-17,2.220446049250313e-16
303,254,5.551115123125783e-17,3.3306690738754696e-16,6.288372600415926e-17,2.220446049250313e-16
304,261,6.661338147750939e-16,6.661338147750939e-16,1.1102230246251565e-16,2.220446049250313e-16
305,246,2.220446049250313e-16,7.771561172376096e-16,4.163336342344337e-17,2.220446049250313e-16
306,249,8.326672684688674e-17,3.3306690738754696e-16,1.0625181290357943e-16,2.220446049250313e-16
307,284,1.6653345369377348e-16,6.661338147750939e-16,1.0234868508263162e-16,2.220446049250313e-16
308,245,1.1102230246251565e-16,4.440892098500626e-16,1.3877787807814457e-16,2.220446049250313e-16
309,249,1.1102230246251565e-16,4.440892098500626e-16,5.0306980803327406e-17,2.220446049250313e-16
310,253,5.551115123125783e-17,6.661338147750939e-16,9.80118763926896e-17,2.220446049250313e-16
311,257,1.1102230246251565e-16,4.440892098500626e-16,8.673617379884035e-17,2.220446049250313e-16
312,249,4.163336342344337e-17,1.5543122344752192e-15,8.066464163292153e-17,2.220446049250313e-16
313,264,1.1102230246251565e-16,6.661338147750939e-16,1.0061396160665481e-16,2.220446049250313e-16
314,233,1.6653345369377348e-16,2.220446049250313e-16,2.3245294578089215e-16,3.3306690738754696e-16
315,251,1.1102230246251565e-16,2.220446049250313e-16,6.938893903907228e-17,2.220446049250313e-16
316,262,4.163336342344337e-17,2.220446049250313e-16,2.6020852139652106e-17,4.440892098500626e-16
317,259,1.1102230246251565e-16,7.771561172376096e-16,8.847089727481716e-17,2.220446049250313e-16
318,255,5.551115123125783e-17,3.3306690738754696e-16,1.3183898417423734e-16,2.220446049250313e-16
319,250,1.1102230246251565e-16,1.3322676295501878e-15,1.1882855810441129e-16,4.440892098500626e-16
320,258,2.220446049250313e-16,3.3306690738754696e-16,1.1796119636642288e-16,2.220446049250313e-16
321,242,2.7755575615628914e-17,6.661338147750939e-16,3.642919299551295e-17,2.220446049250313e-16
322,250,3.3306690738754696e-16,4.440892098500626e-16,1.3010426069826053e-16,2.220446049250313e-16
323,257,5.551115123125783e-17,2.220446049250313e-16,9.020562075079397e-17,2.220446049250313e-16
324,237,2.7755575615628914e-17,4.440892098500626e-16,5.2150124496552763e-17,3.3306690738754696e-16
325,262,1.6653345369377348e-16,4.440892098500626e-16,7.45931094670027e-17,2.220446049250313e-16
326,272,5.551115123125783e-17,4.440892098500626e-16,1.0061396160665481e-16,3.3306690738754696e-16
327,255,3.3306690738754696e-16,4.440892098500626e-16,1.1449174941446927e-16,2.220446049250313e-16
328,256,1.6653345369377348e-16,1.6653345369377348e-16,9.71445146547012e-17,2.220446049250313e-16
329,263,5.551115123125783e-17,3.3306690738754696e-16,9.8879238130678e-17,2.220446049250313e-16
330,256,3.3306690738754696e-16,4.440892098500626e-16,1.3877787807814457e-16,3.3306690738754696e-16
331,271,2.7755575615628914e-17,6.661338147750939e-16,2.7755575615628914e-17,2.220446049250313e-16
332,266,5.551115123125783e-17,2.498001805406602e-16,1.0668549377257364e-16,2.220446049250313e-16
333,260,5.551115123125783e-17,8.881784197001252e-16,1.3335686721571705e-17,3.3306690738754696e-16
334,262,1.1102230246251565e-16,1.1102230246251565e-16,1.1188966420050406e-16,3.3306690738754696e-16
335,260,1.1102230246251565e-16,4.440892098500626e-16,1.457167719820518e-16,2.220446049250313e-16
336,250,1.1102230246251565e-16,1.6653345369377348e-16,7.28583859910259e-17,2.220446049250313e-16
337,258,1.3877787807814457e-16,1.9984014443252818e-15,6.591949208711867e-17,6.661338147750939e-16
338,269,5.551115123125783e-17,1.1102230246251565e-16,2.0816681711721685e-17,3.3306690738754696e-16
339,258,1.1102230246251565e-16,2.7755575615628914e-16,2.0903417885520525e-16,2.220446049250313e-16
340,262,5.551115123125783e-17,6.661338147750939e-16,5.551115123125783e-17,2.220446049250313e-16
341,276,2.7755575615628914e-17,4.440892098500626e-16,2.6129272356900657e-17,2.220446049250313e-16
342,249,2.7755575615628914e-17,8.881784197001252e-16,1.0408340855860843e-17,2.220446049250313e-16
343,256,2.7755575615628914e-17,2.220446049250313e-16,7.632783294297951e-17,2.220446049250313e-16
344,256,5.551115123125783e-17,1.9984014443252818e-15,1.1470858984896637e-16,2.220446049250313e-16
345,248,8.326672684688674e-17,2.220446049250313e-16,1.1622647289044608e-16,4.440892098500626e-16
346,254,6.938893903907228e-17,4.440892098500626e-16,8.977193988179977e-17,2.220446049250313e-16
347,264,5.551115123125783e-17,8.326672684688674e-17,4.597017211338539e-17,2.220446049250313e-16
348,254,5.551115123125783e-17,8.881784197001252e-16,9.107298248878237e-17,4.440892098500626e-16
349,239,2.7755575615628914e-17,3.3306690738754696e-16,7.892991815694472e-17,2.220446049250313e-16
350,268,2.7755575615628914e-17,8.881784197001252e-16,9.302454639925628e-17,2.220446049250313e-16
351,237,5.551115123125783e-17,8.881784197001252e-16,7.45931094670027e-17,3.3306690738754696e-16
352,254,5.551115123125783e-17,6.661338147750939e-16,7.806255641895632e-18,2.220446049250313e-16
353,245,2.7755575615628914e-17,1.3322676295501878e-15,5.637851296924623e-17,2.220446049250313e-16
354,259,5.551115123125783e-17,2.220446049250313e-16,9.80118763926896e-17,2.220446049250313e-16
355,258,1.1102230246251565e-16,6.661338147750939e-16,2.1337098754514727e-16,2.220446049250313e-16
356,270,2.7755575615628914e-17,6.661338147750939e-16,8.500145032286355e-17,2.220446049250313e-16
357,246,5.551115123125783e-17,4.440892098500626e-16,9.75781955236954e-17,2.220446049250313e-16
358,266,8.326672684688674e-17,3.3306690738754696e-16,8.847089727481716e-17,2.220446049250313e-16
359,262,5.551115123125783e-17,2.220446049250313e-16,1.0928757898653885e-16,2.220446049250313e-16
360,260,3.469446951953614e-17,8.881784197001252e-16,1.3877787807814457e-17,3.3306690738754696e-16
361,278,5.551115123125783e-17,8.881784197001252e-16,8.760353553682876e-17,2.220446049250313e-16
362,260,5.551115123125783e-17,2.220446049250313e-16,7.806255641895632e-17,2.220446049250313e-16
363,257,1.6653345369377348e-16,8.881784197001252e-16,6.938893903907228e-17,2.220446049250313e-16
364,261,5.551115123125783e-17,4.440892098500626e-16,1.97758476261356e-16,2.220446049250313e-16
365,246,5.551115123125783e-17,4.440892098500626e-16,1.3877787807814457e-16,4.440892098500626e-16
366,256,1.1102230246251565e-16,3.3306690738754696e-16,6.938893903907228e-18,2.220446049250313e-16
367,275,5.551115123125783e-17,1.1102230246251565e-15,1.0072238182390336e-16,2.220446049250313e-16
368,254,1.1102230246251565e-16,1.1102230246251565e-15,2.0036056147532122e-16,2.220446049250313e-16
369,264,5.551115123125783e-17,2.220446049250313e-16,9.280770596475918e-17,3.3306690738754696e-16
370,256,5.551115123125783e-17,6.661338147750939e-16,1.9081958235744878e-17,2.220446049250313e-16
371,266,5.551115123125783e-17,8.881784197001252e-16,8.413408858487514e-17,2.220446049250313e-16
372,256,4.163336342344337e-17,8.881784197001252e-16,8.771195575407731e-17,2.220446049250313e-16
373,263,5.551115123125783e-17,2.220446049250313e-16,1.0234868508263162e-16,2.220446049250313e-16
374,261,1.1102230246251565e-16,8.881784197001252e-16,9.71445146547012e-17,2.220446049250313e-16
375,251,1.1102230246251565e-16,4.440892098500626e-16,1.233822072288504e-16,2.220446049250313e-16
376,254,8.326672684688674e-17,4.440892098500626e-16,1.8388068845354155e-16,3.3306690738754696e-16
377,236,1.1102230246251565e-16,2.220446049250313e-16,1.5005358067199381e-16,2.220446049250313e-16
378,262,5.551115123125783e-17,8.881784197001252e-16,1.6479873021779667e-17,2.220446049250313e-16
379,256,8.326672684688674e-17,2.220446049250313e-16,5.551115123125783e-17,2.220446049250313e-16
380,252,1.1102230246251565e-16,3.3306690738754696e-16,2.42861286636753e-17,4.440892098500626e-16
381,269,5.551115123125783e-17,3.3306690738754696e-16,6.071532165918825e-18,4.440892098500626e-16
382,252,8.326672684688674e-17,2.220446049250313e-15,3.252606517456513e-17,2.220446049250313e-16
383,254,5.551115123125783e-17,3.3306690738754696e-16,9.8879238130678e-17,3.3306690738754696e-16
384,271,1.1102230246251565e-16,1.1102230246251565e-15,6.418476861114186e-17,2.220446049250313e-16
385,249,2.220446049250313e-16,8.881784197001252e-16,1.2663481374630692e-16,3.3306690738754696e-16
386,236,1.1102230246251565e-16,3.3306690738754696e-16,1.457167719820518e-16,2.220446049250313e-16
387,267,1.1102230246251565e-16,1.1102230246251565e-16,1.3205582460873444e-16,3.3306690738754696e-16
388,268,5.551115123125783e-17,1.3322676295501878e-15,6.201636426617085e-17,2.220446049250313e-16
389,252,1.1102230246251565e-16,4.440892098500626e-16,1.0408340855860843e-16,3.3306690738754696e-16
390,267,2.7755575615628914e-17,4.440892098500626e-16,8.679038390746463e-17,4.440892098500626e-16
391,273,5.551115123125783e-17,1.3322676295501878e-15,7.892991815694472e-17,2.220446049250313e-16
392,249,5.551115123125783e-17,6.661338147750939e-16,7.676151381197371e-17,2.220446049250313e-16
393,282,2.7755575615628914e-16,7.771561172376096e-16,1.6306400674181987e-16,3.3306690738754696e-16
394,243,1.3877787807814457e-16,2.220446049250313e-16,1.700029006457271e-16,2.220446049250313e-16
395,250,1.3877787807814457e-16,1.1102230246251565e-15,1.1015494072452725e-16,2.220446049250313e-16
396,256,5.551115123125783e-17,1.942890293094024e-16,3.469446951953614e-17,2.220446049250313e-16
397,279,1.1102230246251565e-16,1.7763568394002505e-15,1.222980050563649e-16,2.220446049250313e-16
398,253,5.551115123125783e-17,4.440892098500626e-16,9.367506770274758e-17,2.220446049250313e-16
399,253,1.1102230246251565e-16,2.220446049250313e-16,1.7694179454963432e-16,2.220446049250313e-16
400,275,1.6653345369377348e-16,4.440892098500626e-16,1.3227266504323154e-16,2.220446049250313e-16
401,273,2.7755575615628914e-17,6.661338147750939e-16,1.3530843112619095e-16,4.440892098500626e-16
402,263,5.551115123125783e-17,2.220446049250313e-16,4.336808689942018e-17,1.1102230246251565e-16
403,229,5.551115123125783e-17,4.440892098500626e-16,5.377642775528102e-17,2.220446049250313e-16
404,242,4.85722573273506e-17,9.992007221626409e-16,1.2468324983583301e-17,2.220446049250313e-16
405,251,5.551115123125783e-17,3.3306690738754696e-16,7.112366251504909e-17,2.220446049250313e-16
406,249,3.885780586188048e-16,5.551115123125783e-16,7.45931094670027e-17,2.220446049250313e-16
407,264,3.3306690738754696e-16,2.7755575615628914e-16,1.0061396160665481e-16,2.220446049250313e-16
408,277,2.0816681711721685e-17,2.220446049250313e-16,6.938893903907228e-17,2.220446049250313e-16
409,258,6.938893903907228e-17,4.440892098500626e-16,1.4224732503009818e-16,4.440892098500626e-16
410,261,1.1102230246251565e-16,2.220446049250313e-16,1.3877787807814457e-17,4.440892098500626e-16
411,257,2.7755575615628914e-17,2.220446049250313e-16,6.461844948013606e-17,3.3306690738754696e-16
412,264,5.551115123125783e-17,2.220446049250313e-16,1.1102230246251565e-16,3.3306690738754696e-16
413,259,5.551115123125783e-17,4.440892098500626e-16,3.469446951953614e-17,2.220446049250313e-16
414,260,2.7755575615628914e-17,3.3306690738754696e-16,6.461844948013606e-17,4.440892098500626e-16
415,261,5.551115123125783e-17,4.440892098500626e-16,7.806255641895632e-18,2.220446049250313e-16
416,260,8.326672684688674e-17,4.440892098500626e-16,6.852157730108388e-17,2.220446049250313e-16
417,248,8.326672684688674e-17,1.7763568394002505e-15,5.204170427930421e-18,2.220446049250313e-16
418,236,6.938893903907228e-17,6.661338147750939e-16,7.28583859910259e-17,2.220446049250313e-16
419,238,2.0816681711721685e-17,4.440892098500626e-16,8.261620554339544e-17,2.220446049250313e-16
420,239,1.1102230246251565e-16,6.661338147750939e-16,1.3183898417423734e-16,4.440892098500626e-16
421,255,4.163336342344337e-17,5.551115123125783e-16,7.567731163948821e-17,2.220446049250313e-16
422,272,5.551115123125783e-17,1.3322676295501878e-15,1.431146867680866e-17,3.3306690738754696e-16
423,249,1.1102230246251565e-16,6.661338147750939e-16,7.28583859910259e-17,2.220446049250313e-16
424,254,5.551115123125783e-17,4.440892098500626e-16,2.0816681711721685e-17,2.220446049250313e-16
425,261,5.551115123125783e-17,3.3306690738754696e-16,1.8214596497756474e-17,2.220446049250313e-16
426,272,2.7755575615628914e-17,4.440892098500626e-16,1.1275702593849246e-17,3.3306690738754696e-16
427,229,8.326672684688674e-17,7.771561172376096e-16,1.3010426069826053e-16,2.220446049250313e-16
428,266,5.551115123125783e-17,4.440892098500626e-16,1.037039377982385e-16,2.220446049250313e-16
429,255,8.326672684688674e-17,1.1102230246251565e-16,4.85722573273506e-17,4.440892098500626e-16
430,252,6.938893903907228e-18,5.551115123125783e-17,3.903127820947816e-18,2.220446049250313e-16
431,258,5.551115123125783e-17,4.440892098500626e-16,1.6740081543176188e-16,2.220446049250313e-16
432,235,6.938893903907228e-17,2.220446049250313e-16,1.0408340855860843e-16,3.3306690738754696e-16
433,246,5.551115123125783e-17,5.551115123125783e-16,3.8163916471489756e-17,2.220446049250313e-16
434,251,5.551115123125783e-17,7.771561172376096e-16,7.979727989493313e-17,2.220446049250313e-16
435,251,5.551115123125783e-17,4.440892098500626e-16,4.5102810375396984e-17,2.220446049250313e-16
436,264,2.7755575615628914e-17,4.440892098500626e-16,9.86623976961809e-18,3.3306690738754696e-16
437,250,3.3306690738754696e-16,5.551115123125783e-16,1.1102230246251565e-16,4.440892098500626e-16
438,269,1.942890293094024e-16,1.3322676295501878e-15,1.968911145233676e-16,2.220446049250313e-16
439,246,1.1102230246251565e-16,4.440892098500626e-16,1.249000902703301e-16,2.220446049250313e-16
440,257,1.942890293094024e-16,4.440892098500626e-16,6.938893903907228e-17,4.440892098500626e-16
441,268,2.7755575615628914e-17,6.661338147750939e-16,7.892991815694472e-17,2.220446049250313e-16
442,259,5.551115123125783e-17,2.220446049250313e-16,1.2620113287731272e-16,4.440892098500626e-16
443,252,4.163336342344337e-17,4.440892098500626e-16,1.0668549377257364e-16,2.220446049250313e-16
444,243,8.326672684688674e-17,6.661338147750939e-16,9.042246118529107e-17,3.3306690738754696e-16
445,255,1.1102230246251565e-16,4.440892098500626e-16,1.3010426069826053e-16,2.220446049250313e-16
446,256,1.3877787807814457e-17,3.3306690738754696e-16,1.734723475976807e-18,4.440892098500626e-16
447,248,3.469446951953614e-17,3.3306690738754696e-16,3.8163916471489756e-17,2.220446049250313e-16
448,233,1.3877787807814457e-16,2.220446049250313e-16,1.0408340855860843e-16,2.220446049250313e-16
449,266,5.551115123125783e-17,6.661338147750939e-16,5.637851296924623e-18,1.1102230246251565e-16
450,248,3.3306690738754696e-16,4.440892098500626e-16,9.400032835449323e-17,2.220446049250313e-16
451,257,1.1102230246251565e-16,2.220446049250313e-16,8.500145032286355e-17,2.220446049250313e-16
452,234,4.163336342344337e-17,4.440892098500626e-16,7.134050294954619e-17,2.220446049250313e-16
453,225,5.551115123125783e-17,2.220446049250313e-16,9.063930161978817e-17,2.220446049250313e-16
454,253,5.551115123125783e-17,6.661338147750939e-16,8.109832250191573e-17,2.220446049250313e-16
455,259,1.1102230246251565e-16,2.220446049250313e-16,8.673617379884035e-17,2.220446049250313e-16
456,271,5.551115123125783e-17,4.440892098500626e-16,7.003946034256359e-17,2.220446049250313e-16
457,254,2.7755575615628914e-17,8.881784197001252e-16,1.0928757898653885e-16,4.440892098500626e-16
458,247,5.551115123125783e-17,6.661338147750939e-16,1.465841337200402e-16,3.3306690738754696e-16
459,235,1.1102230246251565e-16,8.881784197001252e-16,1.0408340855860843e-16,3.3306690738754696e-16
460,250,5.551115123125783e-17,2.220446049250313e-16,9.71445146547012e-17,2.220446049250313e-16
461,255,8.326672684688674e-17,1.5543122344752192e-15,8.153200337090993e-17,2.220446049250313e-16
462,266,5.551115123125783e-17,7.771561172376096e-16,9.627715291671279e-17,2.220446049250313e-16
463,243,5.551115123125783e-17,1.1102230246251565e-16,1.2836953722228372e-16,2.220446049250313e-16
464,262,1.1102230246251565e-16,8.881784197001252e-16,6.093216209368535e-17,3.3306690738754696e-16
465,265,5.551115123125783e-17,4.440892098500626e-16,9.367506770274758e-17,2.220446049250313e-16
466,255,5.551115123125783e-17,4.440892098500626e-16,2.45029690981724e-17,3.3306690738754696e-16
467,257,8.326672684688674e-17,3.3306690738754696e-16,4.5102810375396984e-17,2.220446049250313e-16
468,247,5.551115123125783e-17,4.440892098500626e-16,1.4582519219930035e-16,2.220446049250313e-16
469,252,5.551115123125783e-17,8.881784197001252e-16,9.71445146547012e-17,1.1102230246251565e-16
470,241,1.942890293094024e-16,1.1102230246251565e-15,9.71445146547012e-17,2.220446049250313e-16
471,237,1.1102230246251565e-16,3.3306690738754696e-16,1.1449174941446927e-16,2.220446049250313e-16
472,264,5.551115123125783e-17,5.551115123125783e-16,5.0306980803327406e-17,3.3306690738754696e-16
473,276,5.551115123125783e-17,2.220446049250313e-16,3.2959746043559335e-17,3.3306690738754696e-16
474,257,3.3306690738754696e-16,1.7763568394002505e-15,1.9081958235744878e-17,2.220446049250313e-16
475,284,5.551115123125783e-17,4.440892098500626e-16,1.3888629829539312e-16,2.220446049250313e-16
476,249,1.6653345369377348e-16,3.3306690738754696e-16,8.326672684688674e-17,3.3306690738754696e-16
477,253,1.1102230246251565e-16,4.440892098500626e-16,6.678685382510707e-17,3.3306690738754696e-16
478,273,1.1102230246251565e-16,5.551115123125783e-16,2.0816681711721685e-17,2.220446049250313e-16
479,242,1.1102230246251565e-16,8.881784197001252e-16,8.673617379884035e-18,2.220446049250313e-16
480,262,2.220446049250313e-16,6.661338147750939e-16,1.1275702593849246e-16,2.220446049250313e-16
481,248,5.551115123125783e-17,4.440892098500626e-16,6.808789643208968e-17,4.440892098500626e-16
482,241,5.551115123125783e-17,8.881784197001252e-16,8.868773770931426e-17,2.220446049250313e-16
483,259,5.551115123125783e-17,4.440892098500626e-16,2.3592239273284576e-16,2.220446049250313e-16
484,254,5.551115123125783e-17,2.220446049250313e-16,9.8879238130678e-17,2.220446049250313e-16
485,262,5.551115123125783e-17,2.220446049250313e-16,1.8214596497756474e-17,2.220446049250313e-16
486,254,5.551115123125783e-17,4.440892098500626e-16,1.2750217548429532e-16,3.3306690738754696e-16
487,250,5.551115123125783e-17,5.551115123125783e-16,1.231653667943533e-16,2.220446049250313e-16
488,249,5.551115123125783e-17,4.440892098500626e-16,2.6020852139652106e-17,4.440892098500626e-16
489,267,2.220446049250313e-16,6.661338147750939e-16,1.196959198423997e-16,4.440892098500626e-16
490,274,5.551115123125783e-17,4.440892098500626e-16,6.266688556966216e-17,3.3306690738754696e-16
491,244,5.551115123125783e-17,6.661338147750939e-16,1.5612511283791264e-17,2.220446049250313e-16
492,262,5.551115123125783e-17,8.881784197001252e-16,9.367506770274758e-17,4.440892098500626e-16
493,261,5.551115123125783e-17,3.3306690738754696e-16,1.5612511283791264e-17,2.220446049250313e-16
494,265,1.6653345369377348e-16,3.3306690738754696e-16,9.584347204771859e-17,2.220446049250313e-16
495,266,5.551115123125783e-17,1.1102230246251565e-15,6.071532165918825e-18,2.220446049250313e-16
496,251,1.1102230246251565e-16,4.440892098500626e-16,6.245004513516506e-17,4.440892098500626e-16
497,286,5.551115123125783e-17,4.440892098500626e-16,1.0625181290357943e-16,2.220446049250313e-16
498,279,1.3877787807814457e-16,2.7755575615628914e-16,9.367506770274758e-17,2.220446049250313e-16
499,266,5.551115123125783e-17,2.220446049250313e-16,1.1492543028346347e-16,2.220446049250313e-16
