sample_index,score,maximum_probability_error
2633,global_zscore,5.551115123125783e-17
2634,raw,0.0
2634,min_shift,0.0
2634,row_zscore,0.0
2634,row_mad,0.0
2634,row_rank,5.551115123125783e-17
2634,global_zscore,0.0
2635,raw,1.1102230246251565e-16
2635,min_shift,1.1102230246251565e-16
2635,row_zscore,1.1102230246251565e-16
2635,row_mad,2.220446049250313e-16
2635,row_rank,0.0
2635,global_zscore,0.0
2636,raw,0.0
2636,min_shift,0.0
2636,row_zscore,2.7755575615628914e-17
2636,row_mad,0.0
2636,row_rank,0.0
2636,global_zscore,0.0
2637,raw,0.0
2637,min_shift,0.0
2637,row_zscore,0.0
2637,row_mad,0.0
2637,row_rank,5.551115123125783e-17
2637,global_zscore,0.0
2638,raw,0.0
2638,min_shift,0.0
2638,row_zscore,0.0
2638,row_mad,0.0
2638,row_rank,0.0
2638,global_zscore,0.0
2639,raw,0.0
2639,min_shift,0.0
2639,row_zscore,5.551115123125783e-17
2639,row_mad,0.0
2639,row_rank,5.551115123125783e-17
2639,global_zscore,5.551115123125783e-17
2640,raw,0.0
2640,min_shift,0.0
2640,row_zscore,0.0
2640,row_mad,0.0
2640,row_rank,0.0
2640,global_zscore,0.0
2641,raw,5.551115123125783e-17
2641,min_shift,5.551115123125783e-17
2641,row_zscore,1.3877787807814457e-17
2641,row_mad,0.0
2641,row_rank,2.7755575615628914e-17
2641,global_zscore,5.551115123125783e-17
2642,raw,1.3877787807814457e-17
2642,min_shift,1.3877787807814457e-17
2642,row_zscore,1.1102230246251565e-16
2642,row_mad,1.1102230246251565e-16
2642,row_rank,0.0
2642,global_zscore,6.938893903907228e-18
2643,raw,0.0
2643,min_shift,0.0
2643,row_zscore,1.1102230246251565e-16
2643,row_mad,1.3877787807814457e-17
2643,row_rank,5.551115123125783e-17
2643,global_zscore,0.0
2644,raw,2.7755575615628914e-17
2644,min_shift,2.7755575615628914e-17
2644,row_zscore,2.7755575615628914e-17
2644,row_mad,0.0
2644,row_rank,5.551115123125783e-17
2644,global_zscore,5.551115123125783e-17
2645,raw,0.0
2645,min_shift,0.0
2645,row_zscore,1.1102230246251565e-16
2645,row_mad,2.7755575615628914e-17
2645,row_rank,0.0
2645,global_zscore,0.0
2646,raw,1.1102230246251565e-16
2646,min_shift,1.1102230246251565e-16
2646,row_zscore,2.220446049250313e-16
2646,row_mad,0.0
2646,row_rank,0.0
2646,global_zscore,0.0
2647,raw,1.1102230246251565e-16
2647,min_shift,1.1102230246251565e-16
2647,row_zscore,0.0
2647,row_mad,0.0
2647,row_rank,5.551115123125783e-17
2647,global_zscore,0.0
2648,raw,0.0
2648,min_shift,0.0
2648,row_zscore,0.0
2648,row_mad,2.220446049250313e-16
2648,row_rank,0.0
2648,global_zscore,0.0
2649,raw,0.0
2649,min_shift,0.0
2649,row_zscore,4.163336342344337e-17
2649,row_mad,5.551115123125783e-17
2649,row_rank,0.0
2649,global_zscore,5.551115123125783e-17
2650,raw,0.0
2650,min_shift,0.0
2650,row_zscore,0.0
2650,row_mad,1.1102230246251565e-16
2650,row_rank,0.0
2650,global_zscore,0.0
2651,raw,0.0
2651,min_shift,0.0
2651,row_zscore,1.1102230246251565e-16
2651,row_mad,1.1102230246251565e-16
2651,row_rank,0.0
2651,global_zscore,0.0
2652,raw,0.0
2652,min_shift,0.0
2652,row_zscore,0.0
2652,row_mad,0.0
2652,row_rank,0.0
2652,global_zscore,1.1102230246251565e-16
2653,raw,5.551115123125783e-17
2653,min_shift,5.551115123125783e-17
2653,row_zscore,1.1102230246251565e-16
2653,row_mad,0.0
2653,row_rank,0.0
2653,global_zscore,1.1102230246251565e-16
2654,raw,5.551115123125783e-17
2654,min_shift,5.551115123125783e-17
2654,row_zscore,2.0816681711721685e-17
2654,row_mad,0.0
2654,row_rank,2.7755575615628914e-17
2654,global_zscore,0.0
2655,raw,1.1102230246251565e-16
2655,min_shift,1.1102230246251565e-16
2655,row_zscore,0.0
2655,row_mad,0.0
2655,row_rank,0.0
2655,global_zscore,0.0
2656,raw,5.551115123125783e-17
2656,min_shift,5.551115123125783e-17
2656,row_zscore,5.551115123125783e-17
2656,row_mad,1.1102230246251565e-16
2656,row_rank,5.551115123125783e-17
2656,global_zscore,0.0
2657,raw,0.0
2657,min_shift,0.0
2657,row_zscore,5.551115123125783e-17
2657,row_mad,1.1102230246251565e-16
2657,row_rank,0.0
2657,global_zscore,0.0
2658,raw,0.0
2658,min_shift,0.0
2658,row_zscore,1.1102230246251565e-16
2658,row_mad,0.0
2658,row_rank,0.0
2658,global_zscore,1.1102230246251565e-16
2659,raw,0.0
2659,min_shift,0.0
2659,row_zscore,1.3877787807814457e-17
2659,row_mad,0.0
2659,row_rank,0.0
2659,global_zscore,0.0
2660,raw,2.7755575615628914e-17
2660,min_shift,2.7755575615628914e-17
2660,row_zscore,0.0
2660,row_mad,1.1102230246251565e-16
2660,row_rank,5.551115123125783e-17
2660,global_zscore,5.551115123125783e-17
2661,raw,0.0
2661,min_shift,0.0
2661,row_zscore,1.1102230246251565e-16
2661,row_mad,1.1102230246251565e-16
2661,row_rank,2.7755575615628914e-17
2661,global_zscore,0.0
2662,raw,0.0
2662,min_shift,0.0
2662,row_zscore,5.551115123125783e-17
2662,row_mad,0.0
2662,row_rank,2.7755575615628914e-17
2662,global_zscore,0.0
2663,raw,0.0
2663,min_shift,0.0
2663,row_zscore,0.0
2663,row_mad,0.0
2663,row_rank,0.0
2663,global_zscore,0.0
2664,raw,0.0
2664,min_shift,0.0
2664,row_zscore,5.551115123125783e-17
2664,row_mad,0.0
2664,row_rank,0.0
2664,global_zscore,0.0
2665,raw,1.1102230246251565e-16
2665,min_shift,1.1102230246251565e-16
2665,row_zscore,5.551115123125783e-17
2665,row_mad,5.551115123125783e-17
2665,row_rank,0.0
2665,global_zscore,0.0
2666,raw,5.551115123125783e-17
2666,min_shift,5.551115123125783e-17
2666,row_zscore,2.220446049250313e-16
2666,row_mad,0.0
2666,row_rank,2.7755575615628914e-17
2666,global_zscore,0.0
2667,raw,0.0
2667,min_shift,0.0
2667,row_zscore,0.0
2667,row_mad,0.0
2667,row_rank,2.7755575615628914e-17
2667,global_zscore,5.551115123125783e-17
2668,raw,0.0
2668,min_shift,0.0
2668,row_zscore,2.7755575615628914e-17
2668,row_mad,0.0
2668,row_rank,0.0
2668,global_zscore,0.0
2669,raw,0.0
2669,min_shift,0.0
2669,row_zscore,0.0
2669,row_mad,1.1102230246251565e-16
2669,row_rank,0.0
2669,global_zscore,0.0
2670,raw,5.551115123125783e-17
2670,min_shift,5.551115123125783e-17
2670,row_zscore,0.0
2670,row_mad,0.0
2670,row_rank,0.0
2670,global_zscore,0.0
2671,raw,5.551115123125783e-17
2671,min_shift,5.551115123125783e-17
2671,row_zscore,5.551115123125783e-17
2671,row_mad,0.0
2671,row_rank,0.0
2671,global_zscore,2.7755575615628914e-17
2672,raw,1.6653345369377348e-16
2672,min_shift,1.6653345369377348e-16
2672,row_zscore,2.7755575615628914e-17
2672,row_mad,3.3306690738754696e-16
2672,row_rank,0.0
2672,global_zscore,5.551115123125783e-17
2673,raw,5.551115123125783e-17
2673,min_shift,5.551115123125783e-17
2673,row_zscore,0.0
2673,row_mad,5.551115123125783e-17
2673,row_rank,0.0
2673,global_zscore,5.551115123125783e-17
2674,raw,0.0
2674,min_shift,0.0
2674,row_zscore,5.551115123125783e-17
2674,row_mad,1.1102230246251565e-16
2674,row_rank,0.0
2674,global_zscore,0.0
2675,raw,5.551115123125783e-17
2675,min_shift,5.551115123125783e-17
2675,row_zscore,6.938893903907228e-18
2675,row_mad,5.551115123125783e-17
2675,row_rank,2.7755575615628914e-17
2675,global_zscore,0.0
2676,raw,0.0
2676,min_shift,0.0
2676,row_zscore,0.0
2676,row_mad,0.0
2676,row_rank,0.0
2676,global_zscore,0.0
2677,raw,2.7755575615628914e-17
2677,min_shift,2.7755575615628914e-17
2677,row_zscore,5.551115123125783e-17
2677,row_mad,0.0
2677,row_rank,0.0
2677,global_zscore,1.1102230246251565e-16
2678,raw,0.0
2678,min_shift,0.0
2678,row_zscore,5.551115123125783e-17
2678,row_mad,1.1102230246251565e-16
2678,row_rank,0.0
2678,global_zscore,0.0
2679,raw,5.551115123125783e-17
2679,min_shift,5.551115123125783e-17
2679,row_zscore,1.3877787807814457e-17
2679,row_mad,0.0
2679,row_rank,0.0
2679,global_zscore,0.0
2680,raw,0.0
2680,min_shift,0.0
2680,row_zscore,5.551115123125783e-17
2680,row_mad,0.0
2680,row_rank,0.0
2680,global_zscore,0.0
2681,raw,1.1102230246251565e-16
2681,min_shift,1.1102230246251565e-16
2681,row_zscore,1.1102230246251565e-16
2681,row_mad,0.0
2681,row_rank,0.0
2681,global_zscore,0.0
2682,raw,0.0
2682,min_shift,0.0
2682,row_zscore,5.551115123125783e-17
2682,row_mad,0.0
2682,row_rank,5.551115123125783e-17
2682,global_zscore,0.0
2683,raw,0.0
2683,min_shift,0.0
2683,row_zscore,1.1102230246251565e-16
2683,row_mad,1.1102230246251565e-16
2683,row_rank,0.0
2683,global_zscore,0.0
2684,raw,0.0
2684,min_shift,0.0
2684,row_zscore,2.7755575615628914e-17
2684,row_mad,5.551115123125783e-17
2684,row_rank,2.7755575615628914e-17
2684,global_zscore,0.0
2685,raw,1.1102230246251565e-16
2685,min_shift,1.1102230246251565e-16
2685,row_zscore,5.551115123125783e-17
2685,row_mad,0.0
2685,row_rank,0.0
2685,global_zscore,0.0
2686,raw,5.551115123125783e-17
2686,min_shift,5.551115123125783e-17
2686,row_zscore,1.1102230246251565e-16
2686,row_mad,0.0
2686,row_rank,0.0
2686,global_zscore,0.0
2687,raw,0.0
2687,min_shift,0.0
2687,row_zscore,0.0
2687,row_mad,0.0
2687,row_rank,0.0
2687,global_zscore,0.0
2688,raw,0.0
2688,min_shift,0.0
2688,row_zscore,5.551115123125783e-17
2688,row_mad,0.0
2688,row_rank,0.0
2688,global_zscore,0.0
2689,raw,0.0
2689,min_shift,0.0
2689,row_zscore,2.7755575615628914e-17
2689,row_mad,0.0
2689,row_rank,0.0
2689,global_zscore,0.0
2690,raw,0.0
2690,min_shift,0.0
2690,row_zscore,1.1102230246251565e-16
2690,row_mad,1.1102230246251565e-16
2690,row_rank,0.0
2690,global_zscore,5.551115123125783e-17
2691,raw,0.0
2691,min_shift,0.0
2691,row_zscore,0.0
2691,row_mad,1.1102230246251565e-16
2691,row_rank,5.551115123125783e-17
2691,global_zscore,0.0
2692,raw,0.0
2692,min_shift,0.0
2692,row_zscore,0.0
2692,row_mad,0.0
2692,row_rank,0.0
2692,global_zscore,0.0
2693,raw,0.0
2693,min_shift,0.0
2693,row_zscore,5.551115123125783e-17
2693,row_mad,1.1102230246251565e-16
2693,row_rank,0.0
2693,global_zscore,5.551115123125783e-17
2694,raw,0.0
2694,min_shift,0.0
2694,row_zscore,0.0
2694,row_mad,0.0
2694,row_rank,2.7755575615628914e-17
2694,global_zscore,0.0
2695,raw,0.0
2695,min_shift,0.0
2695,row_zscore,5.551115123125783e-17
2695,row_mad,0.0
2695,row_rank,0.0
2695,global_zscore,5.551115123125783e-17
2696,raw,0.0
2696,min_shift,0.0
2696,row_zscore,6.938893903907228e-18
2696,row_mad,0.0
2696,row_rank,2.7755575615628914e-17
2696,global_zscore,0.0
2697,raw,5.551115123125783e-17
2697,min_shift,5.551115123125783e-17
2697,row_zscore,5.551115123125783e-17
2697,row_mad,0.0
2697,row_rank,0.0
2697,global_zscore,5.551115123125783e-17
2698,raw,0.0
2698,min_shift,0.0
2698,row_zscore,0.0
2698,row_mad,0.0
2698,row_rank,0.0
2698,global_zscore,0.0
2699,raw,0.0
2699,min_shift,0.0
2699,row_zscore,5.551115123125783e-17
2699,row_mad,1.1102230246251565e-16
2699,row_rank,0.0
2699,global_zscore,0.0
2700,raw,0.0
2700,min_shift,0.0
2700,row_zscore,0.0
2700,row_mad,0.0
2700,row_rank,5.551115123125783e-17
2700,global_zscore,1.1102230246251565e-16
2701,raw,0.0
2701,min_shift,0.0
2701,row_zscore,1.1102230246251565e-16
2701,row_mad,0.0
2701,row_rank,0.0
2701,global_zscore,0.0
2702,raw,1.1102230246251565e-16
2702,min_shift,1.1102230246251565e-16
2702,row_zscore,2.7755575615628914e-17
2702,row_mad,1.1102230246251565e-16
2702,row_rank,2.7755575615628914e-17
2702,global_zscore,1.1102230246251565e-16
2703,raw,0.0
2703,min_shift,0.0
2703,row_zscore,0.0
2703,row_mad,0.0
2703,row_rank,0.0
2703,global_zscore,1.1102230246251565e-16
2704,raw,0.0
2704,min_shift,0.0
2704,row_zscore,0.0
2704,row_mad,5.551115123125783e-17
2704,row_rank,0.0
2704,global_zscore,5.551115123125783e-17
2705,raw,0.0
2705,min_shift,0.0
2705,row_zscore,5.551115123125783e-17
2705,row_mad,0.0
2705,row_rank,2.7755575615628914e-17
2705,global_zscore,0.0
2706,raw,5.551115123125783e-17
2706,min_shift,5.551115123125783e-17
2706,row_zscore,0.0
2706,row_mad,0.0
2706,row_rank,2.7755575615628914e-17
2706,global_zscore,0.0
2707,raw,0.0
2707,min_shift,0.0
2707,row_zscore,0.0
2707,row_mad,0.0
2707,row_rank,0.0
2707,global_zscore,0.0
2708,raw,0.0
2708,min_shift,0.0
2708,row_zscore,5.551115123125783e-17
2708,row_mad,0.0
2708,row_rank,0.0
2708,global_zscore,5.551115123125783e-17
2709,raw,0.0
2709,min_shift,0.0
2709,row_zscore,1.1102230246251565e-16
2709,row_mad,1.1102230246251565e-16
2709,row_rank,5.551115123125783e-17
2709,global_zscore,5.551115123125783e-17
2710,raw,0.0
2710,min_shift,0.0
2710,row_zscore,0.0
2710,row_mad,2.220446049250313e-16
2710,row_rank,0.0
2710,global_zscore,2.7755575615628914e-17
2711,raw,1.1102230246251565e-16
2711,min_shift,1.1102230246251565e-16
2711,row_zscore,1.1102230246251565e-16
2711,row_mad,0.0
2711,row_rank,2.7755575615628914e-17
2711,global_zscore,5.551115123125783e-17
2712,raw,5.551115123125783e-17
2712,min_shift,5.551115123125783e-17
2712,row_zscore,1.1102230246251565e-16
2712,row_mad,0.0
2712,row_rank,0.0
2712,global_zscore,1.1102230246251565e-16
2713,raw,1.1102230246251565e-16
2713,min_shift,1.1102230246251565e-16
2713,row_zscore,5.551115123125783e-17
2713,row_mad,0.0
2713,row_rank,0.0
2713,global_zscore,1.1102230246251565e-16
2714,raw,5.551115123125783e-17
2714,min_shift,5.551115123125783e-17
2714,row_zscore,1.1102230246251565e-16
2714,row_mad,0.0
2714,row_rank,0.0
2714,global_zscore,0.0
2715,raw,1.1102230246251565e-16
2715,min_shift,1.1102230246251565e-16
2715,row_zscore,5.551115123125783e-17
2715,row_mad,0.0
2715,row_rank,0.0
2715,global_zscore,0.0
2716,raw,5.551115123125783e-17
2716,min_shift,5.551115123125783e-17
2716,row_zscore,0.0
2716,row_mad,5.551115123125783e-17
2716,row_rank,2.7755575615628914e-17
2716,global_zscore,5.551115123125783e-17
2717,raw,0.0
2717,min_shift,0.0
2717,row_zscore,1.1102230246251565e-16
2717,row_mad,0.0
2717,row_rank,0.0
2717,global_zscore,0.0
2718,raw,0.0
2718,min_shift,0.0
2718,row_zscore,2.0816681711721685e-17
2718,row_mad,2.220446049250313e-16
2718,row_rank,2.7755575615628914e-17
2718,global_zscore,0.0
2719,raw,0.0
2719,min_shift,0.0
2719,row_zscore,1.3877787807814457e-17
2719,row_mad,0.0
2719,row_rank,0.0
2719,global_zscore,0.0
2720,raw,0.0
2720,min_shift,0.0
2720,row_zscore,5.551115123125783e-17
2720,row_mad,5.551115123125783e-17
2720,row_rank,0.0
2720,global_zscore,0.0
2721,raw,0.0
2721,min_shift,0.0
2721,row_zscore,1.3877787807814457e-17
2721,row_mad,2.220446049250313e-16
2721,row_rank,2.7755575615628914e-17
2721,global_zscore,0.0
2722,raw,1.1102230246251565e-16
2722,min_shift,1.1102230246251565e-16
2722,row_zscore,1.1102230246251565e-16
2722,row_mad,0.0
2722,row_rank,5.551115123125783e-17
2722,global_zscore,0.0
2723,raw,0.0
2723,min_shift,0.0
2723,row_zscore,0.0
2723,row_mad,0.0
2723,row_rank,0.0
2723,global_zscore,0.0
2724,raw,0.0
2724,min_shift,0.0
2724,row_zscore,0.0
2724,row_mad,0.0
2724,row_rank,0.0
2724,global_zscore,0.0
2725,raw,5.551115123125783e-17
2725,min_shift,5.551115123125783e-17
2725,row_zscore,0.0
2725,row_mad,5.551115123125783e-17
2725,row_rank,2.7755575615628914e-17
2725,global_zscore,5.551115123125783e-17
2726,raw,1.1102230246251565e-16
2726,min_shift,1.1102230246251565e-16
2726,row_zscore,1.1102230246251565e-16
2726,row_mad,1.1102230246251565e-16
2726,row_rank,0.0
2726,global_zscore,0.0
2727,raw,5.551115123125783e-17
2727,min_shift,5.551115123125783e-17
2727,row_zscore,5.551115123125783e-17
2727,row_mad,2.220446049250313e-16
2727,row_rank,5.551115123125783e-17
2727,global_zscore,0.0
2728,raw,1.3877787807814457e-17
2728,min_shift,1.3877787807814457e-17
2728,row_zscore,0.0
2728,row_mad,0.0
2728,row_rank,0.0
2728,global_zscore,1.1102230246251565e-16
2729,raw,0.0
2729,min_shift,0.0
2729,row_zscore,1.1102230246251565e-16
2729,row_mad,0.0
2729,row_rank,0.0
2729,global_zscore,0.0
2730,raw,0.0
2730,min_shift,0.0
2730,row_zscore,2.7755575615628914e-17
2730,row_mad,0.0
2730,row_rank,0.0
2730,global_zscore,1.1102230246251565e-16
2731,raw,0.0
2731,min_shift,0.0
2731,row_zscore,0.0
2731,row_mad,5.551115123125783e-17
2731,row_rank,5.551115123125783e-17
2731,global_zscore,0.0
2732,raw,5.551115123125783e-17
2732,min_shift,5.551115123125783e-17
2732,row_zscore,0.0
2732,row_mad,0.0
2732,row_rank,0.0
2732,global_zscore,5.551115123125783e-17
2733,raw,5.551115123125783e-17
2733,min_shift,5.551115123125783e-17
2733,row_zscore,0.0
2733,row_mad,0.0
2733,row_rank,2.7755575615628914e-17
2733,global_zscore,5.551115123125783e-17
2734,raw,1.1102230246251565e-16
2734,min_shift,1.1102230246251565e-16
2734,row_zscore,5.551115123125783e-17
2734,row_mad,0.0
2734,row_rank,2.7755575615628914e-17
2734,global_zscore,1.1102230246251565e-16
2735,raw,2.7755575615628914e-17
2735,min_shift,2.7755575615628914e-17
2735,row_zscore,1.3877787807814457e-17
2735,row_mad,1.1102230246251565e-16
2735,row_rank,2.7755575615628914e-17
2735,global_zscore,0.0
2736,raw,0.0
2736,min_shift,0.0
2736,row_zscore,0.0
2736,row_mad,0.0
2736,row_rank,0.0
2736,global_zscore,1.3877787807814457e-17
2737,raw,1.3877787807814457e-17
2737,min_shift,1.3877787807814457e-17
2737,row_zscore,0.0
2737,row_mad,0.0
2737,row_rank,2.7755575615628914e-17
2737,global_zscore,5.551115123125783e-17
2738,raw,0.0
2738,min_shift,0.0
2738,row_zscore,0.0
2738,row_mad,0.0
2738,row_rank,0.0
2738,global_zscore,0.0
2739,raw,0.0
2739,min_shift,0.0
2739,row_zscore,5.551115123125783e-17
2739,row_mad,0.0
2739,row_rank,2.7755575615628914e-17
2739,global_zscore,5.551115123125783e-17
2740,raw,0.0
2740,min_shift,0.0
2740,row_zscore,1.1102230246251565e-16
2740,row_mad,0.0
2740,row_rank,0.0
2740,global_zscore,0.0
2741,raw,1.1102230246251565e-16
2741,min_shift,1.1102230246251565e-16
2741,row_zscore,0.0
2741,row_mad,5.551115123125783e-17
2741,row_rank,0.0
2741,global_zscore,0.0
2742,raw,5.551115123125783e-17
2742,min_shift,5.551115123125783e-17
2742,row_zscore,0.0
2742,row_mad,0.0
2742,row_rank,0.0
2742,global_zscore,0.0
2743,raw,5.551115123125783e-17
2743,min_shift,5.551115123125783e-17
2743,row_zscore,1.1102230246251565e-16
2743,row_mad,1.1102230246251565e-16
2743,row_rank,0.0
2743,global_zscore,5.551115123125783e-17
2744,raw,0.0
2744,min_shift,0.0
2744,row_zscore,5.551115123125783e-17
2744,row_mad,5.551115123125783e-17
2744,row_rank,0.0
2744,global_zscore,0.0
2745,raw,0.0
2745,min_shift,0.0
2745,row_zscore,5.551115123125783e-17
2745,row_mad,5.551115123125783e-17
2745,row_rank,2.7755575615628914e-17
2745,global_zscore,0.0
2746,raw,0.0
2746,min_shift,0.0
2746,row_zscore,2.7755575615628914e-17
2746,row_mad,0.0
2746,row_rank,0.0
2746,global_zscore,0.0
2747,raw,5.551115123125783e-17
2747,min_shift,5.551115123125783e-17
2747,row_zscore,2.7755575615628914e-17
2747,row_mad,2.7755575615628914e-17
2747,row_rank,2.7755575615628914e-17
2747,global_zscore,0.0
2748,raw,0.0
2748,min_shift,0.0
2748,row_zscore,5.551115123125783e-17
2748,row_mad,0.0
2748,row_rank,0.0
2748,global_zscore,0.0
2749,raw,0.0
2749,min_shift,0.0
2749,row_zscore,0.0
2749,row_mad,1.1102230246251565e-16
2749,row_rank,0.0
2749,global_zscore,1.1102230246251565e-16
2750,raw,0.0
2750,min_shift,0.0
2750,row_zscore,2.7755575615628914e-17
2750,row_mad,0.0
2750,row_rank,5.551115123125783e-17
2750,global_zscore,0.0
2751,raw,0.0
2751,min_shift,0.0
2751,row_zscore,5.551115123125783e-17
2751,row_mad,0.0
2751,row_rank,5.551115123125783e-17
2751,global_zscore,0.0
2752,raw,0.0
2752,min_shift,0.0
2752,row_zscore,0.0
2752,row_mad,1.1102230246251565e-16
2752,row_rank,2.7755575615628914e-17
2752,global_zscore,0.0
2753,raw,0.0
2753,min_shift,0.0
2753,row_zscore,0.0
2753,row_mad,0.0
2753,row_rank,5.551115123125783e-17
2753,global_zscore,0.0
2754,raw,2.7755575615628914e-17
2754,min_shift,2.7755575615628914e-17
2754,row_zscore,5.551115123125783e-17
2754,row_mad,0.0
2754,row_rank,5.551115123125783e-17
2754,global_zscore,5.551115123125783e-17
2755,raw,2.7755575615628914e-17
2755,min_shift,2.7755575615628914e-17
2755,row_zscore,1.1102230246251565e-16
2755,row_mad,0.0
2755,row_rank,0.0
2755,global_zscore,0.0
2756,raw,0.0
2756,min_shift,0.0
2756,row_zscore,4.163336342344337e-17
2756,row_mad,1.3877787807814457e-17
2756,row_rank,2.7755575615628914e-17
2756,global_zscore,1.1102230246251565e-16
2757,raw,0.0
2757,min_shift,0.0
2757,row_zscore,5.551115123125783e-17
2757,row_mad,0.0
2757,row_rank,0.0
2757,global_zscore,0.0
2758,raw,0.0
2758,min_shift,0.0
2758,row_zscore,1.1102230246251565e-16
2758,row_mad,0.0
2758,row_rank,5.551115123125783e-17
2758,global_zscore,1.1102230246251565e-16
2759,raw,0.0
2759,min_shift,0.0
2759,row_zscore,1.1102230246251565e-16
2759,row_mad,5.551115123125783e-17
2759,row_rank,0.0
2759,global_zscore,0.0
2760,raw,5.551115123125783e-17
2760,min_shift,5.551115123125783e-17
2760,row_zscore,5.551115123125783e-17
2760,row_mad,5.551115123125783e-17
2760,row_rank,2.7755575615628914e-17
2760,global_zscore,0.0
2761,raw,0.0
2761,min_shift,0.0
2761,row_zscore,1.1102230246251565e-16
2761,row_mad,1.1102230246251565e-16
2761,row_rank,0.0
2761,global_zscore,5.551115123125783e-17
2762,raw,5.551115123125783e-17
2762,min_shift,5.551115123125783e-17
2762,row_zscore,1.1102230246251565e-16
2762,row_mad,1.1102230246251565e-16
2762,row_rank,5.551115123125783e-17
2762,global_zscore,5.551115123125783e-17
2763,raw,5.551115123125783e-17
2763,min_shift,5.551115123125783e-17
2763,row_zscore,0.0
2763,row_mad,2.7755575615628914e-17
2763,row_rank,0.0
2763,global_zscore,0.0
2764,raw,0.0
2764,min_shift,0.0
2764,row_zscore,5.551115123125783e-17
2764,row_mad,5.551115123125783e-17
2764,row_rank,0.0
2764,global_zscore,5.551115123125783e-17
2765,raw,0.0
2765,min_shift,0.0
2765,row_zscore,0.0
2765,row_mad,0.0
2765,row_rank,0.0
2765,global_zscore,0.0
2766,raw,0.0
2766,min_shift,0.0
2766,row_zscore,6.938893903907228e-18
2766,row_mad,0.0
2766,row_rank,2.7755575615628914e-17
2766,global_zscore,5.551115123125783e-17
2767,raw,0.0
2767,min_shift,0.0
2767,row_zscore,1.1102230246251565e-16
2767,row_mad,1.1102230246251565e-16
2767,row_rank,2.7755575615628914e-17
2767,global_zscore,0.0
2768,raw,2.7755575615628914e-17
2768,min_shift,2.7755575615628914e-17
2768,row_zscore,2.7755575615628914e-17
2768,row_mad,5.551115123125783e-17
2768,row_rank,0.0
2768,global_zscore,5.551115123125783e-17
2769,raw,2.7755575615628914e-17
2769,min_shift,2.7755575615628914e-17
2769,row_zscore,5.551115123125783e-17
2769,row_mad,0.0
2769,row_rank,0.0
2769,global_zscore,5.551115123125783e-17
2770,raw,0.0
2770,min_shift,0.0
2770,row_zscore,2.7755575615628914e-17
2770,row_mad,0.0
2770,row_rank,0.0
2770,global_zscore,0.0
2771,raw,0.0
2771,min_shift,0.0
2771,row_zscore,5.551115123125783e-17
2771,row_mad,5.551115123125783e-17
2771,row_rank,0.0
2771,global_zscore,5.551115123125783e-17
2772,raw,0.0
2772,min_shift,0.0
2772,row_zscore,2.7755575615628914e-17
2772,row_mad,0.0
2772,row_rank,5.551115123125783e-17
2772,global_zscore,2.7755575615628914e-17
2773,raw,0.0
2773,min_shift,0.0
2773,row_zscore,1.1102230246251565e-16
2773,row_mad,0.0
2773,row_rank,0.0
2773,global_zscore,0.0
2774,raw,0.0
2774,min_shift,0.0
2774,row_zscore,0.0
2774,row_mad,0.0
2774,row_rank,2.7755575615628914e-17
2774,global_zscore,0.0
2775,raw,0.0
2775,min_shift,0.0
2775,row_zscore,0.0
2775,row_mad,1.1102230246251565e-16
2775,row_rank,0.0
2775,global_zscore,5.551115123125783e-17
2776,raw,0.0
2776,min_shift,0.0
2776,row_zscore,0.0
2776,row_mad,0.0
2776,row_rank,0.0
2776,global_zscore,0.0
2777,raw,0.0
2777,min_shift,0.0
2777,row_zscore,0.0
2777,row_mad,0.0
2777,row_rank,0.0
2777,global_zscore,5.551115123125783e-17
2778,raw,5.551115123125783e-17
2778,min_shift,5.551115123125783e-17
2778,row_zscore,0.0
2778,row_mad,0.0
2778,row_rank,0.0
2778,global_zscore,0.0
2779,raw,0.0
2779,min_shift,0.0
2779,row_zscore,6.938893903907228e-18
2779,row_mad,0.0
2779,row_rank,0.0
2779,global_zscore,5.551115123125783e-17
2780,raw,0.0
2780,min_shift,0.0
2780,row_zscore,1.1102230246251565e-16
2780,row_mad,0.0
2780,row_rank,2.7755575615628914e-17
2780,global_zscore,1.1102230246251565e-16
2781,raw,0.0
2781,min_shift,0.0
2781,row_zscore,0.0
2781,row_mad,0.0
2781,row_rank,2.7755575615628914e-17
2781,global_zscore,0.0
2782,raw,0.0
2782,min_shift,0.0
2782,row_zscore,2.7755575615628914e-17
2782,row_mad,2.220446049250313e-16
2782,row_rank,5.551115123125783e-17
2782,global_zscore,0.0
2783,raw,1.1102230246251565e-16
2783,min_shift,1.1102230246251565e-16
2783,row_zscore,2.7755575615628914e-17
2783,row_mad,0.0
2783,row_rank,5.551115123125783e-17
2783,global_zscore,1.1102230246251565e-16
2784,raw,0.0
2784,min_shift,0.0
2784,row_zscore,0.0
2784,row_mad,0.0
2784,row_rank,0.0
2784,global_zscore,0.0
2785,raw,0.0
2785,min_shift,0.0
2785,row_zscore,5.551115123125783e-17
2785,row_mad,0.0
2785,row_rank,0.0
2785,global_zscore,5.551115123125783e-17
2786,raw,0.0
2786,min_shift,0.0
2786,row_zscore,5.551115123125783e-17
2786,row_mad,0.0
2786,row_rank,2.7755575615628914e-17
2786,global_zscore,5.551115123125783e-17
2787,raw,0.0
2787,min_shift,0.0
2787,row_zscore,2.7755575615628914e-17
