sample_index,score,absolute_log_odds_change,violated_extension_stability
102,raw,0.0,False
102,min_shift,0.0,False
102,row_zscore,0.2957197472881866,True
102,row_mad,0.9430426088962064,True
102,row_rank,0.20833333333333331,True
102,global_zscore,0.05952514420565819,True
103,raw,1.1102230246251565e-16,False
103,min_shift,1.1102230246251565e-16,False
103,row_zscore,0.46386006702482585,True
103,row_mad,3.941630221894126,True
103,row_rank,0.13333333333333347,True
103,global_zscore,0.01176598141690488,True
104,raw,4.440892098500626e-16,False
104,min_shift,4.440892098500626e-16,False
104,row_zscore,0.9190638405242506,True
104,row_mad,0.8801196827822411,True
104,row_rank,0.18269230769230782,True
104,global_zscore,0.6816046236198896,True
105,raw,4.440892098500626e-16,False
105,min_shift,4.440892098500626e-16,False
105,row_zscore,0.3953683754458792,True
105,row_mad,0.23554409964025202,True
105,row_rank,0.16666666666666663,True
105,global_zscore,0.1016519724978937,True
106,raw,4.440892098500626e-16,False
106,min_shift,4.440892098500626e-16,False
106,row_zscore,0.35151063706779495,True
106,row_mad,0.3898152027363433,True
106,row_rank,0.16666666666666669,True
106,global_zscore,0.17070778451263258,True
107,raw,0.0,False
107,min_shift,0.0,False
107,row_zscore,0.1470038906254545,True
107,row_mad,1.424390989138928,True
107,row_rank,0.08333333333333337,True
107,global_zscore,0.02262863948125804,True
108,raw,0.0,False
108,min_shift,0.0,False
108,row_zscore,0.013376560763461054,True
108,row_mad,1.8191680066366605,True
108,row_rank,0.09523809523809512,True
108,global_zscore,0.08246416759293584,True
109,raw,1.1102230246251565e-16,False
109,min_shift,1.1102230246251565e-16,False
109,row_zscore,0.07286524689265339,True
109,row_mad,0.025325048463418875,True
109,row_rank,0.09999999999999987,True
109,global_zscore,0.004079582957838834,True
110,raw,0.0,False
110,min_shift,0.0,False
110,row_zscore,0.29310259535715666,True
