sample_index,score,scale,offset,probability_total_variation,maximum_probability_error
29,raw,2.8254496921641588,-1.703376671334337,0.3388038675416723,0.3388038675416723
29,min_shift,2.8254496921641588,-1.703376671334337,0.3388038675416723,0.3388038675416723
29,row_zscore,2.8254496921641588,-1.703376671334337,5.2909066017292616e-17,4.163336342344337e-17
29,row_mad,2.8254496921641588,-1.703376671334337,1.7348124144362688e-16,2.220446049250313e-16
29,row_rank,2.8254496921641588,-1.703376671334337,0.0,0.0
29,global_zscore,2.8254496921641588,-1.703376671334337,1.0668549377257364e-16,1.1102230246251565e-16
30,raw,1.307174285278533,-0.45736784306493306,0.08349629106309024,0.07212139830279296
30,min_shift,1.307174285278533,-0.45736784306493306,0.08349629106309024,0.07212139830279296
30,row_zscore,1.307174285278533,-0.45736784306493306,3.469446951953614e-17,4.163336342344337e-17
30,row_mad,1.307174285278533,-0.45736784306493306,8.543513119185775e-17,1.1102230246251565e-16
30,row_rank,1.307174285278533,-0.45736784306493306,0.0,0.0
30,global_zscore,1.307174285278533,-0.45736784306493306,2.7755575615628914e-17,2.7755575615628914e-17
31,raw,2.178847234042924,2.474552833706202,0.2211635800033192,0.2044676786626315
31,min_shift,2.178847234042924,2.474552833706202,0.2211635800033192,0.2044676786626315
31,row_zscore,2.178847234042924,2.474552833706202,3.9898639947466563e-17,4.163336342344337e-17
31,row_mad,2.178847234042924,2.474552833706202,1.465841337200402e-16,1.1102230246251565e-16
31,row_rank,2.178847234042924,2.474552833706202,0.0,0.0
31,global_zscore,2.178847234042924,2.474552833706202,9.020562075079397e-17,5.551115123125783e-17
32,raw,1.4524244345253283,2.5511212052753027,0.17252979632423016,0.17252979632423027
32,min_shift,1.4524244345253283,2.5511212052753027,0.17252979632423016,0.17252979632423027
32,row_zscore,1.4524244345253283,2.5511212052753027,6.938893903907228e-18,1.3877787807814457e-17
32,row_mad,1.4524244345253283,2.5511212052753027,1.7848678264542617e-17,2.0816681711721685e-17
32,row_rank,1.4524244345253283,2.5511212052753027,0.0,0.0
32,global_zscore,1.4524244345253283,2.5511212052753027,9.71445146547012e-17,1.1102230246251565e-16
33,raw,1.9876452133227611,-0.489807669553453,0.1643179504649723,0.08577693917403731
33,min_shift,1.9876452133227611,-0.489807669553453,0.1643179504649723,0.08577693917403731
33,row_zscore,1.9876452133227611,-0.489807669553453,1.3877787807814457e-17,2.7755575615628914e-17
33,row_mad,1.9876452133227611,-0.489807669553453,4.336808689942018e-17,2.7755575615628914e-17
33,row_rank,1.9876452133227611,-0.489807669553453,0.0,0.0
33,global_zscore,1.9876452133227611,-0.489807669553453,9.540979117872439e-17,4.163336342344337e-17
34,raw,0.27902661134563617,-2.0556292756148404,0.23888575304497212,0.20709245538880214
34,min_shift,0.27902661134563617,-2.0556292756148404,0.23888575304497212,0.20709245538880214
34,row_zscore,0.27902661134563617,-2.0556292756148404,1.196959198423997e-16,8.326672684688674e-17
34,row_mad,0.27902661134563617,-2.0556292756148404,2.5847379792054426e-16,2.220446049250313e-16
34,row_rank,0.27902661134563617,-2.0556292756148404,0.0,0.0
34,global_zscore,0.27902661134563617,-2.0556292756148404,2.1337098754514727e-16,1.6653345369377348e-16
35,raw,2.9527189095770665,1.34231950732989,0.43435192880081025,0.4343519288008103
35,min_shift,2.9527189095770665,1.34231950732989,0.43435192880081025,0.4343519288008103
35,row_zscore,2.9527189095770665,1.34231950732989,1.3877787807814457e-17,2.7755575615628914e-17
35,row_mad,2.9527189095770665,1.34231950732989,0.0,0.0
35,row_rank,2.9527189095770665,1.34231950732989,0.0,0.0
35,global_zscore,2.9527189095770665,1.34231950732989,3.9898639947466563e-17,2.7755575615628914e-17
36,raw,1.1163372094467714,-2.8998305020910022,0.012884383844595865,0.012884383844595781
36,min_shift,1.1163372094467714,-2.8998305020910022,0.012884383844595865,0.012884383844595781
36,row_zscore,1.1163372094467714,-2.8998305020910022,7.28583859910259e-17,1.1102230246251565e-16
36,row_mad,1.1163372094467714,-2.8998305020910022,3.9898639947466563e-17,5.551115123125783e-17
36,row_rank,1.1163372094467714,-2.8998305020910022,0.0,0.0
36,global_zscore,1.1163372094467714,-2.8998305020910022,4.163336342344337e-17,5.551115123125783e-17
37,raw,1.2917433716193802,-2.0297440477977746,0.048591763560981174,0.02327680306483862
37,min_shift,1.2917433716193802,-2.0297440477977746,0.048591763560981174,0.02327680306483862
37,row_zscore,1.2917433716193802,-2.0297440477977746,4.85722573273506e-17,2.7755575615628914e-17
37,row_mad,1.2917433716193802,-2.0297440477977746,2.194425197110661e-16,2.7755575615628914e-16
37,row_rank,1.2917433716193802,-2.0297440477977746,0.0,0.0
37,global_zscore,1.2917433716193802,-2.0297440477977746,1.1188966420050406e-16,5.551115123125783e-17
38,raw,0.6736700414704513,-2.658200294316462,0.10017942755247458,0.07452916231598011
38,min_shift,0.6736700414704513,-2.658200294316462,0.10017942755247458,0.07452916231598011
38,row_zscore,0.6736700414704513,-2.658200294316462,8.760353553682876e-17,5.551115123125783e-17
38,row_mad,0.6736700414704513,-2.658200294316462,3.727487069005164e-16,4.440892098500626e-16
38,row_rank,0.6736700414704513,-2.658200294316462,0.0,0.0
38,global_zscore,0.6736700414704513,-2.658200294316462,7.979727989493313e-17,5.551115123125783e-17
39,raw,3.653529383953977,-0.28297751732617993,0.453999863560085,0.45399986356008504
39,min_shift,3.653529383953977,-0.28297751732617993,0.453999863560085,0.45399986356008504
39,row_zscore,3.653529383953977,-0.28297751732617993,1.3183898417423734e-16,2.220446049250313e-16
39,row_mad,3.653529383953977,-0.28297751732617993,0.0,0.0
39,row_rank,3.653529383953977,-0.28297751732617993,0.0,0.0
39,global_zscore,3.653529383953977,-0.28297751732617993,0.0,0.0
40,raw,2.7392939965289074,2.2470452568669748,0.3798811607898328,0.22163659927071083
40,min_shift,2.7392939965289074,2.2470452568669748,0.3798811607898328,0.22163659927071083
40,row_zscore,2.7392939965289074,2.2470452568669748,5.2909066017292616e-17,2.7755575615628914e-17
40,row_mad,2.7392939965289074,2.2470452568669748,1.8974893271211934e-16,1.6653345369377348e-16
40,row_rank,2.7392939965289074,2.2470452568669748,0.0,0.0
40,global_zscore,2.7392939965289074,2.2470452568669748,2.7755575615628914e-17,4.163336342344337e-17
41,raw,2.475593761524972,-0.2982371802547248,0.3570115018240315,0.24732976199547946
41,min_shift,2.475593761524972,-0.2982371802547248,0.3570115018240315,0.24732976199547946
41,row_zscore,2.475593761524972,-0.2982371802547248,3.903127820947816e-17,2.7755575615628914e-17
41,row_mad,2.475593761524972,-0.2982371802547248,1.3704315460216776e-16,1.1102230246251565e-16
41,row_rank,2.475593761524972,-0.2982371802547248,0.0,0.0
41,global_zscore,2.475593761524972,-0.2982371802547248,4.5102810375396984e-17,5.551115123125783e-17
42,raw,2.6447092066596563,1.8623234309653496,0.4079004694188636,0.40790046941886354
42,min_shift,2.6447092066596563,1.8623234309653496,0.4079004694188636,0.40790046941886354
