n,sample_index,model,relation_identical,order_degree_parity_identical,independent_bit_identical_under_coupling,rank_half_bit_identical,moving_threshold_bit_identical,fixed_threshold_bit_identical,fixed_threshold_hamming_fraction
64,191,power_anisotropic,True,True,True,True,True,False,0.296875
64,191,beta_skew,True,True,True,True,True,False,0.375
64,192,power_anisotropic,True,True,True,True,True,False,0.3125
64,192,beta_skew,True,True,True,True,True,False,0.375
64,193,power_anisotropic,True,True,True,True,True,False,0.3125
64,193,beta_skew,True,True,True,True,True,False,0.375
64,194,power_anisotropic,True,True,True,True,True,False,0.4375
64,194,beta_skew,True,True,True,True,True,False,0.453125
64,195,power_anisotropic,True,True,True,True,True,False,0.375
64,195,beta_skew,True,True,True,True,True,False,0.4375
64,196,power_anisotropic,True,True,True,True,True,False,0.328125
64,196,beta_skew,True,True,True,True,True,False,0.34375
64,197,power_anisotropic,True,True,True,True,True,False,0.359375
64,197,beta_skew,True,True,True,True,True,False,0.421875
64,198,power_anisotropic,True,True,True,True,True,False,0.453125
64,198,beta_skew,True,True,True,True,True,False,0.5
64,199,power_anisotropic,True,True,True,True,True,False,0.390625
64,199,beta_skew,True,True,True,True,True,False,0.4375
64,200,power_anisotropic,True,True,True,True,True,False,0.40625
64,200,beta_skew,True,True,True,True,True,False,0.4375
64,201,power_anisotropic,True,True,True,True,True,False,0.328125
64,201,beta_skew,True,True,True,True,True,False,0.328125
64,202,power_anisotropic,True,True,True,True,True,False,0.3125
64,202,beta_skew,True,True,True,True,True,False,0.328125
64,203,power_anisotropic,True,True,True,True,True,False,0.375
64,203,beta_skew,True,True,True,True,True,False,0.453125
64,204,power_anisotropic,True,True,True,True,True,False,0.28125
64,204,beta_skew,True,True,True,True,True,False,0.390625
64,205,power_anisotropic,True,True,True,True,True,False,0.390625
64,205,beta_skew,True,True,True,True,True,False,0.4375
64,206,power_anisotropic,True,True,True,True,True,False,0.375
64,206,beta_skew,True,True,True,True,True,False,0.4375
64,207,power_anisotropic,True,True,True,True,True,False,0.359375
64,207,beta_skew,True,True,True,True,True,False,0.375
64,208,power_anisotropic,True,True,True,True,True,False,0.375
64,208,beta_skew,True,True,True,True,True,False,0.4375
64,209,power_anisotropic,True,True,True,True,True,False,0.359375
64,209,beta_skew,True,True,True,True,True,False,0.359375
64,210,power_anisotropic,True,True,True,True,True,False,0.328125
64,210,beta_skew,True,True,True,True,True,False,0.34375
64,211,power_anisotropic,True,True,True,True,True,False,0.3125
64,211,beta_skew,True,True,True,True,True,False,0.328125
64,212,power_anisotropic,True,True,True,True,True,False,0.359375
64,212,beta_skew,True,True,True,True,True,False,0.40625
64,213,power_anisotropic,True,True,True,True,True,False,0.328125
64,213,beta_skew,True,True,True,True,True,False,0.421875
64,214,power_anisotropic,True,True,True,True,True,False,0.359375
64,214,beta_skew,True,True,True,True,True,False,0.40625
64,215,power_anisotropic,True,True,True,True,True,False,0.3125
64,215,beta_skew,True,True,True,True,True,False,0.34375
64,216,power_anisotropic,True,True,True,True,True,False,0.390625
64,216,beta_skew,True,True,True,True,True,False,0.421875
64,217,power_anisotropic,True,True,True,True,True,False,0.3125
64,217,beta_skew,True,True,True,True,True,False,0.359375
64,218,power_anisotropic,True,True,True,True,True,False,0.421875
64,218,beta_skew,True,True,True,True,True,False,0.421875
64,219,power_anisotropic,True,True,True,True,True,False,0.328125
64,219,beta_skew,True,True,True,True,True,False,0.375
64,220,power_anisotropic,True,True,True,True,True,False,0.40625
64,220,beta_skew,True,True,True,True,True,False,0.5
64,221,power_anisotropic,True,True,True,True,True,False,0.40625
64,221,beta_skew,True,True,True,True,True,False,0.453125
64,222,power_anisotropic,True,True,True,True,True,False,0.375
64,222,beta_skew,True,True,True,True,True,False,0.4375
64,223,power_anisotropic,True,True,True,True,True,False,0.375
64,223,beta_skew,True,True,True,True,True,False,0.4375
64,224,power_anisotropic,True,True,True,True,True,False,0.328125
64,224,beta_skew,True,True,True,True,True,False,0.34375
64,225,power_anisotropic,True,True,True,True,True,False,0.328125
64,225,beta_skew,True,True,True,True,True,False,0.34375
64,226,power_anisotropic,True,True,True,True,True,False,0.4375
64,226,beta_skew,True,True,True,True,True,False,0.5
64,227,power_anisotropic,True,True,True,True,True,False,0.328125
64,227,beta_skew,True,True,True,True,True,False,0.375
64,228,power_anisotropic,True,True,True,True,True,False,0.375
64,228,beta_skew,True,True,True,True,True,False,0.4375
64,229,power_anisotropic,True,True,True,True,True,False,0.34375
64,229,beta_skew,True,True,True,True,True,False,0.40625
64,230,power_anisotropic,True,True,True,True,True,False,0.34375
64,230,beta_skew,True,True,True,True,True,False,0.390625
64,231,power_anisotropic,True,True,True,True,True,False,0.203125
64,231,beta_skew,True,True,True,True,True,False,0.265625
64,232,power_anisotropic,True,True,True,True,True,False,0.328125
64,232,beta_skew,True,True,True,True,True,False,0.359375
64,233,power_anisotropic,True,True,True,True,True,False,0.375
64,233,beta_skew,True,True,True,True,True,False,0.421875
64,234,power_anisotropic,True,True,True,True,True,False,0.265625
64,234,beta_skew,True,True,True,True,True,False,0.296875
64,235,power_anisotropic,True,True,True,True,True,False,0.34375
64,235,beta_skew,True,True,True,True,True,False,0.359375
64,236,power_anisotropic,True,True,True,True,True,False,0.21875
64,236,beta_skew,True,True,True,True,True,False,0.375
64,237,power_anisotropic,True,True,True,True,True,False,0.3125
64,237,beta_skew,True,True,True,True,True,False,0.359375
64,238,power_anisotropic,True,True,True,True,True,False,0.421875
64,238,beta_skew,True,True,True,True,True,False,0.453125
64,239,power_anisotropic,True,True,True,True,True,False,0.328125
64,239,beta_skew,True,True,True,True,True,False,0.40625
64,240,power_anisotropic,True,True,True,True,True,False,0.328125
64,240,beta_skew,True,True,True,True,True,False,0.390625
64,241,power_anisotropic,True,True,True,True,True,False,0.34375
64,241,beta_skew,True,True,True,True,True,False,0.40625
64,242,power_anisotropic,True,True,True,True,True,False,0.390625
64,242,beta_skew,True,True,True,True,True,False,0.4375
64,243,power_anisotropic,True,True,True,True,True,False,0.3125
64,243,beta_skew,True,True,True,True,True,False,0.359375
64,244,power_anisotropic,True,True,True,True,True,False,0.40625
64,244,beta_skew,True,True,True,True,True,False,0.453125
64,245,power_anisotropic,True,True,True,True,True,False,0.453125
64,245,beta_skew,True,True,True,True,True,False,0.53125
64,246,power_anisotropic,True,True,True,True,True,False,0.296875
64,246,beta_skew,True,True,True,True,True,False,0.390625
64,247,power_anisotropic,True,True,True,True,True,False,0.390625
64,247,beta_skew,True,True,True,True,True,False,0.421875
64,248,power_anisotropic,True,True,True,True,True,False,0.390625
64,248,beta_skew,True,True,True,True,True,False,0.46875
64,249,power_anisotropic,True,True,True,True,True,False,0.3125
64,249,beta_skew,True,True,True,True,True,False,0.375
64,250,power_anisotropic,True,True,True,True,True,False,0.359375
64,250,beta_skew,True,True,True,True,True,False,0.40625
64,251,power_anisotropic,True,True,True,True,True,False,0.421875
64,251,beta_skew,True,True,True,True,True,False,0.4375
64,252,power_anisotropic,True,True,True,True,True,False,0.28125
64,252,beta_skew,True,True,True,True,True,False,0.296875
64,253,power_anisotropic,True,True,True,True,True,False,0.359375
64,253,beta_skew,True,True,True,True,True,False,0.40625
64,254,power_anisotropic,True,True,True,True,True,False,0.265625
64,254,beta_skew,True,True,True,True,True,False,0.296875
64,255,power_anisotropic,True,True,True,True,True,False,0.265625
64,255,beta_skew,True,True,True,True,True,False,0.328125
64,256,power_anisotropic,True,True,True,True,True,False,0.390625
64,256,beta_skew,True,True,True,True,True,False,0.453125
64,257,power_anisotropic,True,True,True,True,True,False,0.28125
64,257,beta_skew,True,True,True,True,True,False,0.328125
64,258,power_anisotropic,True,True,True,True,True,False,0.359375
64,258,beta_skew,True,True,True,True,True,False,0.375
64,259,power_anisotropic,True,True,True,True,True,False,0.4375
64,259,beta_skew,True,True,True,True,True,False,0.46875
64,260,power_anisotropic,True,True,True,True,True,False,0.375
64,260,beta_skew,True,True,True,True,True,False,0.46875
64,261,power_anisotropic,True,True,True,True,True,False,0.40625
64,261,beta_skew,True,True,True,True,True,False,0.421875
64,262,power_anisotropic,True,True,True,True,True,False,0.265625
64,262,beta_skew,True,True,True,True,True,False,0.3125
64,263,power_anisotropic,True,True,True,True,True,False,0.34375
64,263,beta_skew,True,True,True,True,True,False,0.359375
64,264,power_anisotropic,True,True,True,True,True,False,0.3125
64,264,beta_skew,True,True,True,True,True,False,0.328125
64,265,power_anisotropic,True,True,True,True,True,False,0.34375
64,265,beta_skew,True,True,True,True,True,False,0.390625
64,266,power_anisotropic,True,True,True,True,True,False,0.359375
64,266,beta_skew,True,True,True,True,True,False,0.390625
64,267,power_anisotropic,True,True,True,True,True,False,0.25
64,267,beta_skew,True,True,True,True,True,False,0.265625
64,268,power_anisotropic,True,True,True,True,True,False,0.421875
64,268,beta_skew,True,True,True,True,True,False,0.4375
64,269,power_anisotropic,True,True,True,True,True,False,0.3125
64,269,beta_skew,True,True,True,True,True,False,0.390625
64,270,power_anisotropic,True,True,True,True,True,False,0.296875
64,270,beta_skew,True,True,True,True,True,False,0.328125
64,271,power_anisotropic,True,True,True,True,True,False,0.234375
64,271,beta_skew,True,True,True,True,True,False,0.28125
64,272,power_anisotropic,True,True,True,True,True,False,0.296875
64,272,beta_skew,True,True,True,True,True,False,0.328125
64,273,power_anisotropic,True,True,True,True,True,False,0.25
64,273,beta_skew,True,True,True,True,True,False,0.296875
64,274,power_anisotropic,True,True,True,True,True,False,0.375
64,274,beta_skew,True,True,True,True,True,False,0.453125
64,275,power_anisotropic,True,True,True,True,True,False,0.296875
64,275,beta_skew,True,True,True,True,True,False,0.296875
64,276,power_anisotropic,True,True,True,True,True,False,0.265625
64,276,beta_skew,True,True,True,True,True,False,0.28125
64,277,power_anisotropic,True,True,True,True,True,False,0.296875
64,277,beta_skew,True,True,True,True,True,False,0.3125
64,278,power_anisotropic,True,True,True,True,True,False,0.359375
64,278,beta_skew,True,True,True,True,True,False,0.359375
64,279,power_anisotropic,True,True,True,True,True,False,0.40625
64,279,beta_skew,True,True,True,True,True,False,0.453125
64,280,power_anisotropic,True,True,True,True,True,False,0.328125
64,280,beta_skew,True,True,True,True,True,False,0.390625
64,281,power_anisotropic,True,True,True,True,True,False,0.421875
64,281,beta_skew,True,True,True,True,True,False,0.453125
64,282,power_anisotropic,True,True,True,True,True,False,0.328125
64,282,beta_skew,True,True,True,True,True,False,0.390625
64,283,power_anisotropic,True,True,True,True,True,False,0.3125
64,283,beta_skew,True,True,True,True,True,False,0.390625
64,284,power_anisotropic,True,True,True,True,True,False,0.328125
64,284,beta_skew,True,True,True,True,True,False,0.359375
64,285,power_anisotropic,True,True,True,True,True,False,0.390625
64,285,beta_skew,True,True,True,True,True,False,0.4375
64,286,power_anisotropic,True,True,True,True,True,False,0.21875
64,286,beta_skew,True,True,True,True,True,False,0.296875
64,287,power_anisotropic,True,True,True,True,True,False,0.375
64,287,beta_skew,True,True,True,True,True,False,0.40625
64,288,power_anisotropic,True,True,True,True,True,False,0.359375
64,288,beta_skew,True,True,True,True,True,False,0.4375
64,289,power_anisotropic,True,True,True,True,True,False,0.328125
64,289,beta_skew,True,True,True,True,True,False,0.375
64,290,power_anisotropic,True,True,True,True,True,False,0.328125
64,290,beta_skew,True,True,True,True,True,False,0.390625
64,291,power_anisotropic,True,True,True,True,True,False,0.40625
64,291,beta_skew,True,True,True,True,True,False,0.421875
64,292,power_anisotropic,True,True,True,True,True,False,0.328125
64,292,beta_skew,True,True,True,True,True,False,0.390625
64,293,power_anisotropic,True,True,True,True,True,False,0.4375
64,293,beta_skew,True,True,True,True,True,False,0.46875
64,294,power_anisotropic,True,True,True,True,True,False,0.328125
64,294,beta_skew,True,True,True,True,True,False,0.359375
64,295,power_anisotropic,True,True,True,True,True,False,0.375
64,295,beta_skew,True,True,True,True,True,False,0.40625
64,296,power_anisotropic,True,True,True,True,True,False,0.40625
64,296,beta_skew,True,True,True,True,True,False,0.484375
64,297,power_anisotropic,True,True,True,True,True,False,0.21875
64,297,beta_skew,True,True,True,True,True,False,0.296875
64,298,power_anisotropic,True,True,True,True,True,False,0.421875
64,298,beta_skew,True,True,True,True,True,False,0.46875
64,299,power_anisotropic,True,True,True,True,True,False,0.28125
64,299,beta_skew,True,True,True,True,True,False,0.34375
128,0,power_anisotropic,True,True,True,True,True,False,0.3515625
128,0,beta_skew,True,True,True,True,True,False,0.3828125
128,1,power_anisotropic,True,True,True,True,True,False,0.328125
128,1,beta_skew,True,True,True,True,True,False,0.359375
128,2,power_anisotropic,True,True,True,True,True,False,0.328125
128,2,beta_skew,True,True,True,True,True,False,0.3671875
128,3,power_anisotropic,True,True,True,True,True,False,0.375
128,3,beta_skew,True,True,True,True,True,False,0.4375
128,4,power_anisotropic,True,True,True,True,True,False,0.2890625
128,4,beta_skew,True,True,True,True,True,False,0.3515625
128,5,power_anisotropic,True,True,True,True,True,False,0.375
128,5,beta_skew,True,True,True,True,True,False,0.3984375
128,6,power_anisotropic,True,True,True,True,True,False,0.390625
128,6,beta_skew,True,True,True,True,True,False,0.4375
128,7,power_anisotropic,True,True,True,True,True,False,0.3515625
128,7,beta_skew,True,True,True,True,True,False,0.390625
128,8,power_anisotropic,True,True,True,True,True,False,0.3671875
128,8,beta_skew,True,True,True,True,True,False,0.421875
128,9,power_anisotropic,True,True,True,True,True,False,0.3359375
128,9,beta_skew,True,True,True,True,True,False,0.3984375
128,10,power_anisotropic,True,True,True,True,True,False,0.3671875
128,10,beta_skew,True,True,True,True,True,False,0.421875
128,11,power_anisotropic,True,True,True,True,True,False,0.3203125
128,11,beta_skew,True,True,True,True,True,False,0.359375
128,12,power_anisotropic,True,True,True,True,True,False,0.328125
128,12,beta_skew,True,True,True,True,True,False,0.375
128,13,power_anisotropic,True,True,True,True,True,False,0.3359375
128,13,beta_skew,True,True,True,True,True,False,0.40625
128,14,power_anisotropic,True,True,True,True,True,False,0.3671875
128,14,beta_skew,True,True,True,True,True,False,0.4375
128,15,power_anisotropic,True,True,True,True,True,False,0.3203125
128,15,beta_skew,True,True,True,True,True,False,0.375
128,16,power_anisotropic,True,True,True,True,True,False,0.3359375
128,16,beta_skew,True,True,True,True,True,False,0.4140625
128,17,power_anisotropic,True,True,True,True,True,False,0.328125
128,17,beta_skew,True,True,True,True,True,False,0.3828125
128,18,power_anisotropic,True,True,True,True,True,False,0.375
128,18,beta_skew,True,True,True,True,True,False,0.40625
128,19,power_anisotropic,True,True,True,True,True,False,0.328125
128,19,beta_skew,True,True,True,True,True,False,0.40625
128,20,power_anisotropic,True,True,True,True,True,False,0.328125
128,20,beta_skew,True,True,True,True,True,False,0.359375
128,21,power_anisotropic,True,True,True,True,True,False,0.3671875
128,21,beta_skew,True,True,True,True,True,False,0.4375
128,22,power_anisotropic,True,True,True,True,True,False,0.34375
128,22,beta_skew,True,True,True,True,True,False,0.3984375
128,23,power_anisotropic,True,True,True,True,True,False,0.390625
128,23,beta_skew,True,True,True,True,True,False,0.4375
128,24,power_anisotropic,True,True,True,True,True,False,0.359375
128,24,beta_skew,True,True,True,True,True,False,0.4140625
128,25,power_anisotropic,True,True,True,True,True,False,0.3515625
128,25,beta_skew,True,True,True,True,True,False,0.3828125
128,26,power_anisotropic,True,True,True,True,True,False,0.328125
128,26,beta_skew,True,True,True,True,True,False,0.359375
128,27,power_anisotropic,True,True,True,True,True,False,0.390625
128,27,beta_skew,True,True,True,True,True,False,0.4296875
128,28,power_anisotropic,True,True,True,True,True,False,0.3046875
128,28,beta_skew,True,True,True,True,True,False,0.3515625
128,29,power_anisotropic,True,True,True,True,True,False,0.3125
128,29,beta_skew,True,True,True,True,True,False,0.375
128,30,power_anisotropic,True,True,True,True,True,False,0.265625
128,30,beta_skew,True,True,True,True,True,False,0.3125
128,31,power_anisotropic,True,True,True,True,True,False,0.3671875
128,31,beta_skew,True,True,True,True,True,False,0.421875
128,32,power_anisotropic,True,True,True,True,True,False,0.3984375
128,32,beta_skew,True,True,True,True,True,False,0.421875
128,33,power_anisotropic,True,True,True,True,True,False,0.3359375
128,33,beta_skew,True,True,True,True,True,False,0.359375
128,34,power_anisotropic,True,True,True,True,True,False,0.3671875
128,34,beta_skew,True,True,True,True,True,False,0.40625
128,35,power_anisotropic,True,True,True,True,True,False,0.3515625
128,35,beta_skew,True,True,True,True,True,False,0.3984375
128,36,power_anisotropic,True,True,True,True,True,False,0.3203125
128,36,beta_skew,True,True,True,True,True,False,0.375
128,37,power_anisotropic,True,True,True,True,True,False,0.375
128,37,beta_skew,True,True,True,True,True,False,0.4375
128,38,power_anisotropic,True,True,True,True,True,False,0.28125
128,38,beta_skew,True,True,True,True,True,False,0.34375
128,39,power_anisotropic,True,True,True,True,True,False,0.3125
128,39,beta_skew,True,True,True,True,True,False,0.390625
128,40,power_anisotropic,True,True,True,True,True,False,0.359375
128,40,beta_skew,True,True,True,True,True,False,0.4140625
128,41,power_anisotropic,True,True,True,True,True,False,0.3828125
128,41,beta_skew,True,True,True,True,True,False,0.4296875
128,42,power_anisotropic,True,True,True,True,True,False,0.3671875
128,42,beta_skew,True,True,True,True,True,False,0.4140625
128,43,power_anisotropic,True,True,True,True,True,False,0.3515625
128,43,beta_skew,True,True,True,True,True,False,0.3984375
128,44,power_anisotropic,True,True,True,True,True,False,0.375
128,44,beta_skew,True,True,True,True,True,False,0.421875
128,45,power_anisotropic,True,True,True,True,True,False,0.3671875
128,45,beta_skew,True,True,True,True,True,False,0.390625
128,46,power_anisotropic,True,True,True,True,True,False,0.3125
128,46,beta_skew,True,True,True,True,True,False,0.40625
128,47,power_anisotropic,True,True,True,True,True,False,0.3125
128,47,beta_skew,True,True,True,True,True,False,0.3671875
128,48,power_anisotropic,True,True,True,True,True,False,0.421875
128,48,beta_skew,True,True,True,True,True,False,0.4296875
128,49,power_anisotropic,True,True,True,True,True,False,0.3359375
128,49,beta_skew,True,True,True,True,True,False,0.3984375
128,50,power_anisotropic,True,True,True,True,True,False,0.3828125
128,50,beta_skew,True,True,True,True,True,False,0.40625
128,51,power_anisotropic,True,True,True,True,True,False,0.3828125
128,51,beta_skew,True,True,True,True,True,False,0.4375
128,52,power_anisotropic,True,True,True,True,True,False,0.3203125
128,52,beta_skew,True,True,True,True,True,False,0.390625
128,53,power_anisotropic,True,True,True,True,True,False,0.3046875
128,53,beta_skew,True,True,True,True,True,False,0.3828125
128,54,power_anisotropic,True,True,True,True,True,False,0.375
128,54,beta_skew,True,True,True,True,True,False,0.4375
128,55,power_anisotropic,True,True,True,True,True,False,0.34375
128,55,beta_skew,True,True,True,True,True,False,0.359375
128,56,power_anisotropic,True,True,True,True,True,False,0.3828125
128,56,beta_skew,True,True,True,True,True,False,0.4296875
128,57,power_anisotropic,True,True,True,True,True,False,0.375
128,57,beta_skew,True,True,True,True,True,False,0.4296875
128,58,power_anisotropic,True,True,True,True,True,False,0.3671875
128,58,beta_skew,True,True,True,True,True,False,0.421875
128,59,power_anisotropic,True,True,True,True,True,False,0.265625
128,59,beta_skew,True,True,True,True,True,False,0.328125
128,60,power_anisotropic,True,True,True,True,True,False,0.25
128,60,beta_skew,True,True,True,True,True,False,0.3046875
128,61,power_anisotropic,True,True,True,True,True,False,0.3359375
128,61,beta_skew,True,True,True,True,True,False,0.40625
128,62,power_anisotropic,True,True,True,True,True,False,0.359375
128,62,beta_skew,True,True,True,True,True,False,0.4140625
128,63,power_anisotropic,True,True,True,True,True,False,0.375
128,63,beta_skew,True,True,True,True,True,False,0.4296875
128,64,power_anisotropic,True,True,True,True,True,False,0.328125
128,64,beta_skew,True,True,True,True,True,False,0.4140625
128,65,power_anisotropic,True,True,True,True,True,False,0.390625
128,65,beta_skew,True,True,True,True,True,False,0.421875
128,66,power_anisotropic,True,True,True,True,True,False,0.3515625
128,66,beta_skew,True,True,True,True,True,False,0.4140625
128,67,power_anisotropic,True,True,True,True,True,False,0.3359375
128,67,beta_skew,True,True,True,True,True,False,0.3828125
128,68,power_anisotropic,True,True,True,True,True,False,0.328125
128,68,beta_skew,True,True,True,True,True,False,0.390625
128,69,power_anisotropic,True,True,True,True,True,False,0.3515625
128,69,beta_skew,True,True,True,True,True,False,0.421875
128,70,power_anisotropic,True,True,True,True,True,False,0.328125
128,70,beta_skew,True,True,True,True,True,False,0.375
128,71,power_anisotropic,True,True,True,True,True,False,0.28125
128,71,beta_skew,True,True,True,True,True,False,0.359375
128,72,power_anisotropic,True,True,True,True,True,False,0.4296875
128,72,beta_skew,True,True,True,True,True,False,0.484375
128,73,power_anisotropic,True,True,True,True,True,False,0.421875
128,73,beta_skew,True,True,True,True,True,False,0.4453125
128,74,power_anisotropic,True,True,True,True,True,False,0.3984375
128,74,beta_skew,True,True,True,True,True,False,0.4375
128,75,power_anisotropic,True,True,True,True,True,False,0.3125
128,75,beta_skew,True,True,True,True,True,False,0.375
128,76,power_anisotropic,True,True,True,True,True,False,0.328125
128,76,beta_skew,True,True,True,True,True,False,0.3984375
128,77,power_anisotropic,True,True,True,True,True,False,0.3359375
128,77,beta_skew,True,True,True,True,True,False,0.375
128,78,power_anisotropic,True,True,True,True,True,False,0.390625
128,78,beta_skew,True,True,True,True,True,False,0.4453125
128,79,power_anisotropic,True,True,True,True,True,False,0.3671875
128,79,beta_skew,True,True,True,True,True,False,0.3984375
128,80,power_anisotropic,True,True,True,True,True,False,0.28125
128,80,beta_skew,True,True,True,True,True,False,0.3515625
128,81,power_anisotropic,True,True,True,True,True,False,0.3671875
128,81,beta_skew,True,True,True,True,True,False,0.421875
128,82,power_anisotropic,True,True,True,True,True,False,0.3203125
128,82,beta_skew,True,True,True,True,True,False,0.40625
128,83,power_anisotropic,True,True,True,True,True,False,0.2890625
128,83,beta_skew,True,True,True,True,True,False,0.3359375
128,84,power_anisotropic,True,True,True,True,True,False,0.34375
128,84,beta_skew,True,True,True,True,True,False,0.390625
128,85,power_anisotropic,True,True,True,True,True,False,0.3046875
128,85,beta_skew,True,True,True,True,True,False,0.359375
128,86,power_anisotropic,True,True,True,True,True,False,0.328125
128,86,beta_skew,True,True,True,True,True,False,0.375
128,87,power_anisotropic,True,True,True,True,True,False,0.34375
128,87,beta_skew,True,True,True,True,True,False,0.375
128,88,power_anisotropic,True,True,True,True,True,False,0.390625
128,88,beta_skew,True,True,True,True,True,False,0.4609375
128,89,power_anisotropic,True,True,True,True,True,False,0.34375
128,89,beta_skew,True,True,True,True,True,False,0.390625
128,90,power_anisotropic,True,True,True,True,True,False,0.3671875
128,90,beta_skew,True,True,True,True,True,False,0.4140625
128,91,power_anisotropic,True,True,True,True,True,False,0.3359375
128,91,beta_skew,True,True,True,True,True,False,0.359375
128,92,power_anisotropic,True,True,True,True,True,False,0.3125
128,92,beta_skew,True,True,True,True,True,False,0.3359375
128,93,power_anisotropic,True,True,True,True,True,False,0.34375
128,93,beta_skew,True,True,True,True,True,False,0.390625
128,94,power_anisotropic,True,True,True,True,True,False,0.3359375
128,94,beta_skew,True,True,True,True,True,False,0.3828125
128,95,power_anisotropic,True,True,True,True,True,False,0.3359375
128,95,beta_skew,True,True,True,True,True,False,0.3671875
128,96,power_anisotropic,True,True,True,True,True,False,0.3203125
128,96,beta_skew,True,True,True,True,True,False,0.3671875
128,97,power_anisotropic,True,True,True,True,True,False,0.3359375
128,97,beta_skew,True,True,True,True,True,False,0.40625
128,98,power_anisotropic,True,True,True,True,True,False,0.2734375
128,98,beta_skew,True,True,True,True,True,False,0.3125
128,99,power_anisotropic,True,True,True,True,True,False,0.296875
128,99,beta_skew,True,True,True,True,True,False,0.3828125
128,100,power_anisotropic,True,True,True,True,True,False,0.34375
128,100,beta_skew,True,True,True,True,True,False,0.40625
128,101,power_anisotropic,True,True,True,True,True,False,0.359375
128,101,beta_skew,True,True,True,True,True,False,0.3984375
128,102,power_anisotropic,True,True,True,True,True,False,0.3359375
128,102,beta_skew,True,True,True,True,True,False,0.3671875
128,103,power_anisotropic,True,True,True,True,True,False,0.375
128,103,beta_skew,True,True,True,True,True,False,0.4140625
128,104,power_anisotropic,True,True,True,True,True,False,0.296875
128,104,beta_skew,True,True,True,True,True,False,0.40625
128,105,power_anisotropic,True,True,True,True,True,False,0.28125
128,105,beta_skew,True,True,True,True,True,False,0.296875
128,106,power_anisotropic,True,True,True,True,True,False,0.34375
128,106,beta_skew,True,True,True,True,True,False,0.3828125
128,107,power_anisotropic,True,True,True,True,True,False,0.4296875
128,107,beta_skew,True,True,True,True,True,False,0.5
128,108,power_anisotropic,True,True,True,True,True,False,0.375
128,108,beta_skew,True,True,True,True,True,False,0.4375
128,109,power_anisotropic,True,True,True,True,True,False,0.3203125
128,109,beta_skew,True,True,True,True,True,False,0.3671875
128,110,power_anisotropic,True,True,True,True,True,False,0.34375
128,110,beta_skew,True,True,True,True,True,False,0.3828125
128,111,power_anisotropic,True,True,True,True,True,False,0.34375
128,111,beta_skew,True,True,True,True,True,False,0.375
128,112,power_anisotropic,True,True,True,True,True,False,0.375
128,112,beta_skew,True,True,True,True,True,False,0.46875
128,113,power_anisotropic,True,True,True,True,True,False,0.3828125
128,113,beta_skew,True,True,True,True,True,False,0.4375
128,114,power_anisotropic,True,True,True,True,True,False,0.234375
128,114,beta_skew,True,True,True,True,True,False,0.2578125
128,115,power_anisotropic,True,True,True,True,True,False,0.3515625
128,115,beta_skew,True,True,True,True,True,False,0.421875
128,116,power_anisotropic,True,True,True,True,True,False,0.3671875
128,116,beta_skew,True,True,True,True,True,False,0.4375
128,117,power_anisotropic,True,True,True,True,True,False,0.3359375
128,117,beta_skew,True,True,True,True,True,False,0.3828125
128,118,power_anisotropic,True,True,True,True,True,False,0.328125
128,118,beta_skew,True,True,True,True,True,False,0.3984375
128,119,power_anisotropic,True,True,True,True,True,False,0.34375
128,119,beta_skew,True,True,True,True,True,False,0.390625
128,120,power_anisotropic,True,True,True,True,True,False,0.28125
128,120,beta_skew,True,True,True,True,True,False,0.3515625
128,121,power_anisotropic,True,True,True,True,True,False,0.34375
128,121,beta_skew,True,True,True,True,True,False,0.390625
128,122,power_anisotropic,True,True,True,True,True,False,0.34375
128,122,beta_skew,True,True,True,True,True,False,0.375
128,123,power_anisotropic,True,True,True,True,True,False,0.2578125
128,123,beta_skew,True,True,True,True,True,False,0.2890625
128,124,power_anisotropic,True,True,True,True,True,False,0.4140625
128,124,beta_skew,True,True,True,True,True,False,0.453125
128,125,power_anisotropic,True,True,True,True,True,False,0.3515625
128,125,beta_skew,True,True,True,True,True,False,0.390625
128,126,power_anisotropic,True,True,True,True,True,False,0.2734375
128,126,beta_skew,True,True,True,True,True,False,0.296875
128,127,power_anisotropic,True,True,True,True,True,False,0.2890625
128,127,beta_skew,True,True,True,True,True,False,0.3359375
128,128,power_anisotropic,True,True,True,True,True,False,0.3515625
128,128,beta_skew,True,True,True,True,True,False,0.4140625
128,129,power_anisotropic,True,True,True,True,True,False,0.3515625
128,129,beta_skew,True,True,True,True,True,False,0.4140625
128,130,power_anisotropic,True,True,True,True,True,False,0.25
128,130,beta_skew,True,True,True,True,True,False,0.296875
128,131,power_anisotropic,True,True,True,True,True,False,0.3671875
128,131,beta_skew,True,True,True,True,True,False,0.4140625
128,132,power_anisotropic,True,True,True,True,True,False,0.3671875
128,132,beta_skew,True,True,True,True,True,False,0.3671875
128,133,power_anisotropic,True,True,True,True,True,False,0.2734375
128,133,beta_skew,True,True,True,True,True,False,0.3203125
128,134,power_anisotropic,True,True,True,True,True,False,0.3671875
128,134,beta_skew,True,True,True,True,True,False,0.4375
128,135,power_anisotropic,True,True,True,True,True,False,0.3671875
128,135,beta_skew,True,True,True,True,True,False,0.453125
128,136,power_anisotropic,True,True,True,True,True,False,0.3125
128,136,beta_skew,True,True,True,True,True,False,0.3359375
128,137,power_anisotropic,True,True,True,True,True,False,0.3984375
